PLAYER,TEAM,GP,W,L,MIN,DREB,ContestedDREB,ContestedDREB%,DREBChances,DREBChance%,DeferredDREB Chances,AdjustedDREB Chance%,AVG DREBDistance
Garrett Temple,LAC,4,1,3,40,6,0,0.0,8,75.0,0,75.0,12.7
Gary Clark,HOU,1,1,0,3,1,0,0.0,1,100.0,0,100.0,3.5
Gary Harris,DEN,14,7,7,517,49,7,14.3,80,61.3,4,64.5,12.0
George Hill,MIL,15,10,5,394,38,2,5.3,62,61.3,4,65.5,7.7
Georges Niang,UTA,5,1,4,55,14,3,21.4,22,63.6,2,70.0,5.3
Gerald Green,HOU,6,4,2,62,12,1,8.3,19,63.2,2,70.6,7.4
Giannis Antetokounmpo,MIL,15,10,5,514,147,25,17.0,228,64.5,22,71.4,5.3
Glenn Robinson III,DET,2,0,2,33,5,2,40.0,7,71.4,0,71.4,3.8
Gordon Hayward,BOS,8,5,3,236,33,5,15.2,60,55.0,4,58.9,7.4
Grayson Allen,UTA,1,0,1,10,1,0,0.0,2,50.0,0,50.0,5.4
Greg Monroe,PHI,8,5,3,87,17,3,17.6,26,65.4,0,65.4,3.9
Guerschon Yabusele,BOS,2,1,1,8,1,0,0.0,4,25.0,1,33.3,6.5
Iman Shumpert,HOU,7,3,4,99,11,3,27.3,19,57.9,2,64.7,8.7
Isaiah Hartenstein,HOU,1,1,0,2,0,0,0.0,0,0.0,0,0.0,0.0
Ish Smith,DET,4,0,4,81,10,0,0.0,21,47.6,2,52.6,9.2
Ivica Zubac,LAC,4,1,3,39,11,1,9.1,16,68.8,0,68.8,6.0
JJ Redick,PHI,8,4,4,259,16,2,12.5,34,47.1,3,51.6,7.8
JaMychal Green,LAC,6,2,4,141,26,2,7.7,44,59.1,3,63.4,5.9
Jacob Evans,GSW,1,1,0,3,1,0,0.0,1,100.0,0,100.0,15.0
Jae Crowder,UTA,5,1,4,130,25,5,20.0,39,64.1,0,64.1,6.4
Jake Layman,POR,2,1,1,11,3,2,66.7,4,75.0,0,75.0,4.5
Jakob Poeltl,SAS,7,3,4,177,29,15,51.7,49,59.2,4,64.4,4.1
Jamal Murray,DEN,13,6,7,475,42,4,9.5,71,59.2,4,62.7,10.5
James Ennis III,PHI,11,7,4,232,26,6,23.1,43,60.5,5,68.4,5.8
James Harden,HOU,11,6,5,424,66,9,13.6,100,66.0,6,70.2,6.9
Jared Dudley,BKN,2,0,2,35,2,0,0.0,7,28.6,1,33.3,5.0
Jarell Martin,ORL,2,0,2,12,1,1,100.0,3,33.3,0,33.3,11.2
Jarred Vanderbilt,DEN,1,0,1,2,1,0,0.0,1,100.0,0,100.0,20.8
Jarrett Allen,BKN,5,1,4,110,19,9,47.4,35,54.3,2,57.6,3.8
Jaylen Brown,BOS,9,5,4,274,46,10,21.7,76,60.5,6,65.7,5.6
Jayson Tatum,BOS,9,5,4,295,53,7,13.2,73,72.6,7,80.3,5.9
Jerami Grant,OKC,5,1,4,176,21,9,42.9,51,41.2,8,48.8,6.2
Jeremy Lin,TOR,2,2,0,6,3,0,0.0,3,100.0,0,100.0,7.5
Jerian Grant,ORL,1,0,1,5,4,0,0.0,4,100.0,0,100.0,8.6
Jerome Robinson,LAC,4,1,3,35,4,0,0.0,6,66.7,0,66.7,9.4
Jimmy Butler,PHI,12,7,5,421,50,12,24.0,82,61.0,2,62.5,7.7
Jodie Meeks,TOR,6,5,1,40,9,1,11.1,11,81.8,1,90.0,5.9
Joe Harris,BKN,5,1,4,149,15,6,40.0,33,45.5,5,53.6,8.4
Joe Ingles,UTA,5,1,4,151,21,2,9.5,30,70.0,1,72.4,8.5
Joel Embiid,PHI,11,6,5,334,94,25,26.6,155,60.6,20,69.6,4.1
Jonah Bolden,PHI,7,5,2,62,10,1,10.0,17,58.8,3,71.4,5.2
Jonas Jerebko,GSW,13,10,3,113,19,2,10.5,30,63.3,1,65.5,4.5
Jonathan Isaac,ORL,5,1,4,137,21,1,4.8,38,55.3,6,65.6,4.8
Jonathon Simmons,PHI,5,3,2,45,7,2,28.6,8,87.5,0,87.5,5.8
Jordan Bell,GSW,9,7,2,84,12,4,33.3,27,44.4,0,44.4,6.9
Juancho Hernangomez,DEN,2,1,1,10,3,1,33.3,3,100.0,0,100.0,6.0
Kawhi Leonard,TOR,24,16,8,939,164,39,23.8,255,64.3,20,69.8,6.3
Kenneth Faried,HOU,6,4,2,56,18,9,50.0,27,66.7,1,69.2,3.4
Kevin Durant,GSW,12,8,4,442,58,13,22.4,105,55.2,12,62.4,5.8
Kevon Looney,GSW,21,14,7,431,53,18,34.0,102,52.0,12,58.9,5.1
Khem Birch,ORL,5,1,4,92,22,8,36.4,33,66.7,3,73.3,4.5
Khris Middleton,MIL,15,10,5,515,86,9,10.5,123,69.9,7,74.1,7.3
Khyri Thomas,DET,2,0,2,13,2,1,50.0,3,66.7,0,66.7,12.2
Klay Thompson,GSW,21,14,7,818,74,19,25.7,130,56.9,15,64.3,7.4
Kyle Korver,UTA,3,0,3,28,4,1,25.0,6,66.7,1,80.0,12.0
Kyle Lowry,TOR,24,16,8,900,96,24,25.0,194,49.5,13,53.0,8.1
Kyrie Irving,BOS,9,5,4,330,34,5,14.7,62,54.8,6,60.7,8.7
LaMarcus Aldridge,SAS,7,3,4,244,48,13,27.1,75,64.0,5,68.6,5.8
Landry Shamet,LAC,5,2,3,153,11,3,27.3,15,73.3,1,78.6,9.3
Langston Galloway,DET,4,0,4,110,13,1,7.7,20,65.0,0,65.0,10.2
Lonnie Walker IV,SAS,2,0,2,13,2,1,50.0,2,100.0,0,100.0,8.2
Lou Williams,LAC,6,2,4,176,11,1,9.1,20,55.0,0,55.0,9.8
Luke Kennard,DET,4,0,4,133,16,4,25.0,30,53.3,6,66.7,6.4
Malcolm Brogdon,MIL,7,3,4,198,28,6,21.4,43,65.1,4,71.8,10.3
Malcolm Miller,TOR,4,2,2,13,5,2,40.0,5,100.0,0,100.0,8.5
Malik Beasley,DEN,13,7,6,274,37,5,13.5,51,72.5,6,82.2,7.9
Marc Gasol,TOR,24,16,8,735,138,37,26.8,207,66.7,11,70.4,5.2
Marco Belinelli,SAS,6,3,3,116,13,2,15.4,19,68.4,0,68.4,8.0
Marcus Morris Sr.,BOS,9,5,4,254,61,17,27.9,94,64.9,7,70.1,6.7
Marcus Smart,BOS,2,0,2,32,0,0,0.0,2,0.0,2,0.0,0.0
Markieff Morris,OKC,4,1,3,55,9,3,33.3,18,50.0,2,56.3,4.6
Mason Plumlee,DEN,13,6,7,207,36,17,47.2,68,52.9,2,54.5,3.8
Maurice Harkless,POR,15,8,7,366,49,14,28.6,77,63.6,6,69.0,6.2
Melvin Frazier Jr.,ORL,2,0,2,12,3,0,0.0,4,75.0,0,75.0,9.7
Meyers Leonard,POR,9,3,6,158,34,9,26.5,42,81.0,2,85.0,5.3
Michael Carter-Williams,ORL,4,1,3,74,18,1,5.6,23,78.3,0,78.3,6.2
Mike Scott,PHI,9,5,4,179,30,8,26.7,48,62.5,6,71.4,6.2
Monte Morris,DEN,9,5,4,154,16,3,18.8,17,94.1,0,94.1,10.1
Montrezl Harrell,LAC,6,2,4,158,21,6,28.6,47,44.7,5,50.0,5.6
Myles Turner,IND,4,0,4,126,21,4,19.0,37,56.8,6,67.7,4.8
Nene,HOU,6,3,3,49,5,1,20.0,14,35.7,1,38.5,4.3
Nerlens Noel,OKC,5,1,4,60,8,3,37.5,25,32.0,3,36.4,5.6
Nikola Jokic,DEN,14,7,7,556,128,50,39.1,242,52.9,26,59.3,4.6
Nikola Mirotic,MIL,13,9,4,283,43,6,14.0,64,67.2,2,69.4,4.9
Nikola Vucevic,ORL,5,1,4,147,31,6,19.4,42,73.8,1,75.6,5.0
Norman Powell,TOR,19,14,5,325,46,8,17.4,70,65.7,8,74.2,7.5
P.J. Tucker,HOU,11,6,5,426,63,18,28.6,115,54.8,6,57.8,6.0
Pascal Siakam,TOR,24,16,8,891,131,33,25.2,201,65.2,10,68.6,6.5
Pat Connaughton,MIL,15,10,5,324,83,20,24.1,114,72.8,11,80.6,5.9
Patrick Beverley,LAC,6,2,4,195,40,3,7.5,62,64.5,8,74.1,6.6
Patrick McCaw,TOR,2,2,0,13,1,0,0.0,1,100.0,0,100.0,2.4
Patty Mills,SAS,7,3,4,152,14,1,7.1,21,66.7,1,70.0,12.7
Paul George,OKC,5,1,4,204,37,12,32.4,63,58.7,8,67.3,8.2
Paul Millsap,DEN,14,7,7,469,70,20,28.6,134,52.2,13,57.9,6.2
Quincy Pondexter,SAS,1,0,1,4,1,0,0.0,1,100.0,0,100.0,3.4
Quinn Cook,GSW,14,10,4,183,16,2,12.5,29,55.2,2,59.3,7.4
Raul Neto,UTA,2,0,2,15,3,0,0.0,3,100.0,0,100.0,7.1
Raymond Felton,OKC,2,1,1,25,2,0,0.0,2,100.0,0,100.0,7.4
Reggie Jackson,DET,4,0,4,108,8,1,12.5,17,47.1,0,47.1,7.1
Ricky Rubio,UTA,5,1,4,168,13,2,15.4,24,54.2,1,56.5,10.1
Robert Williams III,BOS,2,1,1,10,6,1,16.7,6,100.0,0,100.0,10.2
Rodions Kurucs,BKN,4,1,3,68,14,1,7.1,21,66.7,1,70.0,5.3
Rodney Hood,POR,14,7,7,330,27,4,14.8,52,51.9,1,52.9,10.3
Rondae Hollis-Jefferson,BKN,4,0,4,62,9,2,22.2,15,60.0,0,60.0,3.7
Royce O'Neale,UTA,5,1,4,137,21,3,14.3,40,52.5,6,61.8,9.0
Rudy Gay,SAS,7,3,4,178,37,19,51.4,73,50.7,7,56.1,3.6
Rudy Gobert,UTA,5,1,4,152,28,8,28.6,62,45.2,5,49.1,3.0
Russell Westbrook,OKC,5,1,4,197,38,9,23.7,56,67.9,4,73.1,9.4
Semi Ojeleye,BOS,2,0,2,15,1,0,0.0,1,100.0,0,100.0,4.8
Serge Ibaka,TOR,24,16,8,500,108,35,32.4,195,55.4,17,60.7,4.3
Seth Curry,POR,11,3,8,235,20,2,10.0,29,69.0,3,76.9,13.4
Shabazz Napier,BKN,2,0,2,26,5,1,20.0,6,83.3,0,83.3,5.8
Shai Gilgeous-Alexander,LAC,5,1,4,141,12,1,8.3,24,50.0,0,50.0,11.0
Shaun Livingston,GSW,15,8,7,216,20,4,20.0,35,57.1,1,58.8,10.4
Sindarius Thornwell,LAC,2,0,2,10,4,1,25.0,5,80.0,0,80.0,6.9
Spencer Dinwiddie,BKN,5,1,4,131,9,1,11.1,14,64.3,0,64.3,8.1
Stephen Curry,GSW,22,14,8,846,115,20,17.4,207,55.6,23,62.5,8.1
Sterling Brown,MIL,8,7,1,151,26,4,15.4,38,68.4,7,83.9,8.3
Steven Adams,OKC,5,1,4,159,24,10,41.7,50,48.0,5,53.3,3.6
T.J. Leaf,IND,1,0,1,10,2,1,50.0,3,66.7,1,100.0,4.5
T.J. McConnell,PHI,3,3,0,32,5,0,0.0,9,55.6,0,55.6,7.9
Terrance Ferguson,OKC,5,1,4,128,10,3,30.0,18,55.6,0,55.6,13.6
Terrence Ross,ORL,5,1,4,146,17,1,5.9,24,70.8,0,70.8,5.6
Terry Rozier,BOS,9,5,4,162,35,3,8.6,62,56.5,7,63.6,7.0
Thabo Sefolosha,UTA,4,1,3,42,7,1,14.3,9,77.8,1,87.5,4.3
Thaddeus Young,IND,4,0,4,130,19,7,36.8,36,52.8,3,57.6,5.1
Theo Pinson,BKN,2,0,2,19,3,1,33.3,3,100.0,0,100.0,3.4
Thon Maker,DET,3,0,3,58,5,2,40.0,10,50.0,1,55.6,3.4
Tim Frazier,MIL,6,4,2,30,9,1,11.1,10,90.0,1,100.0,9.4
Tobias Harris,PHI,12,7,5,443,98,20,20.4,151,64.9,10,69.5,5.5
Tony Snell,MIL,2,1,1,6,1,0,0.0,3,33.3,0,33.3,3.3
Torrey Craig,DEN,13,6,7,324,51,5,9.8,73,69.9,6,76.1,7.2
Treveon Graham,BKN,5,1,4,79,8,3,37.5,19,42.1,3,50.0,4.2
Trey Lyles,DEN,1,0,1,2,0,0,0.0,0,0.0,0,0.0,0.0
Tyreke Evans,IND,4,0,4,84,17,2,11.8,21,81.0,0,81.0,5.7
Tyrone Wallace,LAC,1,0,1,9,1,0,0.0,2,50.0,1,100.0,12.3
Wayne Ellington,DET,4,0,4,131,12,4,33.3,23,52.2,5,66.7,6.2
Wes Iwundu,ORL,4,0,4,51,7,0,0.0,13,53.8,1,58.3,4.5
Wesley Matthews,IND,4,0,4,119,10,2,20.0,18,55.6,1,58.8,8.1
Will Barton,DEN,14,7,7,328,52,10,19.2,84,61.9,5,65.8,5.1
Wilson Chandler,LAC,4,1,3,52,6,2,33.3,10,60.0,1,66.7,5.5
Zach Collins,POR,15,8,7,267,41,14,34.1,95,43.2,11,48.8,5.2
Zaza Pachulia,DET,1,0,1,18,8,1,12.5,11,72.7,0,72.7,6.3
