Player,Team,GP,W,L,MIN,PTS,TOUCHES,Front CTTouches,Time OfPoss,Avg Sec PerTouch,Avg Drib PerTouch,PTS PerTouch,ElbowTouches,PostUps,PaintTouches,PTS PerElbow Touch,PTS PerPost Touch,PTS PerPaint Touch,PLAYER_ID,TEAM_ID
Aaron Gordon,ORL,5,1,4,164.0,76,254,146,13.0,3.06,2.45,0.299,13,13,20,0.462,0.462,0.7,203932,1610612753
Aaron Holiday,IND,3,0,3,13.0,5,19,6,1.5,4.6,5.05,0.263,0,0,0,0.0,0.0,0.0,1628988,1610612754
Abdel Nader,OKC,3,1,2,5.0,2,3,1,0.2,3.95,4.67,0.667,0,0,0,0.0,0.0,0.0,1627846,1610612760
Al Horford,BOS,9,5,4,310.0,125,654,420,22.2,2.04,0.92,0.191,27,39,37,0.556,0.333,0.676,201143,1610612738
Al-Farouq Aminu,POR,16,8,8,399.0,118,566,239,17.0,1.8,0.64,0.208,14,4,32,0.5,0.0,0.594,202329,1610612757
Alfonzo McKinnie,GSW,22,14,8,235.0,66,279,163,6.9,1.49,0.57,0.237,4,2,25,0.0,0.0,0.52,1628035,1610612744
Amir Johnson,PHI,4,3,1,20.0,8,39,25,1.2,1.78,0.54,0.205,3,4,6,0.667,0.5,0.667,101161,1610612755
Andre Drummond,DET,4,0,4,127.0,57,221,144,8.3,2.25,1.18,0.258,21,10,55,0.667,0.2,0.836,203083,1610612765
Andre Iguodala,GSW,21,13,8,629.0,206,1033,627,39.9,2.31,1.33,0.199,34,13,69,0.588,0.0,0.87,2738,1610612744
Andrew Bogut,GSW,19,13,6,179.0,52,328,197,8.8,1.61,0.51,0.159,17,16,45,0.235,0.125,0.978,101106,1610612744
Anfernee Simons,POR,5,2,3,12.0,4,24,10,2.5,6.36,6.25,0.167,0,0,0,0.0,0.0,0.0,1629014,1610612757
Aron Baynes,BOS,9,5,4,115.0,19,130,76,3.1,1.44,0.31,0.146,5,2,12,0.0,1.0,0.667,203382,1610612738
Austin Rivers,HOU,10,6,4,215.0,74,254,144,10.8,2.55,1.77,0.291,2,0,5,0.0,0.0,0.4,203085,1610612745
Ben Simmons,PHI,12,7,5,421.0,167,935,255,76.8,4.93,3.96,0.179,20,23,64,0.85,0.348,0.938,1627732,1610612755
Blake Griffin,DET,2,0,2,58.0,49,137,82,8.5,3.72,2.82,0.358,0,8,6,0.0,0.375,1.5,201933,1610612765
Boban Marjanović,PHI,11,7,4,105.0,64,169,106,5.4,1.9,0.4,0.379,30,22,25,0.667,0.455,1.16,1626246,1610612755
Bojan Bogdanović,IND,4,0,4,148.0,72,205,153,10.1,2.96,2.24,0.351,5,3,4,0.4,1.333,0.5,202711,1610612754
Brad Wanamaker,BOS,4,2,2,17.0,10,37,14,3.2,5.22,4.89,0.27,0,0,0,0.0,0.0,0.0,202954,1610612738
Brook Lopez,MIL,15,10,5,438.0,168,525,325,12.6,1.43,0.53,0.32,11,13,29,0.909,0.846,1.345,201572,1610612749
