PLAYER,TEAM,GP,W,L,MIN,PTS,DrivePTS,DriveFG%,C&SPTS,C&SFG%,Pull UpPTS,Pull UpFG%,PaintTouch PTS,PaintTouch FG%,PostTouch PTS,PostTouch FG%,ElbowTouch PTS,ElbowTouch FG%,eFG%
AJ Price,CLE,26,11,15,12.4,5.1,1.6,48.6,1.2,32.3,2.8,40.5,0.2,50.0,0.1,100.0,0.1,50.0,42.7
Aaron Brooks,CHI,82,50,32,23.0,11.6,4.9,46.5,2.6,42.3,3.5,38.6,0.1,29.4,0.0,0.0,0.2,45.5,49.5
Aaron Gordon,ORL,47,14,33,17.0,5.2,1.2,44.9,0.9,24.6,0.3,28.6,2.0,69.5,0.1,33.3,0.4,66.7,47.8
Adreian Payne,MIN,32,7,25,23.1,6.7,1.0,36.1,2.0,36.9,0.6,41.7,2.1,50.0,0.7,32.3,1.1,33.3,41.6
Al Horford,ATL,76,56,20,30.5,15.2,1.3,56.7,5.7,47.1,0.4,40.0,4.8,66.9,2.1,45.6,2.3,47.6,54.4
Al Jefferson,CHA,65,25,40,30.6,16.6,0.1,40.0,3.8,43.3,1.1,33.0,4.8,57.7,9.6,47.4,1.8,50.0,48.2
Al-Farouq Aminu,DAL,74,45,29,18.5,5.6,0.8,39.5,1.5,26.8,0.2,36.4,1.6,52.6,0.1,42.9,0.4,64.7,45.9
Alan Anderson,BKN,74,35,39,23.6,7.4,1.7,53.0,2.6,37.2,1.1,32.1,0.8,74.3,0.1,42.9,0.1,33.3,52.6
Alec Burks,UTA,27,9,18,33.3,13.9,3.7,33.3,2.2,42.0,3.4,36.2,0.7,56.3,0.0,0.0,0.5,60.0,44.7
Alex Kirk,CLE,5,2,3,2.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8,50.0,0.0,0.0,0.0,0.0,25.0
Alex Len,PHX,69,35,34,22.0,6.3,0.1,44.4,0.9,30.9,0.1,28.6,4.2,57.3,0.6,42.9,0.7,35.6,50.8
Alexey Shved,NYK,42,10,32,18.3,10.3,3.7,44.4,1.8,34.2,2.2,31.0,0.5,53.3,0.0,0.0,0.4,83.3,46.7
Alexis Ajinca,NOP,68,41,27,14.1,6.5,0.6,69.6,1.0,41.3,0.4,56.5,2.9,55.6,1.3,60.3,1.3,60.3,55.0
Allen Crabbe,POR,51,36,15,13.4,3.3,0.3,54.5,1.9,35.8,0.1,8.3,0.3,77.8,0.0,0.0,0.1,66.7,51.0
Alonzo Gee,POR,54,21,33,12.2,4.5,1.0,40.0,0.8,38.9,0.1,18.2,1.1,71.8,0.1,0.0,0.2,50.0,50.3
Amar'e Stoudemire,DAL,58,19,39,21.3,11.7,0.3,35.7,1.1,37.2,0.2,33.3,4.7,63.7,4.7,52.3,1.6,54.7,55.8
Amir Johnson,TOR,75,44,31,26.4,9.3,0.9,58.1,1.2,43.8,0.1,40.0,5.1,63.2,0.4,39.4,1.7,57.8,59.2
