PLAYER,TEAM,GP,MIN,FGM,FGA,FG%,3PM,3PA,3P%,eFG%,PTS,PLAYER_ID
AJ Price,CLE,26,323.0,10,31,32.300000000000004,10.0,28.0,35.699999999999996,48.4,30,201985
Aaron Brooks,CHI,82,1885.0,67,157,42.699999999999996,64.0,152.0,42.1,63.1,198,201166
Aaron Gordon,ORL,47,797.0,13,54,24.099999999999998,11.0,44.0,25.0,34.300000000000004,37,203932
Adreian Payne,MIN,32,740.0,29,70,41.4,1.0,8.0,12.5,42.1,59,203940
Al Horford,ATL,76,2318.0,184,394,46.7,9.0,31.0,28.999999999999996,47.8,377,201143
Al Jefferson,CHA,65,1992.0,98,224,43.8,1.0,4.0,25.0,44.0,197,2744
Al-Farouq Aminu,DAL,74,1366.0,37,137,27.0,33.0,118.0,28.000000000000004,39.1,107,202329
Alan Anderson,BKN,74,1744.0,64,172,37.2,57.0,159.0,35.8,53.800000000000004,185,101187
Alec Burks,UTA,27,899.0,21,48,43.8,18.0,43.0,41.9,62.5,60,202692
Alex Kirk,CLE,5,14.0,0,2,0.0,,,,0.0,0,203945
Alex Len,PHX,69,1518.0,25,82,30.5,1.0,3.0,33.300000000000004,31.1,51,203458
Alexey Shved,NYK,42,767.0,25,71,35.199999999999996,24.0,65.0,36.9,52.1,74,203144
Alexis Ajinca,NOP,68,957.0,28,72,38.9,,,,38.9,56,201582
Allen Crabbe,POR,51,683.0,34,94,36.199999999999996,30.0,80.0,37.5,52.1,98,203459
Alonzo Gee,POR,54,661.0,13,33,39.4,13.0,31.0,41.9,59.099999999999994,39,202087
Amar'e Stoudemire,DAL,59,1244.0,25,60,41.699999999999996,0.0,2.0,0.0,41.699999999999996,50,2405
Amir Johnson,TOR,75,1979.0,30,69,43.5,18.0,43.0,41.9,56.49999999999999,78,101161
Anderson Varejao,CLE,26,636.0,26,50,52.0,0.0,2.0,0.0,52.0,52,2760
Andre Dawkins,MIA,4,22.0,1,5,20.0,1.0,5.0,20.0,30.0,3,203958
Andre Drummond,DET,82,2502.0,3,9,33.300000000000004,0.0,2.0,0.0,33.300000000000004,6,203083
Andre Iguodala,GSW,77,2069.0,70,196,35.699999999999996,62.0,176.0,35.199999999999996,51.5,202,2738
Andre Miller,SAC,81,1253.0,9,27,33.300000000000004,6.0,24.0,25.0,44.4,24,1889
Andre Roberson,OKC,67,1286.0,20,79,25.3,19.0,78.0,24.4,37.3,59,203460
Andrea Bargnani,NYK,29,785.0,85,182,46.7,14.0,39.0,35.9,50.5,184,200745
Andrei Kirilenko,BKN,7,36.0,0,0,,,,,,0,1905
Andrew Bogut,GSW,67,1583.0,0,2,0.0,,,,0.0,0,101106
Andrew Nicholson,ORL,40,492.0,38,98,38.800000000000004,12.0,39.0,30.8,44.9,88,203094
Andrew Wiggins,MIN,82,2969.0,65,182,35.699999999999996,32.0,94.0,34.0,44.5,162,203952
Anthony Bennett,MIN,57,894.0,49,142,34.5,7.0,22.0,31.8,37.0,105,203461
