PLAYER,TEAM,GP,W,L,MIN,Touches,PostUps,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%,PLAYER_ID,TEAM_ID
AJ Price,CLE,26,11,15,324.0,788,7,1,2,50.0,1,2,50.0,4,57.099999999999994,2,28.599999999999998,0,0.0,2,28.599999999999998,1,14.299999999999999,201985,1610612739
Aaron Brooks,CHI,82,50,32,1885.0,4378,33,5,17,29.4,0,0,0.0,10,30.3,13,39.4,0,0.0,2,6.1,0,0.0,201166,1610612741
Aaron Gordon,ORL,47,14,33,797.0,1054,83,41,59,69.5,10,14,71.39999999999999,96,115.7,15,18.099999999999998,1,1.2,2,2.4,5,6.0,203932,1610612753
Adreian Payne,MIN,32,7,25,740.0,1258,105,27,54,50.0,14,18,77.8,68,64.8,38,36.199999999999996,5,4.8,4,3.8,9,8.6,203940,1610612750
Al Horford,ATL,76,56,20,2318.0,4423,475,164,245,66.9,35,42,83.3,368,77.5,188,39.6,41,8.6,11,2.3,21,4.3999999999999995,201143,1610612737
Al Jefferson,CHA,65,25,40,1992.0,2586,359,139,241,57.699999999999996,28,40,70.0,311,86.6,79,22.0,8,2.1999999999999997,18,5.0,18,5.0,2744,1610612766
Al-Farouq Aminu,DAL,74,45,29,1366.0,1894,197,50,95,52.6,18,28,64.3,120,60.9,74,37.6,13,6.6000000000000005,12,6.1,13,6.6000000000000005,202329,1610612742
Alan Anderson,BKN,74,35,39,1744.0,1880,74,26,35,74.3,4,4,100.0,59,79.7,31,41.9,5,6.800000000000001,4,5.4,1,1.4000000000000001,101187,1610612751
Alec Burks,UTA,27,9,18,899.0,1748,26,9,16,56.3,0,0,0.0,19,73.1,8,30.8,0,0.0,0,0.0,0,0.0,202692,1610612762
Alex Kirk,CLE,5,2,3,14.0,19,4,1,2,50.0,2,2,100.0,4,100.0,1,25.0,0,0.0,0,0.0,1,25.0,203945,1610612739
Alex Len,PHX,69,35,34,1518.0,2131,374,121,211,57.3,38,56,67.9,289,77.3,104,27.800000000000004,13,3.5000000000000004,22,5.8999999999999995,27,7.199999999999999,203458,1610612756
Alexey Shved,NYK,42,10,32,767.0,1715,29,8,15,53.300000000000004,3,4,75.0,21,72.39999999999999,8,27.6,0,0.0,3,10.299999999999999,2,6.9,203144,1610612752
Alexis Ajinca,NOP,68,41,27,957.0,1364,265,79,142,55.60000000000001,36,46,78.3,199,75.1,67,25.3,8,3.0,19,7.199999999999999,23,8.7,201582,1610612740
Allen Crabbe,POR,51,36,15,683.0,803,16,7,9,77.8,3,4,75.0,17,106.3,4,25.0,1,6.3,0,0.0,2,12.5,203459,1610612757
Alonzo Gee,POR,54,21,33,661.0,754,70,28,39,71.8,8,14,57.099999999999994,62,88.6,21,30.0,5,7.1,2,2.9000000000000004,6,8.6,202087,1610612757
Amar'e Stoudemire,DAL,58,19,39,1236.0,2045,314,114,179,63.7,36,44,81.8,271,86.3,81,25.8,7,2.1999999999999997,17,5.4,23,7.3,2405,1610612742
Amir Johnson,TOR,75,44,31,1979.0,3236,456,175,277,63.2,29,52,55.800000000000004,381,83.6,124,27.200000000000003,15,3.3000000000000003,18,3.9,24,5.3,101161,1610612761
Anderson Varejao,CLE,26,16,10,636.0,1009,178,50,91,54.900000000000006,11,18,61.1,111,62.4,64,36.0,7,3.9,10,5.6000000000000005,9,5.1,2760,1610612739
Andre Dawkins,MIA,4,2,2,22.0,21,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,203958,1610612748
Andre Drummond,DET,82,32,50,2502.0,2584,1037,404,735,55.00000000000001,79,192,41.099999999999994,900,86.8,132,12.7,15,1.4000000000000001,47,4.5,91,8.799999999999999,203083,1610612765
Andre Iguodala,GSW,77,64,13,2069.0,3418,88,31,41,75.6,4,10,40.0,67,76.1,35,39.800000000000004,7,8.0,4,4.5,5,5.7,2738,1610612744
Andre Miller,SAC,81,44,37,1253.0,3147,93,25,41,61.0,14,16,87.5,64,68.8,29,31.2,10,10.8,7,7.5,7,7.5,1889,1610612758
Andre Roberson,OKC,67,41,26,1286.0,1446,116,32,54,59.3,6,10,60.0,68,58.599999999999994,49,42.199999999999996,6,5.2,5,4.3,2,1.7000000000000002,203460,1610612760
Andrea Bargnani,NYK,29,5,24,785.0,1394,111,33,66,50.0,18,22,81.8,86,77.5,23,20.7,2,1.7999999999999998,6,5.4,10,9.0,200745,1610612752
Andrei Kirilenko,BKN,7,3,4,36.0,43,6,0,1,0.0,0,0,0.0,0,0.0,4,66.7,1,16.7,1,16.7,0,0.0,1905,1610612751
Andrew Bogut,GSW,67,58,9,1583.0,2848,390,149,242,61.6,11,16,68.8,313,80.30000000000001,119,30.5,17,4.3999999999999995,14,3.5999999999999996,7,1.7999999999999998,101106,1610612744
Andrew Nicholson,ORL,40,14,26,492.0,818,51,18,31,58.099999999999994,4,8,50.0,40,78.4,9,17.599999999999998,0,0.0,5,9.8,4,7.8,203094,1610612753
Andrew Wiggins,MIN,81,16,65,2937.0,3536,335,117,192,60.9,51,62,82.3,297,88.7,90,26.900000000000002,8,2.4,10,3.0,30,9.0,203952,1610612750
Anthony Bennett,MIN,56,12,44,885.0,1745,127,46,80,57.49999999999999,18,28,64.3,111,87.4,20,15.7,3,2.4,10,7.9,12,9.4,203461,1610612750
Anthony Davis,NOP,68,39,29,2455.0,3973,522,224,313,71.6,88,114,77.2,557,106.69999999999999,106,20.3,19,3.5999999999999996,23,4.3999999999999995,52,10.0,203076,1610612740
Anthony Morrow,OKC,74,42,32,1806.0,1774,47,20,30,66.7,9,10,90.0,49,104.3,8,17.0,0,0.0,2,4.3,4,8.5,201627,1610612760
Anthony Tolliver,DET,76,36,40,1433.0,2251,82,20,33,60.6,11,14,78.60000000000001,53,64.60000000000001,34,41.5,2,2.4,5,6.1,7,8.5,201229,1610612765
Archie Goodwin,PHX,41,16,25,535.0,1056,41,10,25,40.0,3,6,50.0,24,58.5,9,22.0,0,0.0,3,7.3,3,7.3,203462,1610612756
Arinze Onuaku,MIN,6,0,6,68.0,69,22,10,12,83.3,3,6,50.0,23,104.5,6,27.3,2,9.1,1,4.5,2,9.1,202620,1610612750
Aron Baynes,SAS,70,49,21,1122.0,1465,335,123,203,60.6,31,38,81.6,283,84.5,79,23.599999999999998,13,3.9,26,7.8,17,5.1,203382,1610612759
Arron Afflalo,POR,78,35,43,2502.0,2921,64,19,39,48.699999999999996,2,2,100.0,41,64.1,17,26.6,4,6.3,6,9.4,1,1.6,201167,1610612757
Austin Daye,ATL,34,17,17,344.0,595,12,3,7,42.9,0,0,0.0,6,50.0,3,25.0,0,0.0,2,16.7,0,0.0,201948,1610612737
Austin Rivers,LAC,76,46,30,1563.0,2573,53,11,21,52.400000000000006,6,8,75.0,28,52.800000000000004,22,41.5,5,9.4,2,3.8,4,7.5,203085,1610612746
Avery Bradley,BOS,77,37,40,2428.0,2979,116,52,77,67.5,7,8,87.5,112,96.6,32,27.6,2,1.7000000000000002,2,1.7000000000000002,4,3.4000000000000004,202340,1610612738
Ben Gordon,ORL,56,17,39,790.0,976,10,1,4,25.0,1,2,50.0,3,30.0,3,30.0,1,10.0,0,0.0,1,10.0,2732,1610612753
Ben McLemore,SAC,82,29,53,2670.0,3273,106,46,72,63.9,5,8,62.5,99,93.4,26,24.5,6,5.7,3,2.8000000000000003,4,3.8,203463,1610612758
Beno Udrih,MEM,79,55,24,1494.0,3722,61,16,30,53.300000000000004,3,6,50.0,36,59.0,21,34.4,7,11.5,4,6.6000000000000005,3,4.9,2757,1610612763
Bernard James,DAL,16,6,10,158.0,153,45,10,21,47.599999999999994,13,16,81.3,34,75.6,14,31.1,2,4.3999999999999995,2,4.3999999999999995,8,17.8,203108,1610612742
