Player,Team,GP,W,L,MIN,PTS,TOUCHES,Front CTTouches,Time OfPoss,Avg Sec PerTouch,Avg Drib PerTouch,PTS PerTouch,ElbowTouches,PostUps,PaintTouches,PTS PerElbow Touch,PTS PerPost Touch,PTS PerPaint Touch,PLAYER_ID,TEAM_ID
AJ Price,CLE,26,11,15,324.0,133,788,301,74.4,5.67,5.92,0.169,6,1,7,0.333,3.0,0.571,201985,1610612739
Aaron Brooks,CHI,82,50,32,1885.0,954,4378,1750,392.1,5.37,5.82,0.218,28,3,33,0.464,0.0,0.303,201166,1610612741
Aaron Gordon,ORL,47,14,33,797.0,243,1054,592,34.2,1.94,1.17,0.231,28,10,83,0.643,0.4,1.157,203932,1610612753
Adreian Payne,MIN,32,7,25,740.0,213,1258,622,36.3,1.73,0.44,0.169,107,61,105,0.327,0.344,0.648,203940,1610612750
Al Horford,ATL,76,56,20,2318.0,1156,4423,3011,125.6,1.7,0.59,0.261,435,346,475,0.405,0.457,0.775,201143,1610612737
Al Jefferson,CHA,65,25,40,1992.0,1082,2586,2034,98.6,2.29,0.56,0.418,230,1153,359,0.496,0.542,0.866,2744,1610612766
Al-Farouq Aminu,DAL,74,45,29,1366.0,412,1894,1095,52.3,1.66,0.69,0.218,63,13,197,0.524,0.462,0.609,202329,1610612742
Alan Anderson,BKN,74,35,39,1744.0,545,1880,1291,76.4,2.44,1.37,0.29,30,22,74,0.267,0.273,0.797,101187,1610612751
Alec Burks,UTA,27,9,18,899.0,374,1748,1231,84.6,2.9,2.31,0.214,17,0,26,0.824,0.0,0.731,202692,1610612762
Alex Kirk,CLE,5,2,3,14.0,4,19,15,0.6,2.0,1.11,0.211,1,0,4,0.0,0.0,1.0,203945,1610612739
Alex Len,PHX,69,35,34,1518.0,432,2131,963,48.5,1.36,0.24,0.203,152,84,374,0.296,0.464,0.773,203458,1610612756
Alexey Shved,NYK,42,10,32,767.0,434,1715,980,105.4,3.69,3.13,0.253,18,2,29,0.833,0.0,0.724,203144,1610612752
Alexis Ajinca,NOP,68,41,27,957.0,443,1364,819,42.2,1.86,0.53,0.325,243,114,265,0.37,0.772,0.751,201582,1610612740
Allen Crabbe,POR,51,36,15,683.0,168,803,557,21.3,1.59,0.61,0.209,6,0,16,0.833,0.0,1.063,203459,1610612757
Alonzo Gee,POR,54,21,33,661.0,241,754,571,26.6,2.11,1.31,0.32,21,7,70,0.429,0.571,0.886,202087,1610612757
Amar'e Stoudemire,DAL,58,19,39,1236.0,680,2045,1173,69.2,2.03,0.47,0.333,286,406,314,0.332,0.67,0.863,2405,1610612742
Amir Johnson,TOR,75,44,31,1979.0,694,3236,1859,74.2,1.38,0.42,0.214,225,91,456,0.556,0.319,0.836,101161,1610612761
Anderson Varejao,CLE,26,16,10,636.0,255,1009,571,24.8,1.48,0.41,0.253,151,34,178,0.536,0.441,0.624,2760,1610612739
Andre Dawkins,MIA,4,2,2,22.0,3,21,18,0.7,2.01,0.52,0.143,1,0,0,0.0,0.0,0.0,203958,1610612748
Andre Drummond,DET,82,32,50,2502.0,1130,2584,1744,70.1,1.63,0.55,0.437,200,404,1037,0.3,0.545,0.868,203083,1610612765
Andre Iguodala,GSW,77,64,13,2069.0,604,3418,2118,170.8,3.0,2.03,0.177,49,44,88,0.592,0.205,0.761,2738,1610612744
