PLAYER,TEAM,AGE,POSITION,GP,G,FREQ%,DFGM,DFGA,DFG%,FG%,Diff%
Patrick Christopher,MEM,27,G,3,1,11.1,1.0,1.0,100.0,54.3,45.7
Ronny Turiaf,MIN,32,C,1,1,50.0,3.0,3.0,100.0,55.4,44.6
Xavier Henry,LAL,24,F-G,9,4,16.0,4.0,4.0,100.0,57.0,43.0
Glen Rice,WAS,24,G-F,5,1,18.2,2.0,2.0,100.0,57.3,42.8
Lucas Nogueira,TOR,22,C,5,3,55.6,5.0,5.0,100.0,60.1,39.9
Zoran Dragic,MIA,26,G-F,9,1,5.9,1.0,1.0,100.0,61.1,38.9
Sean Kilpatrick,MIN,25,G,4,3,26.7,4.0,4.0,100.0,62.0,38.0
Darius Miller,NOP,25,F,4,2,27.3,3.0,3.0,100.0,62.2,37.8
Kalin Lucas,MEM,26,G,1,1,33.3,1.0,1.0,100.0,62.2,37.8
Tim Frazier,POR,24,G,10,7,20.3,14.0,15.0,93.3,58.4,34.9
Eric Moreland,SAC,23,F,1,1,100.0,1.0,1.0,100.0,65.3,34.7
Dwight Buycks,LAL,26,G,6,5,37.9,10.0,11.0,90.9,56.5,34.4
Alex Kirk,CLE,23,C,3,1,25.0,1.0,1.0,100.0,70.5,29.5
Phil Pressey,BOS,24,G,43,25,16.8,30.0,35.0,85.7,57.1,28.6
Darius Morris,BKN,24,G,27,10,15.5,11.0,13.0,84.6,56.8,27.8
John Lucas III,DET,32,G,16,5,11.3,6.0,7.0,85.7,58.4,27.3
Jamaal Franklin,DEN,23,G,1,1,80.0,3.0,4.0,75.0,49.5,25.5
Bruno Caboclo,TOR,19,F,4,4,71.4,4.0,5.0,80.0,54.6,25.4
Miroslav Raduljica,MIN,27,C,5,4,58.3,6.0,7.0,85.7,60.4,25.3
Shayne Whittington,IND,24,F-C,14,10,39.6,16.0,19.0,84.2,59.1,25.1
Shabazz Napier,MIA,23,G,48,31,18.8,49.0,58.0,84.5,60.1,24.4
Ben Gordon,ORL,32,G,50,22,17.3,24.0,29.0,82.8,58.6,24.1
Martell Webster,WAS,28,F-G,28,11,12.1,10.0,12.0,83.3,60.3,23.0
Chris Douglas-Roberts,LAC,28,G,8,4,33.3,5.0,6.0,83.3,60.8,22.5
Reggie Williams,SAS,28,F,15,7,21.6,6.0,8.0,75.0,53.2,21.8
C.J. Wilcox,LAC,24,G,17,5,26.7,6.0,8.0,75.0,53.3,21.7
Sebastian Telfair,OKC,30,G,16,10,20.9,14.0,18.0,77.8,56.9,20.8
Lou Williams,TOR,28,G,80,62,21.6,93.0,120.0,77.5,57.0,20.5
Lester Hudson,LAC,30,G,4,2,22.2,3.0,4.0,75.0,54.9,20.1
