TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%
Oklahoma City Thunder,82,82,28.0,890,2122,41.9,58.0,4.4,209,332,63.0,23.6,681,1790,38.0
Indiana Pacers,82,82,27.3,839,2008,41.8,58.7,3.5,161,255,63.1,23.9,678,1753,38.7
Milwaukee Bucks,82,82,26.2,808,1944,41.6,59.5,2.7,111,203,54.7,23.5,697,1741,40.0
Sacramento Kings,82,82,25.9,784,1872,41.9,58.8,3.4,150,246,61.0,22.5,634,1626,39.0
Boston Celtics,82,82,25.0,804,1823,44.1,62.3,2.9,140,212,66.0,22.1,664,1611,41.2
Dallas Mavericks,82,82,25.7,728,1778,40.9,58.7,2.4,96,165,58.2,23.3,632,1613,39.2
Golden State Warriors,81,81,23.7,776,1725,45.0,62.7,3.6,164,263,62.4,20.0,612,1462,41.9
New Orleans Pelicans,82,82,24.0,703,1724,40.8,57.1,3.4,141,245,57.6,20.6,562,1479,38.0
Chicago Bulls,81,81,23.8,699,1674,41.8,57.4,4.0,174,283,61.5,19.8,525,1391,37.7
Memphis Grizzlies,82,82,22.0,664,1664,39.9,56.5,2.5,111,187,59.4,19.6,553,1477,37.4
Phoenix Suns,82,82,22.0,689,1622,42.5,59.4,3.6,141,266,53.0,18.4,548,1356,40.4
Detroit Pistons,81,81,23.0,683,1615,42.3,58.7,3.3,154,229,67.2,19.7,529,1386,38.2
Philadelphia 76ers,82,82,23.5,707,1613,43.8,61.7,3.1,131,210,62.4,20.4,576,1403,41.1
Cleveland Cavaliers,82,82,22.6,658,1577,41.7,58.0,3.4,145,239,60.7,19.2,513,1338,38.3
Orlando Magic,82,82,22.1,640,1564,40.9,57.2,2.9,130,204,63.7,19.2,510,1360,37.5
Utah Jazz,82,82,21.1,668,1552,43.0,60.3,2.5,132,182,72.5,18.6,536,1370,39.1
Los Angeles Lakers,82,82,21.2,639,1546,41.3,56.4,3.8,174,276,63.0,17.4,465,1270,36.6
Atlanta Hawks,82,82,20.4,668,1544,43.3,58.7,4.0,191,303,63.0,16.4,477,1241,38.4
Toronto Raptors,82,82,20.3,633,1519,41.7,56.6,3.6,180,266,67.7,16.7,453,1253,36.2
Brooklyn Nets,82,82,21.3,672,1482,45.3,63.2,3.1,144,217,66.4,18.2,528,1265,41.7
Portland Trail Blazers,81,81,21.3,621,1471,42.2,59.1,3.0,125,204,61.3,18.3,496,1267,39.1
New York Knicks,82,82,19.8,612,1454,42.1,59.0,2.5,120,181,66.3,17.4,492,1273,38.6
Minnesota Timberwolves,81,81,20.5,616,1447,42.6,59.4,2.8,128,197,65.0,17.7,488,1250,39.0
Houston Rockets,82,82,19.8,563,1444,39.0,54.1,2.5,126,185,68.1,17.3,437,1259,34.7
San Antonio Spurs,79,79,19.5,541,1423,38.0,53.0,2.8,116,203,57.1,16.7,425,1220,34.8
Washington Wizards,82,82,19.9,594,1415,42.0,58.0,3.3,142,235,60.4,16.6,452,1180,38.3
Denver Nuggets,82,82,19.8,628,1406,44.7,61.2,3.7,164,264,62.1,16.1,464,1142,40.6
LA Clippers,82,82,19.7,615,1392,44.2,62.3,2.6,111,181,61.3,17.2,504,1211,41.6
Charlotte Hornets,82,82,18.8,567,1390,40.8,55.5,3.4,159,249,63.9,15.5,408,1141,35.8
Miami Heat,82,82,19.3,564,1346,41.9,57.4,3.2,147,221,66.5,16.1,417,1125,37.1
