Player,Team,Age,GP,Min,ScreenAssists,ScreenAssists PTS,Deflections,OFF Loose BallsRecovered,DEF Loose BallsRecovered,Loose BallsRecovered,% Loose BallsRecovered OFF,% Loose BallsRecovered DEF,ChargesDrawn,Contested2PT Shots,Contested3PT Shots,ContestedShots
Aaron Gordon,DEN,26,5,160,4,10,8,3,0,3,100.0,0.0,0,19,14,33
Aaron Holiday,PHX,25,6,20,0,0,7,2,0,2,100.0,0.0,0,1,1,2
Aaron Nesmith,BOS,22,15,52,0,0,3,2,2,4,50.0,50.0,0,7,5,12
Al Horford,BOS,36,23,815,35,87,32,9,8,17,52.9,47.1,0,200,98,298
Alex Caruso,CHI,28,4,113,7,15,9,0,1,1,0.0,100.0,4,13,16,29
Andre Drummond,BKN,28,4,60,7,15,5,1,1,2,50.0,50.0,0,11,8,19
Andre Iguodala,GSW,38,7,61,6,15,3,0,0,0,0.0,0.0,0,2,5,7
Andrew Wiggins,GSW,27,22,767,24,60,31,8,9,17,47.1,52.9,0,112,103,215
Anthony Edwards,MIN,20,6,227,0,0,14,3,0,3,100.0,0.0,0,28,28,56
Armoni Brooks,TOR,24,4,8,0,0,0,0,0,0,0.0,0.0,0,1,2,3
Austin Rivers,DEN,29,5,108,2,4,13,0,0,0,0.0,0.0,0,7,6,13
Ayo Dosunmu,CHI,22,5,86,0,0,3,1,1,2,50.0,50.0,0,6,5,11
Bam Adebayo,MIA,24,18,614,64,150,34,3,5,8,37.5,62.5,0,86,46,132
Bismack Biyombo,PHX,29,9,86,12,27,6,1,0,1,100.0,0.0,0,18,14,32
Blake Griffin,BKN,33,2,25,2,5,2,0,1,1,0.0,100.0,2,8,4,12
Boban Marjanovic,DAL,33,3,6,1,2,1,1,0,1,100.0,0.0,0,4,0,4
Bobby Portis,MIL,27,12,298,11,24,12,7,3,10,70.0,30.0,0,37,34,71
Bogdan Bogdanovic,ATL,29,4,107,1,2,4,1,0,1,100.0,0.0,0,9,11,20
Bojan Bogdanovic,UTA,33,6,214,4,8,3,3,0,3,100.0,0.0,0,11,31,42
Bones Hyland,DEN,21,5,87,0,0,3,0,0,0,0.0,0.0,0,6,6,12
Brandon Clarke,MEM,25,12,296,14,32,10,4,3,7,57.1,42.9,0,70,35,105
Brandon Ingram,NOP,24,6,236,1,3,7,2,0,2,100.0,0.0,0,22,19,41
Brook Lopez,MIL,34,12,332,24,53,17,1,1,2,50.0,50.0,0,103,56,159
Bruce Brown,BKN,25,4,139,5,13,8,1,5,6,16.7,83.3,0,15,15,30
Bryn Forbes,DEN,28,5,76,0,0,1,0,0,0,0.0,0.0,0,1,2,3
CJ McCollum,NOP,30,6,234,1,2,6,5,4,9,55.6,44.4,1,25,17,42
Caleb Martin,MIA,26,17,209,6,16,14,4,2,6,66.7,33.3,4,21,22,43
Cam Thomas,BKN,20,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
Cameron Johnson,PHX,26,13,320,3,7,7,2,0,2,100.0,0.0,0,49,41,90
Cameron Payne,PHX,27,13,172,2,5,15,1,3,4,25.0,75.0,1,7,14,21
Charles Bassey,PHI,21,3,12,5,10,0,0,0,0,0.0,0.0,0,5,1,6
Chris Boucher,TOR,29,6,130,1,2,6,2,1,3,66.7,33.3,2,21,11,32
Chris Paul,PHX,37,13,448,2,5,26,6,5,11,54.5,45.5,3,22,29,51
Clint Capela,ATL,28,2,40,1,3,1,0,0,0,0.0,0.0,2,11,2,13
Coby White,CHI,22,5,98,0,0,1,0,2,2,0.0,100.0,0,12,11,23
D'Angelo Russell,MIN,26,6,196,1,3,11,1,3,4,25.0,75.0,0,13,11,24
Dalano Banton,TOR,22,4,8,0,0,3,1,0,1,100.0,0.0,0,2,2,4
Damion Lee,GSW,29,16,124,2,4,1,3,2,5,60.0,40.0,1,10,11,21
Daniel Theis,BOS,30,16,200,22,53,15,2,2,4,50.0,50.0,0,57,19,76
Danilo Gallinari,ATL,33,5,112,2,4,2,3,3,6,50.0,50.0,0,7,12,19
Danny Green,PHI,35,12,319,4,10,27,2,4,6,33.3,66.7,2,23,39,62
Danuel House Jr.,UTA,29,6,112,2,4,2,1,0,1,100.0,0.0,0,11,15,26
Davis Bertans,DAL,29,18,192,4,11,7,0,2,2,0.0,100.0,2,23,12,35
Day'Ron Sharpe,BKN,20,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
De'Andre Hunter,ATL,24,5,175,0,0,8,0,2,2,0.0,100.0,0,20,18,38
De'Anthony Melton,MEM,24,10,170,3,7,10,4,2,6,66.7,33.3,0,19,11,30
DeAndre Jordan,PHI,33,3,31,2,4,2,0,0,0,0.0,0.0,0,9,0,9
DeMar DeRozan,CHI,32,5,203,0,0,8,1,1,2,50.0,50.0,4,12,13,25
DeMarcus Cousins,DEN,31,5,57,4,10,1,0,1,1,0.0,100.0,0,13,8,21
Deandre Ayton,PHX,23,13,397,70,152,13,2,2,4,50.0,50.0,0,106,34,140
Delon Wright,ATL,30,5,137,1,2,19,2,2,4,50.0,50.0,0,15,10,25
Derrick Jones Jr.,CHI,25,5,59,2,4,2,0,1,1,0.0,100.0,0,6,3,9
Derrick White,BOS,27,23,585,11,26,28,8,5,13,61.5,38.5,5,62,44,106
Desmond Bane,MEM,24,12,428,7,16,20,1,3,4,25.0,75.0,1,28,53,81
Devin Booker,PHX,25,10,366,2,5,7,0,5,5,0.0,100.0,0,30,22,52
Devonte' Graham,NOP,27,6,60,0,0,1,1,1,2,50.0,50.0,0,5,10,15
Dewayne Dedmon,MIA,32,14,138,25,56,4,4,0,4,100.0,0.0,1,27,10,37
