TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FTFREQ%,TOVFREQ%,SFFREQ%,AND ONEFREQ%,SCOREFREQ%,PERCENTILE
Golden State Warriors,47,536,10.0,1.29,690,293,437,67.0,67.0,14.9,7.1,15.1,3.7,65.1,51.7
Denver Nuggets,47,465,9.0,1.37,638,271,384,70.6,70.6,17.2,5.2,16.3,4.9,69.2,89.7
Cleveland Cavaliers,48,459,8.9,1.37,628,268,377,71.1,71.1,16.8,5.0,16.3,4.4,69.3,86.2
Sacramento Kings,45,427,8.5,1.41,600,237,333,71.2,71.2,19.2,6.6,18.5,3.7,70.7,100.0
Miami Heat,48,418,8.0,1.27,531,218,335,65.1,65.1,16.7,7.9,16.3,4.8,63.4,31.0
New Orleans Pelicans,47,407,7.6,1.28,522,222,324,68.5,68.5,15.5,9.1,15.5,4.2,65.1,48.3
Washington Wizards,46,377,7.5,1.34,507,211,314,67.2,67.2,18.3,4.5,18.6,6.4,67.1,75.9
Brooklyn Nets,46,406,8.3,1.24,505,231,350,66.0,66.0,11.1,5.9,11.1,3.2,62.6,20.7
San Antonio Spurs,46,394,7.5,1.27,502,219,326,67.2,67.2,13.5,7.6,13.7,4.3,63.7,37.9
Oklahoma City Thunder,47,401,7.4,1.25,500,222,339,65.5,65.5,11.7,6.7,11.7,3.0,63.6,24.1
Los Angeles Lakers,47,369,6.9,1.35,497,214,312,68.6,68.6,14.4,4.9,14.4,4.1,67.5,79.3
Utah Jazz,49,403,7.2,1.23,494,215,340,63.2,63.2,12.2,5.7,11.7,2.2,62.5,6.9
Memphis Grizzlies,46,373,6.9,1.31,489,210,316,66.5,66.5,16.9,3.5,16.1,5.1,64.9,55.2
Portland Trail Blazers,46,384,7.6,1.27,488,210,323,65.0,65.0,13.8,6.0,13.8,4.2,63.0,34.5
Minnesota Timberwolves,48,357,6.7,1.36,486,211,300,70.3,70.3,15.1,6.2,14.6,5.3,68.6,82.8
Charlotte Hornets,47,376,6.9,1.28,481,192,294,65.3,65.3,21.8,5.3,21.3,5.3,65.4,44.8
Toronto Raptors,48,382,7.0,1.23,469,200,319,62.7,62.7,15.4,6.3,15.4,5.2,61.3,10.3
Indiana Pacers,48,345,6.3,1.32,455,181,273,66.3,66.3,21.2,5.2,21.4,5.8,67.0,58.6
Atlanta Hawks,47,328,6.1,1.38,451,195,273,71.4,71.4,13.4,6.1,13.1,2.7,69.8,93.1
New York Knicks,48,327,6.0,1.34,438,188,282,66.7,66.7,15.9,4.0,15.3,6.1,66.4,72.4
Phoenix Suns,48,345,6.4,1.24,429,187,292,64.0,64.0,12.5,6.1,12.5,3.2,62.6,17.2
Orlando Magic,46,304,6.0,1.39,423,169,241,70.1,70.1,19.1,5.6,17.4,3.9,70.1,96.6
Houston Rockets,46,343,6.5,1.15,395,169,281,60.1,60.1,14.0,6.4,13.4,2.3,59.5,0.0
Detroit Pistons,48,302,5.5,1.27,385,161,251,64.1,64.1,14.6,4.3,14.6,2.0,65.2,41.4
Boston Celtics,47,287,5.5,1.32,379,164,241,68.0,68.0,11.1,7.3,10.5,2.4,65.9,62.1
Milwaukee Bucks,46,276,5.3,1.24,341,152,236,64.4,64.4,11.6,5.8,10.5,2.9,63.4,13.8
LA Clippers,49,270,5.0,1.25,338,147,217,67.7,67.7,13.7,8.9,13.3,3.0,63.0,27.6
Chicago Bulls,45,251,5.1,1.33,333,146,209,69.9,69.9,13.1,7.6,13.5,4.4,66.5,65.5
Philadelphia 76ers,46,259,5.2,1.22,317,131,202,64.9,64.9,16.2,9.7,15.1,3.9,62.2,3.4
Dallas Mavericks,48,221,4.3,1.33,294,124,180,68.9,68.9,18.6,5.0,18.1,5.0,68.8,69.0
