TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%
Portland Trail Blazers,82,82,28.4,862,1942,44.4,51.5,17.0,587,1161,50.6,11.4,275,781,35.2
New York Knicks,82,82,29.1,826,1877,44.0,50.7,18.0,576,1159,49.7,11.1,250,718,34.8
Dallas Mavericks,82,82,28.4,882,1864,47.3,54.3,17.8,621,1168,53.2,10.6,261,696,37.5
Los Angeles Lakers,82,82,28.0,786,1844,42.6,49.8,16.7,521,1103,47.2,11.2,265,741,35.8
Denver Nuggets,82,82,27.7,794,1823,43.6,51.0,16.4,524,1079,48.6,11.3,270,744,36.3
Cleveland Cavaliers,82,82,28.0,793,1820,43.6,49.4,18.8,580,1223,47.4,9.2,213,597,35.7
Orlando Magic,82,82,28.7,797,1819,43.8,50.1,19.1,570,1212,47.0,9.6,227,607,37.4
Los Angeles Clippers,82,82,27.9,856,1809,47.3,53.8,17.8,622,1155,53.9,10.1,234,654,35.8
Washington Wizards,81,81,27.1,767,1765,43.5,48.9,18.8,574,1228,46.7,8.2,193,537,35.9
Boston Celtics,82,82,27.1,772,1761,43.8,49.6,18.2,569,1186,48.0,8.8,203,575,35.3
Golden State Warriors,81,81,26.8,803,1760,45.6,53.1,15.6,540,1023,52.8,11.2,263,737,35.7
Sacramento Kings,81,81,28.3,778,1756,44.3,49.1,19.1,608,1185,51.3,9.2,170,571,29.8
Minnesota Timberwolves,82,82,26.1,773,1753,44.1,50.3,16.2,554,1083,51.2,10.0,219,670,32.7
Phoenix Suns,82,82,26.9,825,1748,47.2,55.0,16.1,551,1046,52.7,10.8,274,702,39.0
Oklahoma City Thunder,82,82,26.4,822,1711,48.0,55.3,16.1,572,1045,54.7,10.3,250,666,37.5
Utah Jazz,82,82,27.3,712,1707,41.7,46.8,18.8,538,1177,45.7,8.5,174,530,32.8
Milwaukee Bucks,81,81,27.3,782,1702,45.9,52.6,17.6,555,1096,50.6,9.7,227,606,37.5
Brooklyn Nets,81,81,28.1,757,1673,45.2,53.4,14.9,485,888,54.6,13.2,272,785,34.6
Toronto Raptors,81,81,26.5,735,1667,44.1,52.3,14.6,462,920,50.2,11.9,273,747,36.5
Detroit Pistons,82,82,24.7,706,1663,42.5,48.0,16.2,520,1087,47.8,8.6,186,576,32.3
San Antonio Spurs,82,82,25.7,808,1661,48.6,54.8,17.5,602,1133,53.1,8.2,206,528,39.0
Indiana Pacers,82,82,26.7,716,1655,43.3,48.7,17.9,536,1106,48.5,8.9,180,549,32.8
Houston Rockets,82,82,27.0,762,1654,46.1,55.4,12.2,452,750,60.3,14.7,310,904,34.3
Atlanta Hawks,81,81,26.4,746,1650,45.2,51.6,16.1,536,1006,53.3,10.3,210,644,32.6
Miami Heat,82,82,27.2,793,1637,48.4,54.0,18.0,611,1084,56.4,9.2,182,553,32.9
Charlotte Bobcats,81,81,26.2,668,1636,40.8,46.1,18.1,495,1127,43.9,8.2,173,509,34.0
Memphis Grizzlies,82,82,25.7,784,1624,48.3,51.8,20.2,668,1276,52.4,5.5,116,348,33.3
New Orleans Pelicans,82,82,25.6,728,1603,45.4,50.1,18.8,577,1175,49.1,6.8,151,428,35.3
Chicago Bulls,82,82,26.3,669,1596,41.9,47.2,17.8,499,1083,46.1,8.5,170,513,33.1
Philadelphia 76ers,82,82,24.0,650,1579,41.2,47.3,13.9,457,914,50.0,10.1,193,665,29.0
