PLAYER,TEAM,GP,W,L,MIN,Touches,PostUps,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%,PLAYER_ID,TEAM_ID
Aaron Gordon,DEN,10,4,6,299.0,366,48,18,35,51.4,0,4,0.0,36,75.0,9,18.8,3,6.3,1,2.1,2,4.2,203932,1610612743
Aaron Nesmith,BOS,5,1,4,75.0,96,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1630174,1610612738
Abdel Nader,PHX,5,3,2,29.0,22,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1627846,1610612756
Alec Burks,NYK,5,1,4,128.0,205,5,2,3,66.7,2,2,100.0,6,120.0,1,20.0,0,0.0,0,0.0,1,20.0,202692,1610612752
Alex Caruso,LAL,6,2,4,121.0,223,3,2,3,66.7,0,0,0.0,4,133.29999999999998,0,0.0,0,0.0,0,0.0,0,0.0,1627936,1610612747
Alex Len,WAS,5,1,4,42.0,60,16,5,8,62.5,3,6,50.0,13,81.3,4,25.0,0,0.0,0,0.0,3,18.8,203458,1610612764
Alfonzo McKinnie,LAL,2,0,2,12.0,6,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1628035,1610612747
Alize Johnson,BKN,5,3,2,23.0,36,6,2,3,66.7,0,0,0.0,4,66.7,2,33.300000000000004,0,0.0,1,16.7,0,0.0,1628993,1610612751
Amir Coffey,LAC,10,9,1,16.0,10,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1629599,1610612746
Andre Drummond,LAL,5,2,3,105.0,159,40,16,27,59.3,3,6,50.0,36,90.0,5,12.5,0,0.0,5,12.5,3,7.5,203083,1610612747
Andre Iguodala,MIA,4,0,4,71.0,114,6,1,2,50.0,0,0,0.0,2,33.300000000000004,4,66.7,1,16.7,0,0.0,0,0.0,2738,1610612748
Anfernee Simons,POR,6,2,4,107.0,142,1,1,1,100.0,0,0,0.0,2,200.0,0,0.0,0,0.0,0,0.0,0,0.0,1629014,1610612757
Anthony Davis,LAL,5,2,3,144.0,262,32,12,16,75.0,5,8,62.5,30,93.8,8,25.0,3,9.4,1,3.1,4,12.5,203076,1610612747
Anthony Gill,WAS,4,1,3,33.0,38,1,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1630264,1610612764
Anthony Tolliver,PHI,1,1,0,2.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,201229,1610612755
Austin Rivers,DEN,10,4,6,305.0,259,1,1,1,100.0,0,0,0.0,2,200.0,0,0.0,0,0.0,0,0.0,0,0.0,203085,1610612743
Axel Toupane,MIL,4,4,0,10.0,13,1,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1626253,1610612749
Bam Adebayo,MIA,4,0,4,136.0,244,30,12,18,66.7,2,2,100.0,27,90.0,8,26.700000000000003,1,3.3000000000000003,3,10.0,1,3.3000000000000003,1628389,1610612748
Ben McLemore,LAL,4,1,3,36.0,46,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,203463,1610612747
Ben Simmons,PHI,12,7,5,402.0,993,63,28,46,60.9,1,4,25.0,57,90.5,11,17.5,3,4.8,2,3.2,2,3.2,1627732,1610612755
Blake Griffin,BKN,12,7,5,318.0,500,32,10,15,66.7,6,8,75.0,26,81.3,8,25.0,1,3.1,2,6.3,3,9.4,201933,1610612751
Boban Marjanović,DAL,4,1,3,83.0,140,49,18,33,54.50000000000001,6,6,100.0,42,85.7,7,14.299999999999999,1,2.0,3,6.1,3,6.1,1626246,1610612742
Bobby Portis,MIL,20,14,6,366.0,515,60,24,41,58.5,8,9,88.9,56,93.30000000000001,8,13.3,1,1.7000000000000002,4,6.7,4,6.7,1626171,1610612749
Bogdan Bogdanović,ATL,18,10,8,598.0,885,15,7,13,53.800000000000004,0,0,0.0,14,93.30000000000001,2,13.3,0,0.0,0,0.0,0,0.0,203992,1610612737
Bojan Bogdanović,UTA,11,6,5,390.0,431,5,2,3,66.7,0,0,0.0,4,80.0,1,20.0,0,0.0,0,0.0,0,0.0,202711,1610612762
Bol Bol,DEN,3,1,2,6.0,9,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1629626,1610612743
Bradley Beal,WAS,5,1,4,195.0,367,8,2,8,25.0,0,0,0.0,4,50.0,0,0.0,0,0.0,0,0.0,0,0.0,203078,1610612764
Brandon Clarke,MEM,2,0,2,9.0,9,1,1,1,100.0,0,0,0.0,2,200.0,0,0.0,0,0.0,0,0.0,0,0.0,1629634,1610612763
Brook Lopez,MIL,23,16,7,667.0,576,130,73,92,79.3,13,16,81.3,161,123.8,13,10.0,2,1.5,8,6.2,8,6.2,201572,1610612749
Bruce Brown,BKN,12,7,5,277.0,400,62,24,43,55.800000000000004,2,4,50.0,51,82.3,13,21.0,1,1.6,3,4.8,2,3.2,1628971,1610612751
Bruno Fernando,ATL,6,1,5,12.0,22,2,2,2,100.0,0,0,0.0,4,200.0,0,0.0,0,0.0,0,0.0,0,0.0,1628981,1610612737
Bryn Forbes,MIL,20,13,7,273.0,242,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,1627854,1610612749
CJ Elleby,POR,2,1,1,8.0,11,1,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1629604,1610612757
CJ McCollum,POR,6,2,4,240.0,391,7,1,4,25.0,2,2,100.0,4,57.099999999999994,2,28.599999999999998,0,0.0,0,0.0,1,14.299999999999999,203468,1610612757
Cam Reddish,ATL,4,1,3,92.0,110,3,1,3,33.300000000000004,0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,0,0.0,1629629,1610612737
Cameron Johnson,PHX,21,13,8,443.0,472,15,7,8,87.5,0,0,0.0,14,93.30000000000001,6,40.0,1,6.7,1,6.7,0,0.0,1629661,1610612756
Cameron Payne,PHX,22,14,8,418.0,893,5,1,3,33.300000000000004,0,0,0.0,2,40.0,2,40.0,0,0.0,0,0.0,0,0.0,1626166,1610612756
Carmelo Anthony,POR,6,2,4,143.0,172,1,1,1,100.0,0,0,0.0,3,300.0,0,0.0,0,0.0,0,0.0,0,0.0,2546,1610612757
Carsen Edwards,BOS,2,0,2,5.0,7,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1629035,1610612738
Cassius Winston,WAS,1,0,1,5.0,23,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,1630216,1610612764
Chandler Hutchison,WAS,2,0,2,18.0,25,2,1,2,50.0,0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,1628990,1610612764
Chris Chiozza,BKN,6,4,2,19.0,41,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1629185,1610612751
Chris Paul,PHX,20,12,8,683.0,1560,4,0,1,0.0,0,0,0.0,0,0.0,2,50.0,1,25.0,0,0.0,0,0.0,101108,1610612756
Clint Capela,ATL,18,10,8,569.0,677,175,77,118,65.3,13,30,43.3,167,95.39999999999999,25,14.299999999999999,2,1.0999999999999999,13,7.3999999999999995,15,8.6,203991,1610612737
Damian Lillard,POR,6,2,4,248.0,538,4,2,3,66.7,0,0,0.0,4,100.0,1,25.0,0,0.0,0,0.0,0,0.0,203081,1610612757
Daniel Gafford,WAS,5,1,4,117.0,143,38,19,22,86.4,9,14,64.3,48,126.29999999999998,6,15.8,1,2.6,1,2.6,6,15.8,1629655,1610612764
Daniel Oturu,LAC,8,7,1,15.0,23,3,1,1,100.0,1,2,50.0,3,100.0,1,33.300000000000004,0,0.0,0,0.0,1,33.300000000000004,1630187,1610612746
Danilo Gallinari,ATL,18,10,8,442.0,629,16,3,10,30.0,0,0,0.0,6,37.5,4,25.0,1,6.3,1,6.3,0,0.0,201568,1610612737
