PLAYER,TEAM,AGE,POSITION,GP,G,FREQ%,DFGM,DFGA,DFG%,FG%,Diff%
Duncan Robinson,MIA,27,F,4,4,17.1,5.0,7.0,71.4,71.2,0.2
Mikal Bridges,PHX,24,F,22,22,40.8,68.0,106.0,64.2,64.1,0.1
Joel Embiid,PHI,27,C-F,11,11,45.6,56.0,88.0,63.6,63.9,-0.2
Marcus Smart,BOS,27,G,5,5,28.1,10.0,16.0,62.5,62.8,-0.3
Bam Adebayo,MIA,23,C-F,4,4,32.3,13.0,20.0,65.0,65.5,-0.5
LeBron James,LAL,36,F,6,6,25.9,10.0,15.0,66.7,67.2,-0.6
Donte DiVincenzo,MIL,24,G,2,2,15.8,2.0,3.0,66.7,67.7,-1.1
Dwight Howard,PHI,35,C-F,12,8,45.3,18.0,29.0,62.1,63.2,-1.2
Dorian Finney-Smith,DAL,28,F,7,7,23.1,15.0,25.0,60.0,61.3,-1.3
Andre Drummond,LAL,27,C,5,5,30.9,11.0,17.0,64.7,66.0,-1.3
Solomon Hill,ATL,30,F,11,8,32.6,9.0,14.0,64.3,65.6,-1.3
Boban Marjanovic,DAL,32,C,4,4,42.9,13.0,21.0,61.9,63.4,-1.5
Ish Smith,WAS,32,G,5,4,34.5,6.0,10.0,60.0,61.5,-1.5
Luke Kennard,LAC,25,G,15,13,24.7,12.0,20.0,60.0,61.6,-1.6
Michael Porter Jr.,DEN,23,F,10,9,29.9,26.0,43.0,60.5,62.2,-1.7
Jalen Brunson,DAL,24,G,7,5,34.8,5.0,8.0,62.5,64.2,-1.7
Alex Caruso,LAL,27,G,6,5,25.0,8.0,13.0,61.5,63.4,-1.8
Cameron Johnson,PHX,25,F,21,19,36.6,35.0,56.0,62.5,64.8,-2.3
Jusuf Nurkic,POR,26,C,6,6,35.6,26.0,42.0,61.9,64.3,-2.4
Bojan Bogdanovic,UTA,32,F,11,10,32.5,23.0,38.0,60.5,63.1,-2.6
Markus Howard,DEN,22,G,8,4,17.5,4.0,7.0,57.1,59.8,-2.6
Willie Cauley-Stein,DAL,27,C,6,3,25.0,4.0,7.0,57.1,59.8,-2.6
Jrue Holiday,MIL,31,G,23,21,27.8,51.0,85.0,60.0,62.9,-2.9
Kawhi Leonard,LAC,30,F,11,9,33.1,29.0,48.0,60.4,63.4,-3.0
Dario Saric,PHX,27,F-C,14,13,45.3,22.0,39.0,56.4,59.4,-3.0
Clint Capela,ATL,27,C,18,18,36.0,70.0,112.0,62.5,65.7,-3.2
Carmelo Anthony,POR,37,F,6,6,30.6,9.0,15.0,60.0,63.4,-3.4
Reggie Jackson,LAC,31,G,19,19,29.3,48.0,78.0,61.5,65.1,-3.5
James Harden,BKN,31,G,8,8,34.4,24.0,42.0,57.1,60.8,-3.6
Danny Green,PHI,34,G,8,7,32.3,23.0,40.0,57.5,61.1,-3.6
Jae Crowder,PHX,30,F,22,22,35.7,72.0,121.0,59.5,63.3,-3.8
P.J. Tucker,MIL,36,F,23,19,20.2,29.0,47.0,61.7,65.5,-3.8
Langston Galloway,PHX,29,G,2,2,50.0,1.0,2.0,50.0,54.0,-4.0
Trevor Ariza,MIA,36,F,4,4,47.2,17.0,25.0,68.0,72.2,-4.2
Marc Gasol,LAL,36,C,5,5,31.3,9.0,15.0,60.0,64.4,-4.4
Derrick Favors,UTA,29,F,11,10,49.1,30.0,52.0,57.7,62.8,-5.1
Jabari Parker,BOS,26,F,4,4,33.3,5.0,8.0,62.5,67.8,-5.3
Chandler Hutchison,WAS,25,F-G,1,1,33.3,1.0,2.0,50.0,55.4,-5.4
Robert Covington,POR,30,F,6,6,43.9,29.0,50.0,58.0,63.5,-5.5
Wesley Matthews,LAL,34,G,6,4,13.2,3.0,5.0,60.0,65.5,-5.5
Anfernee Simons,POR,22,G,6,4,29.2,4.0,7.0,57.1,62.8,-5.6
Rajon Rondo,LAC,35,G,13,8,26.7,12.0,20.0,60.0,65.7,-5.7
Bryn Forbes,MIL,27,G,20,12,25.9,12.0,22.0,54.5,60.3,-5.8
Norman Powell,POR,28,G,6,6,44.3,16.0,27.0,59.3,65.1,-5.9
Kemba Walker,BOS,31,G,3,3,36.0,5.0,9.0,55.6,61.5,-5.9
Paul George,LAC,31,F,19,19,34.5,57.0,96.0,59.4,65.6,-6.2
Tyrese Maxey,PHI,20,G,10,8,29.2,11.0,21.0,52.4,58.6,-6.2
Frank Kaminsky,PHX,28,F-C,8,8,60.0,12.0,21.0,57.1,63.4,-6.2
Tony Snell,ATL,29,G,7,6,32.0,4.0,8.0,50.0,56.2,-6.2
Shake Milton,PHI,24,G-F,12,8,38.5,8.0,15.0,53.3,59.7,-6.3
Rudy Gobert,UTA,29,C,11,11,37.5,51.0,90.0,56.7,63.0,-6.4
Facundo Campazzo,DEN,30,G,10,9,32.3,18.0,32.0,56.3,62.8,-6.5
Jaren Jackson Jr.,MEM,21,F-C,5,5,42.4,15.0,25.0,60.0,66.5,-6.5
Goran Dragic,MIA,35,G,4,3,26.7,5.0,8.0,62.5,69.5,-7.0
Payton Pritchard,BOS,23,G,5,3,29.4,3.0,5.0,60.0,67.3,-7.3
Romeo Langford,BOS,21,G-F,4,4,31.5,9.0,17.0,52.9,60.5,-7.6
Danilo Gallinari,ATL,32,F,18,17,39.6,41.0,74.0,55.4,63.2,-7.8
Khris Middleton,MIL,29,F,23,22,31.0,48.0,86.0,55.8,63.8,-8.0
Jimmy Butler,MIA,31,F,4,3,32.7,11.0,18.0,61.1,69.4,-8.3
Giannis Antetokounmpo,MIL,26,F,21,21,33.3,51.0,91.0,56.0,64.5,-8.4
Precious Achiuwa,MIA,21,F,2,2,33.3,1.0,2.0,50.0,58.4,-8.4
Ja Morant,MEM,21,G,5,5,33.8,13.0,24.0,54.2,62.7,-8.6
Kyrie Irving,BKN,29,G,9,9,33.0,18.0,34.0,52.9,61.6,-8.7
RJ Barrett,NYK,21,F-G,5,5,25.8,8.0,16.0,50.0,58.9,-8.9
Ben Simmons,PHI,24,G-F,12,12,34.6,25.0,47.0,53.2,62.2,-9.0
De'Anthony Melton,MEM,23,G,5,4,35.1,7.0,13.0,53.8,63.3,-9.4
Onyeka Okongwu,ATL,20,F-C,18,16,46.2,23.0,43.0,53.5,64.0,-10.5
Anthony Davis,LAL,28,F-C,5,4,46.9,13.0,23.0,56.5,67.2,-10.6
Dwight Powell,DAL,29,F-C,6,5,64.7,6.0,11.0,54.5,65.5,-10.9
Kevin Durant,BKN,32,F,12,12,31.8,33.0,62.0,53.2,64.3,-11.0
Bobby Portis,MIL,26,F,20,18,26.9,26.0,47.0,55.3,66.4,-11.1
Deandre Ayton,PHX,22,C,22,22,31.8,79.0,148.0,53.4,65.1,-11.8
Tim Hardaway Jr.,DAL,29,G-F,7,7,18.5,9.0,17.0,52.9,64.9,-12.0
Torrey Craig,PHX,30,F,20,18,43.3,22.0,45.0,48.9,61.1,-12.2
Jordan Clarkson,UTA,29,G,11,10,31.8,13.0,28.0,46.4,58.7,-12.3
Derrick Jones Jr.,POR,24,F,1,1,100.0,1.0,2.0,50.0,62.6,-12.6
Ivica Zubac,LAC,24,C,17,13,24.6,23.0,44.0,52.3,65.3,-13.0
Landry Shamet,BKN,24,G,12,9,39.7,13.0,25.0,52.0,65.2,-13.2
Kyle Kuzma,LAL,25,F,6,5,28.2,6.0,11.0,54.5,67.8,-13.2
Jay Scrubb,LAC,20,G,2,2,66.7,1.0,2.0,50.0,63.4,-13.4
Skylar Mays,ATL,23,G,3,2,28.6,1.0,2.0,50.0,64.1,-14.1
Nic Claxton,BKN,22,F-C,11,9,35.1,13.0,26.0,50.0,64.3,-14.3
Aaron Nesmith,BOS,21,G-F,5,4,31.0,6.0,13.0,46.2,60.5,-14.4
Brandon Clarke,MEM,24,F,2,2,28.6,1.0,2.0,50.0,64.4,-14.4
Daniel Gafford,WAS,22,F-C,5,5,51.9,20.0,42.0,47.6,62.6,-15.0
Nerlens Noel,NYK,27,C-F,5,5,48.4,7.0,15.0,46.7,62.7,-16.0
Serge Ibaka,LAC,31,F,2,2,30.8,2.0,4.0,50.0,66.9,-16.9
George Hill,PHI,35,G,12,10,30.9,15.0,34.0,44.1,61.3,-17.2
Thanasis Antetokounmpo,MIL,28,F,9,5,33.3,2.0,5.0,40.0,57.3,-17.3
Jeff Teague,MIL,33,G,14,8,29.3,5.0,12.0,41.7,59.7,-18.1
Furkan Korkmaz,PHI,23,G-F,11,8,25.5,6.0,14.0,42.9,61.1,-18.2
Nemanja Bjelica,MIA,33,F,2,2,53.3,3.0,8.0,37.5,55.8,-18.3
Brook Lopez,MIL,33,C,23,22,25.4,51.0,115.0,44.3,62.9,-18.5
Joe Harris,BKN,29,G-F,12,12,29.5,16.0,36.0,44.4,63.4,-19.0
JaMychal Green,DEN,31,F-C,10,8,30.9,10.0,25.0,40.0,59.7,-19.7
Jayson Tatum,BOS,23,F-G,5,5,34.3,10.0,23.0,43.5,64.7,-21.2
Grant Williams,BOS,22,F,4,4,34.5,4.0,10.0,40.0,62.0,-22.0
JaVale McGee,DEN,33,C-F,3,2,25.0,2.0,5.0,40.0,62.0,-22.0
Cameron Payne,PHX,26,G,22,17,30.6,18.0,45.0,40.0,62.1,-22.1
Tyus Jones,MEM,25,G,4,3,33.3,2.0,5.0,40.0,62.8,-22.8
Elijah Bryant,MIL,26,G,5,3,33.3,1.0,3.0,33.3,56.8,-23.4
Miye Oni,UTA,23,G-F,7,4,24.0,2.0,6.0,33.3,57.7,-24.4
DeMarcus Cousins,LAC,30,C,6,3,25.0,4.0,10.0,40.0,68.4,-28.4
Kris Dunn,ATL,27,G,4,4,43.8,2.0,7.0,28.6,57.8,-29.3
Isaac Bonga,WAS,21,G,2,1,66.7,1.0,4.0,25.0,54.5,-29.5
Obi Toppin,NYK,23,F,5,2,10.7,1.0,3.0,33.3,64.8,-31.5
Nathan Knight,ATL,23,F-C,4,2,57.1,1.0,4.0,25.0,58.7,-33.7
Andre Iguodala,MIA,37,G-F,4,4,25.7,3.0,9.0,33.3,67.8,-34.5
Robert Williams III,BOS,23,C-F,3,3,44.0,3.0,11.0,27.3,62.8,-35.5
Udoka Azubuike,UTA,21,C-F,1,1,100.0,0.0,1.0,0.0,45.7,-45.7
Gabe Vincent,MIA,25,G,1,1,33.3,0.0,1.0,0.0,46.2,-46.2
Jalen Smith,PHX,21,F-C,1,1,33.3,0.0,1.0,0.0,50.0,-50.0
Jarrell Brantley,UTA,25,F,1,1,50.0,0.0,1.0,0.0,50.6,-50.6
Kevin Knox II,NYK,21,F,1,1,100.0,0.0,2.0,0.0,55.2,-55.2
Luke Kornet,BOS,25,F-C,2,1,16.7,0.0,1.0,0.0,57.4,-57.4
Jared Dudley,LAL,35,F,1,1,33.3,0.0,1.0,0.0,60.0,-60.0
T.J. Leaf,POR,24,F,2,1,50.0,0.0,1.0,0.0,63.1,-63.1
Nassir Little,POR,21,F-G,2,1,33.3,0.0,1.0,0.0,63.1,-63.1
