TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%
Boston Celtics,24,24,21.6,188,424,44.3,62.0,3.1,38,60,63.3,18.6,150,364,41.2
Golden State Warriors,22,22,22.3,191,422,45.3,61.1,4.4,57,84,67.9,17.9,134,338,39.6
Dallas Mavericks,18,18,28.9,182,420,43.3,62.1,2.5,24,36,66.7,26.4,158,384,41.1
Miami Heat,18,18,19.5,119,299,39.8,53.7,3.8,36,58,62.1,15.7,83,241,34.4
Memphis Grizzlies,12,12,22.6,94,248,37.9,53.0,2.9,19,32,59.4,19.7,75,216,34.7
Milwaukee Bucks,12,12,21.7,101,229,44.1,61.8,3.5,20,37,54.1,18.2,81,192,42.2
Philadelphia 76ers,12,12,22.4,78,210,37.1,52.6,3.4,13,32,40.6,19.0,65,178,36.5
Phoenix Suns,13,13,19.3,92,208,44.2,59.4,4.4,29,47,61.7,15.0,63,161,39.1
Chicago Bulls,5,5,32.8,54,148,36.5,49.3,5.1,16,23,69.6,27.7,38,125,30.4
Toronto Raptors,6,6,20.3,39,105,37.1,51.4,2.9,9,15,60.0,17.4,30,90,33.3
Denver Nuggets,5,5,20.3,31,84,36.9,52.4,2.9,5,12,41.7,17.4,26,72,36.1
Utah Jazz,6,6,17.7,23,84,27.4,39.3,1.7,3,8,37.5,16.0,20,76,26.3
New Orleans Pelicans,6,6,16.4,29,83,34.9,48.2,3.2,7,16,43.8,13.2,22,67,32.8
Minnesota Timberwolves,6,6,16.1,42,79,53.2,74.7,1.6,8,8,100.0,14.4,34,71,47.9
Atlanta Hawks,5,5,19.9,32,78,41.0,59.0,2.0,4,8,50.0,17.9,28,70,40.0
Brooklyn Nets,4,4,17.0,30,53,56.6,77.4,3.8,8,12,66.7,13.1,22,41,53.7
