TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%
Boston Celtics,24,24,40.6,363,796,45.6,48.5,32.9,317,646,49.1,7.6,46,150,30.7
Golden State Warriors,22,22,39.1,394,741,53.2,56.5,31.7,344,601,57.2,7.4,50,140,35.7
Miami Heat,18,18,43.8,340,673,50.5,53.6,35.4,298,543,54.9,8.5,42,130,32.3
Dallas Mavericks,18,18,32.8,225,477,47.2,49.2,28.2,206,411,50.1,4.5,19,66,28.8
Memphis Grizzlies,12,12,42.5,231,466,49.6,51.4,39.5,214,433,49.4,3.0,17,33,51.5
Phoenix Suns,13,13,40.7,229,438,52.3,54.0,36.6,214,394,54.3,4.1,15,44,34.1
Milwaukee Bucks,12,12,40.6,216,429,50.3,51.4,37.0,207,391,52.9,3.6,9,38,23.7
Philadelphia 76ers,12,12,41.7,193,392,49.2,52.7,34.2,166,321,51.7,7.6,27,71,38.0
New Orleans Pelicans,6,6,52.2,129,264,48.9,50.9,45.8,118,232,50.9,6.3,11,32,34.4
Minnesota Timberwolves,6,6,44.5,103,219,47.0,51.6,33.5,83,165,50.3,11.0,20,54,37.0
Toronto Raptors,6,6,41.7,110,215,51.2,52.1,38.0,106,196,54.1,3.7,4,19,21.1
Utah Jazz,6,6,42.4,97,201,48.3,49.3,37.3,93,177,52.5,5.1,4,24,16.7
Denver Nuggets,5,5,42.8,95,177,53.7,55.1,38.6,90,160,56.3,4.1,5,17,29.4
Chicago Bulls,5,5,33.7,65,152,42.8,43.1,31.5,64,142,45.1,2.2,1,10,10.0
Brooklyn Nets,4,4,47.4,71,148,48.0,50.0,39.4,65,123,52.8,8.0,6,25,24.0
Atlanta Hawks,5,5,35.8,74,140,52.9,54.6,31.2,69,122,56.6,4.6,5,18,27.8
