TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%,shot_coverage,year
Oklahoma City Thunder,80,80,31.8,911,2122,42.9,50.9,17.1,572,1141,50.1,14.7,339,981,34.6,open,2018
Cleveland Cavaliers,82,82,31.4,924,2080,44.4,52.5,16.5,588,1090,53.9,15.0,336,990,33.9,open,2018
Dallas Mavericks,82,82,31.0,880,2067,42.6,50.4,16.2,555,1081,51.3,14.8,325,986,33.0,open,2018
Denver Nuggets,81,81,30.5,872,2022,43.1,52.3,13.8,502,917,54.7,16.7,370,1105,33.5,open,2018
Chicago Bulls,81,81,29.8,827,2011,41.1,48.9,15.3,516,1034,49.9,14.5,311,977,31.8,open,2018
Houston Rockets,82,82,30.5,861,1995,43.2,55.0,9.8,387,639,60.6,20.7,474,1356,35.0,open,2018
Detroit Pistons,82,82,29.4,833,1975,42.2,50.4,15.7,507,1057,48.0,13.7,326,918,35.5,open,2018
Brooklyn Nets,80,80,30.0,839,1956,42.9,53.1,12.6,439,820,53.5,17.4,400,1136,35.2,open,2018
Portland Trail Blazers,82,82,29.2,886,1954,45.3,53.4,16.5,572,1102,51.9,12.7,314,852,36.9,open,2018
Philadelphia 76ers,81,81,29.2,893,1928,46.3,53.9,16.6,602,1096,54.9,12.6,291,832,35.0,open,2018
Washington Wizards,82,82,29.2,870,1924,45.2,52.5,17.3,588,1142,51.5,11.9,282,782,36.1,open,2018
Indiana Pacers,82,82,28.7,912,1906,47.8,54.4,18.5,664,1230,54.0,10.2,248,676,36.7,open,2018
New York Knicks,81,81,28.3,810,1896,42.7,49.3,16.8,562,1127,49.9,11.5,248,769,32.2,open,2018
Memphis Grizzlies,82,82,29.7,847,1887,44.9,52.1,17.6,573,1117,51.3,12.1,274,770,35.6,open,2018
Golden State Warriors,82,82,28.2,927,1878,49.4,58.8,14.7,572,977,58.5,13.5,355,901,39.4,open,2018
Sacramento Kings,82,82,28.1,851,1870,45.5,52.6,17.7,584,1177,49.6,10.4,267,693,38.5,open,2018
New Orleans Pelicans,82,82,27.2,870,1868,46.6,53.1,16.3,626,1116,56.1,11.0,244,752,32.4,open,2018
Atlanta Hawks,81,81,28.8,867,1861,46.6,55.2,14.9,546,962,56.8,13.9,321,899,35.7,open,2018
Miami Heat,81,81,28.4,821,1856,44.2,52.9,14.7,501,959,52.2,13.7,320,897,35.7,open,2018
Orlando Magic,82,82,28.1,837,1852,45.2,53.8,14.7,517,970,53.3,13.4,320,882,36.3,open,2018
Phoenix Suns,82,82,27.7,835,1843,45.3,53.3,15.1,539,1003,53.7,12.6,296,840,35.2,open,2018
LA Clippers,81,81,28.4,832,1834,45.4,54.1,14.5,511,935,54.7,13.9,321,899,35.7,open,2018
San Antonio Spurs,82,82,27.1,791,1812,43.7,49.7,17.3,572,1154,49.6,9.9,219,658,33.3,open,2018
Los Angeles Lakers,81,81,26.8,782,1802,43.4,51.3,13.8,497,927,53.6,13.0,285,875,32.6,open,2018
Charlotte Hornets,82,82,26.6,770,1785,43.1,50.6,15.4,504,1030,48.9,11.3,266,755,35.2,open,2018
Boston Celtics,79,79,27.6,822,1760,46.7,55.8,14.5,503,926,54.3,13.1,319,834,38.2,open,2018
Utah Jazz,82,82,27.5,799,1758,45.4,52.8,15.6,540,995,54.3,11.9,259,763,33.9,open,2018
Milwaukee Bucks,81,81,27.7,825,1756,47.0,53.3,17.5,603,1109,54.4,10.2,222,647,34.3,open,2018
Toronto Raptors,82,82,25.6,768,1730,44.4,53.4,12.2,457,824,55.5,13.4,311,906,34.3,open,2018
Minnesota Timberwolves,82,82,25.6,784,1711,45.8,52.0,16.7,574,1113,51.6,9.0,210,598,35.1,open,2018
Minnesota Timberwolves,82,82,40.1,1479,2679,55.2,56.2,36.8,1425,2455,58.0,3.4,54,224,24.1,tight,2018
Golden State Warriors,82,82,39.8,1472,2649,55.6,58.5,32.8,1317,2183,60.3,7.0,155,466,33.3,tight,2018
Charlotte Hornets,82,82,39.2,1349,2624,51.4,53.2,34.5,1255,2313,54.3,4.6,94,311,30.2,tight,2018
Toronto Raptors,82,82,38.8,1451,2619,55.4,57.8,32.8,1325,2216,59.8,6.0,126,403,31.3,tight,2018
New York Knicks,81,81,39.0,1392,2617,53.2,54.0,36.4,1350,2444,55.2,2.6,42,173,24.3,tight,2018
San Antonio Spurs,82,82,38.6,1351,2576,52.4,53.5,35.8,1297,2393,54.2,2.7,54,183,29.5,tight,2018
Los Angeles Lakers,81,81,38.1,1437,2558,56.2,57.3,35.0,1381,2350,58.8,3.1,56,208,26.9,tight,2018
LA Clippers,81,81,38.2,1390,2467,56.3,58.0,34.1,1306,2205,59.2,4.1,84,262,32.1,tight,2018
Portland Trail Blazers,82,82,36.8,1303,2463,52.9,55.1,32.1,1195,2148,55.6,4.7,108,315,34.3,tight,2018
Phoenix Suns,82,82,36.9,1272,2456,51.8,53.5,32.9,1187,2189,54.2,4.0,85,267,31.8,tight,2018
Sacramento Kings,82,82,36.4,1248,2419,51.6,52.5,33.8,1204,2245,53.6,2.6,44,174,25.3,tight,2018
New Orleans Pelicans,82,82,35.1,1377,2410,57.1,58.2,32.9,1326,2257,58.8,2.2,51,153,33.3,tight,2018
Philadelphia 76ers,81,81,36.1,1318,2383,55.3,58.0,30.8,1189,2031,58.5,5.3,129,352,36.6,tight,2018
Washington Wizards,82,82,35.6,1280,2349,54.5,55.6,33.0,1227,2179,56.3,2.6,53,170,31.2,tight,2018
Milwaukee Bucks,81,81,36.9,1336,2344,57.0,58.0,34.4,1290,2185,59.0,2.5,46,159,28.9,tight,2018
Brooklyn Nets,80,80,35.9,1226,2337,52.5,55.1,30.1,1104,1960,56.3,5.8,122,377,32.4,tight,2018
Detroit Pistons,82,82,34.8,1191,2334,51.0,52.4,31.8,1127,2134,52.8,3.0,64,200,32.0,tight,2018
Cleveland Cavaliers,82,82,35.2,1296,2329,55.6,58.1,29.8,1184,1972,60.0,5.4,112,357,31.4,tight,2018
Denver Nuggets,81,81,35.1,1308,2327,56.2,58.2,31.2,1216,2070,58.7,3.9,92,257,35.8,tight,2018
Miami Heat,81,81,35.4,1256,2310,54.4,56.4,30.9,1161,2019,57.5,4.5,95,291,32.6,tight,2018
Oklahoma City Thunder,80,80,34.3,1208,2286,52.8,54.4,30.4,1136,2024,56.1,3.9,72,262,27.5,tight,2018
