PLAYER,TEAM,AGE,POSITION,GP,G,FREQ%,DFGM,DFGA,DFG%,FG%,DIFF%,year
Rudy Gobert,UTA,29,C,71,71,100,654,1583,41.3,49.3,-7.9,2021
Brook Lopez,MIL,33,C,69,69,100,618,1366,45.2,48.9,-3.6,2021
Nikola Jokic,DEN,26,C,71,71,100,626,1278,49.0,49.2,-0.2,2021
Jakob Poeltl,SAS,25,C,69,69,100,536,1193,44.9,48.6,-3.7,2021
Nikola Vucevic,CHI,30,C,69,69,100,595,1180,50.4,49.2,1.2,2021
Deandre Ayton,PHX,22,C,67,67,100,534,1146,46.6,48.3,-1.8,2021
Domantas Sabonis,IND,25,F-C,61,61,100,521,1106,47.1,48.8,-1.7,2021
Kelly Olynyk,HOU,30,F-C,70,70,100,527,1049,50.2,47.8,2.5,2021
Andrew Wiggins,GSW,26,F,70,70,100,463,1046,44.3,46.6,-2.4,2021
Jonas Valanciunas,MEM,29,C,62,62,100,514,1039,49.5,48.9,0.6,2021
Enes Freedom,POR,29,C,69,69,100,526,1036,50.8,49.4,1.4,2021
Julius Randle,NYK,26,F-C,70,70,100,455,1030,44.2,47.8,-3.6,2021
Ivica Zubac,LAC,24,C,71,71,100,459,1029,44.6,49.6,-5.0,2021
Royce O'Neale,UTA,28,F,71,71,100,489,989,49.4,47.1,2.4,2021
RJ Barrett,NYK,21,F-G,71,71,100,423,984,43.0,45.7,-2.7,2021
Robert Covington,POR,30,F,67,67,100,484,984,49.2,47.6,1.6,2021
Buddy Hield,SAC,28,G,69,69,100,470,964,48.8,46.1,2.7,2021
Clint Capela,ATL,27,C,63,63,100,452,961,47.0,49.8,-2.7,2021
Jarrett Allen,CLE,23,C,63,63,100,438,943,46.4,49.3,-2.9,2021
Terry Rozier,CHA,27,G,68,68,100,443,926,47.8,45.8,2.0,2021
P.J. Washington,CHA,22,F,63,63,100,465,921,50.5,47.9,2.6,2021
Draymond Green,GSW,31,F,62,62,100,410,918,44.7,48.1,-3.4,2021
Danny Green,PHI,34,G,69,69,100,405,906,44.7,46.0,-1.3,2021
Richaun Holmes,SAC,27,F,60,60,100,413,896,46.1,49.1,-3.0,2021
Justin Holiday,IND,32,F-G,71,71,100,390,895,43.6,46.5,-3.0,2021
Isaiah Stewart,DET,20,F-C,68,68,100,398,891,44.7,48.4,-3.7,2021
Joel Embiid,PHI,27,C-F,51,51,100,420,890,47.2,49.5,-2.3,2021
Daniel Theis,CHI,29,F-C,65,65,100,419,881,47.6,48.3,-0.7,2021
Pascal Siakam,TOR,27,F,56,56,100,434,875,49.6,47.0,2.6,2021
Isaac Okoro,CLE,20,F-G,67,67,100,462,873,52.9,45.9,7.0,2021
Robin Lopez,WAS,33,C,70,70,100,418,871,48.0,49.1,-1.1,2021
Dillon Brooks,MEM,25,G-F,67,67,100,413,871,47.4,46.0,1.4,2021
Luka Doncic,DAL,22,F-G,66,66,100,392,865,45.3,45.8,-0.5,2021
Mikal Bridges,PHX,24,F,69,69,100,428,863,49.6,46.8,2.8,2021
Bam Adebayo,MIA,23,C-F,62,62,100,384,856,44.9,48.1,-3.3,2021
Eric Bledsoe,NOP,31,G,69,69,100,420,854,49.2,45.8,3.4,2021
John Collins,ATL,23,F-C,63,63,100,408,835,48.9,47.9,1.0,2021
Khris Middleton,MIL,29,F,67,67,100,395,831,47.5,46.1,1.4,2021
Karl-Anthony Towns,MIN,25,C-F,50,50,100,404,824,49.0,49.5,-0.5,2021
Mason Plumlee,DET,31,F-C,56,56,100,448,823,54.4,50.6,3.9,2021
De'Aaron Fox,SAC,23,G,56,56,100,396,822,48.2,45.9,2.2,2021
Myles Turner,IND,25,C-F,46,46,100,371,821,45.2,49.3,-4.1,2021
Miles Bridges,CHA,23,F,65,65,100,371,820,45.2,47.0,-1.8,2021
Zion Williamson,NOP,20,F,59,59,100,369,817,45.2,46.7,-1.5,2021
Devin Booker,PHX,24,G,65,65,100,380,817,46.5,46.2,0.3,2021
Duncan Robinson,MIA,27,F,70,70,100,393,812,48.4,45.9,2.5,2021
Darius Bazley,OKC,21,F-G,54,54,100,369,810,45.6,47.1,-1.6,2021
Jeff Green,BKN,34,F,68,68,100,389,806,48.3,47.1,1.2,2021
Anthony Edwards,MIN,19,G,71,71,100,390,804,48.5,45.6,2.9,2021
Steven Adams,NOP,27,C,56,56,100,379,802,47.3,49.4,-2.1,2021
Chris Boucher,TOR,28,F-C,60,60,100,357,799,44.7,47.4,-2.7,2021
Keldon Johnson,SAS,21,F-G,69,69,100,392,797,49.2,47.0,2.1,2021
Coby White,CHI,21,G,69,69,100,399,797,50.1,45.8,4.3,2021
Kevin Huerter,ATL,22,G-F,69,69,100,353,797,44.3,45.6,-1.3,2021
Naz Reid,MIN,21,C-F,69,69,100,387,787,49.2,48.5,0.6,2021
Dejounte Murray,SAS,24,G,67,67,100,396,772,51.3,46.5,4.8,2021
Wendell Carter Jr.,ORL,22,C-F,54,54,100,361,769,46.9,49.7,-2.8,2021
Jrue Holiday,MIL,31,G,58,58,100,353,768,46.0,46.7,-0.7,2021
Montrezl Harrell,LAL,27,F-C,68,68,100,363,768,47.3,48.3,-1.0,2021
Dennis Schroder,LAL,27,G,61,61,100,380,766,49.6,46.5,3.1,2021
DeAndre Jordan,BKN,32,C,57,57,100,346,766,45.2,49.4,-4.2,2021
Damian Lillard,POR,30,G,64,64,100,360,765,47.1,45.4,1.6,2021
Jae'Sean Tate,HOU,25,F,70,70,100,353,759,46.5,46.9,-0.3,2021
Tobias Harris,PHI,28,F,62,62,100,363,751,48.3,46.4,2.0,2021
Kyle Anderson,MEM,27,F-G,69,69,100,338,751,45.0,46.2,-1.2,2021
Bradley Beal,WAS,28,G,59,59,100,358,748,47.9,46.5,1.4,2021
Fred VanVleet,TOR,27,G,52,52,100,341,745,45.8,46.2,-0.4,2021
Thaddeus Young,CHI,33,F,68,68,100,364,745,48.9,47.6,1.3,2021
Khem Birch,TOR,28,C,66,66,100,344,743,46.3,47.6,-1.3,2021
Tim Hardaway Jr.,DAL,29,G-F,70,70,100,332,731,45.4,45.4,0.0,2021
Zach LaVine,CHI,26,G-F,58,58,100,325,727,44.7,45.7,-1.0,2021
Bobby Portis,MIL,26,F,65,65,100,340,724,47.0,47.8,-0.9,2021
Russell Westbrook,WAS,32,G,64,64,100,334,722,46.3,46.5,-0.3,2021
Patrick Williams,CHI,19,F,71,71,100,357,718,49.7,47.4,2.4,2021
Joe Harris,BKN,29,G-F,69,69,100,333,717,46.4,45.6,0.8,2021
Nerlens Noel,NYK,27,C-F,63,63,100,336,717,46.9,49.3,-2.4,2021
Christian Wood,HOU,25,F,41,41,100,328,716,45.8,47.6,-1.8,2021
Kristaps Porzingis,DAL,25,F-C,43,43,100,343,712,48.2,48.4,-0.2,2021
