bref_id,Player,Season,team,Offensive Archetype,Minutes,Games,Pos,Age,LEBRON,O-LEBRON,D-LEBRON,WAR,NBA ID,boxLEBRON,boxOLEBRON,boxDLEBRON,year
garneke01,kevin garnett,2014-15,TOT,Post Scorer,952,47,PF,38,2.3,-0.98,3.27,3.00,708.0,0.96,-1.0,1.96,2015
bryanko01,kobe bryant,2014-15,LAL,Shot Creator,1207,35,SG,36,-0.31,1.52,-1.83,1.60,977.0,0.41,1.44,-1.03,2015
duncati01,tim duncan,2014-15,SAS,Post Scorer,2227,77,C,38,4.0,0.35,3.64,9.50,1495.0,4.16,1.16,3.0,2015
cartevi01,vince carter,2014-15,MEM,Secondary Ball Handler,1091,66,SG,38,-0.42,-0.23,-0.19,1.40,1713.0,-0.86,-0.57,-0.29,2015
nowitdi01,dirk nowitzki,2014-15,DAL,Versatile Big,2282,77,PF,36,2.08,1.68,0.4,6.80,1717.0,1.8,1.91,-0.11,2015
piercpa01,paul pierce,2014-15,WAS,Movement Shooter,1914,73,SF,37,1.21,0.49,0.71,4.60,1718.0,0.95,0.67,0.27,2015
mohamna01,nazr mohammed,2014-15,CHI,Roll + Cut Big,128,23,C,37,-1.42,-1.59,0.18,0.10,1737.0,-1.56,-1.63,0.07,2015
brandel01,elton brand,2014-15,ATL,Roll + Cut Big,486,36,C,35,-1.86,-3.19,1.33,0.10,1882.0,-1.81,-2.97,1.16,2015
millean02,andre miller,2014-15,TOT,Shot Creator,1253,81,PG,38,-0.7,0.01,-0.7,1.30,1889.0,-0.72,-0.18,-0.54,2015
mariosh01,shawn marion,2014-15,CLE,Roll + Cut Big,1101,57,SF,36,-1.41,-1.02,-0.4,0.60,1890.0,-1.46,-1.49,0.02,2015
terryja01,jason terry,2014-15,HOU,Primary Ball Handler,1641,77,SG,37,-0.92,-0.36,-0.56,1.50,1891.0,-0.72,-0.19,-0.53,2015
kirilan01,andrei kirilenko,2014-15,BRK,Athletic Finisher,36,7,SF,33,-0.65,-0.78,0.12,0.00,1905.0,-0.6,-0.81,0.21,2015
ginobma01,manu ginobili,2014-15,SAS,Secondary Ball Handler,1587,70,SG,37,1.82,0.6,1.22,4.40,1938.0,0.93,0.95,-0.02,2015
martike01,kenyon martin,2014-15,MIL,Roll + Cut Big,104,11,PF,37,-1.35,-1.44,0.09,0.10,2030.0,-1.1,-1.23,0.13,2015
millemi01,mike miller,2014-15,CLE,Stationary Shooter,701,52,SF,34,-2.77,-2.53,-0.24,-0.30,2034.0,-2.42,-2.36,-0.07,2015
crawfja01,jamal crawford,2014-15,LAC,Shot Creator,1703,64,SG,34,-0.89,1.71,-2.59,1.60,2037.0,0.03,1.78,-1.75,2015
turkohe01,hedo turkoglu,2014-15,LAC,Stationary Shooter,705,62,SF,35,-1.7,-1.08,-0.63,0.30,2045.0,-1.61,-0.9,-0.71,2015
chandty01,tyson chandler,2014-15,DAL,Roll + Cut Big,2286,75,C,32,1.8,-0.29,2.1,6.40,2199.0,2.04,0.81,1.24,2015
gasolpa01,pau gasol,2014-15,CHI,Post Scorer,2681,78,PF,34,1.76,0.85,0.91,7.40,2200.0,2.69,1.17,1.51,2015
richaja01,jason richardson,2014-15,PHI,Movement Shooter,416,19,SG,34,-0.82,-0.17,-0.65,0.40,2202.0,-0.45,0.1,-0.55,2015
johnsjo02,joe johnson,2014-15,BRK,Shot Creator,2791,80,SG,33,0.72,1.42,-0.71,5.70,2207.0,-0.55,0.27,-0.83,2015
jefferi01,richard jefferson,2014-15,DAL,Stationary Shooter,1244,74,SF,34,-1.36,-0.73,-0.63,0.70,2210.0,-1.05,-0.55,-0.5,2015
randoza01,zach randolph,2014-15,MEM,Post Scorer,2304,71,PF,33,2.37,0.82,1.56,7.30,2216.0,1.25,0.58,0.67,2015
haywobr01,brendan haywood,2014-15,CLE,Post Scorer,119,22,C,35,-1.91,-2.02,0.1,0.00,2217.0,-1.48,-1.69,0.21,2015
wallage01,gerald wallace,2014-15,BOS,Athletic Finisher,286,32,SF,32,-2.03,-2.33,0.3,0.00,2222.0,-2.05,-2.69,0.64,2015
dalemsa01,samuel dalembert,2014-15,NYK,Roll + Cut Big,544,32,C,33,-1.18,-3.17,1.99,0.40,2223.0,-0.7,-2.68,1.98,2015
parketo01,tony parker,2014-15,SAS,Slasher,1953,68,PG,32,-1.15,0.36,-1.5,1.50,2225.0,0.0,0.66,-0.66,2015
anderch01,chris andersen,2014-15,MIA,Roll + Cut Big,1132,60,C,36,0.51,-1.57,2.09,2.10,2365.0,0.5,-0.82,1.32,2015
dunlemi02,mike dunleavy,2014-15,CHI,Off Screen Shooter,1838,63,SF,34,1.64,0.36,1.28,4.90,2399.0,0.09,-0.09,0.18,2015
goodedr01,drew gooden,2014-15,WAS,Roll + Cut Big,864,51,PF,33,-0.18,-0.84,0.66,1.20,2400.0,-1.07,-1.04,-0.03,2015
hilarne01,nene,2014-15,WAS,Post Scorer,1693,67,PF,32,-0.2,-1.16,0.96,2.40,2403.0,-0.42,-1.1,0.68,2015
stoudam01,amar'e stoudemire,2014-15,TOT,Post Scorer,1244,59,PF,32,-0.02,0.34,-0.36,1.90,2405.0,-0.29,-0.02,-0.27,2015
butleca01,caron butler,2014-15,DET,Movement Shooter,1623,78,SF,34,-0.82,-0.89,0.07,1.60,2406.0,-1.77,-1.29,-0.48,2015
princta01,tayshaun prince,2014-15,TOT,Athletic Finisher,1397,58,SF,34,-2.37,-1.57,-0.8,-0.10,2419.0,-1.41,-1.05,-0.36,2015
salmojo01,john salmons,2014-15,NOP,Stationary Shooter,270,21,SF,35,-2.39,-1.98,-0.41,0.00,2422.0,-2.5,-2.17,-0.33,2015
