TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%
Milwaukee Bucks,23,23,19.6,151,411,36.7,51.5,2.4,30,50,60.0,17.2,121,361,33.5
LA Clippers,19,19,23.5,154,366,42.1,59.3,3.0,28,46,60.9,20.6,126,320,39.4
Phoenix Suns,22,22,19.2,172,359,47.9,64.5,4.8,53,90,58.9,14.4,119,269,44.2
Atlanta Hawks,18,18,21.8,148,341,43.4,59.2,3.8,40,59,67.8,18.1,108,282,38.3
Philadelphia 76ers,12,12,20.5,92,211,43.6,60.0,3.5,23,36,63.9,17.0,69,175,39.4
Utah Jazz,11,11,21.6,93,200,46.5,67.5,1.2,9,11,81.8,20.4,84,189,44.4
Brooklyn Nets,12,12,17.9,84,185,45.4,63.5,2.4,17,25,68.0,15.5,67,160,41.9
Denver Nuggets,10,10,17.5,71,161,44.1,63.4,2.3,9,21,42.9,15.2,62,140,44.3
Los Angeles Lakers,6,6,24.7,44,123,35.8,49.6,3.4,10,17,58.8,21.3,34,106,32.1
Memphis Grizzlies,5,5,23.3,47,110,42.7,58.6,3.4,12,16,75.0,19.9,35,94,37.2
Dallas Mavericks,7,7,16.5,42,99,42.4,60.6,2.0,6,12,50.0,14.5,36,87,41.4
Portland Trail Blazers,6,6,17.7,49,94,52.1,71.8,3.6,12,19,63.2,14.2,37,75,49.3
Boston Celtics,5,5,18.8,29,83,34.9,48.2,2.7,7,12,58.3,16.1,22,71,31.0
Miami Heat,4,4,22.4,31,80,38.8,53.1,5.3,8,19,42.1,17.1,23,61,37.7
Washington Wizards,5,5,17.6,30,78,38.5,53.8,2.3,6,10,60.0,15.3,24,68,35.3
New York Knicks,5,5,17.6,30,76,39.5,55.3,3.5,6,15,40.0,14.1,24,61,39.3
