Player,Team,GP,W,L,MIN,PTS,TOUCHES,Front CTTouches,Time OfPoss,Avg Sec PerTouch,Avg Drib PerTouch,PTS PerTouch,ElbowTouches,PostUps,PaintTouches,PTS PerElbow Touch,PTS PerPost Touch,PTS PerPaint Touch,PLAYER_ID,TEAM_ID
A.J. Lawson,TOR,23,11,12,215.0,91,264,153,7.7,1.76,1.0,0.345,5,0,15,0.8,0.0,1.0,1630639,1610612761
AJ Green,MIL,77,31,46,2234.0,790,3394,1850,107.1,1.89,1.06,0.233,24,0,30,0.083,0.0,0.4,1631260,1610612749
AJ Johnson,DAL,47,8,39,428.0,140,678,337,46.0,4.07,3.68,0.206,7,0,24,0.143,0.0,0.667,1642358,1610612742
Aaron Gordon,DEN,36,27,9,1005.0,582,1728,873,101.9,3.54,2.46,0.337,66,59,169,0.591,0.542,1.083,203932,1610612743
Aaron Holiday,HOU,56,37,19,761.0,305,1123,525,75.0,4.01,3.68,0.272,4,0,3,0.5,0.0,0.0,1628988,1610612745
Aaron Nesmith,IND,45,10,35,1335.0,621,2246,1403,69.6,1.86,1.16,0.276,21,0,45,0.667,0.0,0.556,1630174,1610612754
Aaron Wiggins,OKC,64,50,14,1387.0,608,2121,1053,114.0,3.22,2.83,0.287,23,0,74,0.826,0.0,0.919,1630598,1610612760
Ace Bailey,UTA,71,19,52,1958.0,978,2368,1702,84.3,2.13,1.41,0.413,53,13,141,0.679,0.462,0.979,1642846,1610612762
Adama Bal,MEM,8,1,7,241.0,83,293,180,10.2,2.09,1.41,0.283,6,0,15,0.333,0.0,0.533,1642380,1610612763
Adem Bona,PHI,70,40,30,1217.0,340,1187,619,29.4,1.49,0.43,0.286,48,7,228,0.542,0.857,0.917,1641737,1610612755
Adou Thiero,LAL,23,13,10,135.0,39,165,77,5.7,2.08,1.06,0.236,4,1,16,0.5,0.0,0.625,1642876,1610612747
Ajay Mitchell,OKC,57,50,7,1473.0,774,2587,1149,203.8,4.73,4.82,0.299,32,0,49,0.688,0.0,0.939,1642349,1610612760
Al Horford,GSW,43,22,21,933.0,357,1889,1190,47.8,1.52,0.47,0.189,58,97,115,0.483,0.33,0.574,201143,1610612744
Alex Antetokounmpo,MIL,5,2,3,16.0,11,20,16,0.4,1.34,0.5,0.55,0,0,3,0.0,0.0,1.333,1630828,1610612749
Alex Caruso,OKC,56,47,9,1020.0,348,1646,814,69.8,2.54,1.78,0.211,45,1,55,0.444,0.0,0.636,1627936,1610612760
Alex Morales,ORL,4,3,1,24.0,8,39,24,1.9,2.97,2.44,0.205,0,0,2,0.0,0.0,0.0,1631457,1610612753
Alex Sarr,WAS,48,11,37,1305.0,783,2729,1630,93.1,2.05,1.17,0.287,232,42,264,0.651,0.81,1.008,1642259,1610612764
Alijah Martin,TOR,23,10,13,146.0,51,209,113,12.4,3.56,2.65,0.244,5,0,18,0.4,0.0,0.611,1642918,1610612761
Alondes Williams,WAS,4,2,2,101.0,44,116,61,3.8,1.97,1.33,0.379,0,1,9,0.0,0.0,1.333,1631214,1610612764
Alperen Sengun,HOU,72,46,26,2398.0,1466,5121,3364,275.5,3.23,2.06,0.286,386,379,468,0.526,0.615,0.731,1630578,1610612745
Amari Williams,BOS,21,14,7,136.0,28,164,111,3.9,1.43,0.46,0.171,10,0,23,0.6,0.0,0.739,1642873,1610612738
Amen Thompson,HOU,79,49,30,2953.0,1443,5788,2189,434.9,4.51,3.83,0.249,144,2,545,0.604,1.0,0.798,1641708,1610612745
Amir Coffey,PHX,44,19,25,443.0,125,409,285,13.0,1.91,1.02,0.306,3,0,12,1.0,0.0,0.5,1629599,1610612756
Andersson Garcia,UTA,5,1,4,169.0,26,209,100,5.7,1.65,0.85,0.124,3,0,26,1.333,0.0,0.231,1643158,1610612762
Andre Drummond,PHI,62,32,30,1208.0,391,1396,869,35.6,1.53,0.4,0.28,63,11,298,0.397,1.0,0.792,203083,1610612755
Andre Jackson Jr.,MIL,47,12,35,378.0,104,779,364,37.8,2.91,2.17,0.134,22,0,44,0.364,0.0,0.364,1641748,1610612749
Andrew Nembhard,IND,57,13,44,1786.0,966,4984,2042,344.4,4.15,3.79,0.194,21,9,33,0.571,0.222,0.727,1629614,1610612754
Andrew Wiggins,MIA,67,34,33,2037.0,1041,2910,1907,121.0,2.49,1.78,0.358,24,60,151,1.083,0.667,0.927,203952,1610612748
Anfernee Simons,CHI,55,31,24,1372.0,785,2456,1218,175.0,4.28,3.77,0.32,12,0,22,0.917,0.0,0.591,1629014,1610612741
Anthony Black,ORL,63,36,27,1891.0,946,3614,1779,210.2,3.49,2.93,0.262,39,6,98,0.692,0.667,1.01,1641710,1610612753
Anthony Davis,WAS,20,10,10,626.0,407,1187,758,49.3,2.49,1.22,0.343,85,64,156,0.682,0.359,1.122,203076,1610612764
Anthony Edwards,MIN,61,37,24,2137.0,1757,4424,1998,363.5,4.93,4.88,0.397,32,78,52,1.031,0.513,0.827,1630162,1610612750
Anthony Gill,WAS,54,6,48,921.0,307,1139,707,33.3,1.76,0.58,0.27,69,4,127,0.565,1.0,0.921,1630264,1610612764
Antonio Reeves,CHA,10,4,6,68.0,27,70,47,2.1,1.81,1.39,0.386,0,0,2,0.0,0.0,0.0,1641810,1610612766
Ariel Hukporti,NYK,53,35,18,468.0,109,480,346,15.7,1.96,0.58,0.227,55,5,122,0.218,0.0,0.648,1630574,1610612752
Asa Newell,ATL,43,23,20,461.0,210,594,364,15.5,1.57,0.69,0.354,25,7,64,1.04,0.0,0.984,1642854,1610612737
Ausar Thompson,DET,72,52,20,1874.0,714,2937,1395,164.8,3.37,2.72,0.243,105,11,330,0.657,0.636,0.761,1641709,1610612765
Austin Reaves,LAL,51,36,15,1762.0,1187,3705,1407,288.8,4.68,4.17,0.32,30,0,43,0.7,0.0,0.814,1630559,1610612747
Ayo Dosunmu,MIN,69,36,33,1881.0,1022,3687,1862,200.1,3.26,2.82,0.277,39,0,64,0.718,0.0,0.719,1630245,1610612750
Bam Adebayo,MIA,72,36,36,2335.0,1443,4161,2264,172.9,2.49,1.6,0.347,149,183,298,0.779,0.399,0.94,1628389,1610612748
Baylor Scheierman,BOS,76,53,23,1391.0,397,1590,931,60.5,2.28,1.38,0.25,22,0,36,0.5,0.0,0.389,1631248,1610612738
Ben Saraf,BKN,43,10,33,890.0,317,2061,839,163.5,4.76,4.44,0.154,13,0,30,0.615,0.0,0.667,1642879,1610612751
Ben Sheppard,IND,65,16,49,1390.0,459,2203,1238,72.7,1.98,1.32,0.208,17,0,53,0.412,0.0,0.491,1641767,1610612754
Bennedict Mathurin,LAC,53,21,32,1588.0,929,2711,1511,139.6,3.09,2.38,0.343,72,11,124,0.764,0.636,1.089,1631097,1610612746
