Name,On,Off,On-Off,MinutesOn,MinutesOff,Team,Year,Season
Malcolm Delaney,0.645,0.626,0.018,1014.0,2927.0,ATL,2018,2017-18
John Collins,0.611,0.648,-0.037,1785.0,2156.0,ATL,2018,2017-18
Mike Muscala,0.64,0.628,0.012,1060.0,2881.0,ATL,2018,2017-18
Miles Plumlee,0.618,0.635,-0.016,918.0,3023.0,ATL,2018,2017-18
Antonius Cleveland,0.6,0.631,-0.031,42.0,3899.0,ATL,2018,2017-18
DeAndre' Bembry,0.641,0.63,0.011,455.0,3486.0,ATL,2018,2017-18
Josh Magette,0.673,0.629,0.044,216.0,3725.0,ATL,2018,2017-18
Taurean Prince,0.63,0.632,-0.002,2464.0,1477.0,ATL,2018,2017-18
Dennis Schroder,0.632,0.63,0.002,2078.0,1863.0,ATL,2018,2017-18
Luke Babbitt,0.676,0.624,0.052,570.0,3371.0,ATL,2018,2017-18
Kent Bazemore,0.619,0.642,-0.022,1789.0,2152.0,ATL,2018,2017-18
Isaiah Taylor,0.625,0.633,-0.009,1167.0,2774.0,ATL,2018,2017-18
Andrew White III,0.569,0.635,-0.066,209.0,3732.0,ATL,2018,2017-18
Jeremy Evans,0.5,0.631,-0.131,5.0,3936.0,ATL,2018,2017-18
Marco Belinelli,0.642,0.626,0.017,1209.0,2732.0,ATL,2018,2017-18
Tyler Cavanaugh,0.7,0.62,0.08,518.0,3423.0,ATL,2018,2017-18
Nicolas Brussino,0.75,0.631,0.119,10.0,3931.0,ATL,2018,2017-18
Tyler Dorsey,0.656,0.623,0.033,974.0,2967.0,ATL,2018,2017-18
Damion Lee,0.619,0.632,-0.013,404.0,3537.0,ATL,2018,2017-18
Dewayne Dedmon,0.616,0.64,-0.024,1542.0,2399.0,ATL,2018,2017-18
Jaylen Morris,0.568,0.632,-0.064,98.0,3843.0,ATL,2018,2017-18
Ersan Ilyasova,0.622,0.635,-0.014,1175.0,2766.0,ATL,2018,2017-18
D'Angelo Russell,0.597,0.62,-0.023,1234.0,2738.0,BKN,2018,2017-18
Jacob Wiley,0.571,0.612,-0.04,33.0,3938.0,BKN,2018,2017-18
Caris LeVert,0.609,0.613,-0.004,1864.0,2107.0,BKN,2018,2017-18
Trevor Booker,0.602,0.612,-0.01,395.0,3577.0,BKN,2018,2017-18
Nik Stauskas,0.647,0.607,0.04,478.0,3493.0,BKN,2018,2017-18
Dante Cunningham,0.659,0.605,0.054,447.0,3525.0,BKN,2018,2017-18
Spencer Dinwiddie,0.626,0.594,0.031,2306.0,1665.0,BKN,2018,2017-18
Jarrett Allen,0.597,0.621,-0.024,1441.0,2530.0,BKN,2018,2017-18
Rondae Hollis-Jefferson,0.61,0.613,-0.003,1921.0,2051.0,BKN,2018,2017-18
Allen Crabbe,0.604,0.622,-0.018,2193.0,1779.0,BKN,2018,2017-18
DeMarre Carroll,0.598,0.629,-0.031,2180.0,1791.0,BKN,2018,2017-18
Jeremy Lin,0.762,0.61,0.152,25.0,3946.0,BKN,2018,2017-18
Jahlil Okafor,0.611,0.611,-0.001,328.0,3644.0,BKN,2018,2017-18
Milton Doyle,0.694,0.608,0.086,125.0,3847.0,BKN,2018,2017-18
Tyler Zeller,0.632,0.608,0.025,708.0,3264.0,BKN,2018,2017-18
James Webb III,0.651,0.61,0.041,120.0,3852.0,BKN,2018,2017-18
Timofey Mozgov,0.59,0.613,-0.023,359.0,3612.0,BKN,2018,2017-18
Sean Kilpatrick,0.656,0.609,0.047,183.0,3789.0,BKN,2018,2017-18
Rashad Vaughn,0.0,0.612,-0.612,4.0,3967.0,BKN,2018,2017-18
Isaiah Whitehead,0.635,0.61,0.024,180.0,3792.0,BKN,2018,2017-18
Quincy Acy,0.595,0.618,-0.023,1359.0,2612.0,BKN,2018,2017-18
Joe Harris,0.62,0.604,0.016,1975.0,1996.0,BKN,2018,2017-18
Semi Ojeleye,0.62,0.621,-0.001,1150.0,2811.0,BOS,2018,2017-18
Marcus Morris,0.644,0.606,0.038,1442.0,2519.0,BOS,2018,2017-18
Kadeem Allen,0.657,0.619,0.038,107.0,3854.0,BOS,2018,2017-18
Greg Monroe,0.671,0.612,0.059,496.0,3465.0,BOS,2018,2017-18
Jarell Eddie,0.5,0.621,-0.121,6.0,3955.0,BOS,2018,2017-18
Kyrie Irving,0.623,0.618,0.004,1931.0,2030.0,BOS,2018,2017-18
Daniel Theis,0.582,0.632,-0.051,936.0,3025.0,BOS,2018,2017-18
Guerschon Yabusele,0.618,0.621,-0.003,235.0,3726.0,BOS,2018,2017-18
Gordon Hayward,0.5,0.621,-0.121,5.0,3956.0,BOS,2018,2017-18
Shane Larkin,0.618,0.621,-0.003,775.0,3186.0,BOS,2018,2017-18
Xavier Silas,0.625,0.62,0.005,7.0,3954.0,BOS,2018,2017-18
Jaylen Brown,0.621,0.62,0.0,2152.0,1809.0,BOS,2018,2017-18
Jonathan Gibson,0.759,0.619,0.14,40.0,3921.0,BOS,2018,2017-18
Al Horford,0.611,0.633,-0.022,2277.0,1684.0,BOS,2018,2017-18
Terry Rozier,0.617,0.624,-0.008,2068.0,1893.0,BOS,2018,2017-18
Aron Baynes,0.617,0.622,-0.005,1485.0,2476.0,BOS,2018,2017-18
Abdel Nader,0.61,0.622,-0.012,522.0,3440.0,BOS,2018,2017-18
Marcus Smart,0.618,0.622,-0.004,1614.0,2347.0,BOS,2018,2017-18
Jayson Tatum,0.62,0.622,-0.002,2443.0,1518.0,BOS,2018,2017-18
Jabari Bird,0.662,0.619,0.043,115.0,3846.0,BOS,2018,2017-18
Frank Kaminsky,0.673,0.626,0.046,1835.0,2121.0,CHA,2018,2017-18
Johnny O'Bryant III,0.641,0.648,-0.007,379.0,3577.0,CHA,2018,2017-18
Nicolas Batum,0.648,0.647,0.0,1981.0,1975.0,CHA,2018,2017-18
Marvin Williams,0.627,0.669,-0.042,2006.0,1950.0,CHA,2018,2017-18
Michael Kidd-Gilchrist,0.646,0.649,-0.004,1850.0,2106.0,CHA,2018,2017-18
Jeremy Lamb,0.651,0.644,0.008,1967.0,1989.0,CHA,2018,2017-18
Michael Carter-Williams,0.644,0.648,-0.004,835.0,3121.0,CHA,2018,2017-18
Julyan Stone,0.611,0.649,-0.038,175.0,3781.0,CHA,2018,2017-18
Dwight Howard,0.64,0.659,-0.02,2463.0,1493.0,CHA,2018,2017-18
Malik Monk,0.677,0.639,0.038,853.0,3103.0,CHA,2018,2017-18
Cody Zeller,0.674,0.643,0.031,627.0,3329.0,CHA,2018,2017-18
Kemba Walker,0.646,0.651,-0.005,2736.0,1220.0,CHA,2018,2017-18
Marcus Paige,0.714,0.647,0.067,28.0,3928.0,CHA,2018,2017-18
Dwayne Bacon,0.626,0.653,-0.026,713.0,3243.0,CHA,2018,2017-18
Willy Hernangomez,0.643,0.648,-0.004,262.0,3694.0,CHA,2018,2017-18
Treveon Graham,0.649,0.647,0.002,1049.0,2907.0,CHA,2018,2017-18
Mangok Mathiang,0.583,0.648,-0.065,20.0,3936.0,CHA,2018,2017-18
Jarell Eddie,0.0,0.656,-0.656,3.0,3968.0,CHI,2018,2017-18
Sean Kilpatrick,0.678,0.654,0.023,214.0,3757.0,CHI,2018,2017-18
Omer Asik,0.706,0.655,0.051,61.0,3910.0,CHI,2018,2017-18
Justin Holiday,0.638,0.679,-0.041,2265.0,1706.0,CHI,2018,2017-18
Paul Zipser,0.653,0.656,-0.003,824.0,3147.0,CHI,2018,2017-18
Jerian Grant,0.644,0.665,-0.021,1686.0,2285.0,CHI,2018,2017-18
Cristiano Felicio,0.674,0.65,0.024,977.0,2994.0,CHI,2018,2017-18
Quincy Pondexter,0.701,0.654,0.047,196.0,3775.0,CHI,2018,2017-18
Nikola Mirotic,0.668,0.653,0.014,622.0,3349.0,CHI,2018,2017-18
Zach LaVine,0.694,0.648,0.046,656.0,3315.0,CHI,2018,2017-18
Kris Dunn,0.67,0.646,0.024,1525.0,2446.0,CHI,2018,2017-18
Noah Vonleh,0.654,0.656,-0.002,399.0,3572.0,CHI,2018,2017-18
Lauri Markkanen,0.654,0.658,-0.004,2020.0,1951.0,CHI,2018,2017-18
Robin Lopez,0.628,0.676,-0.048,1690.0,2281.0,CHI,2018,2017-18
Bobby Portis,0.663,0.651,0.012,1642.0,2329.0,CHI,2018,2017-18
Cameron Payne,0.67,0.654,0.016,582.0,3389.0,CHI,2018,2017-18
David Nwaba,0.665,0.649,0.016,1646.0,2325.0,CHI,2018,2017-18
Ryan Arcidiacono,0.646,0.656,-0.01,304.0,3667.0,CHI,2018,2017-18
Denzel Valentine,0.65,0.662,-0.013,2095.0,1876.0,CHI,2018,2017-18
Antonio Blakeney,0.653,0.656,-0.003,314.0,3657.0,CHI,2018,2017-18
Kay Felder,0.694,0.654,0.04,134.0,3837.0,CHI,2018,2017-18
Jeff Green,0.637,0.659,-0.022,1828.0,2118.0,CLE,2018,2017-18
JR Smith,0.657,0.638,0.018,2244.0,1702.0,CLE,2018,2017-18
