,Position,Player,Team,GP,% Time,Poss,Points,PPP,FGm,FGM,FGA,FG%,aFG%,%TO,%FT,%SF,%Score,year,playtype,And One Freq%,Percentile
52495,,Andrew Wiggins,MIN,82,10.0,199,148,0.74,,52,157,33.1,35.4,8.5,14.1,14.1,37.7,2017,iso,2.0,35.9
52496,,Stephen Curry,GSW,79,7.4,135,147,1.09,,55,121,45.5,52.1,3.7,9.6,7.4,47.4,2017,iso,3.0,93.2
52497,,Jordan Clarkson,LAL,82,10.4,136,138,1.01,,56,113,49.6,52.2,8.1,11.8,11.8,50.0,2017,iso,2.9,84.1
52498,,Kyle Lowry,TOR,60,11.0,136,137,1.01,,45,103,43.7,47.1,11.0,16.2,15.4,46.3,2017,iso,2.9,83.7
52499,,Julius Randle,LAL,74,15.6,167,136,0.81,,53,126,42.1,42.1,13.2,15.6,13.8,42.5,2017,iso,4.2,48.5
52500,,,MIN,82,8.2,154,132,0.86,,53,132,40.2,42.0,7.1,8.4,7.1,40.9,2017,iso,1.3,55.3
52501,,Mike Conley,MEM,69,10.0,130,130,1.0,,47,107,43.9,51.4,10.0,10.8,10.8,43.8,2017,iso,3.1,82.6
52502,,Dwyane Wade,CHI,60,12.0,146,129,0.88,,49,128,38.3,41.0,3.4,11.6,11.0,41.8,2017,iso,2.7,60.0
52503,,Blake Griffin,LAC,61,10.7,139,127,0.91,,52,119,43.7,45.0,7.2,10.1,9.4,43.9,2017,iso,2.9,66.1
52504,,Derrick Rose,NYK,64,11.7,144,127,0.88,,53,122,43.4,43.4,7.6,10.4,9.7,44.4,2017,iso,2.8,59.3
52505,,Jahlil Okafor,PHI,50,20.3,128,124,0.97,,52,100,52.0,52.0,10.2,14.1,12.5,50.0,2017,iso,2.3,75.5
52506,,Danilo Gallinari,DEN,63,12.8,128,124,0.97,,39,103,37.9,41.7,4.7,15.6,13.3,45.3,2017,iso,0.8,75.5
52507,,Bradley Beal,WAS,77,8.3,133,122,0.92,,39,95,41.1,44.2,11.3,18.0,17.3,45.9,2017,iso,0.8,67.1
52508,,James Johnson,MIA,76,11.8,122,119,0.97,,44,93,47.3,50.0,12.3,15.6,14.8,46.7,2017,iso,4.1,76.9
52509,,Wilson Chandler,DEN,71,11.8,133,117,0.88,,48,114,42.1,43.0,7.5,13.5,11.3,42.9,2017,iso,6.8,59.0
52510,,Goran Dragic,MIA,73,7.6,113,115,1.02,,46,96,47.9,53.1,9.7,8.0,8.0,46.0,2017,iso,2.7,84.7
52511,,Eric Bledsoe,PHX,66,9.4,136,115,0.85,,36,111,32.4,39.6,7.4,14.0,13.2,35.3,2017,iso,3.7,52.5
52512,,Lou Williams,LAL,58,10.0,99,106,1.07,,29,70,41.4,49.3,11.1,20.2,20.2,46.5,2017,iso,3.0,91.9
52513,,Brandon Ingram,LAL,79,14.7,132,104,0.79,,44,109,40.4,40.8,9.1,10.6,9.8,40.2,2017,iso,2.3,42.7
52514,,Zach Randolph,MEM,73,13.2,152,103,0.68,,44,123,35.8,35.8,11.8,7.9,7.9,36.2,2017,iso,0.7,25.1
52515,,Markieff Morris,WAS,76,9.5,106,102,0.96,,41,87,47.1,48.3,9.4,10.4,10.4,47.2,2017,iso,1.9,74.9
52516,,Eric Gordon,HOU,75,8.2,99,101,1.02,,37,84,44.0,50.6,8.1,10.1,9.1,44.4,2017,iso,3.0,85.4
52517,,Dario Saric,PHI,81,11.1,134,99,0.74,,39,99,39.4,41.4,17.9,11.2,10.4,36.6,2017,iso,3.0,34.9
52518,,Jrue Holiday,NOP,67,7.5,87,91,1.05,,38,73,52.1,56.8,11.5,5.7,5.7,48.3,2017,iso,1.1,88.8
52519,,Marc Gasol,MEM,74,7.2,106,90,0.85,,33,83,39.8,40.4,11.3,12.3,11.3,41.5,2017,iso,1.9,53.2
52520,,Wesley Matthews,DAL,73,11.3,116,90,0.78,,35,97,36.1,40.2,8.6,9.5,9.5,37.1,2017,iso,1.7,40.3
52521,,Seth Curry,DAL,70,9.9,82,89,1.08,,37,70,52.9,55.7,8.5,11.0,11.0,51.2,2017,iso,4.9,92.9
52522,,Gordon Hayward,UTA,73,7.4,108,89,0.82,,35,92,38.0,39.7,9.3,10.2,10.2,38.0,2017,iso,4.6,49.5
52523,,Joe Johnson,UTA,78,15.3,111,88,0.79,,39,104,37.5,39.9,3.6,3.6,3.6,37.8,2017,iso,0.9,43.1
52524,,D'Angelo Russell,LAL,63,7.8,88,84,0.95,,30,74,40.5,46.6,5.7,12.5,10.2,43.2,2017,iso,2.3,74.6
52525,,Kemba Walker,CHA,79,6.2,110,84,0.76,,34,98,34.7,36.2,5.5,7.3,7.3,36.4,2017,iso,1.8,38.6
52526,,Aaron Gordon,ORL,80,6.8,71,82,1.16,,31,61,50.8,52.5,2.8,16.9,16.9,54.9,2017,iso,5.6,96.6
52527,,Will Barton,DEN,61,7.5,63,81,1.29,,26,49,53.1,62.2,6.3,22.2,20.6,57.1,2017,iso,6.3,98.3
52528,,Elfrid Payton,ORL,82,8.1,96,81,0.84,,34,71,47.9,47.9,16.7,12.5,10.4,43.8,2017,iso,3.1,52.0
52529,,Brook Lopez,BKN,75,6.0,90,80,0.89,,30,71,42.3,43.0,10.0,17.8,16.7,44.4,2017,iso,6.7,61.6
52530,,Evan Turner,POR,65,12.2,85,79,0.93,,32,67,47.8,47.8,12.9,11.8,10.6,45.9,2017,iso,3.5,69.2
52531,,,BKN,78,9.4,73,77,1.05,,23,53,43.4,43.4,4.1,27.4,27.4,54.8,2017,iso,4.1,90.8
52532,,Reggie Jackson,DET,52,8.8,75,77,1.03,,30,65,46.2,50.8,6.7,8.0,6.7,46.7,2017,iso,1.3,87.1
52533,,Jabari Parker,MIL,51,10.3,103,75,0.73,,29,82,35.4,36.6,10.7,10.7,10.7,36.9,2017,iso,1.0,33.9
52534,,Klay Thompson,GSW,78,4.2,67,74,1.1,,29,55,52.7,54.5,6.0,11.9,9.0,55.2,2017,iso,0.0,94.6
52535,,Darren Collison,SAC,68,8.9,79,74,0.94,,26,63,41.3,43.7,5.1,16.5,15.2,48.1,2017,iso,1.3,70.8
52536,,Cory Joseph,TOR,80,8.4,69,73,1.06,,28,55,50.9,50.9,8.7,17.4,17.4,52.2,2017,iso,5.8,91.2
52537,,Michael Beasley,MIL,56,13.2,68,70,1.03,,29,56,51.8,51.8,8.8,13.2,11.8,50.0,2017,iso,4.4,87.5
52538,,Rodney Hood,UTA,59,11.4,89,70,0.79,,24,76,31.6,36.2,6.7,10.1,9.0,34.8,2017,iso,2.2,42.4
52539,,Sean Kilpatrick,BKN,70,6.1,59,67,1.14,,23,51,45.1,55.9,5.1,13.6,13.6,47.5,2017,iso,5.1,95.9
52540,,Kristaps Porzingis,NYK,66,7.9,96,67,0.7,,23,74,31.1,31.8,10.4,13.5,11.5,34.4,2017,iso,1.0,28.1
52541,,Bojan Bogdanovic,BKN,55,9.9,76,66,0.87,,20,57,35.1,38.6,11.8,18.4,18.4,39.5,2017,iso,5.3,56.6
52542,,Courtney Lee,NYK,77,7.6,62,65,1.05,,25,51,49.0,54.9,8.1,9.7,9.7,48.4,2017,iso,0.0,89.5
52543,,Nicolas Batum,CHA,77,5.1,65,65,1.0,,25,57,43.9,48.2,3.1,9.2,10.8,46.2,2017,iso,1.5,82.6
52544,,Zach LaVine,MIN,47,9.2,78,65,0.83,,22,62,35.5,39.5,10.3,12.8,12.8,38.5,2017,iso,2.6,50.2
52545,,Iman Shumpert,CLE,76,10.7,65,63,0.97,,25,53,47.2,48.1,7.7,12.3,9.2,49.2,2017,iso,1.5,75.9
52546,,Brandon Knight,PHX,54,9.9,68,63,0.93,,23,55,41.8,47.3,11.8,11.8,8.8,41.2,2017,iso,4.4,68.5
52547,,Nikola Jokic,DEN,73,6.1,68,62,0.91,,26,55,47.3,49.1,11.8,8.8,5.9,45.6,2017,iso,1.5,65.6
52548,,DeMarcus Cousins,NOP,17,16.4,69,61,0.88,,26,52,50.0,51.9,20.3,7.2,7.2,42.0,2017,iso,2.9,60.3
52549,,Joel Embiid,PHI,31,8.3,55,57,1.04,,19,35,54.3,58.6,21.8,16.4,16.4,49.1,2017,iso,1.8,88.1
52550,,Andrew Harrison,MEM,72,11.9,64,55,0.86,,13,40,32.5,37.5,10.9,28.1,21.9,46.9,2017,iso,1.6,55.9
52551,,Trevor Booker,BKN,71,6.8,52,53,1.02,,24,46,52.2,55.4,9.6,1.9,1.9,48.1,2017,iso,0.0,85.1
52552,,Tim Hardaway Jr.,ATL,79,4.9,54,53,0.98,,19,45,42.2,48.9,7.4,13.0,13.0,44.4,2017,iso,3.7,77.6
52553,,Spencer Dinwiddie,BKN,59,12.0,52,52,1.0,,19,41,46.3,50.0,7.7,15.4,13.5,50.0,2017,iso,1.9,82.6
52554,,George Hill,UTA,49,7.8,60,52,0.87,,19,53,35.8,40.6,3.3,10.0,10.0,40.0,2017,iso,1.7,56.3
52555,,Kevin Love,CLE,61,5.5,62,52,0.84,,21,50,42.0,43.0,11.3,8.1,8.1,41.9,2017,iso,0.0,50.8
52556,,Deron Williams,DAL,40,12.9,75,52,0.69,,22,63,34.9,34.9,9.3,8.0,6.7,36.0,2017,iso,1.3,27.5
52557,,Marcus Smart,BOS,79,7.4,75,50,0.67,,15,59,25.4,28.8,8.0,14.7,14.7,32.0,2017,iso,2.7,23.6
52558,,Evan Fournier,ORL,68,4.1,48,49,1.02,,14,29,48.3,56.9,22.9,20.8,20.8,45.8,2017,iso,4.2,85.8
52559,,Jamal Murray,DEN,82,5.9,52,49,0.94,,18,45,40.0,44.4,5.8,7.7,5.8,42.3,2017,iso,0.0,72.9
52560,,T.J. Warren,PHX,67,7.0,66,48,0.73,,20,57,35.1,36.0,7.6,9.1,9.1,36.4,2017,iso,3.0,33.3
52561,,Brandon Jennings,NYK,58,7.7,46,47,1.02,,18,43,41.9,48.8,2.2,8.7,6.5,43.5,2017,iso,4.3,86.1
52562,,Jeff Green,ORL,69,7.4,52,47,0.9,,17,42,40.5,42.9,9.6,11.5,11.5,42.3,2017,iso,1.9,64.4
52563,,Tim Frazier,NOP,65,9.6,54,47,0.87,,17,40,42.5,47.5,14.8,11.1,11.1,40.7,2017,iso,0.0,56.9
52564,,Rudy Gay,SAC,30,12.0,68,47,0.69,,18,57,31.6,33.3,11.8,8.8,5.9,30.9,2017,iso,4.4,26.5
52565,,Nikola Vucevic,ORL,75,5.6,68,47,0.69,,23,64,35.9,35.9,5.9,1.5,1.5,33.8,2017,iso,1.5,26.5
52566,,,SAC,75,7.9,49,46,0.94,,17,39,43.6,43.6,10.2,18.4,18.4,44.9,2017,iso,8.2,71.9
52567,,Ish Smith,DET,81,5.7,52,46,0.89,,20,45,44.4,45.6,5.8,7.7,7.7,44.2,2017,iso,0.0,60.9
52568,,Hassan Whiteside,MIA,77,4.5,58,46,0.79,,20,54,37.0,37.0,1.7,6.9,6.9,39.7,2017,iso,1.7,43.5
52569,,Greg Monroe,MIL,81,6.0,58,46,0.79,,20,47,42.6,42.6,12.1,6.9,8.6,39.7,2017,iso,1.7,43.5
52570,,Rodney Stuckey,IND,39,13.3,46,45,0.98,,13,34,38.2,42.6,4.3,23.9,23.9,47.8,2017,iso,4.3,77.3
52571,,Tyreke Evans,SAC,14,19.0,34,44,1.29,,15,27,55.6,61.1,5.9,17.6,14.7,58.8,2017,iso,2.9,98.6
52572,,Al Horford,BOS,68,4.0,39,44,1.13,,17,35,48.6,50.0,5.1,20.5,17.9,48.7,2017,iso,15.4,95.6
52573,,Jeremy Lin,BKN,36,8.8,48,44,0.92,,18,37,48.6,50.0,14.6,10.4,8.3,45.8,2017,iso,2.1,66.7
52574,,Emmanuel Mudiay,DEN,56,6.3,47,42,0.89,,15,36,41.7,41.7,8.5,14.9,14.9,46.8,2017,iso,0.0,62.0
52575,,Norman Powell,TOR,76,7.5,49,42,0.86,,14,38,36.8,36.8,8.2,16.3,16.3,42.9,2017,iso,2.0,55.3
52576,,Jameer Nelson,DEN,75,6.9,52,42,0.81,,17,43,39.5,41.9,11.5,5.8,5.8,38.5,2017,iso,0.0,46.8
52577,,Jonathon Simmons,SAS,78,11.6,65,42,0.65,,17,50,34.0,35.0,13.8,7.7,9.2,33.8,2017,iso,0.0,22.0
52578,,J.J. Barea,DAL,35,9.1,39,41,1.05,,15,35,42.9,47.1,0.0,12.8,10.3,48.7,2017,iso,2.6,89.8
52579,,Victor Oladipo,OKC,67,4.2,47,41,0.87,,16,44,36.4,43.2,4.3,6.4,6.4,36.2,2017,iso,4.3,57.5
52580,,Tyler Ulis,PHX,61,9.1,50,40,0.8,,14,42,33.3,34.5,4.0,12.0,12.0,40.0,2017,iso,0.0,44.8
52581,,Nik Stauskas,PHI,80,6.1,50,40,0.8,,13,43,30.2,37.2,4.0,10.0,10.0,36.0,2017,iso,0.0,44.8
52582,,Raymond Felton,LAC,80,11.0,69,40,0.58,,18,67,26.9,28.4,1.4,1.4,1.4,27.5,2017,iso,0.0,14.9
52583,,Jeremy Lamb,CHA,62,6.6,38,39,1.03,,12,28,42.9,48.2,7.9,18.4,18.4,50.0,2017,iso,0.0,86.8
52584,,Gerald Henderson,PHI,72,6.4,44,37,0.84,,14,34,41.2,42.6,13.6,11.4,11.4,40.9,2017,iso,2.3,51.2
52585,,Patrick Beverley,HOU,67,7.7,53,37,0.7,,13,38,34.2,36.8,17.0,11.3,11.3,34.0,2017,iso,0.0,28.5
52586,,Joe Ingles,UTA,82,5.1,30,36,1.2,,14,27,51.9,61.1,3.3,6.7,6.7,53.3,2017,iso,0.0,97.3
52587,,Caris LeVert,BKN,57,8.1,39,36,0.92,,11,29,37.9,43.1,10.3,15.4,10.3,43.6,2017,iso,0.0,67.8
52588,,Justin Anderson,DAL,51,11.5,41,36,0.88,,10,29,34.5,37.9,12.2,19.5,19.5,41.5,2017,iso,2.4,58.6
52589,,Terrence Ross,TOR,54,6.0,32,35,1.09,,13,28,46.4,53.6,3.1,9.4,9.4,50.0,2017,iso,0.0,93.9
52590,,Devin Harris,DAL,65,7.3,33,34,1.03,,11,26,42.3,46.2,9.1,15.2,15.2,45.5,2017,iso,3.0,87.8
52591,,Terry Rozier,BOS,74,7.6,37,34,0.92,,14,33,42.4,47.0,8.1,8.1,8.1,40.5,2017,iso,5.4,67.5
52592,,Shaun Livingston,GSW,76,10.0,40,34,0.85,,15,36,41.7,41.7,5.0,5.0,5.0,42.5,2017,iso,0.0,53.9
52593,,Frank Kaminsky,CHA,75,4.2,40,34,0.85,,13,31,41.9,41.9,15.0,15.0,15.0,40.0,2017,iso,7.5,53.9
52594,,Ty Lawson,SAC,69,4.4,33,33,1.0,,11,26,42.3,46.2,6.1,15.2,12.1,48.5,2017,iso,0.0,82.6
52595,,Arron Afflalo,SAC,61,8.2,41,33,0.81,,13,36,36.1,37.5,4.9,7.3,7.3,39.0,2017,iso,0.0,46.1
52596,,Malcolm Delaney,ATL,73,8.9,46,33,0.72,,16,42,38.1,39.3,6.5,2.2,2.2,34.8,2017,iso,0.0,31.6
52597,,Tony Parker,SAS,63,6.5,46,33,0.72,,14,36,38.9,38.9,15.2,8.7,6.5,37.0,2017,iso,2.2,31.6
52598,,Terrence Jones,NOP,51,8.2,50,33,0.66,,13,40,32.5,32.5,8.0,14.0,14.0,36.0,2017,iso,2.0,23.1
52599,,Ryan Anderson,HOU,72,2.6,23,32,1.39,,9,15,60.0,66.7,4.3,30.4,26.1,69.6,2017,iso,0.0,99.3
52600,,Monta Ellis,IND,74,5.2,39,32,0.82,,13,30,43.3,46.7,15.4,7.7,7.7,41.0,2017,iso,0.0,48.8
52601,,Aaron Brooks,IND,65,11.0,42,32,0.76,,12,33,36.4,37.9,11.9,11.9,11.9,38.1,2017,iso,2.4,38.1
52602,,Dante Exum,UTA,66,7.1,34,31,0.91,,11,27,40.7,40.7,5.9,17.6,14.7,47.1,2017,iso,2.9,65.6
52603,,Kent Bazemore,ATL,73,4.7,43,31,0.72,,10,28,35.7,39.3,18.6,16.3,16.3,37.2,2017,iso,0.0,32.2
52604,,Malcolm Brogdon,MIL,75,7.0,56,31,0.55,,13,38,34.2,34.2,26.8,5.4,5.4,28.6,2017,iso,0.0,12.9
52605,,T.J. McConnell,PHI,81,4.2,30,30,1.0,,14,25,56.0,56.0,13.3,3.3,0.0,50.0,2017,iso,0.0,82.6
52606,,Buddy Hield,SAC,25,9.5,35,30,0.86,,13,30,43.3,50.0,14.3,0.0,0.0,37.1,2017,iso,0.0,55.3
52607,,Enes Freedom,OKC,72,3.8,37,30,0.81,,13,28,46.4,46.4,21.6,8.1,8.1,37.8,2017,iso,5.4,47.8
52608,,Tyler Johnson,MIA,73,3.9,40,30,0.75,,10,34,29.4,29.4,2.5,17.5,15.0,37.5,2017,iso,5.0,36.6
52609,,Lou Williams,HOU,23,7.7,27,29,1.07,,9,21,42.9,47.6,7.4,14.8,14.8,48.1,2017,iso,0.0,92.2
52610,,David Lee,SAS,79,5.3,29,29,1.0,,12,23,52.2,52.2,10.3,10.3,10.3,51.7,2017,iso,0.0,82.6
52611,,Avery Bradley,BOS,55,5.1,46,29,0.63,,11,40,27.5,33.8,10.9,2.2,2.2,26.1,2017,iso,0.0,20.0
52612,,Jerami Grant,OKC,78,7.4,31,28,0.9,,11,23,47.8,50.0,6.5,16.1,19.4,45.2,2017,iso,0.0,64.1
52613,,Trevor Ariza,HOU,80,3.9,36,28,0.78,,10,31,32.3,35.5,5.6,11.1,11.1,36.1,2017,iso,2.8,40.8
52614,,Jonas Valanciunas,TOR,80,2.9,26,27,1.04,,10,20,50.0,50.0,7.7,15.4,11.5,53.8,2017,iso,0.0,88.5
52615,,Buddy Hield,NOP,57,5.5,29,27,0.93,,11,23,47.8,52.2,13.8,6.9,6.9,44.8,2017,iso,0.0,69.5
52616,,Jerian Grant,CHI,63,8.5,32,27,0.84,,11,27,40.7,46.3,12.5,6.3,6.3,37.5,2017,iso,3.1,52.0
52617,,Tony Allen,MEM,71,5.3,40,27,0.68,,12,32,37.5,37.5,15.0,7.5,7.5,35.0,2017,iso,2.5,24.7
52618,,Isaiah Whitehead,BKN,73,8.3,58,27,0.47,,11,45,24.4,24.4,17.2,5.2,5.2,24.1,2017,iso,0.0,6.8
52619,,Dirk Nowitzki,DAL,54,3.6,28,26,0.93,,11,23,47.8,47.8,10.7,10.7,10.7,46.4,2017,iso,3.6,68.8
52620,,Thomas Robinson,LAL,48,10.7,29,26,0.9,,12,21,57.1,57.1,17.2,13.8,13.8,48.3,2017,iso,3.4,62.9
52621,,E'Twaun Moore,NOP,73,4.1,29,26,0.9,,10,22,45.5,47.7,13.8,10.3,10.3,44.8,2017,iso,0.0,62.9
52622,,,DET,76,3.0,32,26,0.81,,8,29,27.6,31.0,0.0,9.4,9.4,34.4,2017,iso,0.0,48.1
52623,,Rajon Rondo,CHI,69,5.3,40,26,0.65,,12,34,35.3,36.8,12.5,2.5,2.5,32.5,2017,iso,0.0,22.4
52624,,Yogi Ferrell,DAL,36,7.6,33,25,0.76,,9,27,33.3,38.9,12.1,6.1,3.0,33.3,2017,iso,0.0,37.6
52625,,JR Smith,CLE,41,9.3,36,25,0.69,,11,33,33.3,34.8,5.6,5.6,5.6,33.3,2017,iso,2.8,27.8
52626,,Andre Drummond,DET,81,3.5,43,25,0.58,,10,32,31.3,31.3,16.3,14.0,11.6,32.6,2017,iso,4.7,15.3
52627,,Deron Williams,CLE,24,13.8,27,24,0.89,,9,22,40.9,40.9,7.4,18.5,18.5,44.4,2017,iso,7.4,61.6
52628,,Trey Burke,WAS,57,9.6,30,24,0.8,,10,26,38.5,44.2,13.3,3.3,3.3,33.3,2017,iso,3.3,44.8
52629,,,POR,61,4.9,30,24,0.8,,10,23,43.5,43.5,13.3,16.7,16.7,40.0,2017,iso,6.7,44.8
52630,,Leandro Barbosa,PHX,67,6.8,31,24,0.77,,10,26,38.5,38.5,9.7,9.7,9.7,38.7,2017,iso,3.2,40.0
52631,,Manu Ginobili,SAS,69,5.7,33,24,0.73,,8,28,28.6,32.1,6.1,9.1,0.0,33.3,2017,iso,0.0,33.3
52632,,Mason Plumlee,POR,54,5.4,34,24,0.71,,8,26,30.8,30.8,2.9,26.5,20.6,38.2,2017,iso,5.9,29.3
52633,,Randy Foye,BKN,69,8.8,38,24,0.63,,10,32,31.3,34.4,13.2,2.6,2.6,28.9,2017,iso,0.0,20.3
52634,,Solomon Hill,NOP,80,6.4,40,24,0.6,,6,28,21.4,21.4,15.0,17.5,17.5,30.0,2017,iso,2.5,17.3
52635,,LaMarcus Aldridge,SAS,72,3.4,43,24,0.56,,9,35,25.7,25.7,11.6,7.0,7.0,27.9,2017,iso,0.0,13.6
52636,,Nikola Mirotic,CHI,70,2.6,20,23,1.15,,10,20,50.0,57.5,0.0,0.0,0.0,50.0,2017,iso,0.0,96.3
52637,,Myles Turner,IND,81,2.1,23,23,1.0,,8,20,40.0,42.5,0.0,13.0,8.7,47.8,2017,iso,0.0,82.6
52638,,Garrett Temple,SAC,66,4.8,26,23,0.89,,8,19,42.1,47.4,15.4,19.2,19.2,42.3,2017,iso,7.7,60.9
52639,,Andre Iguodala,GSW,76,6.0,31,23,0.74,,10,28,35.7,39.3,3.2,6.5,6.5,35.5,2017,iso,0.0,35.4
52640,,D.J. Augustin,ORL,78,4.6,31,23,0.74,,7,22,31.8,31.8,19.4,16.1,16.1,32.3,2017,iso,6.5,35.4
52641,,Marquese Chriss,PHX,82,4.8,39,23,0.59,,9,26,34.6,34.6,20.5,12.8,12.8,33.3,2017,iso,0.0,16.6
52642,,JaMychal Green,MEM,77,3.3,22,22,1.0,,8,18,44.4,44.4,4.5,13.6,13.6,50.0,2017,iso,0.0,82.6
52643,,Taj Gibson,CHI,55,4.3,28,22,0.79,,11,23,47.8,47.8,17.9,0.0,0.0,39.3,2017,iso,0.0,41.8
52644,,Nene,HOU,67,5.6,31,22,0.71,,9,26,34.6,34.6,6.5,12.9,9.7,38.7,2017,iso,3.2,30.5
52645,,Marcus Thornton,WAS,33,6.2,15,21,1.4,,8,11,72.7,90.9,26.7,6.7,6.7,53.3,2017,iso,6.7,99.7
52646,,Bojan Bogdanovic,WAS,26,5.9,18,21,1.17,,5,12,41.7,54.2,11.1,22.2,11.1,50.0,2017,iso,0.0,96.9
52647,,Josh Richardson,MIA,53,4.5,27,21,0.78,,8,23,34.8,39.1,7.4,7.4,7.4,37.0,2017,iso,0.0,40.8
52648,,Nemanja Bjelica,MIN,65,6.6,29,21,0.72,,9,21,42.9,45.2,24.1,6.9,6.9,34.5,2017,iso,3.4,32.9
52649,,Jordan Crawford,NOP,19,8.4,21,20,0.95,,7,19,36.8,39.5,0.0,14.3,9.5,42.9,2017,iso,4.8,74.2
52650,,Shabazz Muhammad,MIN,78,4.6,34,20,0.59,,5,28,17.9,17.9,0.0,14.7,17.6,29.4,2017,iso,0.0,16.0
52651,,Khris Middleton,MIL,29,8.8,38,20,0.53,,8,31,25.8,27.4,13.2,5.3,5.3,26.3,2017,iso,0.0,10.2
52652,,Kyle Anderson,SAS,72,5.4,15,19,1.27,,3,6,50.0,50.0,13.3,46.7,33.3,66.7,2017,iso,0.0,98.0
52653,,Pau Gasol,SAS,64,2.0,15,19,1.27,,8,11,72.7,72.7,0.0,26.7,20.0,66.7,2017,iso,0.0,98.0
52654,,C.J. Watson,ORL,62,6.2,20,19,0.95,,7,16,43.8,46.9,10.0,15.0,15.0,45.0,2017,iso,5.0,73.9
