PLAYER,TEAM,GP,W,L,MIN,DREB,ContestedDREB,ContestedDREB%,DREBChances,DREBChance%,DeferredDREB Chances,AdjustedDREB Chance%,AVG DREBDistance
AJ Hammons,DAL,16,3,13,150,28,10,35.7,55,50.9,4,54.9,3.9
Aaron Brooks,IND,40,23,17,581,51,6,11.8,89,57.3,2,58.6,9.9
Aaron Gordon,ORL,79,29,50,2266,289,66,22.8,477,60.6,33,65.1,6.6
Aaron Harrison,CHA,3,1,2,10,3,0,0.0,3,100.0,0,100.0,5.5
Adreian Payne,MIN,16,5,11,121,24,4,16.7,32,75.0,3,82.8,4.7
Al Horford,BOS,68,46,22,2193,370,120,32.4,676,54.7,48,58.9,6.3
Al Jefferson,IND,63,32,31,910,202,70,34.7,308,65.6,24,71.1,4.2
Al-Farouq Aminu,POR,60,32,28,1769,374,111,29.7,637,58.7,57,64.5,5.5
Alan Anderson,LAC,15,10,5,191,21,2,9.5,34,61.8,2,65.6,6.8
Alan Williams,PHX,39,10,29,691,197,66,33.5,303,65.0,19,69.4,4.2
Alec Burks,UTA,36,21,15,615,103,26,25.2,165,62.4,13,67.8,6.2
Alex Abrines,OKC,43,25,18,771,67,16,23.9,128,52.3,11,57.3,8.1
Alex Len,PHX,72,20,52,1491,347,117,33.7,582,59.6,49,65.1,4.4
Alex Poythress,PHI,6,0,6,157,18,7,38.9,42,42.9,4,47.4,7.2
Alexis Ajinca,NOP,37,14,23,574,130,40,30.8,221,58.8,10,61.6,4.7
Allen Crabbe,POR,73,38,35,2114,206,48,23.3,393,52.4,27,56.3,7.3
Alonzo Gee,DEN,8,2,6,78,11,4,36.4,19,57.9,4,73.3,6.1
Amir Johnson,BOS,79,51,28,1604,248,105,42.3,515,48.2,52,53.6,4.5
Anderson Varejao,GSW,12,11,1,84,15,5,33.3,25,60.0,5,75.0,5.1
Andre Drummond,DET,81,36,45,2409,770,262,34.0,1071,71.9,68,76.8,3.6
Andre Iguodala,GSW,74,62,12,1958,253,61,24.1,449,56.3,30,60.4,9.3
Andre Roberson,OKC,78,46,32,2360,305,74,24.3,565,54.0,42,58.3,6.0
Andrew Bogut,CLE,25,8,17,562,162,50,30.9,256,63.3,26,70.4,4.1
Andrew Harrison,MEM,54,32,22,1265,113,15,13.3,222,50.9,20,55.9,9.6
Andrew Nicholson,BKN,25,9,16,253,45,16,35.6,85,52.9,7,57.7,4.8
Andrew Wiggins,MIN,79,31,48,2946,226,74,32.7,437,51.7,35,56.2,7.4
Anthony Bennett,BKN,19,3,16,222,47,13,27.7,73,64.4,3,67.1,4.4
Anthony Brown,ORL,10,2,8,156,25,3,12.0,34,73.5,3,80.6,8.3
Anthony Davis,NOP,75,31,44,2708,712,249,35.0,1053,67.6,61,71.8,4.8
Anthony Morrow,CHI,21,10,11,415,19,2,10.5,41,46.3,4,51.4,13.6
Anthony Tolliver,SAC,61,25,36,1439,186,50,26.9,336,55.4,31,61.0,6.3
Archie Goodwin,BKN,9,5,4,148,21,2,9.5,31,67.7,0,67.7,6.6
Arinze Onuaku,ORL,4,1,3,19,4,3,75.0,8,50.0,0,50.0,2.2
Aron Baynes,DET,70,32,38,1110,222,82,36.9,394,56.3,53,65.1,4.4
Arron Afflalo,SAC,52,20,32,1411,115,8,7.0,215,53.5,14,57.2,8.7
Austin Rivers,LAC,64,39,25,1826,141,22,15.6,323,43.7,31,48.3,9.0
Avery Bradley,BOS,54,34,20,1820,269,46,17.1,482,55.8,45,61.6,5.9
Axel Toupane,NOP,1,1,0,21,1,0,0.0,2,50.0,0,50.0,14.6
Ben Bentil,DAL,1,1,0,3,2,1,50.0,2,100.0,0,100.0,6.9
Ben McLemore,SAC,45,20,25,981,110,16,14.5,205,53.7,23,60.4,6.5
Beno Udrih,DET,29,13,16,498,51,7,13.7,87,58.6,5,62.2,8.9
Bismack Biyombo,ORL,80,29,51,1778,410,128,31.2,687,59.7,57,65.1,4.4
Blake Griffin,LAC,61,40,21,2076,385,112,29.1,595,64.7,38,69.1,5.3
Boban Marjanovic,DET,28,11,17,277,84,26,31.0,111,75.7,6,80.0,4.7
Bobby Brown,HOU,7,5,2,74,6,1,16.7,13,46.2,1,50.0,10.2
Bobby Portis,CHI,60,28,32,979,221,63,28.5,347,63.7,27,69.1,5.2
Bojan Bogdanovic,WAS,80,23,57,2064,240,43,17.9,435,55.2,34,59.9,6.6
Boris Diaw,UTA,65,39,26,1189,112,25,22.3,256,43.8,28,49.1,5.9
Bradley Beal,WAS,71,45,26,2494,187,36,19.3,385,48.6,26,52.1,9.3
Brandan Wright,MEM,26,13,13,429,47,21,44.7,87,54.0,3,56.0,5.1
Brandon Bass,LAC,44,24,20,533,86,27,31.4,138,62.3,5,64.7,5.2
Brandon Ingram,LAL,77,25,52,2253,256,48,18.8,424,60.4,28,64.6,6.5
Brandon Jennings,WAS,71,35,36,1624,167,16,9.6,300,55.7,24,60.5,9.6
Brandon Knight,PHX,44,14,30,978,92,16,17.4,197,46.7,18,51.4,7.6
Brandon Rush,MIN,39,12,27,938,83,14,16.9,164,50.6,12,54.6,7.6
