PLAYER,TEAM,GP,W,L,MIN,OREB,ContestedOREB,ContestedOREB%,OREBChances,OREBChance%,DeferredOREB Chances,AdjustedOREB Chance%,AVG OREBDistance
AJ Hammons,DAL,16,3,13,150,8,3,37.5,29,27.6,1,28.6,7.5
Aaron Brooks,IND,40,23,17,581,18,4,22.2,53,34.0,2,35.3,13.2
Aaron Gordon,ORL,79,29,50,2266,116,64,55.2,272,42.6,6,43.6,7.5
Aaron Harrison,CHA,3,1,2,10,0,0,0.0,0,0.0,0,0.0,0.0
Adreian Payne,MIN,16,5,11,121,9,5,55.6,22,40.9,1,42.9,10.3
Al Horford,BOS,68,46,22,2193,95,51,53.7,251,37.8,8,39.1,9.4
Al Jefferson,IND,63,32,31,910,74,52,70.3,158,46.8,3,47.7,6.2
Al-Farouq Aminu,POR,60,32,28,1769,77,39,50.6,196,39.3,4,40.1,7.2
Alan Anderson,LAC,15,10,5,191,3,3,100.0,13,23.1,3,30.0,8.9
Alan Williams,PHX,39,10,29,691,94,60,63.8,211,44.5,4,45.4,6.1
Alec Burks,UTA,36,21,15,615,17,8,47.1,53,32.1,2,33.3,9.2
Alex Abrines,OKC,43,25,18,771,18,8,44.4,50,36.0,2,37.5,10.6
Alex Len,PHX,72,20,52,1491,155,99,63.9,359,43.2,9,44.3,5.6
Alex Poythress,PHI,6,0,6,157,11,7,63.6,25,44.0,0,44.0,4.8
Alexis Ajinca,NOP,37,14,23,574,46,33,71.7,121,38.0,3,39.0,5.2
Allen Crabbe,POR,73,38,35,2114,19,6,31.6,99,19.2,4,20.0,19.3
Alonzo Gee,DEN,8,2,6,78,4,2,50.0,9,44.4,1,50.0,4.4
Amir Johnson,BOS,79,51,28,1604,118,83,70.3,324,36.4,8,37.3,5.3
Anderson Varejao,GSW,12,11,1,84,12,7,58.3,18,66.7,1,70.6,6.8
Andre Drummond,DET,81,36,45,2409,345,263,76.2,646,53.4,12,54.4,5.1
Andre Iguodala,GSW,74,62,12,1958,51,22,43.1,105,48.6,7,52.0,10.2
