PLAYER,TEAM,GP,W,L,MIN,PTS,DrivePTS,DriveFG%,C&SPTS,C&SFG%,Pull UpPTS,Pull UpFG%,PaintTouch PTS,PaintTouch FG%,PostTouch PTS,PostTouch FG%,ElbowTouch PTS,ElbowTouch FG%,eFG%
AJ Hammons,DAL,22,4,18,7.4,2.2,0.0,0.0,1.3,50.0,0.0,0.0,0.7,71.4,0.1,12.5,0.3,50.0,46.4
Aaron Brooks,IND,64,36,28,13.6,4.8,1.7,43.0,1.3,39.0,1.8,41.1,0.1,33.3,0.0,0.0,0.1,100.0,47.6
Aaron Gordon,ORL,80,29,51,28.7,12.7,2.0,39.6,2.8,33.3,2.2,32.4,3.8,72.1,0.8,50.0,1.0,68.2,49.9
Aaron Harrison,CHA,5,2,3,3.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adreian Payne,MIN,18,5,13,7.5,3.5,0.6,42.9,0.9,33.3,0.3,37.5,0.7,36.4,0.2,66.7,0.8,75.0,45.4
Al Horford,BOS,68,46,22,32.3,14.0,1.6,54.9,5.7,39.4,0.7,30.0,2.9,63.2,3.6,51.7,1.1,57.1,52.7
Al Jefferson,IND,65,33,32,14.2,8.2,0.1,40.0,1.0,33.0,0.5,32.6,3.2,65.5,3.7,47.5,1.2,46.7,50.0
Al-Farouq Aminu,POR,61,33,28,29.1,8.7,2.0,41.7,3.6,34.3,0.5,35.9,1.4,49.2,0.1,37.5,0.3,23.5,46.8
Alan Anderson,LAC,30,20,10,10.3,2.9,1.0,47.8,1.2,31.6,0.4,23.8,0.1,100.0,0.1,50.0,0.0,0.0,46.3
Alan Williams,PHX,47,11,36,15.1,7.4,0.0,0.0,0.3,38.1,0.0,16.7,4.8,53.1,0.8,44.4,1.2,44.8,51.7
Alec Burks,UTA,42,26,16,15.5,6.7,2.1,39.7,1.5,36.8,1.7,42.0,0.4,37.5,0.0,0.0,0.5,64.3,45.0
Alex Abrines,OKC,68,37,31,15.5,6.0,0.6,45.7,4.1,39.8,0.5,26.5,0.1,25.0,0.0,0.0,0.1,33.3,53.1
Alex Len,PHX,75,20,55,20.4,8.0,0.3,36.4,0.9,31.7,0.1,29.4,4.9,57.4,1.2,36.3,1.3,44.7,49.8
Alex Poythress,PHI,6,0,6,26.1,10.7,2.3,50.0,3.0,31.6,0.3,50.0,2.3,50.0,0.0,0.0,0.5,50.0,51.9
Alexis Ajinca,NOP,39,15,24,15.0,5.3,0.4,41.7,1.2,33.8,0.3,60.0,2.7,64.7,0.1,20.0,1.2,61.1,50.0
Allen Crabbe,POR,79,39,40,28.5,10.7,1.1,43.4,5.7,44.3,1.7,45.3,0.4,54.2,0.0,100.0,0.5,53.8,57.2
Alonzo Gee,DEN,13,4,9,6.9,0.8,0.6,66.7,0.0,0.0,0.0,0.0,0.3,33.3,0.0,0.0,0.0,0.0,21.4
Amir Johnson,BOS,80,51,29,20.1,6.5,0.4,55.2,1.0,39.7,0.1,37.5,4.0,68.1,0.3,36.0,0.5,44.7,61.2
Anderson Varejao,GSW,14,12,2,6.6,1.3,0.3,50.0,0.0,0.0,0.1,100.0,0.6,40.0,0.0,0.0,0.3,50.0,35.7
Andre Drummond,DET,81,36,45,29.7,13.6,0.5,34.9,0.5,45.7,0.5,26.8,10.0,59.9,3.0,41.2,1.1,50.0,53.1
Andre Iguodala,GSW,76,64,12,26.3,7.6,0.5,54.2,2.5,36.1,0.9,49.2,1.5,82.3,0.3,60.0,0.3,55.0,60.5
Andre Roberson,OKC,79,46,33,30.1,6.6,0.6,47.5,1.7,25.0,0.0,12.5,2.4,64.7,0.0,0.0,0.5,72.0,51.3
Andrew Bogut,CLE,27,8,19,21.6,2.9,0.0,0.0,0.1,33.3,0.1,33.3,2.2,51.8,0.4,41.7,0.6,72.7,46.9
Andrew Harrison,MEM,72,38,34,20.5,5.9,2.3,36.3,1.1,28.6,1.2,26.0,0.2,57.1,0.0,0.0,0.1,66.7,38.5
Andrew Nicholson,BKN,38,20,18,9.0,2.6,0.2,57.1,0.7,28.6,0.2,30.0,1.0,54.8,0.4,28.0,0.2,50.0,41.0
Andrew Wiggins,MIN,82,31,51,37.2,23.6,6.0,46.0,3.2,41.2,6.4,36.0,3.4,65.3,2.6,41.3,0.8,46.6,48.4
Anthony Bennett,BKN,22,3,19,11.0,4.9,0.5,42.9,1.5,25.6,0.1,25.0,2.2,63.0,0.4,33.3,0.1,25.0,50.0
Anthony Brown,ORL,11,3,8,14.5,3.9,0.4,40.0,1.1,18.2,1.7,50.0,0.4,66.7,0.0,0.0,0.4,100.0,43.0
Anthony Davis,NOP,75,31,44,36.1,28.0,4.4,47.9,4.9,39.8,3.8,41.3,7.2,69.4,4.4,46.3,4.3,57.2,51.8
Anthony Morrow,CHI,49,25,24,14.6,5.5,1.1,48.9,2.9,34.5,0.9,36.2,0.1,40.0,0.2,57.1,0.1,75.0,47.0
Anthony Tolliver,SAC,65,26,39,22.7,7.1,0.7,55.6,4.4,38.8,0.2,33.3,1.3,61.5,0.2,50.0,0.2,46.7,57.0
Archie Goodwin,BKN,15,8,7,14.3,7.3,3.5,57.6,0.8,40.0,0.6,40.0,0.5,75.0,0.0,0.0,0.0,0.0,58.3
Arinze Onuaku,ORL,8,3,5,3.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,50.0,0.3,50.0,50.0
Aron Baynes,DET,75,34,41,15.5,4.9,0.0,0.0,0.7,42.4,0.1,40.0,3.5,54.6,0.5,38.9,0.7,56.1,51.3
