Player,Team,GP,W,L,MIN,PTS,TOUCHES,Front CTTouches,Time OfPoss,Avg Sec PerTouch,Avg Drib PerTouch,PTS PerTouch,ElbowTouches,PostUps,PaintTouches,PTS PerElbow Touch,PTS PerPost Touch,PTS PerPaint Touch,PLAYER_ID,TEAM_ID
Axel Toupane,NOP,4,2,2,47.0,11,46,20,1.5,1.93,1.07,0.239,0,0,0,0.0,0.0,0.0,1626253,1610612740
Ben Bentil,DAL,3,2,1,10.0,0,12,8,0.3,1.56,1.0,0.0,0,3,0,0.0,0.0,0.0,1627791,1610612742
Ben McLemore,SAC,61,27,34,1176.0,495,1629,1136,56.8,2.09,1.26,0.304,60,2,76,0.45,1.0,0.724,203463,1610612758
Beno Udrih,DET,39,18,21,560.0,227,1422,436,134.7,5.69,6.0,0.16,14,0,10,0.286,0.0,0.6,2757,1610612765
Bismack Biyombo,ORL,81,29,52,1793.0,483,3052,1525,82.6,1.62,0.3,0.158,275,87,456,0.433,0.402,0.689,202687,1610612753
Blake Griffin,LAC,61,40,21,2076.0,1316,4875,3061,199.2,2.45,1.41,0.27,359,439,312,0.382,0.483,0.856,201933,1610612746
Boban Marjanović,DET,35,16,19,293.0,191,389,281,11.6,1.79,0.52,0.491,33,97,136,0.333,0.515,1.037,1626246,1610612765
Bobby Brown,HOU,25,18,7,123.0,62,192,118,14.3,4.46,3.86,0.323,0,0,0,0.0,0.0,0.0,201628,1610612745
Bobby Portis,CHI,64,30,34,1000.0,437,2000,1090,49.2,1.48,0.49,0.219,47,67,146,0.574,0.582,0.973,1626171,1610612741
Bojan Bogdanović,WAS,80,23,57,2064.0,1108,2841,2201,119.7,2.53,1.77,0.39,79,30,98,0.785,0.467,1.02,202711,1610612764
Boris Diaw,UTA,73,45,28,1283.0,338,2519,1789,90.5,2.16,0.84,0.134,117,274,103,0.162,0.19,0.612,2564,1610612762
Bradley Beal,WAS,77,48,29,2684.0,1779,4154,2914,204.8,2.96,2.48,0.428,118,31,121,0.653,0.452,0.975,203078,1610612764
Brandan Wright,MEM,28,14,14,447.0,189,587,353,16.7,1.7,0.55,0.322,90,18,123,0.4,0.333,1.041,201148,1610612763
Brandon Bass,LAC,52,29,23,577.0,292,907,562,28.7,1.9,0.66,0.322,79,86,141,0.709,0.709,0.894,101138,1610612746
Brandon Ingram,LAL,79,26,53,2279.0,740,3547,1936,208.2,3.52,2.72,0.209,66,93,124,0.576,0.624,0.79,1627742,1610612747
Brandon Jennings,WAS,81,37,44,1801.0,577,4429,1524,346.1,4.69,4.82,0.13,28,3,42,0.429,0.667,0.333,201943,1610612764
Brandon Knight,PHX,53,16,37,1121.0,590,2410,1078,163.8,4.08,3.95,0.245,20,2,32,0.2,0.0,0.219,202688,1610612756
Brandon Rush,MIN,47,15,32,1030.0,197,910,704,26.5,1.75,0.66,0.216,14,2,28,0.286,1.0,0.536,201575,1610612750
Brian Roberts,CHA,41,16,25,416.0,142,903,321,84.9,5.64,5.72,0.157,5,2,13,0.0,0.0,0.308,203148,1610612766
Briante Weber,CHA,20,12,8,205.0,62,462,170,38.1,4.95,4.64,0.134,9,0,18,0.222,0.0,1.0,1627362,1610612766
Brice Johnson,LAC,3,1,2,9.0,4,23,13,0.7,1.87,0.96,0.174,0,3,3,0.0,0.0,0.667,1627744,1610612746
Brook Lopez,BKN,75,20,55,2222.0,1539,3827,3005,128.3,2.01,0.9,0.402,280,734,392,0.625,0.501,1.026,201572,1610612751
Bruno Caboclo,TOR,8,7,1,38.0,14,54,36,1.7,1.91,0.93,0.259,0,0,5,0.0,0.0,0.4,203998,1610612761
Bryn Forbes,SAS,35,24,11,280.0,92,433,245,26.5,3.67,3.06,0.212,3,0,0,0.0,0.0,0.0,1627854,1610612759
Buddy Hield,SAC,82,31,51,1888.0,866,2720,1906,126.0,2.78,2.19,0.318,52,6,65,0.385,0.0,0.754,1627741,1610612758
C.J. Watson,ORL,62,20,42,1012.0,281,1636,890,93.9,3.44,3.02,0.172,22,1,29,0.636,2.0,1.207,201228,1610612753
C.J. Wilcox,ORL,22,8,14,108.0,21,125,106,4.6,2.22,1.33,0.168,5,0,2,0.0,0.0,0.0,203912,1610612753
CJ McCollum,POR,80,40,40,2796.0,1837,5078,2631,379.8,4.49,4.26,0.362,71,14,82,0.704,0.429,0.634,203468,1610612757
CJ Miles,IND,75,39,36,1756.0,795,2016,1356,53.5,1.59,0.71,0.394,40,10,49,0.475,0.7,1.041,101139,1610612754
Cameron Payne,CHI,31,16,15,462.0,160,934,308,84.4,5.42,5.02,0.171,6,1,12,0.0,0.0,0.5,1626166,1610612741
Caris LeVert,BKN,56,15,41,1218.0,465,1727,1130,81.9,2.85,2.35,0.269,24,6,38,0.667,0.667,0.658,1627747,1610612751
Carmelo Anthony,NYK,74,29,45,2538.0,1659,4431,3232,226.3,3.06,1.84,0.374,242,463,156,0.612,0.67,0.872,2546,1610612752
Chandler Parsons,MEM,34,18,16,675.0,210,993,740,43.7,2.64,1.64,0.211,24,23,26,0.333,0.739,0.692,202718,1610612763
Channing Frye,CLE,74,44,30,1398.0,676,2402,1233,55.5,1.39,0.26,0.281,71,64,118,0.521,0.516,0.847,101112,1610612739
Chasson Randle,NYK,26,8,18,299.0,137,699,266,46.5,3.99,3.65,0.196,4,1,11,0.5,0.0,0.909,1626184,1610612752
Cheick Diallo,NOP,17,9,8,199.0,87,295,133,7.5,1.52,0.34,0.295,20,20,39,0.8,0.7,0.949,1627767,1610612740
Chinanu Onuaku,HOU,5,2,3,52.0,14,65,31,1.6,1.48,0.6,0.215,2,2,11,1.0,0.0,1.091,1627778,1610612745
Chris Andersen,CLE,12,8,4,114.0,28,157,77,4.2,1.61,0.35,0.178,8,1,18,0.75,0.0,0.667,2365,1610612739
Chris McCullough,WAS,16,1,15,80.0,36,149,80,3.5,1.41,0.44,0.242,8,1,19,1.375,0.0,0.632,1626191,1610612764
Chris Paul,LAC,61,43,18,1921.0,1104,5254,1993,465.9,5.32,4.92,0.21,69,100,45,0.261,0.63,0.422,101108,1610612746
Christian Wood,CHA,13,5,8,107.0,35,126,72,3.2,1.52,0.47,0.278,7,3,20,0.429,0.333,1.2,1626174,1610612766
Clint Capela,HOU,65,44,21,1551.0,818,2837,1457,67.4,1.43,0.34,0.288,260,35,649,0.554,0.714,0.98,203991,1610612745
Cody Zeller,CHA,62,33,29,1725.0,639,1817,1397,47.4,1.56,0.66,0.352,330,43,378,0.542,0.419,0.815,203469,1610612766
Cole Aldrich,MIN,62,23,39,531.0,105,722,350,17.0,1.41,0.29,0.145,88,16,130,0.239,0.375,0.631,202332,1610612750
Corey Brewer,LAL,82,47,35,1281.0,371,1409,963,47.1,2.01,1.24,0.263,29,3,69,0.621,1.333,0.768,201147,1610612747
Cory Joseph,TOR,79,48,31,1977.0,729,4177,1669,350.5,5.03,5.31,0.175,31,7,82,0.645,0.0,0.39,202709,1610612761
Courtney Lee,NYK,77,29,48,2459.0,835,3266,2531,134.8,2.48,1.56,0.256,64,5,66,0.516,0.0,0.576,201584,1610612752
Cristiano Felicio,CHI,66,31,35,1040.0,316,1397,819,35.9,1.54,0.35,0.226,101,25,267,0.386,0.28,0.914,1626245,1610612741
D'Angelo Russell,LAL,63,21,42,1811.0,984,4381,1815,322.7,4.42,3.54,0.225,44,60,76,0.614,0.533,0.684,1626156,1610612747
D.J. Augustin,ORL,78,29,49,1538.0,616,3357,1286,290.5,5.19,5.62,0.183,22,6,17,0.318,0.5,0.529,201571,1610612753
Dahntay Jones,CLE,1,0,1,12.0,9,27,16,2.1,4.59,3.74,0.333,1,1,1,0.0,0.0,0.0,2563,1610612739
Damian Jones,GSW,10,7,3,85.0,19,110,66,2.9,1.61,0.38,0.173,12,3,22,0.333,0.0,0.591,1627745,1610612744
Damian Lillard,POR,75,38,37,2693.0,2024,6443,2241,606.9,5.65,5.31,0.314,68,3,88,0.794,2.333,0.795,203081,1610612757
Damjan Rudez,ORL,45,12,33,314.0,82,506,333,13.2,1.56,0.64,0.162,6,7,5,0.333,0.0,0.8,204014,1610612753
Daniel Ochefu,WAS,19,12,7,75.0,24,101,54,2.7,1.61,0.31,0.238,11,5,16,0.364,0.4,0.813,1627849,1610612764
Danilo Gallinari,DEN,62,30,32,2104.0,1127,3038,2137,136.9,2.7,1.45,0.371,40,158,128,0.65,0.785,1.078,201568,1610612743
Danny Green,SAS,67,51,16,1778.0,491,2630,1650,89.3,2.04,1.07,0.187,30,3,37,0.433,0.333,0.595,201980,1610612759
Dante Cunningham,NOP,66,28,38,1649.0,435,1814,954,40.3,1.33,0.3,0.24,53,6,99,0.509,0.0,0.808,201967,1610612740
Danté Exum,UTA,66,40,26,1228.0,412,2153,996,140.6,3.92,3.65,0.191,17,2,56,0.765,0.0,0.643,203957,1610612762
Danuel House Jr.,WAS,1,0,1,1.0,0,1,0,0.0,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1627863,1610612764
Dario Šarić,PHI,81,28,53,2129.0,1040,4783,3193,154.1,1.93,1.0,0.217,228,194,247,0.364,0.412,0.769,203967,1610612755
Darrell Arthur,DEN,41,20,21,639.0,262,1026,629,25.2,1.48,0.45,0.255,32,26,47,0.313,0.231,0.617,201589,1610612743
Darren Collison,SAC,68,26,42,2063.0,900,5153,2220,401.6,4.68,4.38,0.175,55,3,78,0.655,0.0,0.679,201954,1610612758
Darrun Hilliard,DET,39,19,20,381.0,127,535,365,28.5,3.19,2.52,0.237,10,0,6,0.9,0.0,1.333,1626199,1610612765
David Lee,SAS,78,58,20,1464.0,574,2694,1651,71.6,1.59,0.58,0.213,223,169,329,0.404,0.503,0.909,101135,1610612759
David Nwaba,LAL,20,5,15,397.0,120,358,240,15.1,2.54,1.75,0.335,13,5,36,0.846,1.0,1.139,1628021,1610612747
David West,GSW,68,56,12,854.0,316,1684,1164,47.0,1.67,0.37,0.188,164,219,166,0.293,0.306,0.651,2561,1610612744
Davis Bertans,SAS,66,51,15,803.0,303,1251,757,30.3,1.45,0.61,0.242,27,10,38,0.296,0.1,0.605,202722,1610612759
DeAndre Jordan,LAC,81,51,30,2570.0,1029,4134,1977,92.3,1.34,0.22,0.249,177,171,780,0.446,0.45,1.027,201599,1610612746
DeAndre Liggins,DAL,62,40,22,777.0,152,1037,526,64.7,3.74,3.14,0.147,18,4,42,0.667,0.25,0.762,202732,1610612742
DeAndre' Bembry,ATL,38,20,18,371.0,101,516,341,23.2,2.69,1.94,0.196,17,3,46,0.353,0.0,0.804,1627761,1610612737
DeMar DeRozan,TOR,73,46,27,2591.0,2005,4698,3036,377.1,4.82,4.05,0.427,84,144,76,0.298,0.667,0.553,201942,1610612761
DeMarcus Cousins,NOP,72,30,42,2465.0,1942,5640,4047,233.8,2.49,1.14,0.344,438,714,354,0.265,0.504,0.873,202326,1610612740
DeMarre Carroll,TOR,71,43,28,1860.0,621,2156,1373,65.5,1.82,0.94,0.288,22,8,105,0.682,0.5,0.8,201960,1610612761
Dejounte Murray,SAS,38,29,9,321.0,130,752,270,62.8,5.01,4.67,0.173,9,0,14,0.0,0.0,0.786,1627749,1610612759
Delon Wright,TOR,27,19,8,446.0,150,922,466,71.1,4.63,4.4,0.163,6,0,21,0.333,0.0,0.286,1626153,1610612761
Demetrius Jackson,BOS,5,1,4,17.0,10,26,16,1.9,4.5,4.04,0.385,0,0,1,0.0,0.0,0.0,1627743,1610612738
Dennis Schröder,ATL,79,42,37,2485.0,1414,6466,2410,568.2,5.27,4.81,0.219,36,5,66,0.472,0.0,0.409,203471,1610612737
Denzel Valentine,CHI,57,28,29,977.0,291,1151,815,46.8,2.44,1.7,0.253,8,2,18,0.75,0.0,0.444,1627756,1610612741
Deron Williams,CLE,63,24,39,1625.0,678,4138,1584,363.4,5.27,4.76,0.164,33,31,25,0.242,0.387,0.36,101114,1610612739
Derrick Favors,UTA,50,33,17,1186.0,476,2112,1335,53.9,1.53,0.38,0.225,183,151,292,0.366,0.556,0.846,202324,1610612762
Derrick Jones Jr.,PHX,32,7,25,545.0,168,511,352,12.8,1.5,0.77,0.329,16,1,61,0.688,0.0,1.098,1627884,1610612756
Derrick Rose,NYK,64,26,38,2082.0,1154,5023,1976,385.3,4.6,3.9,0.23,59,37,109,0.576,0.27,0.743,201565,1610612752
Derrick Williams,CLE,50,16,34,804.0,304,1249,614,38.7,1.86,0.89,0.243,31,27,73,0.484,0.667,0.74,202682,1610612739
Devin Booker,PHX,76,23,53,2656.0,1648,4397,3077,250.0,3.41,2.63,0.375,133,170,101,0.511,0.659,0.653,1626164,1610612756
Devin Harris,DAL,64,28,36,1071.0,435,1864,1178,104.1,3.35,2.67,0.233,35,5,23,0.229,0.0,0.522,2734,1610612742
Dewayne Dedmon,SAS,75,55,20,1316.0,385,1780,912,42.6,1.44,0.3,0.216,162,26,335,0.358,0.308,0.919,203473,1610612759
Deyonta Davis,MEM,36,23,13,238.0,58,269,145,7.2,1.61,0.26,0.216,29,16,50,0.172,0.625,0.92,1627738,1610612763
Diamond Stone,LAC,7,6,1,24.0,10,43,23,1.2,1.68,0.58,0.233,4,13,8,1.0,0.154,0.25,1627754,1610612746
Dion Waiters,MIA,46,27,19,1384.0,729,2617,1429,201.3,4.62,4.03,0.279,29,5,24,0.586,0.0,0.625,203079,1610612748
Dirk Nowitzki,DAL,53,22,31,1394.0,751,2468,1614,60.8,1.48,0.32,0.304,101,181,67,0.455,0.652,0.612,1717,1610612742
Domantas Sabonis,OKC,81,46,35,1631.0,479,2708,1445,69.8,1.55,0.56,0.177,97,140,130,0.268,0.471,0.454,1627734,1610612760
Donatas Motiejunas,NOP,34,16,18,479.0,150,958,564,22.4,1.4,0.49,0.157,52,33,94,0.327,0.758,0.649,202700,1610612740
Dorian Finney-Smith,DAL,80,32,48,1632.0,348,1933,1150,56.4,1.75,0.64,0.18,25,9,89,0.4,0.222,0.697,1627827,1610612742
Doug McDermott,OKC,66,35,31,1508.0,592,1631,1347,38.7,1.42,0.55,0.363,34,27,54,0.647,0.852,1.056,203926,1610612760
Dragan Bender,PHX,41,12,29,545.0,135,854,496,20.1,1.41,0.41,0.158,14,8,29,0.429,0.5,0.966,1627733,1610612756
Draymond Green,GSW,76,62,14,2471.0,776,5812,2950,217.8,2.25,1.27,0.134,189,284,283,0.339,0.13,0.746,203110,1610612744
Dwight Howard,ATL,74,37,37,2199.0,1002,3929,2162,100.0,1.53,0.38,0.255,206,270,860,0.189,0.544,0.944,2730,1610612737
Dwight Powell,DAL,76,29,47,1318.0,506,1968,1069,51.5,1.57,0.41,0.257,137,12,269,0.766,0.333,0.848,203939,1610612742
Dwyane Wade,CHI,60,29,31,1792.0,1096,3282,2145,196.7,3.6,2.9,0.334,70,185,120,0.714,0.649,0.758,2548,1610612741
E'Twaun Moore,NOP,73,32,41,1820.0,700,2361,1784,111.0,2.82,2.25,0.296,56,24,70,0.554,0.583,0.829,202734,1610612740
Ed Davis,POR,46,19,27,789.0,200,1086,522,28.0,1.55,0.45,0.184,120,13,217,0.458,0.154,0.645,202334,1610612757
Edy Tavares,CLE,2,1,1,28.0,8,34,17,0.9,1.54,0.26,0.235,2,4,9,0.0,1.0,0.667,204002,1610612739
Elfrid Payton,ORL,82,29,53,2412.0,1046,5818,1807,501.3,5.17,4.95,0.18,60,16,139,0.767,0.5,0.64,203901,1610612753
Elijah Millsap,PHX,2,1,1,23.0,3,35,24,1.5,2.52,1.74,0.086,0,0,4,0.0,0.0,0.5,202407,1610612756
Emmanuel Mudiay,DEN,54,24,30,1384.0,594,3166,1204,243.5,4.62,4.21,0.188,35,8,56,0.571,0.5,0.607,1626144,1610612743
Enes Freedom,OKC,72,43,29,1533.0,1033,2388,1564,82.2,2.07,0.68,0.433,186,557,471,0.871,0.56,0.96,202683,1610612760
Eric Bledsoe,PHX,64,21,43,2110.0,1362,5605,1990,451.6,4.83,4.32,0.243,51,35,85,0.686,0.486,0.565,202339,1610612756
Eric Gordon,HOU,75,50,25,2323.0,1217,2926,2105,119.5,2.45,1.61,0.416,35,4,52,0.543,1.0,0.596,201569,1610612745
Ersan Ilyasova,ATL,82,35,47,2142.0,1071,4167,2662,101.6,1.46,0.56,0.257,208,100,287,0.433,0.53,0.833,101141,1610612737
Evan Fournier,ORL,68,23,45,2234.0,1167,3176,2451,152.2,2.87,2.07,0.367,70,7,99,0.557,0.286,0.848,203095,1610612753
Evan Turner,POR,65,34,31,1659.0,586,2857,1570,185.0,3.89,3.14,0.205,37,96,50,0.541,0.698,0.92,202323,1610612757
Frank Kaminsky,CHA,75,31,44,1954.0,874,3792,2288,96.1,1.52,0.51,0.23,163,184,190,0.313,0.576,0.9,1626163,1610612766
Fred VanVleet,TOR,36,24,12,292.0,107,574,235,48.8,5.1,5.33,0.186,1,0,4,0.0,0.0,0.75,1627832,1610612761
Garrett Temple,SAC,65,25,40,1728.0,506,2667,1716,120.8,2.72,1.96,0.19,30,9,66,0.467,0.778,0.636,202066,1610612758
Gary Harris,DEN,56,28,28,1748.0,835,2162,1702,84.9,2.36,1.77,0.386,46,2,116,0.848,1.0,0.879,203914,1610612743
Gary Neal,ATL,2,1,1,18.0,4,35,17,2.1,3.57,2.74,0.114,0,0,0,0.0,0.0,0.0,202390,1610612737
Gary Payton II,MIL,6,2,4,99.0,20,196,68,16.6,5.09,4.61,0.102,0,0,4,0.0,0.0,1.0,1627780,1610612749
George Hill,UTA,49,33,16,1544.0,829,3630,1429,320.6,5.3,4.92,0.228,20,15,61,0.65,0.733,1.082,201588,1610612762
Georges Niang,IND,22,11,11,90.0,19,169,96,5.0,1.77,0.72,0.112,4,6,5,0.0,0.333,0.8,1627777,1610612754
Georgios Papagiannis,SAC,22,7,15,355.0,124,539,310,17.8,1.98,0.53,0.23,96,60,96,0.25,0.35,0.813,1627834,1610612758
Gerald Green,BOS,47,32,15,538.0,262,712,491,27.4,2.31,1.29,0.368,10,7,29,0.5,0.571,0.862,101123,1610612738
Gerald Henderson,PHI,72,24,48,1667.0,662,2186,1792,86.6,2.38,1.65,0.303,54,33,81,0.463,0.667,0.531,201945,1610612755
Giannis Antetokounmpo,MIL,80,42,38,2845.0,1832,6568,3241,426.4,3.9,2.84,0.279,307,224,409,0.466,0.455,1.029,203507,1610612749
Glenn Robinson III,IND,68,35,33,1399.0,411,1533,1032,46.9,1.84,0.87,0.268,38,3,96,0.553,0.667,0.802,203922,1610612754
Goran Dragic,MIA,73,40,33,2459.0,1483,6029,2318,546.6,5.44,5.45,0.246,94,19,121,0.511,0.158,0.496,201609,1610612748
Gordon Hayward,UTA,73,46,27,2516.0,1601,4563,3429,254.7,3.35,2.39,0.351,158,72,222,0.633,0.583,1.023,202330,1610612762
Gorgui Dieng,MIN,82,31,51,2653.0,816,4000,2085,97.5,1.46,0.34,0.204,366,114,546,0.434,0.404,0.687,203476,1610612750
Greg Monroe,MIL,81,42,39,1823.0,951,2591,1960,94.3,2.18,0.61,0.367,527,441,572,0.269,0.553,0.848,202328,1610612749
Greivis Vasquez,BKN,3,1,2,39.0,7,101,39,6.9,4.13,3.53,0.069,0,0,0,0.0,0.0,0.0,202349,1610612751
Harrison Barnes,DAL,78,31,47,2767.0,1496,4083,2758,169.5,2.49,1.32,0.366,131,443,173,0.618,0.578,0.965,203084,1610612742
Hassan Whiteside,MIA,77,39,38,2513.0,1309,2880,1867,85.9,1.79,0.54,0.455,265,493,880,0.509,0.578,0.977,202355,1610612748
Henry Ellenson,DET,19,8,11,146.0,60,308,176,7.5,1.46,0.45,0.195,7,5,10,0.0,0.0,0.8,1627740,1610612765
Hollis Thompson,NOP,40,12,28,752.0,205,752,524,19.6,1.56,0.87,0.273,13,3,27,0.462,0.667,0.926,203138,1610612740
Ian Clark,GSW,77,63,14,1137.0,527,1972,1229,96.9,2.95,2.48,0.267,36,0,84,0.722,0.0,0.964,203546,1610612744
Ian Mahinmi,WAS,31,19,12,555.0,173,785,402,19.5,1.49,0.4,0.22,73,41,134,0.425,0.659,0.888,101133,1610612764
Iman Shumpert,CLE,76,48,28,1937.0,567,2079,1277,99.7,2.88,2.29,0.273,23,4,55,0.174,0.0,0.164,202697,1610612739
Isaiah Canaan,CHI,39,19,20,592.0,181,892,478,46.0,3.09,2.81,0.203,3,0,14,0.0,0.0,0.143,203477,1610612741
Isaiah Taylor,HOU,4,3,1,52.0,3,58,26,3.1,3.23,3.17,0.052,0,0,0,0.0,0.0,0.0,1627819,1610612745
Isaiah Thomas,BOS,76,51,25,2569.0,2199,6468,2737,528.1,4.9,4.76,0.34,76,7,65,0.592,0.0,0.554,202738,1610612738
Isaiah Whitehead,BKN,73,17,56,1643.0,543,2852,1325,183.6,3.86,3.61,0.19,20,8,47,0.7,0.5,0.745,1627785,1610612751
Ish Smith,DET,81,37,44,1955.0,758,4891,1341,443.4,5.44,5.69,0.155,18,4,37,0.556,0.0,0.351,202397,1610612765
Ivica Zubac,LAL,38,8,30,609.0,284,1159,583,27.5,1.43,0.3,0.245,114,69,187,0.632,0.652,0.898,1627826,1610612747
J.J. Barea,DAL,34,10,24,751.0,379,2005,747,189.1,5.66,5.64,0.189,10,0,11,0.4,0.0,1.0,200826,1610612742
JJ Redick,LAC,78,50,28,2198.0,1173,2854,2406,81.7,1.72,1.07,0.411,54,4,31,0.556,0.0,0.452,200755,1610612746
JR Smith,CLE,41,25,16,1187.0,351,1340,871,49.1,2.2,1.53,0.262,9,2,21,0.444,0.0,0.571,2747,1610612739
JaMychal Green,MEM,77,40,37,2101.0,689,3260,1727,83.0,1.53,0.43,0.211,98,79,299,0.551,0.582,0.873,203210,1610612763
JaVale McGee,GSW,77,62,15,739.0,472,1043,636,22.3,1.29,0.34,0.453,70,57,333,0.329,0.404,1.066,201580,1610612744
Jabari Parker,MIL,51,22,29,1728.0,1025,3279,1861,118.6,2.17,1.35,0.313,114,107,175,0.667,0.458,0.926,203953,1610612749
Jae Crowder,BOS,72,48,24,2335.0,999,3593,2341,101.7,1.7,0.81,0.278,34,43,129,0.618,0.581,1.116,203109,1610612738
Jahlil Okafor,PHI,50,15,35,1134.0,590,2072,1564,82.2,2.38,1.0,0.285,294,336,260,0.418,0.491,0.735,1626143,1610612755
