Player,Team,Age,GP,Min,ScreenAssists,ScreenAssists PTS,Deflections,OFF Loose BallsRecovered,DEF Loose BallsRecovered,Loose BallsRecovered,% Loose BallsRecovered OFF,% Loose BallsRecovered DEF,ChargesDrawn,Contested2PT Shots,Contested3PT Shots,ContestedShots
Aaron Brooks,MIN,33,32,189,1,2,10,4,3,7,57.1,42.9,1,19,30,49
Aaron Gordon,ORL,22,58,1909,52,113,82,30,40,70,42.9,57.1,4,272,103,375
Aaron Harrison,DAL,23,9,233,1,3,18,2,6,8,25.0,75.0,0,30,29,59
Aaron Jackson,HOU,32,1,35,0,0,4,0,0,0,0.0,0.0,0,0,0,0
Abdel Nader,BOS,24,48,522,6,15,33,7,11,18,38.9,61.1,0,70,63,133
Adreian Payne,ORL,27,5,43,2,4,5,0,0,0,0.0,0.0,0,6,1,7
Al Horford,BOS,32,72,2277,196,470,95,30,27,57,52.6,47.4,0,634,250,884
Al Jefferson,IND,33,36,484,50,106,32,3,9,12,25.0,75.0,2,151,23,174
Al-Farouq Aminu,POR,27,69,2072,104,240,154,36,49,85,42.4,57.6,0,391,207,598
Alan Williams,PHX,25,5,70,9,20,5,0,1,1,0.0,100.0,0,6,5,11
Alec Burks,UTA,26,64,1059,3,7,55,8,28,36,22.2,77.8,1,103,87,190
Alec Peters,PHX,23,20,225,7,17,10,2,4,6,33.3,66.7,2,31,28,59
Alex Abrines,OKC,24,75,1134,4,11,67,11,28,39,28.2,71.8,2,153,145,298
Alex Caruso,LAL,24,37,562,3,6,46,9,13,22,40.9,59.1,3,78,59,137
Alex Len,PHX,25,69,1395,261,585,52,19,16,35,54.3,45.7,0,562,78,640
Alex Poythress,IND,24,25,104,4,9,4,1,2,3,33.3,66.7,0,16,10,26
Alfonzo McKinnie,TOR,25,14,53,0,0,2,0,0,0,0.0,0.0,0,7,4,11
Allen Crabbe,BKN,26,75,2197,18,45,112,22,43,65,33.8,66.2,1,260,153,413
Amir Johnson,PHI,31,74,1170,184,407,72,30,20,50,60.0,40.0,6,350,60,410
Andre Drummond,DET,24,78,2625,364,794,250,46,46,92,50.0,50.0,1,721,154,875
Andre Iguodala,GSW,34,64,1622,44,109,92,31,45,76,40.8,59.2,1,173,144,317
Andre Ingram,LAL,32,2,64,1,3,2,0,2,2,0.0,100.0,2,6,8,14
Andre Roberson,OKC,26,39,1037,31,74,88,17,34,51,33.3,66.7,1,194,127,321
Andrew Bogut,LAL,33,24,216,31,68,7,3,1,4,75.0,25.0,2,60,12,72
Andrew Harrison,MEM,23,56,1326,10,22,95,14,38,52,26.9,73.1,12,129,151,280
Andrew White III,ATL,25,15,209,0,0,5,3,7,10,30.0,70.0,0,14,24,38
Andrew Wiggins,MIN,23,82,2979,19,44,139,37,52,89,41.6,58.4,0,351,388,739
Ante Zizic,CLE,21,32,214,30,72,4,0,2,2,0.0,100.0,0,69,14,83
Anthony Brown,MIN,25,1,4,0,0,0,0,0,0,0.0,0.0,0,1,0,1
Anthony Davis,NOP,25,75,2727,291,627,180,51,60,111,45.9,54.1,12,737,334,1071
Anthony Tolliver,DET,33,79,1757,117,269,55,18,39,57,31.6,68.4,18,307,190,497
Antonio Blakeney,CHI,21,19,314,1,3,12,1,4,5,20.0,80.0,0,34,42,76
Antonius Cleveland,ATL,24,17,123,0,0,15,2,1,3,66.7,33.3,1,12,9,21
Aron Baynes,BOS,31,81,1485,196,457,24,16,21,37,43.2,56.8,17,576,120,696
Arron Afflalo,ORL,32,53,682,5,12,8,3,8,11,27.3,72.7,0,81,71,152
Austin Rivers,LAC,25,61,2057,8,19,122,21,46,67,31.3,68.7,3,180,115,295
Avery Bradley,LAC,27,46,1433,12,27,89,19,22,41,46.3,53.7,5,92,139,231
Bam Adebayo,MIA,20,69,1368,199,451,73,22,24,46,47.8,52.2,1,332,127,459
Ben McLemore,MEM,25,56,1091,4,9,74,19,23,42,45.2,54.8,2,88,103,191
Ben Moore,IND,23,2,9,0,0,0,0,0,0,0.0,0.0,0,1,0,1
Ben Simmons,PHI,21,81,2732,61,145,234,74,74,148,50.0,50.0,3,356,304,660
Bismack Biyombo,ORL,25,82,1495,221,492,43,25,20,45,55.6,44.4,1,492,92,584
Blake Griffin,DET,29,58,1970,169,398,81,24,37,61,39.3,60.7,12,336,225,561
Boban Marjanovic,LAC,29,39,338,55,120,14,3,2,5,60.0,40.0,0,143,16,159
Bobby Brown,HOU,33,20,115,2,5,3,1,1,2,50.0,50.0,0,3,12,15
