,Position,Player,Team,GP,% Time,Poss,Points,PPP,FGm,FGM,FGA,FG%,aFG%,%TO,%FT,%SF,%Score,year,playtype,And One Freq%,Percentile,FTFreq%,TOVFreq%,SFFreq%,And OneFreq%,ScoreFreq%
20717,,Luka Doncic,DAL,7,23.2,58,54,0.93,,21,50,42.0,49.0,5.2,8.6,8.6,41.4,2021,iso,0.0,56.8,,,,,
20718,,Jrue Holiday,MIL,23,14.9,70,54,0.77,,21,58,36.2,39.7,10.0,7.1,7.1,37.1,2021,iso,0.0,29.7,,,,,
20719,,Donovan Mitchell,UTA,10,16.7,49,52,1.06,,16,40,40.0,51.3,6.1,14.3,12.2,44.9,2021,iso,2.0,70.3,,,,,
20720,,Jordan Clarkson,UTA,11,19.3,38,41,1.08,,15,34,44.1,52.9,5.3,5.3,2.6,44.7,2021,iso,0.0,75.7,,,,,
20721,,Kyrie Irving,BKN,9,18.9,35,37,1.06,,13,31,41.9,45.2,0.0,14.3,14.3,48.6,2021,iso,2.9,67.6,,,,,
20722,,Joel Embiid,PHI,11,13.9,40,34,0.85,,14,33,42.4,42.4,10.0,12.5,10.0,42.5,2021,iso,5.0,40.5,,,,,
20723,,Lou Williams,ATL,18,12.4,18,21,1.17,,6,11,54.5,59.1,16.7,22.2,22.2,55.6,2021,iso,0.0,89.2,,,,,
20724,,Danilo Gallinari,ATL,18,14.6,31,20,0.65,,7,28,25.0,28.6,3.2,6.5,6.5,29.0,2021,iso,0.0,18.9,,,,,
20725,,Marcus Morris Sr.,LAC,19,10.3,23,19,0.83,,9,23,39.1,41.3,0.0,0.0,0.0,39.1,2021,iso,0.0,37.8,,,,,
20726,,Julius Randle,NYK,5,22.9,30,17,0.57,,6,24,25.0,29.2,13.3,6.7,6.7,26.7,2021,iso,0.0,10.8,,,,,
20727,,Nikola Jokic,DEN,10,8.7,24,16,0.67,,7,22,31.8,31.8,4.2,4.2,4.2,33.3,2021,iso,0.0,21.6,,,,,
20728,,Russell Westbrook,WAS,5,22.2,28,16,0.57,,6,19,31.6,31.6,21.4,10.7,7.1,32.1,2021,iso,0.0,13.9,,,,,
20729,,Cameron Payne,PHX,22,5.8,13,14,1.08,,7,13,53.8,53.8,0.0,0.0,0.0,53.8,2021,iso,0.0,73.0,,,,,
20730,,Carmelo Anthony,POR,6,15.5,11,13,1.18,,4,9,44.4,50.0,0.0,27.3,18.2,54.5,2021,iso,9.1,91.9,,,,,
20731,,Tobias Harris,PHI,12,10.8,27,13,0.48,,6,24,25.0,25.0,11.1,3.7,3.7,22.2,2021,iso,3.7,5.4,,,,,
20732,,Ja Morant,MEM,5,6.0,9,12,1.33,,5,8,62.5,62.5,0.0,11.1,0.0,66.7,2021,iso,0.0,0.0,,,,,
20733,,Bradley Beal,WAS,5,6.8,11,12,1.09,,5,8,62.5,62.5,18.2,9.1,0.0,54.5,2021,iso,0.0,78.4,,,,,
20734,,Austin Rivers,DEN,10,16.3,14,12,0.86,,4,12,33.3,41.7,7.1,7.1,7.1,35.7,2021,iso,0.0,43.2,,,,,
20735,,LeBron James,LAL,6,16.2,24,12,0.5,,4,21,19.0,23.8,8.3,4.2,4.2,20.8,2021,iso,0.0,8.1,,,,,
20736,,Kevin Huerter,ATL,18,7.3,15,11,0.73,,5,14,35.7,39.3,6.7,0.0,0.0,33.3,2021,iso,0.0,25.0,,,,,
20737,,Bojan Bogdanovic,UTA,11,8.3,15,11,0.73,,4,11,36.4,40.9,20.0,6.7,0.0,33.3,2021,iso,0.0,25.0,,,,,
20738,,Marcus Smart,BOS,5,6.7,6,10,1.67,,4,4,100.0,112.5,16.7,16.7,16.7,83.3,2021,iso,0.0,0.0,,,,,
20739,,Dillon Brooks,MEM,5,6.1,7,9,1.29,,2,4,50.0,62.5,14.3,28.6,28.6,57.1,2021,iso,0.0,0.0,,,,,
20740,,Anthony Davis,LAL,5,11.5,10,9,0.9,,2,6,33.3,33.3,10.0,30.0,30.0,50.0,2021,iso,0.0,51.4,,,,,
20741,,Jimmy Butler,MIA,4,8.2,7,8,1.14,,2,5,40.0,40.0,0.0,28.6,28.6,57.1,2021,iso,0.0,0.0,,,,,
20742,,Bogdan Bogdanovic,ATL,18,3.5,10,8,0.8,,3,10,30.0,40.0,0.0,0.0,0.0,30.0,2021,iso,0.0,33.3,,,,,
20743,,Terance Mann,LAC,19,8.3,10,8,0.8,,4,9,44.4,44.4,10.0,0.0,0.0,40.0,2021,iso,0.0,33.3,,,,,
20744,,CJ McCollum,POR,6,10.5,14,8,0.57,,4,13,30.8,30.8,7.1,0.0,0.0,28.6,2021,iso,0.0,13.9,,,,,
20745,,Jeff Teague,MIL,16,11.9,5,7,1.4,,1,3,33.3,33.3,0.0,60.0,60.0,60.0,2021,iso,20.0,0.0,,,,,
20746,,Michael Porter Jr.,DEN,10,5.0,8,7,0.88,,3,7,42.9,50.0,12.5,0.0,0.0,37.5,2021,iso,0.0,0.0,,,,,
20747,,Ish Smith,WAS,5,8.3,4,6,1.5,,3,4,75.0,75.0,0.0,0.0,0.0,75.0,2021,iso,0.0,0.0,,,,,
20748,,Cam Reddish,ATL,4,11.6,5,6,1.2,,2,3,66.7,83.3,20.0,20.0,20.0,60.0,2021,iso,0.0,0.0,,,,,
20749,,George Hill,PHI,12,8.5,5,6,1.2,,2,4,50.0,62.5,0.0,20.0,20.0,60.0,2021,iso,0.0,0.0,,,,,
20750,,Kyle Kuzma,LAL,6,10.5,6,6,1.0,,3,5,60.0,60.0,16.7,16.7,16.7,50.0,2021,iso,16.7,0.0,,,,,
20751,,Ben Simmons,PHI,12,3.9,6,6,1.0,,3,4,75.0,75.0,33.3,0.0,0.0,50.0,2021,iso,0.0,0.0,,,,,
20752,,Evan Fournier,BOS,5,9.7,7,6,0.86,,2,6,33.3,50.0,14.3,0.0,0.0,28.6,2021,iso,0.0,0.0,,,,,
20753,,Blake Griffin,BKN,12,3.3,3,5,1.67,,2,3,66.7,83.3,0.0,0.0,0.0,66.7,2021,iso,0.0,0.0,,,,,
20754,,Mikal Bridges,PHX,22,0.9,2,4,2.0,,2,2,100.0,100.0,0.0,0.0,0.0,100.0,2021,iso,0.0,0.0,,,,,
20755,,Will Barton,DEN,3,4.1,2,4,2.0,,2,2,100.0,100.0,0.0,0.0,0.0,100.0,2021,iso,0.0,0.0,,,,,
20756,,Kris Dunn,ATL,5,27.3,3,4,1.33,,1,2,50.0,50.0,0.0,33.3,33.3,66.7,2021,iso,0.0,0.0,,,,,
20757,,Seth Curry,PHI,12,1.8,3,4,1.33,,2,3,66.7,66.7,0.0,0.0,0.0,66.7,2021,iso,0.0,0.0,,,,,
20758,,Rui Hachimura,WAS,5,5.3,3,4,1.33,,2,2,100.0,100.0,0.0,33.3,33.3,66.7,2021,iso,0.0,0.0,,,,,
20759,,,LAL,4,10.3,3,4,1.33,,2,3,66.7,66.7,0.0,0.0,0.0,66.7,2021,iso,0.0,0.0,,,,,
20760,,Landry Shamet,BKN,12,6.1,3,4,1.33,,2,3,66.7,66.7,0.0,0.0,0.0,66.7,2021,iso,0.0,0.0,,,,,
20761,,RJ Barrett,NYK,5,5.4,4,4,1.0,,1,2,50.0,50.0,25.0,25.0,25.0,50.0,2021,iso,0.0,0.0,,,,,
20762,,Dario Saric,PHX,14,7.0,4,4,1.0,,1,3,33.3,33.3,0.0,25.0,25.0,50.0,2021,iso,0.0,0.0,,,,,
20763,,Derrick Rose,NYK,5,7.3,7,4,0.57,,2,7,28.6,28.6,0.0,0.0,0.0,28.6,2021,iso,0.0,0.0,,,,,
20764,,Dennis Schroder,LAL,6,7.7,7,4,0.57,,1,6,16.7,16.7,0.0,14.3,14.3,28.6,2021,iso,0.0,0.0,,,,,
20765,,Monte Morris,DEN,10,7.4,10,4,0.4,,1,8,12.5,12.5,10.0,10.0,10.0,20.0,2021,iso,0.0,2.7,,,,,
20766,,Rajon Rondo,LAC,13,18.1,13,4,0.31,,1,7,14.3,14.3,30.8,15.4,15.4,23.1,2021,iso,0.0,0.0,,,,,
20767,,Gabe Vincent,MIA,3,25.0,1,3,3.0,,1,1,100.0,150.0,0.0,0.0,0.0,100.0,2021,iso,0.0,0.0,,,,,
20768,,Nicolas Batum,LAC,19,0.8,1,3,3.0,,1,1,100.0,150.0,0.0,0.0,0.0,100.0,2021,iso,0.0,0.0,,,,,
20769,,Anfernee Simons,POR,6,3.8,1,3,3.0,,1,1,100.0,150.0,0.0,0.0,0.0,100.0,2021,iso,0.0,0.0,,,,,
20770,,Mamadi Diakite,MIL,7,8.3,1,3,3.0,,1,1,100.0,150.0,0.0,0.0,0.0,100.0,2021,iso,0.0,0.0,,,,,
20771,,Dwight Powell,DAL,7,16.7,2,3,1.5,,0,0,0.0,0.0,0.0,100.0,100.0,100.0,2021,iso,0.0,0.0,,,,,
20772,,Luke Kennard,LAC,15,2.9,2,3,1.5,,1,2,50.0,75.0,0.0,0.0,0.0,50.0,2021,iso,0.0,0.0,,,,,
20773,,Markus Howard,DEN,9,7.9,3,3,1.0,,1,3,33.3,50.0,0.0,0.0,0.0,33.3,2021,iso,0.0,0.0,,,,,
20774,,,BKN,7,27.3,3,3,1.0,,1,2,50.0,75.0,33.3,0.0,0.0,33.3,2021,iso,0.0,0.0,,,,,
20775,,Tyrese Maxey,PHI,12,4.9,4,3,0.75,,1,4,25.0,25.0,0.0,25.0,25.0,25.0,2021,iso,25.0,0.0,,,,,
20776,,Kristaps Porzingis,DAL,7,6.0,5,3,0.6,,0,2,0.0,0.0,20.0,40.0,40.0,40.0,2021,iso,0.0,0.0,,,,,
20777,,Alec Burks,NYK,5,13.4,9,3,0.33,,1,9,11.1,16.7,0.0,0.0,0.0,11.1,2021,iso,0.0,0.0,,,,,
20778,,Trent Forrest,UTA,5,25.0,1,2,2.0,,1,1,100.0,100.0,0.0,0.0,0.0,100.0,2021,iso,0.0,0.0,,,,,
20779,,Obi Toppin,NYK,5,3.4,1,2,2.0,,0,0,0.0,0.0,0.0,100.0,100.0,100.0,2021,iso,0.0,0.0,,,,,
20780,,Jae Crowder,PHX,22,0.5,1,2,2.0,,0,0,0.0,0.0,0.0,100.0,100.0,100.0,2021,iso,0.0,0.0,,,,,
20781,,Amir Coffey,LAC,10,20.0,1,2,2.0,,1,1,100.0,100.0,0.0,0.0,0.0,100.0,2021,iso,0.0,0.0,,,,,
20782,,Payton Pritchard,BOS,5,4.8,1,2,2.0,,0,0,0.0,0.0,0.0,100.0,100.0,100.0,2021,iso,0.0,0.0,,,,,
20783,,Shaquille Harrison,DEN,9,10.0,1,2,2.0,,1,1,100.0,100.0,0.0,0.0,0.0,100.0,2021,iso,0.0,0.0,,,,,
20784,,Tyler Herro,MIA,4,2.3,1,2,2.0,,0,0,0.0,0.0,0.0,100.0,100.0,100.0,2021,iso,0.0,0.0,,,,,
20785,,E'Twaun Moore,PHX,7,4.8,1,2,2.0,,1,1,100.0,100.0,0.0,0.0,0.0,100.0,2021,iso,0.0,0.0,,,,,
20786,,Jevon Carter,PHX,7,22.2,2,2,1.0,,1,1,100.0,100.0,0.0,50.0,50.0,50.0,2021,iso,0.0,0.0,,,,,
20787,,Royce O'Neale,UTA,11,2.0,2,2,1.0,,1,2,50.0,50.0,0.0,0.0,0.0,50.0,2021,iso,0.0,0.0,,,,,
20788,,Elijah Bryant,MIL,11,9.1,2,2,1.0,,1,1,100.0,100.0,50.0,0.0,0.0,50.0,2021,iso,0.0,0.0,,,,,
20789,,Cassius Winston,WAS,1,40.0,2,2,1.0,,1,1,100.0,100.0,50.0,0.0,0.0,50.0,2021,iso,0.0,0.0,,,,,
20790,,Cameron Johnson,PHX,21,1.4,2,2,1.0,,0,1,0.0,0.0,0.0,50.0,50.0,50.0,2021,iso,0.0,0.0,,,,,
20791,,Kendrick Nunn,MIA,4,4.3,2,2,1.0,,1,2,50.0,50.0,0.0,0.0,0.0,50.0,2021,iso,0.0,0.0,,,,,
20792,,JaVale McGee,DEN,4,15.4,2,2,1.0,,1,2,50.0,50.0,0.0,0.0,0.0,50.0,2021,iso,0.0,0.0,,,,,
20793,,Bobby Portis,MIL,20,1.2,2,2,1.0,,1,2,50.0,50.0,0.0,0.0,0.0,50.0,2021,iso,0.0,0.0,,,,,
20794,,John Collins,ATL,18,1.4,3,2,0.67,,0,2,0.0,0.0,0.0,33.3,33.3,33.3,2021,iso,0.0,0.0,,,,,
20795,,Patrick Beverley,LAC,17,5.1,4,2,0.5,,0,2,0.0,0.0,25.0,25.0,25.0,25.0,2021,iso,0.0,0.0,,,,,
20796,,Norman Powell,POR,6,4.4,4,2,0.5,,1,4,25.0,25.0,0.0,0.0,0.0,25.0,2021,iso,0.0,0.0,,,,,
20797,,Aaron Gordon,DEN,10,3.2,4,2,0.5,,1,4,25.0,25.0,0.0,0.0,0.0,25.0,2021,iso,0.0,0.0,,,,,
20798,,Tim Hardaway Jr.,DAL,7,3.5,4,2,0.5,,1,3,33.3,33.3,25.0,0.0,0.0,25.0,2021,iso,0.0,0.0,,,,,
20799,,Shake Milton,PHI,12,6.2,4,2,0.5,,1,3,33.3,33.3,25.0,0.0,0.0,25.0,2021,iso,0.0,0.0,,,,,
20800,,Paul Millsap,DEN,9,6.5,4,2,0.5,,1,2,50.0,50.0,25.0,25.0,25.0,25.0,2021,iso,0.0,0.0,,,,,
20801,,Mike James,BKN,9,17.4,8,2,0.25,,1,7,14.3,14.3,12.5,0.0,0.0,12.5,2021,iso,0.0,0.0,,,,,
20802,,Furkan Korkmaz,PHI,12,2.4,2,1,0.5,,0,1,0.0,0.0,0.0,50.0,50.0,50.0,2021,iso,0.0,0.0,,,,,
20803,,Joe Ingles,UTA,11,4.3,4,1,0.25,,0,2,0.0,0.0,25.0,25.0,0.0,25.0,2021,iso,0.0,0.0,,,,,
20804,,Semi Ojeleye,BOS,2,20.0,1,0,0.0,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2021,iso,0.0,0.0,,,,,
20805,,Jordan Nwora,MIL,5,4.5,1,0,0.0,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2021,iso,0.0,0.0,,,,,
20806,,Boban Marjanovic,DAL,4,2.0,1,0,0.0,,0,0,0.0,0.0,100.0,0.0,0.0,0.0,2021,iso,0.0,0.0,,,,,
20807,,Tristan Thompson,BOS,6,1.6,1,0,0.0,,0,0,0.0,0.0,100.0,0.0,0.0,0.0,2021,iso,0.0,0.0,,,,,
20808,,Grant Williams,BOS,5,6.7,1,0,0.0,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2021,iso,0.0,0.0,,,,,
20809,,De'Anthony Melton,MEM,7,2.2,1,0,0.0,,0,0,0.0,0.0,100.0,0.0,0.0,0.0,2021,iso,0.0,0.0,,,,,
20810,,Goran Dragic,MIA,4,1.5,1,0,0.0,,0,0,0.0,0.0,100.0,0.0,0.0,0.0,2021,iso,0.0,0.0,,,,,
20811,,Frank Kaminsky,PHX,6,6.3,1,0,0.0,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2021,iso,0.0,0.0,,,,,
20812,,Clint Capela,ATL,18,0.6,1,0,0.0,,0,0,0.0,0.0,100.0,0.0,0.0,0.0,2021,iso,0.0,0.0,,,,,
20813,,Facundo Campazzo,DEN,10,1.0,1,0,0.0,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2021,iso,0.0,0.0,,,,,
20814,,Tony Snell,ATL,9,5.0,1,0,0.0,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2021,iso,0.0,0.0,,,,,
20815,,Deandre Ayton,PHX,22,0.3,1,0,0.0,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2021,iso,0.0,0.0,,,,,
20816,,Bryn Forbes,MIL,20,0.8,1,0,0.0,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2021,iso,0.0,0.0,,,,,
20817,,Carsen Edwards,BOS,3,20.0,1,0,0.0,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2021,iso,0.0,0.0,,,,,
20818,,Nerlens Noel,NYK,5,4.5,1,0,0.0,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2021,iso,0.0,0.0,,,,,
20819,,Jaren Jackson Jr.,MEM,5,1.5,1,0,0.0,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2021,iso,0.0,0.0,,,,,
20820,,Dwight Howard,PHI,12,1.7,1,0,0.0,,0,0,0.0,0.0,100.0,0.0,0.0,0.0,2021,iso,0.0,0.0,,,,,
20821,,Brook Lopez,MIL,23,0.4,1,0,0.0,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2021,iso,0.0,0.0,,,,,
20822,,Grayson Allen,MEM,7,2.1,1,0,0.0,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2021,iso,0.0,0.0,,,,,
20823,,Langston Galloway,PHX,2,14.3,1,0,0.0,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2021,iso,0.0,0.0,,,,,
20824,,Josh Richardson,DAL,7,2.7,1,0,0.0,,0,0,0.0,0.0,100.0,0.0,0.0,0.0,2021,iso,0.0,0.0,,,,,
20825,,Nathan Knight,ATL,6,25.0,2,0,0.0,,0,2,0.0,0.0,0.0,0.0,0.0,0.0,2021,iso,0.0,0.0,,,,,
20826,,Tremont Waters,BOS,3,28.6,2,0,0.0,,0,2,0.0,0.0,0.0,0.0,0.0,0.0,2021,iso,0.0,0.0,,,,,
20827,,Thanasis Antetokounmpo,MIL,13,15.4,2,0,0.0,,0,2,0.0,0.0,0.0,0.0,0.0,0.0,2021,iso,0.0,0.0,,,,,
20828,,Torrey Craig,PHX,22,2.2,2,0,0.0,,0,2,0.0,0.0,0.0,0.0,0.0,0.0,2021,iso,0.0,0.0,,,,,
20829,,Montrezl Harrell,LAL,5,10.5,2,0,0.0,,0,2,0.0,0.0,0.0,0.0,0.0,0.0,2021,iso,0.0,0.0,,,,,
20830,,Kyle Anderson,MEM,5,6.3,3,0,0.0,,0,3,0.0,0.0,0.0,0.0,0.0,0.0,2021,iso,0.0,0.0,,,,,
20831,,De'Andre Hunter,ATL,5,5.1,3,0,0.0,,0,3,0.0,0.0,0.0,0.0,0.0,0.0,2021,iso,0.0,0.0,,,,,
20832,,Jalen Brunson,DAL,7,5.7,3,0,0.0,,0,2,0.0,0.0,33.3,0.0,0.0,0.0,2021,iso,0.0,0.0,,,,,
20833,,Jabari Parker,BOS,4,9.7,3,0,0.0,,0,1,0.0,0.0,66.7,0.0,0.0,0.0,2021,iso,0.0,0.0,,,,,
20834,,Immanuel Quickley,NYK,5,9.5,4,0,0.0,,0,4,0.0,0.0,0.0,0.0,0.0,0.0,2021,iso,0.0,0.0,,,,,
20835,,Kemba Walker,BOS,3,7.5,4,0,0.0,,0,4,0.0,0.0,0.0,0.0,0.0,0.0,2021,iso,0.0,0.0,,,,,
20836,,Mike Conley,UTA,6,4.5,4,0,0.0,,0,4,0.0,0.0,0.0,0.0,0.0,0.0,2021,iso,0.0,0.0,,,,,
20837,,,DAL,7,6.3,5,0,0.0,,0,5,0.0,0.0,0.0,0.0,0.0,0.0,2021,iso,0.0,0.0,,,,,
20838,,Joel Embiid,PHI,11,32.6,94,106,1.13,,41,69,59.4,59.4,13.8,14.9,13.8,56.4,2021,post,2.1,85.2,,,,,
20839,,Kevin Durant,BKN,12,14.3,53,62,1.17,,22,41,53.7,53.7,5.7,17.0,9.4,58.5,2021,post,0.0,92.6,,,,,
20840,,Giannis Antetokounmpo,MIL,21,13.1,78,62,0.8,,24,57,42.1,42.1,10.3,19.2,14.1,43.6,2021,post,2.6,22.2,,,,,
20841,,Nikola Jokic,DEN,10,22.7,63,58,0.92,,23,49,46.9,46.9,12.7,12.7,7.9,46.0,2021,post,3.2,55.6,,,,,
20842,,John Collins,ATL,18,17.4,38,45,1.18,,21,31,67.7,67.7,13.2,7.9,7.9,60.5,2021,post,2.6,96.3,,,,,
20843,,Danilo Gallinari,ATL,18,18.3,39,45,1.15,,16,29,55.2,55.2,7.7,20.5,15.4,59.0,2021,post,2.6,88.9,,,,,
20844,,Tobias Harris,PHI,12,14.4,36,39,1.08,,15,30,50.0,50.0,2.8,13.9,11.1,55.6,2021,post,0.0,81.5,,,,,
20845,,Marcus Morris Sr.,LAC,19,14.3,32,33,1.03,,15,28,53.6,53.6,3.1,9.4,3.1,53.1,2021,post,0.0,66.7,,,,,
20846,,Deandre Ayton,PHX,22,14.7,42,28,0.67,,13,33,39.4,39.4,19.0,2.4,0.0,33.3,2021,post,0.0,3.8,,,,,
20847,,Khris Middleton,MIL,23,5.1,29,27,0.93,,11,24,45.8,45.8,6.9,10.3,6.9,48.3,2021,post,0.0,59.3,,,,,
20848,,Kawhi Leonard,LAC,11,7.1,19,23,1.21,,8,15,53.3,53.3,5.3,21.1,10.5,57.9,2021,post,5.3,100.0,,,,,
20849,,Aaron Gordon,DEN,10,15.3,19,20,1.05,,7,11,63.6,63.6,21.1,26.3,26.3,52.6,2021,post,5.3,70.4,,,,,
20850,,Luka Doncic,DAL,7,8.8,22,20,0.91,,7,15,46.7,46.7,13.6,27.3,27.3,45.5,2021,post,9.1,48.0,,,,,
20851,,Brook Lopez,MIL,23,11.0,29,20,0.69,,8,19,42.1,42.1,27.6,6.9,3.4,34.5,2021,post,0.0,11.1,,,,,
20852,,Devin Booker,PHX,22,2.8,17,18,1.06,,8,15,53.3,53.3,5.9,5.9,0.0,52.9,2021,post,0.0,74.1,,,,,
20853,,Jonas Valanciunas,MEM,5,30.6,22,18,0.82,,8,16,50.0,50.0,18.2,4.5,9.1,40.9,2021,post,0.0,30.8,,,,,
20854,,Bobby Portis,MIL,20,13.5,23,17,0.74,,8,21,38.1,38.1,4.3,4.3,4.3,39.1,2021,post,0.0,18.5,,,,,
20855,,Anthony Davis,LAL,5,17.2,15,16,1.07,,4,10,40.0,40.0,6.7,33.3,20.0,53.3,2021,post,6.7,77.8,,,,,
20856,,DeMarcus Cousins,LAC,7,30.2,16,16,1.0,,5,12,41.7,41.7,6.3,25.0,25.0,50.0,2021,post,6.3,63.0,,,,,
20857,,Boban Marjanovic,DAL,4,34.7,17,14,0.82,,5,13,38.5,38.5,11.8,11.8,11.8,41.2,2021,post,0.0,38.5,,,,,
20858,,Kristaps Porzingis,DAL,7,20.5,17,14,0.82,,6,15,40.0,40.0,5.9,11.8,11.8,41.2,2021,post,5.9,38.5,,,,,
20859,,Jrue Holiday,MIL,23,3.2,15,12,0.8,,6,14,42.9,42.9,0.0,6.7,6.7,40.0,2021,post,0.0,25.9,,,,,
20860,,Bojan Bogdanovic,UTA,11,9.4,17,12,0.71,,3,10,30.0,30.0,23.5,17.6,11.8,35.3,2021,post,0.0,14.8,,,,,
20861,,LeBron James,LAL,6,7.4,11,10,0.91,,5,10,50.0,50.0,9.1,0.0,0.0,45.5,2021,post,0.0,48.0,,,,,
20862,,Paul George,LAC,19,2.2,11,10,0.91,,4,8,50.0,50.0,18.2,9.1,9.1,45.5,2021,post,0.0,48.0,,,,,
20863,,Bam Adebayo,MIA,4,14.9,11,9,0.82,,3,9,33.3,33.3,0.0,18.2,18.2,45.5,2021,post,0.0,30.8,,,,,
20864,,Jabari Parker,BOS,4,16.1,5,8,1.6,,3,4,75.0,75.0,0.0,20.0,20.0,80.0,2021,post,0.0,0.0,,,,,
20865,,Dario Saric,PHX,14,8.8,5,8,1.6,,3,3,100.0,100.0,20.0,20.0,20.0,80.0,2021,post,0.0,0.0,,,,,
20866,,Ben Simmons,PHI,12,7.8,12,8,0.67,,4,10,40.0,40.0,16.7,0.0,0.0,33.3,2021,post,0.0,3.8,,,,,
20867,,Andre Drummond,LAL,5,17.0,8,7,0.88,,3,4,75.0,75.0,50.0,12.5,12.5,37.5,2021,post,12.5,0.0,,,,,
20868,,Jayson Tatum,BOS,5,4.1,6,6,1.0,,3,6,50.0,50.0,0.0,0.0,0.0,50.0,2021,post,0.0,0.0,,,,,
20869,,Carmelo Anthony,POR,6,12.7,9,6,0.67,,2,7,28.6,28.6,11.1,11.1,11.1,33.3,2021,post,0.0,0.0,,,,,
20870,,Jusuf Nurkic,POR,6,13.9,11,6,0.55,,3,8,37.5,37.5,27.3,0.0,0.0,27.3,2021,post,0.0,0.0,,,,,
20871,,Kyrie Irving,BKN,9,1.6,3,4,1.33,,2,3,66.7,66.7,0.0,0.0,0.0,66.7,2021,post,0.0,0.0,,,,,
20872,,De'Andre Hunter,ATL,5,5.1,3,4,1.33,,2,2,100.0,100.0,33.3,0.0,0.0,66.7,2021,post,0.0,0.0,,,,,
20873,,Robin Lopez,WAS,5,14.3,4,4,1.0,,2,3,66.7,66.7,25.0,0.0,0.0,50.0,2021,post,0.0,0.0,,,,,
20874,,Montrezl Harrell,LAL,5,21.1,4,4,1.0,,2,4,50.0,50.0,0.0,0.0,0.0,50.0,2021,post,0.0,0.0,,,,,
20875,,Blake Griffin,BKN,12,4.4,4,4,1.0,,1,3,33.3,33.3,0.0,25.0,0.0,50.0,2021,post,0.0,0.0,,,,,
20876,,Michael Porter Jr.,DEN,10,3.1,5,4,0.8,,2,3,66.7,66.7,40.0,0.0,0.0,40.0,2021,post,0.0,0.0,,,,,
20877,,Clint Capela,ATL,18,3.5,6,4,0.67,,2,4,50.0,50.0,33.3,0.0,0.0,33.3,2021,post,0.0,0.0,,,,,
20878,,Paul Millsap,DEN,9,11.3,7,4,0.57,,2,4,50.0,50.0,42.9,14.3,14.3,28.6,2021,post,14.3,0.0,,,,,
20879,,Rui Hachimura,WAS,5,3.5,2,3,1.5,,1,1,100.0,100.0,0.0,50.0,50.0,100.0,2021,post,0.0,0.0,,,,,
