PLAYER,TEAM,GP,MIN,FGM,FGA,FG%,3PM,3PA,3P%,eFG%,PTS,PLAYER_ID
Aaron Brooks,CHI,12,132.0,4,11,36.4,4.0,11.0,36.4,54.50000000000001,12,201166
Al Horford,ATL,16,522.0,34,86,39.5,2.0,9.0,22.2,40.699999999999996,70,201143
Al-Farouq Aminu,DAL,5,150.0,5,9,55.60000000000001,5.0,8.0,62.5,83.3,15,202329
Alan Anderson,BKN,6,142.0,8,14,57.099999999999994,8.0,13.0,61.5,85.7,24,101187
Alexis Ajinca,NOP,3,10.0,2,2,100.0,,,,100.0,4,201582
Allen Crabbe,POR,2,39.0,2,2,100.0,2.0,2.0,100.0,150.0,6,203459
Alonzo Gee,POR,1,3.0,0,0,,,,,,0,202087
Amar'e Stoudemire,DAL,5,75.0,2,7,28.599999999999998,,,,28.599999999999998,4,2405
Amir Johnson,TOR,4,112.0,0,2,0.0,0.0,1.0,0.0,0.0,0,101161
Andre Iguodala,GSW,21,635.0,26,73,35.6,26.0,71.0,36.6,53.400000000000006,78,2738
Andrew Bogut,GSW,19,440.0,0,1,0.0,0.0,0.0,,0.0,0,101106
Anthony Davis,NOP,4,172.0,10,15,66.7,0.0,1.0,0.0,66.7,20,203076
Aron Baynes,SAS,4,40.0,1,1,100.0,,,,100.0,2,203382
Arron Afflalo,POR,3,60.0,1,5,20.0,1.0,4.0,25.0,30.0,3,201167
Austin Rivers,LAC,14,250.0,11,27,40.699999999999996,10.0,25.0,40.0,59.3,32,203085
Avery Bradley,BOS,4,133.0,6,15,40.0,4.0,12.0,33.300000000000004,53.300000000000004,16,202340
Beno Udrih,MEM,10,175.0,5,12,41.699999999999996,4.0,10.0,40.0,58.3,14,2757
Bernard James,DAL,1,2.0,0,0,,,,,,0,203108
Blake Griffin,LAC,14,557.0,25,57,43.9,0.0,2.0,0.0,43.9,50,201933
Bojan Bogdanović,BKN,6,206.0,12,33,36.4,11.0,30.0,36.7,53.0,35,202711
Boris Diaw,SAS,7,198.0,6,22,27.3,4.0,16.0,25.0,36.4,16,2564
Bradley Beal,WAS,10,418.0,22,54,40.699999999999996,19.0,45.0,42.199999999999996,58.3,63,203078
Brandon Bass,BOS,4,86.0,2,4,50.0,,,,50.0,4,101138
Brandon Rush,GSW,3,7.0,1,2,50.0,1.0,2.0,50.0,75.0,3,201575
Brendan Haywood,CLE,1,2.0,0,0,,,,,,0,2217
Brook Lopez,BKN,6,234.0,10,21,47.599999999999994,,,,47.599999999999994,20,201572
CJ McCollum,POR,5,166.0,10,21,47.599999999999994,9.0,19.0,47.4,69.0,29,203468
Chandler Parsons,DAL,1,37.0,0,2,0.0,0.0,2.0,0.0,0.0,0,202718
Charlie Villanueva,DAL,5,43.0,6,15,40.0,6.0,15.0,40.0,60.0,18,101111
Chris Kaman,POR,3,37.0,1,2,50.0,,,,50.0,2,2549
Chris Paul,LAC,12,445.0,13,26,50.0,11.0,20.0,55.00000000000001,71.2,37,101108
Clint Capela,HOU,17,127.0,0,0,,,,,,0,203991
Corey Brewer,HOU,17,428.0,13,43,30.2,12.0,37.0,32.4,44.2,38,201147
Cory Joseph,SAS,4,22.0,0,0,,,,,,0,202709
Courtney Lee,MEM,11,367.0,16,36,44.4,12.0,27.0,44.4,61.1,44,201584
Dahntay Jones,LAC,11,18.0,0,0,,,,,,0,2563
Damian Lillard,POR,5,201.0,2,7,28.599999999999998,2.0,6.0,33.300000000000004,42.9,6,203081
Danny Green,SAS,7,204.0,12,33,36.4,11.0,32.0,34.4,53.0,35,201980
Dante Cunningham,NOP,4,75.0,4,5,80.0,,,,80.0,8,201967
Darius Morris,BKN,1,5.0,0,0,,,,,,0,202721
David Lee,GSW,13,107.0,0,3,0.0,,,,0.0,0,101135
DeAndre Jordan,LAC,14,482.0,0,0,,,,,,0,201599
DeMar DeRozan,TOR,4,159.0,3,9,33.300000000000004,3.0,5.0,60.0,50.0,9,201942
DeMarre Carroll,ATL,16,558.0,27,62,43.5,25.0,58.0,43.1,63.7,79,201960
Dennis Schröder,ATL,16,290.0,6,14,42.9,4.0,11.0,36.4,57.099999999999994,16,203471
Deron Williams,BKN,6,192.0,10,23,43.5,9.0,20.0,45.0,63.0,29,101114
Derrick Rose,CHI,12,454.0,11,42,26.200000000000003,10.0,38.0,26.3,38.1,32,201565
Devin Harris,DAL,4,74.0,0,9,0.0,0.0,9.0,0.0,0.0,0,2734
Dirk Nowitzki,DAL,5,181.0,12,31,38.7,4.0,17.0,23.5,45.2,28,1717
Doug McDermott,CHI,3,10.0,1,2,50.0,1.0,2.0,50.0,75.0,3,203926
Draymond Green,GSW,21,784.0,24,89,27.0,23.0,82.0,28.000000000000004,39.900000000000006,71,203110
Drew Gooden,WAS,10,178.0,14,34,41.199999999999996,12.0,24.0,50.0,58.8,40,2400
Dwight Howard,HOU,17,574.0,0,0,,,,,,0,2730
Dwight Powell,DAL,2,3.0,0,0,,,,,,0,203939
E'Twaun Moore,CHI,3,9.0,1,1,100.0,1.0,1.0,100.0,150.0,3,202734
Earl Clark,BKN,2,13.0,2,7,28.599999999999998,2.0,3.0,66.7,42.9,6,201947
Ekpe Udoh,LAC,4,12.0,0,2,0.0,,,,0.0,0,202327
