PLAYER,TEAM,GP,W,L,MIN,DREB,ContestedDREB,ContestedDREB%,DREBChances,DREBChance%,DeferredDREB Chances,AdjustedDREB Chance%,AVG DREBDistance
Aaron Brooks,CHI,9,4,5,104,15,3,20.0,21,71.4,1,75.0,10.1
Al Horford,ATL,16,8,8,522,98,45,45.9,171,57.3,17,63.6,5.9
Al-Farouq Aminu,DAL,5,1,4,150,22,6,27.3,34,64.7,2,68.8,7.5
Alan Anderson,BKN,6,2,4,142,19,4,21.1,34,55.9,1,57.6,6.8
Alexis Ajinca,NOP,1,0,1,4,1,1,100.0,2,50.0,0,50.0,3.7
Allen Crabbe,POR,2,0,2,39,3,0,0.0,4,75.0,1,100.0,14.1
Alonzo Gee,POR,1,0,1,3,1,0,0.0,1,100.0,0,100.0,4.9
Amar'e Stoudemire,DAL,5,1,4,75,9,2,22.2,25,36.0,4,42.9,7.5
Amir Johnson,TOR,4,0,4,112,21,10,47.6,43,48.8,2,51.2,4.4
Andre Iguodala,GSW,20,16,4,598,74,10,13.5,112,66.1,4,68.5,8.3
Andrew Bogut,GSW,18,14,4,414,103,39,37.9,167,61.7,10,65.6,3.9
Anthony Davis,NOP,4,0,4,172,35,8,22.9,55,63.6,1,64.8,5.4
Aron Baynes,SAS,3,2,1,39,7,3,42.9,17,41.2,3,50.0,2.5
Arron Afflalo,POR,2,1,1,46,7,0,0.0,8,87.5,0,87.5,6.1
Austin Rivers,LAC,11,5,6,196,18,2,11.1,35,51.4,1,52.9,7.0
Avery Bradley,BOS,4,0,4,133,12,3,25.0,25,48.0,1,50.0,4.9
Beno Udrih,MEM,8,5,3,154,16,4,25.0,30,53.3,3,59.3,7.4
Blake Griffin,LAC,14,7,7,557,140,51,36.4,187,74.9,12,80.0,4.8
Bojan Bogdanovic,BKN,6,2,4,206,20,3,15.0,34,58.8,4,66.7,6.9
Boris Diaw,SAS,7,3,4,198,30,3,10.0,51,58.8,5,65.2,7.2
Bradley Beal,WAS,10,6,4,418,41,5,12.2,71,57.7,2,59.4,7.6
