PLAYER,TEAM,GP,W,L,MIN,OREB,ContestedOREB,ContestedOREB%,OREBChances,OREBChance%,DeferredOREB Chances,AdjustedOREB Chance%,AVG OREBDistance
Matthew Dellavedova,CLE,15,10,5,377,9,5,55.6,24,37.5,1,39.1,12.9
Meyers Leonard,POR,4,1,3,101,6,3,50.0,10,60.0,0,60.0,7.2
Michael Carter-Williams,MIL,6,2,4,191,1,1,100.0,13,7.7,2,9.1,2.8
Mike Conley,MEM,6,4,2,178,0,0,0.0,7,0.0,1,0.0,0.0
Mike Dunleavy,CHI,11,6,5,368,7,2,28.6,31,22.6,1,23.3,18.3
Mike Miller,CLE,2,1,1,29,0,0,0.0,1,0.0,0,0.0,0.0
Mike Muscala,ATL,8,5,3,87,8,6,75.0,17,47.1,0,47.1,8.7
Mike Scott,ATL,10,3,7,169,16,8,50.0,29,55.2,1,57.1,5.5
Miles Plumlee,MIL,1,0,1,16,3,3,100.0,8,37.5,0,37.5,3.1
Mirza Teletovic,BKN,3,1,2,16,0,0,0.0,0,0.0,0,0.0,0.0
Monta Ellis,DAL,4,1,3,158,4,1,25.0,10,40.0,0,40.0,13.7
Nazr Mohammed,CHI,3,1,2,14,3,3,100.0,5,60.0,0,60.0,2.1
Nene,WAS,10,6,4,257,25,14,56.0,54,46.3,1,47.2,7.4
Nick Calathes,MEM,7,2,5,122,1,0,0.0,12,8.3,0,8.3,13.1
Nick Johnson,HOU,3,1,2,25,1,0,0.0,5,20.0,1,25.0,1.9
Nicolas Batum,POR,5,1,4,209,6,2,33.3,21,28.6,0,28.6,11.2
Nikola Mirotic,CHI,10,4,6,161,7,5,71.4,26,26.9,0,26.9,5.7
Norris Cole,NOP,3,0,3,87,1,1,100.0,4,25.0,0,25.0,2.3
O.J. Mayo,MIL,6,2,4,156,1,0,0.0,13,7.7,1,8.3,21.5
Omer Asik,NOP,4,0,4,79,12,8,66.7,25,48.0,0,48.0,5.2
Otto Porter Jr.,WAS,10,6,4,331,24,14,58.3,72,33.3,2,34.3,7.6
Pablo Prigioni,HOU,11,6,5,213,6,1,16.7,24,25.0,1,26.1,11.8
Patrick Patterson,TOR,4,0,4,106,4,3,75.0,11,36.4,0,36.4,8.6
Patty Mills,SAS,7,3,4,112,4,2,50.0,9,44.4,1,50.0,13.4
Pau Gasol,CHI,10,6,4,317,17,13,76.5,45,37.8,1,38.6,5.0
Paul Millsap,ATL,16,8,8,566,36,22,61.1,99,36.4,1,36.7,6.2
Paul Pierce,WAS,10,6,4,298,0,0,0.0,13,0.0,1,0.0,0.0
Pero Antic,ATL,14,8,6,199,9,6,66.7,32,28.1,0,28.1,2.2
Phil Pressey,BOS,1,0,1,1,1,0,0.0,1,100.0,0,100.0,30.8
Quincy Pondexter,NOP,4,0,4,124,3,2,66.7,11,27.3,1,30.0,10.3
Rajon Rondo,DAL,1,0,1,10,1,0,0.0,1,100.0,0,100.0,18.8
Ramon Sessions,WAS,10,6,4,218,2,0,0.0,14,14.3,1,15.4,21.4
Rasual Butler,WAS,1,1,0,7,0,0,0.0,0,0.0,0,0.0,0.0
Raymond Felton,DAL,3,1,2,36,1,1,100.0,3,33.3,1,50.0,0.8
Richard Jefferson,DAL,2,0,2,16,0,0,0.0,1,0.0,0,0.0,0.0
Robin Lopez,POR,5,1,4,117,9,8,88.9,30,30.0,0,30.0,3.0
Ryan Anderson,NOP,4,0,4,95,7,7,100.0,14,50.0,0,50.0,3.3
Shaun Livingston,GSW,17,15,2,319,13,6,46.2,37,35.1,1,36.1,6.3
Shawn Marion,CLE,2,2,0,8,1,1,100.0,1,100.0,0,100.0,6.4
Shelvin Mack,ATL,5,2,3,85,2,1,50.0,5,40.0,0,40.0,4.1
Spencer Hawes,LAC,5,2,3,50,3,2,66.7,7,42.9,0,42.9,8.6
Stephen Curry,GSW,20,16,4,784,20,7,35.0,78,25.6,2,26.3,12.4
Steve Blake,POR,1,1,0,9,0,0,0.0,0,0.0,0,0.0,0.0
Taj Gibson,CHI,12,6,6,276,25,15,60.0,70,35.7,2,36.8,6.0
Terrence Jones,HOU,16,9,7,374,28,17,60.7,81,34.6,1,35.0,6.7
Terrence Ross,TOR,3,0,3,82,0,0,0.0,2,0.0,0,0.0,0.0
Thaddeus Young,BKN,6,2,4,190,17,15,88.2,37,45.9,0,45.9,4.2
Tiago Splitter,SAS,7,3,4,123,13,4,30.8,35,37.1,0,37.1,7.2
Tim Duncan,SAS,7,3,4,250,19,9,47.4,48,39.6,2,41.3,7.6
Timofey Mozgov,CLE,18,13,5,490,55,41,74.5,122,45.1,2,45.8,5.1
Tony Allen,MEM,9,6,3,273,14,9,64.3,49,28.6,1,29.2,8.1
Tony Parker,SAS,7,3,4,210,4,1,25.0,14,28.6,1,30.8,11.4
Tony Snell,CHI,8,3,5,108,1,0,0.0,4,25.0,0,25.0,15.7
Trevor Ariza,HOU,17,9,8,655,18,9,50.0,59,30.5,4,32.7,11.8
Tristan Thompson,CLE,19,13,6,687,81,58,71.6,218,37.2,6,38.2,5.0
Tyler Ennis,MIL,1,0,1,16,3,1,33.3,4,75.0,0,75.0,18.0
Tyler Hansbrough,TOR,2,0,2,23,1,0,0.0,6,16.7,0,16.7,14.6
Tyler Zeller,BOS,4,0,4,90,2,1,50.0,20,10.0,1,10.5,6.6
Tyreke Evans,NOP,4,0,4,125,3,3,100.0,14,21.4,0,21.4,2.5
Tyson Chandler,DAL,5,1,4,160,27,18,66.7,49,55.1,2,57.4,5.0
Vince Carter,MEM,11,6,5,196,13,7,53.8,33,39.4,0,39.4,6.5
Will Bynum,WAS,1,0,1,14,2,1,50.0,3,66.7,0,66.7,1.7
Zach Randolph,MEM,11,6,5,382,32,21,65.6,83,38.6,2,39.5,5.6
Zaza Pachulia,MIL,6,2,4,129,11,5,45.5,34,32.4,0,32.4,7.8
