PLAYER,TEAM,AGE,POSITION,GP,G,FREQ%,DFGM,DFGA,DFG%,FG%,Diff%
Arron Afflalo,POR,29,G,3,1,14.3,1.0,1.0,100.0,54.0,46.0
John Jenkins,ATL,24,G,2,1,20.0,1.0,1.0,100.0,54.9,45.1
Cory Joseph,SAS,23,G,4,1,20.0,2.0,2.0,100.0,56.9,43.2
Chandler Parsons,DAL,26,F,1,1,12.5,1.0,1.0,100.0,58.2,41.8
Rajon Rondo,DAL,29,G,2,1,16.7,1.0,1.0,100.0,58.2,41.8
Justin Holiday,GSW,26,G,3,1,25.0,1.0,1.0,100.0,59.7,40.3
Kostas Papanikolaou,HOU,24,F,3,1,25.0,2.0,2.0,100.0,60.0,40.0
Jordan Adams,MEM,20,G,1,1,50.0,1.0,1.0,100.0,60.5,39.5
Mike Miller,CLE,35,G-F,7,2,12.5,2.0,2.0,100.0,61.8,38.3
Earl Clark,BKN,27,F,2,2,50.0,4.0,4.0,100.0,62.3,37.7
Lester Hudson,LAC,30,G,4,1,12.5,1.0,1.0,100.0,62.5,37.5
Alexis Ajinca,NOP,27,C,2,2,40.0,2.0,2.0,100.0,62.7,37.4
O.J. Mayo,MIL,27,G,6,6,22.5,8.0,9.0,88.9,54.5,34.4
DeMar DeRozan,TOR,25,G,4,4,20.0,7.0,7.0,100.0,66.3,33.7
Jonas Jerebko,BOS,28,F,4,1,10.5,2.0,2.0,100.0,66.8,33.2
Shawn Marion,CLE,37,G-F,4,2,28.6,2.0,2.0,100.0,67.2,32.8
Joe Harris,CLE,23,G,1,1,50.0,2.0,2.0,100.0,69.7,30.3
Al-Farouq Aminu,DAL,24,F,5,5,32.1,16.0,18.0,88.9,60.2,28.7
Greivis Vasquez,TOR,28,G,4,4,34.4,10.0,11.0,90.9,62.2,28.7
Leandro Barbosa,GSW,32,G,16,9,26.1,10.0,12.0,83.3,56.1,27.2
Austin Rivers,LAC,22,G,14,8,18.1,11.0,13.0,84.6,58.7,25.9
Vince Carter,MEM,38,G-F,10,6,27.6,14.0,16.0,87.5,62.0,25.5
Pablo Prigioni,HOU,38,G,17,13,25.2,23.0,27.0,85.2,61.0,24.2
Kris Humphries,WAS,30,F,1,1,100.0,2.0,2.0,100.0,77.8,22.2
Shelvin Mack,ATL,25,G,7,4,25.9,6.0,7.0,85.7,63.7,22.0
Lou Williams,TOR,28,G,4,2,25.0,4.0,5.0,80.0,58.0,22.0
Nikola Mirotic,CHI,24,F,11,8,24.6,14.0,17.0,82.4,60.5,21.8
Tony Parker,SAS,33,G,7,4,13.0,5.0,6.0,83.3,62.7,20.6
Charlie Villanueva,DAL,30,F,4,3,62.5,8.0,10.0,80.0,60.6,19.4
Jason Terry,HOU,37,G,17,13,13.9,19.0,24.0,79.2,60.6,18.6
Mike Conley,MEM,27,G,8,4,11.8,8.0,10.0,80.0,61.4,18.6
Deron Williams,BKN,31,G,6,6,29.0,16.0,20.0,80.0,62.2,17.8
Isaiah Thomas,BOS,26,G,4,2,11.4,3.0,4.0,75.0,57.5,17.6
Khris Middleton,MIL,23,G-F,6,6,16.2,9.0,12.0,75.0,57.9,17.1
Kirk Hinrich,CHI,34,G,8,4,12.9,3.0,4.0,75.0,58.4,16.6
Zaza Pachulia,MIL,31,C,6,6,43.1,16.0,22.0,72.7,56.4,16.3
Nick Johnson,HOU,22,G,6,3,35.0,6.0,7.0,85.7,70.2,15.6
Jeff Teague,ATL,27,G,16,13,17.4,17.0,23.0,73.9,58.4,15.5
Matt Bonner,SAS,35,C-F,5,4,35.7,4.0,5.0,80.0,64.6,15.4
Kyle Lowry,TOR,29,G,4,4,20.5,6.0,8.0,75.0,59.9,15.1
Steve Blake,POR,35,G,5,3,17.4,3.0,4.0,75.0,61.1,14.0
Aaron Brooks,CHI,30,G,12,4,10.0,3.0,4.0,75.0,61.6,13.4
Jarrett Jack,BKN,31,G,6,6,22.9,8.0,11.0,72.7,59.7,13.1
Courtney Lee,MEM,29,G,11,10,18.3,15.0,20.0,75.0,63.4,11.6
Terrence Jones,HOU,23,F,17,17,32.9,42.0,57.0,73.7,62.4,11.3
Dennis Schroder,ATL,21,G,16,8,20.0,11.0,17.0,64.7,53.9,10.8
Damian Lillard,POR,24,G,5,5,26.7,11.0,16.0,68.8,58.0,10.8
Zach Randolph,MEM,33,F,11,9,26.7,25.0,35.0,71.4,61.5,9.9
Jon Leuer,MEM,26,F,2,2,50.0,1.0,2.0,50.0,40.3,9.8
Joe Johnson,BKN,34,F-G,6,5,31.7,14.0,20.0,70.0,60.4,9.6
Jamal Crawford,LAC,35,G,14,7,17.1,10.0,14.0,71.4,61.9,9.5
Norris Cole,NOP,26,G,4,2,10.3,3.0,4.0,75.0,65.5,9.5
Trevor Ariza,HOU,29,F,17,16,24.4,37.0,51.0,72.5,63.3,9.2
Eric Gordon,NOP,26,G,4,4,28.2,8.0,11.0,72.7,63.5,9.2
Devin Harris,DAL,32,G,4,4,43.5,7.0,10.0,70.0,60.8,9.2
Omer Asik,NOP,28,C,4,4,53.8,10.0,14.0,71.4,62.6,8.8
Chris Paul,LAC,30,G,12,11,22.0,18.0,26.0,69.2,61.2,8.0
Danny Green,SAS,28,G-F,7,6,22.8,13.0,18.0,72.2,64.3,7.9
Marcus Smart,BOS,21,G,4,2,24.1,5.0,7.0,71.4,63.5,7.9
Beno Udrih,MEM,32,G,10,7,19.7,9.0,13.0,69.2,61.4,7.8
Evan Turner,BOS,26,G-F,4,3,25.5,9.0,13.0,69.2,61.9,7.3
Kawhi Leonard,SAS,24,F,7,7,20.0,12.0,16.0,75.0,67.8,7.2
Matthew Dellavedova,CLE,24,G,19,14,22.9,26.0,40.0,65.0,58.1,6.9
Tiago Splitter,SAS,30,C,7,6,22.4,8.0,11.0,72.7,66.1,6.6
Jae Crowder,BOS,24,F,4,4,27.3,6.0,9.0,66.7,60.2,6.5
Iman Shumpert,CLE,25,G,20,18,23.5,31.0,47.0,66.0,59.6,6.4
James Harden,HOU,25,G,17,16,31.5,43.0,62.0,69.4,63.1,6.3
JJ Redick,LAC,31,G,14,12,19.9,24.0,36.0,66.7,60.6,6.1
Nicolas Batum,POR,26,F,5,5,23.0,9.0,14.0,64.3,58.7,5.6
James Jones,CLE,34,F,19,18,41.1,31.0,46.0,67.4,62.0,5.4
Paul Pierce,WAS,37,F,10,10,33.6,26.0,39.0,66.7,62.3,4.3
Nene,WAS,32,F-C,10,10,44.6,30.0,45.0,66.7,62.6,4.1
Corey Brewer,HOU,29,G-F,17,15,26.3,24.0,36.0,66.7,62.7,4.0
Bradley Beal,WAS,22,G,10,9,16.9,13.0,20.0,65.0,61.0,4.0
Tyson Chandler,DAL,32,C,5,5,60.6,39.0,60.0,65.0,61.1,3.9
Matt Barnes,LAC,35,F,14,13,29.1,35.0,53.0,66.0,62.2,3.8
J.J. Barea,DAL,31,G,5,4,29.6,5.0,8.0,62.5,58.7,3.8
Kevin Love,CLE,26,F,4,4,43.8,13.0,21.0,61.9,58.2,3.7
Otto Porter Jr.,WAS,22,F,10,9,22.1,14.0,21.0,66.7,63.0,3.7
Robin Lopez,POR,27,C,5,4,28.6,11.0,18.0,61.1,57.6,3.5
Marreese Speights,GSW,27,C-F,9,9,30.0,7.0,12.0,58.3,55.3,3.1
Kyrie Irving,CLE,23,G,13,13,29.7,28.0,46.0,60.9,58.0,2.9
Quincy Pondexter,NOP,27,F-G,4,4,24.3,6.0,9.0,66.7,64.7,1.9
Mirza Teletovic,BKN,29,F,3,2,23.1,2.0,3.0,66.7,65.2,1.5
Nick Calathes,MEM,26,G,6,5,25.6,7.0,11.0,63.6,62.4,1.3
DeMarre Carroll,ATL,28,F,16,14,20.2,24.0,39.0,61.5,60.7,0.8
Ryan Anderson,NOP,27,F,4,4,29.7,7.0,11.0,63.6,63.0,0.7
Avery Bradley,BOS,24,G,4,3,20.5,5.0,8.0,62.5,62.0,0.5
Kyle Korver,ATL,34,G,14,13,27.4,29.0,48.0,60.4,60.1,0.3
Derrick Rose,CHI,26,G,12,9,22.8,19.0,33.0,57.6,57.4,0.1
Mike Dunleavy,CHI,34,F,12,12,25.0,19.0,32.0,59.4,59.3,0.1
Stephen Curry,GSW,27,G,21,14,17.5,20.0,34.0,58.8,58.8,0.0
Michael Carter-Williams,MIL,23,G,6,6,22.2,9.0,16.0,56.3,56.6,-0.4
Pero Antic,ATL,32,F-C,14,14,39.8,21.0,35.0,60.0,60.5,-0.5
Dirk Nowitzki,DAL,37,F,5,5,45.6,21.0,36.0,58.3,59.5,-1.1
Ersan Ilyasova,MIL,28,F,6,6,35.7,8.0,15.0,53.3,54.5,-1.2
Ramon Sessions,WAS,29,G,9,5,21.5,8.0,14.0,57.1,58.4,-1.2
Brook Lopez,BKN,27,C,6,6,40.2,27.0,45.0,60.0,61.4,-1.4
Patrick Patterson,TOR,26,F,4,4,32.8,11.0,19.0,57.9,59.3,-1.4
Thaddeus Young,BKN,27,F,6,6,42.6,17.0,29.0,58.6,60.3,-1.6
Amir Johnson,TOR,28,F,4,4,55.8,15.0,24.0,62.5,64.1,-1.6
Klay Thompson,GSW,25,G,21,20,21.6,27.0,47.0,57.4,59.2,-1.8
Tyler Zeller,BOS,25,C-F,4,4,64.1,15.0,25.0,60.0,62.0,-2.0
Aron Baynes,SAS,28,C-F,3,3,60.0,7.0,12.0,58.3,60.5,-2.1
Tristan Thompson,CLE,24,C-F,20,20,38.3,68.0,121.0,56.2,58.6,-2.4
Blake Griffin,LAC,26,F,14,14,38.8,52.0,87.0,59.8,62.2,-2.4
Harrison Barnes,GSW,23,F,21,21,33.3,40.0,71.0,56.3,59.2,-2.8
Jared Dudley,MIL,29,F-G,6,6,41.7,8.0,15.0,53.3,56.4,-3.1
Drew Gooden,WAS,33,F,10,10,44.6,16.0,29.0,55.2,58.9,-3.7
David Lee,GSW,32,F-C,11,11,48.4,17.0,30.0,56.7,60.6,-4.0
Anthony Davis,NOP,22,F-C,4,4,38.4,16.0,28.0,57.1,61.3,-4.1
Mason Plumlee,BKN,25,C-F,5,5,50.0,6.0,11.0,54.5,59.0,-4.5
Jonas Valanciunas,TOR,23,C,4,4,48.6,11.0,18.0,61.1,66.0,-4.9
Allen Crabbe,POR,23,F,2,2,50.0,2.0,4.0,50.0,54.9,-4.9
Jrue Holiday,NOP,25,G,3,3,33.3,4.0,7.0,57.1,62.2,-5.1
Andre Iguodala,GSW,31,G-F,21,20,24.4,24.0,44.0,54.5,59.7,-5.2
Marco Belinelli,SAS,29,F-G,7,3,13.6,2.0,3.0,66.7,71.9,-5.2
Joakim Noah,CHI,30,C,12,12,44.3,36.0,66.0,54.5,60.1,-5.6
Tyler Hansbrough,TOR,29,F-C,4,4,26.9,4.0,7.0,57.1,62.8,-5.7
Marc Gasol,MEM,30,C,11,11,52.8,48.0,86.0,55.8,61.6,-5.8
John Wall,WAS,24,G,7,7,17.9,9.0,17.0,52.9,58.8,-5.9
Garrett Temple,WAS,29,G,3,1,40.0,1.0,2.0,50.0,56.0,-6.0
Jerryd Bayless,MIL,26,G,6,5,21.1,4.0,8.0,50.0,56.5,-6.5
Josh Smith,HOU,29,F,17,17,42.4,45.0,81.0,55.6,62.3,-6.7
JR Smith,CLE,29,G-F,18,15,27.3,21.0,39.0,53.8,60.5,-6.7
Draymond Green,GSW,25,F,21,20,37.0,76.0,143.0,53.1,59.9,-6.8
LeBron James,CLE,30,F,20,20,37.5,38.0,72.0,52.8,59.6,-6.9
Hedo Turkoglu,LAC,36,F,9,5,25.0,3.0,6.0,50.0,57.4,-7.4
Jeff Ayres,SAS,28,F-C,2,1,33.3,1.0,2.0,50.0,57.4,-7.4
Dwight Howard,HOU,29,C,17,17,53.6,66.0,120.0,55.0,62.5,-7.5
Jared Sullinger,BOS,23,F,4,3,35.0,4.0,7.0,57.1,64.7,-7.5
Glen Davis,LAC,29,F-C,14,11,37.1,14.0,26.0,53.8,61.4,-7.6
DeAndre Jordan,LAC,26,C,14,13,49.5,48.0,90.0,53.3,61.4,-8.0
