TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%
Cleveland Cavaliers,22,22,29.2,219,498,44.0,51.6,15.1,143,258,55.4,14.1,76,240,31.7
Boston Celtics,19,19,31.9,210,468,44.9,52.0,18.0,143,264,54.2,13.9,67,204,32.8
Golden State Warriors,21,21,27.0,178,462,38.5,46.0,13.4,109,230,47.4,13.5,69,232,29.7
Houston Rockets,17,17,27.9,173,366,47.3,56.3,14.5,107,190,56.3,13.4,66,176,37.5
Utah Jazz,11,11,31.0,119,278,42.8,50.4,16.9,77,152,50.7,14.0,42,126,33.3
Toronto Raptors,10,10,30.0,116,240,48.3,55.0,19.1,84,153,54.9,10.9,32,87,36.8
Philadelphia 76ers,10,10,28.9,108,228,47.4,56.1,15.6,68,123,55.3,13.3,40,105,38.1
Indiana Pacers,7,7,37.4,75,192,39.1,48.2,17.3,40,89,44.9,20.0,35,103,34.0
New Orleans Pelicans,9,9,23.5,81,185,43.8,50.8,12.5,55,98,56.1,11.1,26,87,29.9
Milwaukee Bucks,7,7,32.6,79,175,45.1,52.9,15.5,52,83,62.7,17.1,27,92,29.3
Oklahoma City Thunder,6,6,28.2,56,135,41.5,48.1,15.4,38,74,51.4,12.7,18,61,29.5
Minnesota Timberwolves,5,5,28.5,49,121,40.5,53.3,8.3,18,35,51.4,20.3,31,86,36.0
Miami Heat,5,5,29.6,44,120,36.7,48.3,12.3,16,50,32.0,17.3,28,70,40.0
Washington Wizards,6,6,25.5,58,119,48.7,57.6,14.2,37,66,56.1,11.4,21,53,39.6
San Antonio Spurs,5,5,28.3,60,113,53.1,59.3,17.0,46,68,67.6,11.3,14,45,31.1
Portland Trail Blazers,4,4,29.3,47,94,50.0,59.0,17.1,30,55,54.5,12.1,17,39,43.6
