TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%
Golden State Warriors,21,21,23.5,170,403,42.2,56.7,5.0,53,86,61.6,18.5,117,317,36.9
Cleveland Cavaliers,22,22,23.4,165,400,41.3,55.9,5.3,48,91,52.7,18.1,117,309,37.9
Boston Celtics,19,19,22.9,142,336,42.3,56.0,5.9,50,86,58.1,17.1,92,250,36.8
Houston Rockets,17,17,20.1,126,264,47.7,64.6,4.7,37,61,60.7,15.5,89,203,43.8
Philadelphia 76ers,10,10,25.7,94,203,46.3,61.3,7.1,33,56,58.9,18.6,61,147,41.5
New Orleans Pelicans,9,9,24.9,83,196,42.3,55.4,7.1,32,56,57.1,17.8,51,140,36.4
Toronto Raptors,10,10,24.4,94,195,48.2,61.5,9.5,42,76,55.3,14.9,52,119,43.7
Utah Jazz,11,11,20.2,82,181,45.3,62.7,4.1,19,37,51.4,16.0,63,144,43.8
Oklahoma City Thunder,6,6,30.5,60,146,41.1,57.2,5.8,13,28,46.4,24.6,47,118,39.8
Minnesota Timberwolves,5,5,25.2,43,107,40.2,56.1,2.1,9,9,100.0,23.1,34,98,34.7
Indiana Pacers,7,7,18.9,39,97,40.2,54.6,2.7,11,14,78.6,16.1,28,83,33.7
Milwaukee Bucks,7,7,17.5,43,94,45.7,63.8,3.5,9,19,47.4,14.0,34,75,45.3
Washington Wizards,6,6,19.7,47,92,51.1,70.7,4.1,11,19,57.9,15.7,36,73,49.3
San Antonio Spurs,5,5,20.1,35,80,43.8,59.4,4.3,10,17,58.8,15.8,25,63,39.7
Miami Heat,5,5,18.3,36,74,48.6,62.8,5.2,15,21,71.4,13.1,21,53,39.6
Portland Trail Blazers,4,4,20.9,28,67,41.8,54.5,5.3,11,17,64.7,15.6,17,50,34.0
