PLAYER,TEAM,AGE,POSITION,GP,G,FREQ%,DFGM,DFGA,DFG%,FG%,DIFF%,year
Draymond Green,GSW,25,F,21,21,100,165,386,42.7,46.4,-3.7,2015
Tristan Thompson,CLE,24,C-F,20,20,100,130,316,41.1,45.6,-4.5,2015
Timofey Mozgov,CLE,28,C,20,20,100,110,277,39.7,46.2,-6.5,2015
Paul Millsap,ATL,30,F,16,16,100,116,240,48.3,46.3,2.0,2015
Blake Griffin,LAC,26,F,14,14,100,97,224,43.3,47.6,-4.3,2015
Dwight Howard,HOU,29,C,17,17,100,106,224,47.3,49.2,-1.9,2015
Klay Thompson,GSW,25,G,21,21,100,90,218,41.3,44.2,-2.9,2015
Harrison Barnes,GSW,23,F,21,21,100,83,213,39.0,45.6,-6.6,2015
Al Horford,ATL,29,C-F,16,16,100,77,212,36.3,46.4,-10.1,2015
Trevor Ariza,HOU,29,F,17,17,100,89,209,42.6,46.0,-3.5,2015
Iman Shumpert,CLE,25,G,20,20,100,85,200,42.5,45.2,-2.7,2015
Andrew Bogut,GSW,30,C,19,19,100,88,200,44.0,48.2,-4.2,2015
James Harden,HOU,25,G,17,17,100,87,197,44.2,47.1,-2.9,2015
Stephen Curry,GSW,27,G,21,21,100,75,194,38.7,42.8,-4.1,2015
DeMarre Carroll,ATL,28,F,16,16,100,83,193,43.0,44.6,-1.6,2015
LeBron James,CLE,30,F,20,20,100,81,192,42.2,45.1,-2.9,2015
Josh Smith,HOU,29,F,17,17,100,90,191,47.1,47.3,-0.2,2015
Jimmy Butler,CHI,25,G-F,12,12,100,67,190,35.3,45.8,-10.5,2015
DeAndre Jordan,LAC,26,C,14,14,100,93,182,51.1,48.5,2.6,2015
Matt Barnes,LAC,35,F,14,14,100,82,182,45.1,45.7,-0.7,2015
JJ Redick,LAC,31,G,14,14,100,73,181,40.3,43.8,-3.5,2015
Andre Iguodala,GSW,31,G-F,21,21,100,70,180,38.9,44.4,-5.6,2015
Kyle Korver,ATL,34,G,14,14,100,71,175,40.6,43.5,-2.9,2015
Matthew Dellavedova,CLE,24,G,19,19,100,73,175,41.7,44.8,-3.1,2015
Terrence Jones,HOU,23,F,17,17,100,87,173,50.3,47.6,2.7,2015
Jason Terry,HOU,37,G,17,17,100,80,173,46.2,45.9,0.4,2015
Marc Gasol,MEM,30,C,11,11,100,65,163,39.9,46.9,-7.0,2015
Marcin Gortat,WAS,31,C,10,10,100,71,157,45.2,48.0,-2.8,2015
Kyrie Irving,CLE,23,G,13,13,100,67,155,43.2,43.3,-0.1,2015
Joakim Noah,CHI,30,C,12,12,100,66,149,44.3,47.3,-3.0,2015
Derrick Rose,CHI,26,G,12,12,100,58,145,40.0,43.1,-3.1,2015
JR Smith,CLE,29,G-F,18,18,100,53,143,37.1,45.1,-8.0,2015
Corey Brewer,HOU,29,G-F,17,17,100,57,137,41.6,45.1,-3.5,2015
Jeff Teague,ATL,27,G,16,16,100,52,132,39.4,42.3,-2.9,2015
Zach Randolph,MEM,33,F,11,11,100,61,131,46.6,46.5,0.1,2015
Mike Dunleavy,CHI,34,F,12,12,100,56,128,43.8,44.1,-0.4,2015
Pau Gasol,CHI,34,F-C,10,10,100,49,121,40.5,48.1,-7.6,2015
Chris Paul,LAC,30,G,12,12,100,49,118,41.5,45.5,-4.0,2015
Bradley Beal,WAS,22,G,10,10,100,53,118,44.9,43.9,1.0,2015
Paul Pierce,WAS,37,F,10,10,100,59,116,50.9,45.7,5.2,2015
Shaun Livingston,GSW,29,G,21,21,100,42,112,37.5,43.0,-5.5,2015
Brook Lopez,BKN,27,C,6,6,100,48,112,42.9,47.9,-5.0,2015
James Jones,CLE,34,F,19,19,100,55,112,49.1,45.1,4.0,2015
Courtney Lee,MEM,29,G,11,11,100,48,109,44.0,44.6,-0.5,2015
Pablo Prigioni,HOU,38,G,17,17,100,57,107,53.3,45.5,7.8,2015
Kent Bazemore,ATL,25,G,16,16,100,46,104,44.2,43.9,0.3,2015
Tim Duncan,SAS,39,F,7,7,100,47,104,45.2,52.2,-7.0,2015
Nene,WAS,32,F-C,10,10,100,46,101,45.5,49.0,-3.5,2015
