TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%
Miami Heat,23,23,33.0,311,660,47.1,57.3,15.9,176,318,55.3,17.1,135,342,39.5
Boston Celtics,20,20,30.1,233,514,45.3,56.6,11.3,117,193,60.6,18.8,116,321,36.1
Denver Nuggets,20,20,28.6,230,492,46.7,56.5,14.1,134,243,55.1,14.5,96,249,38.6
Los Angeles Lakers,16,16,30.5,181,425,42.6,50.5,15.6,114,218,52.3,14.8,67,207,32.4
Golden State Warriors,13,13,31.4,173,382,45.3,55.0,13.4,99,163,60.7,18.0,74,219,33.8
New York Knicks,11,11,34.2,127,306,41.5,48.5,16.4,84,147,57.1,17.7,43,159,27.0
Philadelphia 76ers,11,11,30.4,129,281,45.9,53.0,16.1,89,149,59.7,14.3,40,132,30.3
Phoenix Suns,11,11,27.9,133,266,50.0,57.5,16.6,93,159,58.5,11.2,40,107,37.4
Sacramento Kings,7,7,30.2,75,202,37.1,45.0,12.0,43,80,53.8,18.2,32,122,26.2
Atlanta Hawks,6,6,29.4,77,170,45.3,54.4,15.1,46,87,52.9,14.4,31,83,37.3
Milwaukee Bucks,5,5,34.6,70,160,43.8,54.7,14.0,35,65,53.8,20.5,35,95,36.8
Memphis Grizzlies,6,6,24.0,50,137,36.5,45.3,10.1,26,58,44.8,13.8,24,79,30.4
Minnesota Timberwolves,5,5,29.8,51,123,41.5,50.8,11.9,28,49,57.1,17.9,23,74,31.1
Cleveland Cavaliers,5,5,30.4,53,119,44.5,50.0,17.3,40,68,58.8,13.0,13,51,25.5
Brooklyn Nets,4,4,35.3,42,109,38.5,46.3,16.5,25,51,49.0,18.8,17,58,29.3
LA Clippers,5,5,23.7,41,105,39.0,45.7,12.9,27,57,47.4,10.8,14,48,29.2
