TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%
Denver Nuggets,20,20,8.4,65,144,45.1,45.1,8.3,65,142,45.8,0.1,0,2,0.0
Boston Celtics,20,20,7.8,67,134,50.0,50.0,7.6,67,130,51.5,0.2,0,4,0.0
Miami Heat,23,22,6.1,54,121,44.6,45.5,5.7,52,113,46.0,0.4,2,8,25.0
Los Angeles Lakers,16,16,8.2,59,114,51.8,51.8,8.1,59,113,52.2,0.1,0,1,0.0
Golden State Warriors,13,13,7.0,36,85,42.4,43.5,6.0,34,73,46.6,1.0,2,12,16.7
Philadelphia 76ers,11,11,6.9,23,64,35.9,35.9,6.9,23,64,35.9,0.0,0,0,-
New York Knicks,11,11,6.4,27,57,47.4,47.4,6.4,27,57,47.4,0.0,0,0,-
Sacramento Kings,7,7,8.1,25,54,46.3,46.3,8.1,25,54,46.3,0.0,0,0,-
Memphis Grizzlies,6,6,8.9,21,51,41.2,42.2,8.7,20,50,40.0,0.2,1,1,100
Phoenix Suns,11,11,4.8,20,46,43.5,43.5,4.5,20,43,46.5,0.3,0,3,0.0
Milwaukee Bucks,5,5,7.6,19,35,54.3,55.7,6.9,18,32,56.3,0.6,1,3,33.3
Atlanta Hawks,6,6,6.1,12,35,34.3,34.3,5.7,12,33,36.4,0.3,0,2,0.0
LA Clippers,5,5,7.2,15,32,46.9,46.9,7.0,15,31,48.4,0.2,0,1,0.0
Minnesota Timberwolves,5,5,7.5,11,31,35.5,35.5,7.5,11,31,35.5,0.0,0,0,-
Cleveland Cavaliers,5,5,7.4,19,29,65.5,65.5,7.4,19,29,65.5,0.0,0,0,-
Brooklyn Nets,4,4,6.8,11,21,52.4,52.4,6.8,11,21,52.4,0.0,0,0,-
