TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%,shot_coverage,year
Miami Heat,23,23,33.0,311,660,47.1,57.3,15.9,176,318,55.3,17.1,135,342,39.5,open,2023
Boston Celtics,20,20,30.1,233,514,45.3,56.6,11.3,117,193,60.6,18.8,116,321,36.1,open,2023
Denver Nuggets,20,20,28.6,230,492,46.7,56.5,14.1,134,243,55.1,14.5,96,249,38.6,open,2023
Los Angeles Lakers,16,16,30.5,181,425,42.6,50.5,15.6,114,218,52.3,14.8,67,207,32.4,open,2023
Golden State Warriors,13,13,31.4,173,382,45.3,55.0,13.4,99,163,60.7,18.0,74,219,33.8,open,2023
New York Knicks,11,11,34.2,127,306,41.5,48.5,16.4,84,147,57.1,17.7,43,159,27.0,open,2023
Philadelphia 76ers,11,11,30.4,129,281,45.9,53.0,16.1,89,149,59.7,14.3,40,132,30.3,open,2023
Phoenix Suns,11,11,27.9,133,266,50.0,57.5,16.6,93,159,58.5,11.2,40,107,37.4,open,2023
Sacramento Kings,7,7,30.2,75,202,37.1,45.0,12.0,43,80,53.8,18.2,32,122,26.2,open,2023
Atlanta Hawks,6,6,29.4,77,170,45.3,54.4,15.1,46,87,52.9,14.4,31,83,37.3,open,2023
Milwaukee Bucks,5,5,34.6,70,160,43.8,54.7,14.0,35,65,53.8,20.5,35,95,36.8,open,2023
Memphis Grizzlies,6,6,24.0,50,137,36.5,45.3,10.1,26,58,44.8,13.8,24,79,30.4,open,2023
Minnesota Timberwolves,5,5,29.8,51,123,41.5,50.8,11.9,28,49,57.1,17.9,23,74,31.1,open,2023
Cleveland Cavaliers,5,5,30.4,53,119,44.5,50.0,17.3,40,68,58.8,13.0,13,51,25.5,open,2023
Brooklyn Nets,4,4,35.3,42,109,38.5,46.3,16.5,25,51,49.0,18.8,17,58,29.3,open,2023
LA Clippers,5,5,23.7,41,105,39.0,45.7,12.9,27,57,47.4,10.8,14,48,29.2,open,2023
Miami Heat,23,23,44.5,390,888,43.9,46.5,36.0,345,718,48.1,8.5,45,170,26.5,tight,2023
Denver Nuggets,20,20,45.4,418,781,53.5,55.8,39.0,382,670,57.0,6.5,36,111,32.4,tight,2023
Boston Celtics,20,20,40.1,354,686,51.6,54.3,32.5,317,556,57.0,7.6,37,130,28.5,tight,2023
Los Angeles Lakers,16,16,39.8,291,555,52.4,53.1,37.0,284,516,55.0,2.8,7,39,17.9,tight,2023
Golden State Warriors,13,13,43.1,245,524,46.8,50.7,32.9,204,400,51.0,10.2,41,124,33.1,tight,2023
Phoenix Suns,11,11,49.3,241,471,51.2,53.4,43.0,220,411,53.5,6.3,21,60,35.0,tight,2023
Philadelphia 76ers,11,11,39.4,154,364,42.3,44.2,33.5,140,310,45.2,5.8,14,54,25.9,tight,2023
New York Knicks,11,11,40.1,172,359,47.9,49.6,34.9,160,313,51.1,5.1,12,46,26.1,tight,2023
Sacramento Kings,7,7,37.2,123,249,49.4,50.6,34.1,117,228,51.3,3.1,6,21,28.6,tight,2023
Memphis Grizzlies,6,6,42.0,111,240,46.3,47.1,39.5,107,226,47.3,2.4,4,14,28.6,tight,2023
Atlanta Hawks,6,6,39.4,112,228,49.1,51.3,35.8,102,207,49.3,3.6,10,21,47.6,tight,2023
LA Clippers,5,5,44.5,98,197,49.7,51.8,38.8,90,172,52.3,5.6,8,25,32.0,tight,2023
Minnesota Timberwolves,5,5,44.8,99,185,53.5,55.4,40.0,92,165,55.8,4.8,7,20,35.0,tight,2023
Milwaukee Bucks,5,5,36.9,90,171,52.6,55.8,31.3,79,145,54.5,5.6,11,26,42.3,tight,2023
Cleveland Cavaliers,5,5,41.3,71,162,43.8,46.6,34.2,62,134,46.3,7.1,9,28,32.1,tight,2023
Brooklyn Nets,4,4,35.9,55,111,49.5,52.3,29.1,49,90,54.4,6.8,6,21,28.6,tight,2023
Denver Nuggets,20,20,8.4,65,144,45.1,45.1,8.3,65,142,45.8,0.1,0,2,0.0,very_tight,2023
Boston Celtics,20,20,7.8,67,134,50.0,50.0,7.6,67,130,51.5,0.2,0,4,0.0,very_tight,2023
Miami Heat,23,22,6.1,54,121,44.6,45.5,5.7,52,113,46.0,0.4,2,8,25.0,very_tight,2023
Los Angeles Lakers,16,16,8.2,59,114,51.8,51.8,8.1,59,113,52.2,0.1,0,1,0.0,very_tight,2023
Golden State Warriors,13,13,7.0,36,85,42.4,43.5,6.0,34,73,46.6,1.0,2,12,16.7,very_tight,2023
Philadelphia 76ers,11,11,6.9,23,64,35.9,35.9,6.9,23,64,35.9,0.0,0,0,-,very_tight,2023
New York Knicks,11,11,6.4,27,57,47.4,47.4,6.4,27,57,47.4,0.0,0,0,-,very_tight,2023
Sacramento Kings,7,7,8.1,25,54,46.3,46.3,8.1,25,54,46.3,0.0,0,0,-,very_tight,2023
Memphis Grizzlies,6,6,8.9,21,51,41.2,42.2,8.7,20,50,40.0,0.2,1,1,100,very_tight,2023
Phoenix Suns,11,11,4.8,20,46,43.5,43.5,4.5,20,43,46.5,0.3,0,3,0.0,very_tight,2023
Milwaukee Bucks,5,5,7.6,19,35,54.3,55.7,6.9,18,32,56.3,0.6,1,3,33.3,very_tight,2023
Atlanta Hawks,6,6,6.1,12,35,34.3,34.3,5.7,12,33,36.4,0.3,0,2,0.0,very_tight,2023
LA Clippers,5,5,7.2,15,32,46.9,46.9,7.0,15,31,48.4,0.2,0,1,0.0,very_tight,2023
Minnesota Timberwolves,5,5,7.5,11,31,35.5,35.5,7.5,11,31,35.5,0.0,0,0,-,very_tight,2023
Cleveland Cavaliers,5,5,7.4,19,29,65.5,65.5,7.4,19,29,65.5,0.0,0,0,-,very_tight,2023
Brooklyn Nets,4,4,6.8,11,21,52.4,52.4,6.8,11,21,52.4,0.0,0,0,-,very_tight,2023
Boston Celtics,20,20,22.0,163,376,43.4,60.4,3.4,35,58,60.3,18.6,128,318,40.3,wide_open,2023
