TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%
Boston Celtics,82,82,36.2,1208,2400,50.3,52.0,32.3,1130,2147,52.6,3.8,78,253,30.8
Portland Trail Blazers,82,82,35.5,1193,2395,49.8,51.1,32.6,1132,2204,51.4,2.8,61,191,31.9
Phoenix Suns,82,82,36.0,1184,2374,49.9,51.8,31.7,1093,2089,52.3,4.3,91,285,31.9
Golden State Warriors,82,82,35.4,1133,2335,48.5,50.0,31.6,1064,2085,51.0,3.8,69,250,27.6
Charlotte Hornets,82,82,35.9,1110,2303,48.2,49.6,32.0,1044,2054,50.8,3.9,66,249,26.5
New Orleans Pelicans,82,82,36.5,1218,2299,53.0,54.2,33.4,1164,2104,55.3,3.1,54,195,27.7
Toronto Raptors,82,82,35.5,1194,2284,52.3,53.7,31.9,1127,2052,54.9,3.6,67,232,28.9
Denver Nuggets,82,82,34.8,1148,2273,50.5,52.1,30.8,1075,2014,53.4,4.0,73,259,28.2
Dallas Mavericks,82,82,34.5,1120,2260,49.6,51.0,30.7,1053,2012,52.3,3.8,67,248,27.0
San Antonio Spurs,82,82,35.2,1124,2259,49.8,51.4,31.5,1051,2022,52.0,3.7,73,237,30.8
Sacramento Kings,82,82,33.1,1143,2243,51.0,52.6,29.3,1068,1985,53.8,3.8,75,258,29.1
Detroit Pistons,82,82,34.7,1143,2231,51.2,53.2,30.6,1057,1967,53.7,4.1,86,264,32.6
Los Angeles Clippers,82,82,35.2,1110,2230,49.8,52.3,30.2,999,1912,52.2,5.0,111,318,34.9
Brooklyn Nets,82,82,33.9,1129,2228,50.7,52.2,30.6,1060,2010,52.7,3.3,69,218,31.7
Milwaukee Bucks,81,81,35.5,1092,2205,49.5,51.6,30.7,999,1904,52.5,4.8,93,301,30.9
Memphis Grizzlies,82,82,34.7,1084,2196,49.4,51.3,30.0,998,1899,52.6,4.7,86,297,29.0
New York Knicks,81,81,35.8,1122,2195,51.1,52.9,31.9,1043,1956,53.3,3.9,79,239,33.1
Chicago Bulls,82,82,32.9,1065,2181,48.8,50.3,29.9,1003,1984,50.6,3.0,62,197,31.5
Houston Rockets,81,81,33.3,1093,2167,50.4,51.8,30.1,1035,1954,53.0,3.3,58,213,27.2
Washington Wizards,82,82,33.2,1066,2150,49.6,51.2,29.8,995,1924,51.7,3.5,71,226,31.4
Miami Heat,81,81,35.3,1127,2148,52.5,54.6,30.7,1036,1864,55.6,4.7,91,284,32.0
Atlanta Hawks,82,82,33.3,1073,2140,50.1,52.0,28.8,993,1850,53.7,4.5,80,290,27.6
Cleveland Cavaliers,81,81,33.2,1059,2132,49.7,51.0,29.8,1002,1916,52.3,3.4,57,216,26.4
Orlando Magic,82,82,33.2,1104,2122,52.0,53.7,29.7,1033,1901,54.3,3.5,71,221,32.1
Minnesota Timberwolves,81,81,32.5,1225,2121,57.8,58.7,30.3,1184,1977,59.9,2.2,41,144,28.5
Indiana Pacers,82,82,33.1,1028,2114,48.6,50.1,29.4,966,1881,51.4,3.6,62,233,26.6
Los Angeles Lakers,82,82,32.4,1139,2087,54.6,56.2,29.3,1070,1891,56.6,3.0,69,196,35.2
Oklahoma City Thunder,82,82,31.6,1075,2066,52.0,53.4,28.9,1018,1889,53.9,2.7,57,177,32.2
Utah Jazz,82,82,32.8,1014,1996,50.8,52.4,29.3,950,1788,53.1,3.4,64,208,30.8
Philadelphia 76ers,82,82,31.0,1050,1955,53.7,54.8,28.7,1007,1808,55.7,2.3,43,147,29.3
