TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FTFREQ%,TOVFREQ%,SFFREQ%,AND ONEFREQ%,SCOREFREQ%,PERCENTILE
Sacramento Kings,45,483,9.6,1.09,525,191,406,47.0,59.2,6.6,10.4,6.4,1.2,44.3,100.0
Golden State Warriors,47,413,7.7,0.99,410,141,353,39.9,51.3,6.5,9.7,5.6,1.7,39.0,69.0
San Antonio Spurs,46,415,7.9,0.91,378,139,346,40.2,47.0,8.7,9.9,8.7,1.9,40.2,34.5
Charlotte Hornets,47,312,5.7,1.08,338,124,255,48.6,58.0,9.6,10.9,8.3,2.2,46.5,96.6
Utah Jazz,49,327,5.9,0.98,322,107,263,40.7,49.8,11.6,10.4,10.7,2.8,41.3,58.6
New Orleans Pelicans,47,297,5.6,1.02,303,109,237,46.0,52.7,11.4,11.8,11.1,3.4,44.8,75.9
Miami Heat,48,349,6.7,0.82,287,102,296,34.5,43.4,4.6,11.5,4.0,0.9,33.0,13.8
Portland Trail Blazers,46,274,5.4,1.03,283,94,222,42.3,52.5,10.6,10.2,8.8,1.8,43.1,82.8
Orlando Magic,46,322,6.3,0.87,279,105,272,38.6,43.6,8.7,9.0,8.1,2.2,38.8,24.1
Indiana Pacers,48,286,5.2,0.96,276,101,233,43.3,52.1,7.0,12.9,6.6,1.7,40.6,48.3
Houston Rockets,46,290,5.5,0.95,275,99,239,41.4,49.8,9.7,10.7,9.0,2.8,41.0,41.4
New York Knicks,48,281,5.2,0.96,270,96,231,41.6,49.6,10.7,9.6,9.6,2.5,41.6,44.8
Milwaukee Bucks,46,316,6.0,0.85,268,93,253,36.8,43.7,10.1,11.1,9.2,1.3,38.0,17.2
Memphis Grizzlies,46,261,4.8,0.97,254,97,225,43.1,50.0,6.9,8.0,6.5,1.1,42.9,51.7
Brooklyn Nets,46,248,5.1,1.0,247,96,208,46.2,53.6,7.3,11.3,6.9,2.4,43.1,72.4
Denver Nuggets,47,290,5.6,0.85,247,98,250,39.2,44.2,6.9,8.6,5.9,1.7,38.6,20.7
Washington Wizards,46,239,4.7,0.9,216,81,187,43.3,49.5,9.2,13.4,10.0,1.7,41.0,31.0
Phoenix Suns,48,251,4.6,0.81,204,81,206,39.3,44.4,5.6,12.7,4.0,0.4,37.1,3.4
Minnesota Timberwolves,48,206,3.8,0.98,202,75,160,46.9,52.5,10.7,13.1,10.2,1.5,45.1,55.2
Toronto Raptors,48,202,3.7,0.98,199,74,166,44.6,50.3,10.9,8.4,9.9,1.5,46.0,62.1
Cleveland Cavaliers,48,214,4.1,0.93,199,65,170,38.2,44.4,12.6,9.3,10.7,1.4,41.1,37.9
Boston Celtics,47,167,3.2,1.07,179,65,127,51.2,59.1,11.4,15.6,9.6,3.0,47.3,93.1
Oklahoma City Thunder,47,165,3.0,1.04,171,66,136,48.5,56.6,7.9,12.7,7.3,3.0,44.2,86.2
Atlanta Hawks,47,158,3.0,1.06,167,62,137,45.3,53.6,7.0,6.3,5.7,0.6,45.6,89.7
Philadelphia 76ers,46,137,2.8,1.02,140,55,125,44.0,52.4,5.1,5.8,3.6,2.2,43.1,79.3
Detroit Pistons,48,174,3.2,0.81,140,48,134,35.8,41.4,10.3,13.2,10.3,0.6,36.8,0.0
LA Clippers,49,170,3.2,0.82,139,51,138,37.0,43.8,7.1,12.4,7.1,0.6,36.5,6.9
Los Angeles Lakers,47,139,2.6,0.99,137,44,115,38.3,49.1,10.8,7.9,10.8,1.4,41.0,65.5
Chicago Bulls,45,112,2.3,0.88,99,38,93,40.9,47.8,5.4,13.4,5.4,1.8,37.5,27.6
Dallas Mavericks,48,121,2.4,0.82,99,33,86,38.4,45.3,13.2,16.5,11.6,0.8,38.8,10.3
