TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%,shot_coverage,year
Minnesota Timberwolves,82,82,33.0,1023,2459,41.6,52.9,11.3,465,846,55.0,21.6,558,1613,34.6,open,2022
Phoenix Suns,81,81,33.2,1151,2417,47.6,55.7,18.3,760,1333,57.0,14.9,391,1084,36.1,open,2022
LA Clippers,81,81,33.7,1028,2382,43.2,52.2,16.5,595,1169,50.9,17.1,433,1213,35.7,open,2022
Toronto Raptors,82,82,31.8,1014,2379,42.6,51.6,15.2,585,1140,51.3,16.5,429,1239,34.6,open,2022
Atlanta Hawks,82,82,32.8,1051,2373,44.3,53.1,16.2,635,1171,54.2,16.6,416,1202,34.6,open,2022
Milwaukee Bucks,82,82,31.5,1018,2310,44.1,53.6,14.7,578,1075,53.8,16.8,440,1235,35.6,open,2022
San Antonio Spurs,82,82,30.0,998,2276,43.8,52.9,14.4,584,1097,53.2,15.5,414,1179,35.1,open,2022
Los Angeles Lakers,82,82,30.6,964,2229,43.2,51.3,15.7,606,1143,53.0,14.9,358,1086,33.0,open,2022
Miami Heat,82,82,32.0,993,2221,44.7,55.0,14.3,534,992,53.8,17.7,459,1229,37.3,open,2022
Brooklyn Nets,82,82,30.4,1021,2201,46.4,55.3,14.8,628,1073,58.5,15.6,393,1128,34.8,open,2022
Boston Celtics,81,81,31.0,945,2197,43.0,53.1,13.0,501,918,54.6,18.1,444,1279,34.7,open,2022
Dallas Mavericks,82,82,31.4,921,2196,41.9,50.6,14.4,539,1007,53.5,17.0,382,1189,32.1,open,2022
Philadelphia 76ers,82,82,31.5,970,2183,44.4,52.8,16.4,603,1138,53.0,15.1,367,1045,35.1,open,2022
Golden State Warriors,81,81,31.2,960,2181,44.0,54.1,12.8,521,898,58.0,18.3,439,1283,34.2,open,2022
Charlotte Hornets,81,81,29.4,992,2177,45.6,55.7,12.4,549,918,59.8,17.0,443,1259,35.2,open,2022
Portland Trail Blazers,82,82,30.4,922,2169,42.5,52.7,12.5,479,895,53.5,17.8,443,1274,34.8,open,2022
Washington Wizards,82,82,30.5,944,2150,43.9,52.4,15.3,579,1075,53.9,15.3,365,1075,34.0,open,2022
Denver Nuggets,82,82,30.0,926,2125,43.6,54.1,11.9,478,839,57.0,18.2,448,1286,34.8,open,2022
New York Knicks,81,81,30.4,827,2117,39.1,48.2,13.3,442,925,47.8,17.1,385,1192,32.3,open,2022
Detroit Pistons,81,81,29.1,856,2086,41.0,49.6,13.9,499,993,50.3,15.2,357,1093,32.7,open,2022
Orlando Magic,82,82,28.8,833,2085,40.0,49.0,11.9,454,860,52.8,16.9,379,1225,30.9,open,2022
Chicago Bulls,82,82,29.1,931,2073,44.9,52.2,17.2,627,1225,51.2,11.9,304,848,35.8,open,2022
Indiana Pacers,82,82,27.8,880,2041,43.1,52.1,12.7,512,930,55.1,15.1,368,1111,33.1,open,2022
Memphis Grizzlies,81,81,26.6,904,2031,44.5,53.2,13.0,550,991,55.5,13.6,354,1040,34.0,open,2022
Utah Jazz,82,82,28.7,868,2027,42.8,53.9,9.8,417,693,60.2,18.9,451,1334,33.8,open,2022
Sacramento Kings,81,81,28.3,885,2020,43.8,52.2,14.1,545,1003,54.3,14.3,340,1017,33.4,open,2022
Oklahoma City Thunder,82,82,27.4,808,2001,40.4,48.4,12.1,486,882,55.1,15.3,322,1119,28.8,open,2022
Houston Rockets,82,82,28.0,814,1982,41.1,52.4,9.4,365,663,55.1,18.6,449,1319,34.0,open,2022
New Orleans Pelicans,81,81,27.4,869,1949,44.6,52.2,14.1,572,1006,56.9,13.2,297,943,31.5,open,2022
Cleveland Cavaliers,82,82,27.1,816,1878,43.5,52.3,12.8,483,887,54.5,14.3,333,991,33.6,open,2022
Memphis Grizzlies,81,81,44.0,1662,3359,49.5,50.2,41.4,1612,3160,51.0,2.6,50,199,25.1,tight,2022
Brooklyn Nets,82,82,45.0,1599,3262,49.0,51.4,37.9,1444,2749,52.5,7.1,155,513,30.2,tight,2022
San Antonio Spurs,82,82,42.5,1631,3233,50.4,51.7,38.9,1551,2955,52.5,3.7,80,278,28.8,tight,2022
Toronto Raptors,82,82,40.6,1455,3043,47.8,49.0,36.5,1381,2734,50.5,4.1,74,309,23.9,tight,2022
New Orleans Pelicans,81,81,42.5,1508,3032,49.7,51.1,38.0,1426,2707,52.7,4.6,82,325,25.2,tight,2022
Portland Trail Blazers,82,82,42.0,1428,3002,47.6,49.9,35.0,1287,2499,51.5,7.0,141,503,28.0,tight,2022
Chicago Bulls,82,82,41.2,1548,2935,52.7,53.7,38.5,1494,2746,54.4,2.7,54,189,28.6,tight,2022
Charlotte Hornets,81,81,39.6,1464,2935,49.9,51.6,35.1,1365,2599,52.5,4.5,99,336,29.5,tight,2022
Orlando Magic,82,82,40.1,1399,2902,48.2,49.8,35.4,1309,2560,51.1,4.7,90,342,26.3,tight,2022
Miami Heat,82,82,41.7,1414,2898,48.8,52.1,33.4,1221,2322,52.6,8.3,193,576,33.5,tight,2022
Phoenix Suns,81,81,39.8,1495,2892,51.7,53.0,35.7,1419,2598,54.6,4.0,76,294,25.9,tight,2022
Indiana Pacers,82,82,39.0,1489,2864,52.0,53.1,35.8,1423,2623,54.3,3.3,66,241,27.4,tight,2022
Utah Jazz,82,82,40.5,1508,2862,52.7,55.2,34.2,1367,2417,56.6,6.3,141,445,31.7,tight,2022
Houston Rockets,82,82,40.3,1459,2854,51.1,52.9,35.0,1358,2480,54.8,5.3,101,374,27.0,tight,2022
LA Clippers,81,81,40.3,1423,2851,49.9,52.2,34.5,1292,2439,53.0,5.8,131,412,31.8,tight,2022
Washington Wizards,82,82,40.4,1473,2850,51.7,52.7,36.7,1413,2586,54.6,3.7,60,264,22.7,tight,2022
Minnesota Timberwolves,82,82,38.0,1456,2834,51.4,53.2,33.3,1350,2482,54.4,4.7,106,352,30.1,tight,2022
Sacramento Kings,81,81,39.7,1420,2832,50.1,51.3,36.2,1352,2583,52.3,3.5,68,249,27.3,tight,2022
Denver Nuggets,82,82,39.7,1550,2808,55.2,56.4,35.7,1481,2529,58.6,3.9,69,279,24.7,tight,2022
Boston Celtics,81,81,39.5,1450,2796,51.9,54.0,34.1,1329,2415,55.0,5.4,121,381,31.8,tight,2022
New York Knicks,81,81,40.1,1328,2794,47.5,49.8,34.1,1202,2374,50.6,6.0,126,420,30.0,tight,2022
Los Angeles Lakers,82,82,38.2,1482,2779,53.3,54.8,34.2,1398,2487,56.2,4.0,84,292,28.8,tight,2022
Cleveland Cavaliers,82,82,39.8,1438,2759,52.1,53.2,37.0,1378,2565,53.7,2.8,60,194,30.9,tight,2022
Detroit Pistons,81,81,38.3,1333,2747,48.5,49.4,35.5,1287,2542,50.6,2.9,46,205,22.4,tight,2022
Philadelphia 76ers,82,82,39.5,1391,2739,50.8,52.2,35.7,1315,2477,53.1,3.8,76,262,29.0,tight,2022
