TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%
Oklahoma City Thunder,82,82,28.4,790,2074,38.1,53.1,4.1,167,297,56.2,24.3,623,1777,35.1
Dallas Mavericks,82,82,26.7,790,1867,42.3,59.1,3.6,162,250,64.8,23.2,628,1617,38.8
Milwaukee Bucks,82,82,25.1,741,1842,40.2,57.3,2.6,111,193,57.5,22.5,630,1649,38.2
Indiana Pacers,82,82,24.7,723,1812,39.9,55.3,3.8,164,278,59.0,20.9,559,1534,36.4
Charlotte Hornets,81,81,23.7,764,1757,43.5,60.2,3.5,176,262,67.2,20.2,588,1495,39.3
Detroit Pistons,81,81,24.4,659,1746,37.7,52.3,3.7,150,263,57.0,20.7,509,1483,34.3
Golden State Warriors,81,81,24.8,732,1734,42.2,58.8,3.7,157,261,60.2,21.1,575,1473,39.0
Cleveland Cavaliers,82,82,24.9,701,1724,40.7,56.8,3.3,144,232,62.1,21.5,557,1492,37.3
Los Angeles Lakers,82,82,23.4,695,1706,40.7,56.6,3.6,155,261,59.4,19.9,540,1445,37.4
Atlanta Hawks,82,82,23.2,778,1681,46.3,63.6,4.4,197,320,61.6,18.8,581,1361,42.7
Orlando Magic,82,82,23.2,670,1681,39.9,55.4,3.4,149,246,60.6,19.8,521,1435,36.3
Utah Jazz,82,82,23.7,700,1677,41.7,59.4,2.4,109,171,63.7,21.3,591,1506,39.2
Sacramento Kings,81,81,23.0,652,1641,39.7,54.8,3.7,159,263,60.5,19.3,493,1378,35.8
Minnesota Timberwolves,82,82,22.0,695,1639,42.4,59.0,3.1,151,228,66.2,18.9,544,1411,38.6
Chicago Bulls,82,82,22.9,707,1634,43.3,58.9,4.4,196,314,62.4,18.5,511,1320,38.7
Houston Rockets,82,82,22.9,676,1625,41.6,58.5,2.4,126,173,72.8,20.5,550,1452,37.9
Memphis Grizzlies,81,81,21.2,675,1619,41.7,58.0,2.9,147,220,66.8,18.3,528,1399,37.7
Denver Nuggets,82,82,22.5,678,1596,42.5,58.8,3.1,158,222,71.2,19.4,520,1374,37.8
New Orleans Pelicans,81,81,22.4,651,1594,40.8,56.0,4.0,169,284,59.5,18.4,482,1310,36.8
Boston Celtics,81,81,22.3,658,1579,41.7,57.6,3.5,156,245,63.7,18.8,502,1334,37.6
New York Knicks,81,81,22.1,664,1540,43.1,60.6,2.8,126,197,64.0,19.3,538,1343,40.1
Philadelphia 76ers,82,82,22.2,663,1539,43.1,59.5,3.5,158,245,64.5,18.7,505,1294,39.0
Toronto Raptors,82,82,20.1,622,1504,41.4,57.1,3.4,148,255,58.0,16.7,474,1249,38.0
Phoenix Suns,81,81,20.6,664,1501,44.2,60.0,4.2,192,304,63.2,16.5,472,1197,39.4
Washington Wizards,82,82,20.4,592,1437,41.2,56.2,3.9,160,275,58.2,16.5,432,1162,37.2
Portland Trail Blazers,82,82,19.9,577,1424,40.5,56.2,3.0,130,216,60.2,16.9,447,1208,37.0
San Antonio Spurs,82,82,18.5,591,1409,41.9,57.2,3.3,162,248,65.3,15.3,429,1161,37.0
LA Clippers,81,81,19.7,611,1391,43.9,61.0,3.6,135,252,53.6,16.1,476,1139,41.8
Miami Heat,82,82,19.5,597,1355,44.1,60.7,3.6,145,247,58.7,15.9,452,1108,40.8
Brooklyn Nets,82,82,16.7,554,1209,45.8,61.9,3.6,166,261,63.6,13.1,388,948,40.9
