Player,Team,Age,GP,Min,ScreenAssists,ScreenAssists PTS,Deflections,OFF Loose BallsRecovered,DEF Loose BallsRecovered,Loose BallsRecovered,% Loose BallsRecovered OFF,% Loose BallsRecovered DEF,ChargesDrawn,Contested2PT Shots,Contested3PT Shots,ContestedShots
Aaron Gordon,ORL,24,62,2017,55,119,63,33,34,67,49.3,50.7,1,209,121,330
Aaron Holiday,IND,23,66,1617,13,31,111,22,24,46,47.8,52.2,3,195,217,412
Abdel Nader,OKC,26,55,867,7,16,54,12,17,29,41.4,58.6,0,127,96,223
Adam Mokoka,CHI,21,11,112,1,2,10,2,1,3,66.7,33.3,0,4,10,14
Admiral Schofield,WAS,23,33,368,23,53,15,5,4,9,55.6,44.4,1,51,31,82
Al Horford,PHI,34,67,2026,173,392,102,41,26,67,61.2,38.8,0,483,191,674
Al-Farouq Aminu,ORL,29,18,380,13,27,36,4,11,15,26.7,73.3,1,59,54,113
Alec Burks,PHI,28,66,1754,8,21,108,21,29,50,42.0,58.0,3,179,161,340
Alen Smailagic,GSW,19,14,139,15,34,6,5,3,8,62.5,37.5,2,36,18,54
Alex Caruso,LAL,26,64,1175,28,66,131,14,32,46,30.4,69.6,10,128,125,253
Alex Len,SAC,27,55,971,137,325,41,16,11,27,59.3,40.7,0,381,90,471
Alfonzo McKinnie,CLE,27,40,593,5,13,44,6,8,14,42.9,57.1,2,48,43,91
Alize Johnson,IND,24,17,118,4,11,4,0,1,1,0.0,100.0,0,10,18,28
Allen Crabbe,MIN,28,37,653,2,5,42,5,8,13,38.5,61.5,1,46,40,86
Allonzo Trier,NYK,24,24,291,1,2,7,2,2,4,50.0,50.0,0,28,27,55
Amile Jefferson,ORL,27,18,74,6,15,2,3,0,3,100.0,0.0,0,12,11,23
Amir Coffey,LAC,23,18,159,1,3,5,0,4,4,0.0,100.0,0,15,16,31
Andre Drummond,CLE,26,57,1878,239,529,201,44,37,81,54.3,45.7,1,586,157,743
Andre Iguodala,MIA,36,21,418,7,19,29,7,7,14,50.0,50.0,0,54,47,101
Andre Roberson,OKC,28,7,87,2,4,8,2,1,3,66.7,33.3,0,18,9,27
