PLAYER,TEAM,GP,W,L,MIN,PTS,DrivePTS,DriveFG%,C&SPTS,C&SFG%,Pull UpPTS,Pull UpFG%,PaintTouch PTS,PaintTouch FG%,PostTouch PTS,PostTouch FG%,ElbowTouch PTS,ElbowTouch FG%,eFG%
Aaron Harrison,CHA,2,1,1,7,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Al Horford,ATL,10,4,6,327,134,12,50.0,42,30.2,5,40.0,45,70.4,22,45.5,14,38.5,51.3
Al Jefferson,CHA,7,3,4,168,93,0,0.0,14,38.9,8,50.0,32,62.5,42,54.1,6,33.3,50.6
Al-Farouq Aminu,POR,11,5,6,372,161,25,47.1,86,39.2,10,38.5,21,56.3,3,100.0,7,28.6,54.7
Allen Crabbe,POR,11,5,6,302,105,16,75.0,53,47.5,24,57.1,7,50.0,0,0.0,2,50.0,62.3
Amar'e Stoudemire,MIA,9,4,5,82,30,2,100.0,2,20.0,0,0.0,15,62.5,5,100.0,4,100.0,57.9
Amir Johnson,BOS,6,2,4,134,51,4,100.0,0,0.0,0,0.0,37,70.8,2,50.0,11,83.3,66.7
Anderson Varejao,GSW,17,11,6,93,20,2,100.0,2,33.3,0,0.0,5,33.3,1,0.0,4,50.0,35.7
Andre Drummond,DET,4,0,4,131,67,4,50.0,2,25.0,2,20.0,34,68.0,15,36.8,10,62.5,51.9
Andre Iguodala,GSW,24,15,9,767,213,21,39.1,67,38.3,34,38.5,48,79.2,10,44.4,6,23.1,55.2
Andre Miller,SAS,5,3,2,35,9,0,0.0,0,0.0,3,33.3,4,100.0,0,0.0,0,0.0,50.0
Andre Roberson,OKC,18,11,7,471,100,8,50.0,36,32.4,0,0.0,37,62.1,0,0.0,2,33.3,53.5
Andrew Bogut,GSW,22,15,7,365,101,0,0.0,4,50.0,2,50.0,78,67.2,0,0.0,14,100.0,62.3
Andrew Goudelock,HOU,2,0,2,11,6,4,66.7,0,0.0,6,60.0,0,0.0,0,0.0,0,0.0,50.0
Anthony Morrow,OKC,14,8,6,76,37,6,50.0,15,38.5,8,50.0,2,100.0,0,0.0,2,100.0,56.3
Anthony Tolliver,DET,3,0,3,26,4,2,100.0,0,0.0,4,100.0,0,0.0,0,0.0,0,0.0,50.0
Aron Baynes,DET,4,0,4,44,10,0,0.0,0,0.0,0,0.0,9,66.7,0,0.0,3,33.3,44.4
Austin Rivers,LAC,6,2,4,144,62,37,53.1,3,14.3,17,29.2,2,100.0,0,0.0,0,0.0,45.9
Avery Bradley,BOS,1,0,1,33,18,2,0.0,5,33.3,6,42.9,0,0.0,0,0.0,5,100.0,46.9
Bismack Biyombo,TOR,20,10,10,506,123,0,0.0,4,28.6,2,50.0,88,60.4,2,33.3,29,80.0,58.0
Blake Griffin,LAC,4,2,2,127,60,9,37.5,13,31.6,0,0.0,12,50.0,8,20.0,24,63.6,38.7
Boban Marjanovic,SAS,7,4,3,42,24,0,0.0,0,0.0,0,0.0,19,77.8,6,40.0,0,0.0,66.7
Boris Diaw,SAS,9,6,3,159,47,0,0.0,12,41.7,2,33.3,14,60.0,18,45.0,2,50.0,47.8
Brandon Rush,GSW,14,8,6,110,23,5,66.7,9,30.0,7,42.9,2,100.0,0,0.0,0,0.0,55.0
Brian Roberts,POR,10,4,6,36,8,2,50.0,2,25.0,2,20.0,0,0.0,0,0.0,0,0.0,22.2
Briante Weber,MIA,2,1,1,6,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
C.J. Wilcox,LAC,2,0,2,7,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
CJ McCollum,POR,11,5,6,442,225,55,34.0,47,43.6,91,37.5,4,50.0,0,0.0,4,66.7,47.7
CJ Miles,IND,7,3,4,92,24,2,12.5,8,16.7,6,30.0,4,50.0,0,0.0,0,0.0,28.9
Cameron Payne,OKC,10,7,3,64,18,6,40.0,8,37.5,4,15.4,2,100.0,0,0.0,0,0.0,30.8
Channing Frye,CLE,17,12,5,237,114,2,50.0,83,58.0,3,25.0,13,62.5,2,33.3,2,50.0,78.3
Charlie Villanueva,DAL,4,0,4,20,9,2,33.3,3,25.0,0,0.0,2,50.0,0,0.0,0,0.0,29.2
Chris Andersen,MEM,4,0,4,79,15,0,0.0,0,0.0,0,0.0,15,55.6,0,0.0,2,0.0,41.7
Chris Kaman,POR,4,2,2,32,14,4,100.0,8,40.0,0,0.0,0,0.0,2,50.0,2,33.3,38.9
Chris Paul,LAC,4,2,2,125,95,16,47.1,9,60.0,49,42.6,6,100.0,10,80.0,0,0.0,52.6
Clint Capela,HOU,5,1,4,43,8,0,0.0,0,0.0,0,0.0,5,40.0,0,0.0,2,100.0,33.3
Cody Zeller,CHA,7,3,4,137,59,6,60.0,4,66.7,4,100.0,25,50.0,2,50.0,25,69.2,55.3
Cole Aldrich,LAC,6,2,4,77,23,0,0.0,0,0.0,0,0.0,17,66.7,4,100.0,2,33.3,66.7
Corey Brewer,HOU,5,1,4,77,22,10,33.3,5,18.2,0,0.0,4,50.0,0,0.0,0,0.0,27.8
Cory Joseph,TOR,20,10,10,452,170,77,46.4,24,39.1,40,33.9,12,100.0,2,100.0,5,66.7,49.3
Courtney Lee,CHA,7,3,4,257,60,10,33.3,9,37.5,19,42.9,9,75.0,0,0.0,2,0.0,45.1
Dahntay Jones,CLE,15,11,4,50,17,2,100.0,3,33.3,0,0.0,3,100.0,2,100.0,3,100.0,50.0
Damian Lillard,POR,11,5,6,437,291,75,29.6,52,44.2,108,32.8,10,55.6,0,0.0,10,57.1,45.5
Danny Green,SAS,10,6,4,267,86,2,20.0,69,53.5,5,15.4,4,66.7,0,0.0,2,100.0,64.6
David Lee,DAL,2,0,2,33,12,0,0.0,0,0.0,0,0.0,8,80.0,2,100.0,4,100.0,75.0
David West,SAS,10,6,4,176,58,8,50.0,19,40.0,0,0.0,19,38.1,2,50.0,17,43.8,48.2
DeAndre Jordan,LAC,6,2,4,198,70,6,50.0,0,0.0,0,0.0,45,64.5,0,0.0,5,100.0,63.2
DeMar DeRozan,TOR,20,10,10,746,418,172,45.0,34,30.0,180,40.5,6,37.5,14,27.3,7,42.9,39.9
DeMarre Carroll,TOR,20,10,10,596,177,30,28.6,74,34.2,16,26.9,27,63.2,6,75.0,9,60.0,47.2
Delon Wright,TOR,9,3,6,41,14,5,50.0,0,0.0,0,0.0,1,0.0,0,0.0,1,0.0,30.0
Dennis Schroder,ATL,10,4,6,191,117,49,45.2,17,27.3,37,44.1,4,100.0,0,0.0,0,0.0,51.0
Deron Williams,DAL,3,1,2,49,15,4,40.0,2,14.3,9,75.0,0,0.0,0,0.0,3,33.3,41.7
Devin Harris,DAL,5,1,4,121,39,17,77.8,11,33.3,3,33.3,3,100.0,0,0.0,0,0.0,56.7
Dion Waiters,OKC,18,11,7,491,151,52,41.7,54,36.7,39,54.5,0,0.0,0,0.0,0,0.0,49.6
Dirk Nowitzki,DAL,5,1,4,170,102,4,66.7,38,44.7,20,43.5,8,50.0,35,48.1,18,64.3,51.8
Donatas Motiejunas,HOU,5,1,4,98,44,4,50.0,14,50.0,0,0.0,13,55.6,6,28.6,6,22.2,48.6
Dorell Wright,MIA,5,2,3,19,16,4,100.0,3,25.0,5,50.0,0,0.0,0,0.0,0,0.0,60.0
Draymond Green,GSW,23,15,8,879,355,71,52.2,115,35.8,21,47.6,61,53.2,29,27.6,20,61.5,50.0
Dwight Howard,HOU,5,1,4,180,66,0,0.0,0,0.0,0,0.0,57,63.9,13,36.4,7,50.0,54.2
Dwight Powell,DAL,4,1,3,64,24,0,0.0,2,20.0,0,0.0,13,60.0,0,0.0,1,0.0,47.4
Dwyane Wade,MIA,14,7,7,473,300,116,47.5,8,27.3,132,45.5,18,61.5,23,52.6,2,10.0,49.2
Ed Davis,POR,11,5,6,205,61,3,25.0,0,0.0,0,0.0,39,56.0,2,100.0,17,75.0,52.5
Enes Freedom,OKC,18,11,7,323,170,4,33.3,22,31.3,4,50.0,91,59.7,13,55.6,26,62.5,55.9
Evan Turner,BOS,6,2,4,214,79,25,50.0,9,16.7,26,41.9,4,28.6,8,57.1,4,20.0,38.2
Festus Ezeli,GSW,23,14,9,203,93,4,0.0,2,100.0,0,0.0,69,59.2,9,25.0,6,25.0,53.6
Frank Kaminsky,CHA,7,3,4,190,50,14,41.7,15,27.8,2,100.0,9,40.0,6,18.2,5,33.3,35.9
George Hill,IND,7,3,4,235,95,17,50.0,33,45.8,22,71.4,7,75.0,0,0.0,0,0.0,67.5
Gerald Green,MIA,12,5,7,110,40,12,75.0,6,10.5,20,47.4,0,0.0,0,0.0,2,20.0,36.7
Gerald Henderson,POR,11,5,6,234,76,11,28.6,22,34.8,23,29.7,8,80.0,4,50.0,0,0.0,40.9
Glenn Robinson III,IND,4,2,2,10,7,0,0.0,2,100.0,0,0.0,5,100.0,0,0.0,5,100.0,75.0
Goran Dragic,MIA,14,7,7,472,231,94,48.3,26,28.1,76,43.0,9,50.0,0,0.0,10,66.7,48.1
Harrison Barnes,GSW,24,15,9,743,216,36,42.4,82,31.5,34,34.0,31,63.2,24,36.4,12,50.0,44.6
Hassan Whiteside,MIA,10,5,5,291,120,2,100.0,0,0.0,0,0.0,99,76.9,12,36.4,20,61.5,68.1
Ian Clark,GSW,16,10,6,154,66,23,52.9,14,38.5,16,43.8,5,66.7,0,0.0,5,100.0,54.7
Ian Mahinmi,IND,7,3,4,172,57,5,25.0,0,0.0,0,0.0,31,46.2,2,33.3,14,71.4,50.0
Iman Shumpert,CLE,21,16,5,367,70,14,54.5,36,37.5,11,38.5,6,60.0,0,0.0,2,100.0,52.5
Isaiah Thomas,BOS,6,2,4,220,145,64,47.8,24,27.6,29,34.3,0,0.0,0,0.0,0,0.0,45.0
J.J. Barea,DAL,4,0,4,100,25,18,34.8,5,40.0,4,15.4,0,0.0,0,0.0,0,0.0,33.8
JJ Redick,LAC,6,2,4,166,81,10,57.1,49,52.8,16,27.6,4,50.0,0,0.0,2,14.3,50.0
JR Smith,CLE,21,16,5,730,242,11,33.3,153,46.4,50,32.1,12,83.3,0,0.0,2,0.0,60.9
JaMychal Green,MEM,4,0,4,72,27,0,0.0,4,25.0,0,0.0,13,62.5,2,50.0,8,66.7,54.5
JaVale McGee,DAL,2,0,2,14,4,0,0.0,0,0.0,2,100.0,4,0.0,0,0.0,0,0.0,50.0
Jae Crowder,BOS,6,2,4,197,57,12,44.4,27,22.5,3,7.7,8,66.7,0,0.0,0,0.0,34.7
Jamal Crawford,LAC,6,2,4,199,104,43,42.1,12,50.0,50,32.4,4,50.0,0,0.0,6,60.0,39.8
James Harden,HOU,5,1,4,193,133,45,53.1,15,35.7,50,36.8,4,100.0,2,33.3,5,66.7,47.5
James Johnson,TOR,10,4,6,98,30,12,50.0,12,57.1,0,0.0,0,0.0,0,0.0,2,100.0,56.0
James Jones,CLE,12,9,3,55,6,0,0.0,3,20.0,2,20.0,0,0.0,0,0.0,0,0.0,25.0
James Michael McAdoo,GSW,8,4,4,38,5,0,0.0,0,0.0,0,0.0,1,0.0,2,50.0,2,100.0,50.0
James Young,BOS,3,0,3,10,2,0,0.0,0,0.0,2,50.0,0,0.0,0,0.0,0,0.0,33.3
Jared Sullinger,BOS,6,2,4,81,31,0,0.0,14,35.3,2,100.0,13,46.2,2,14.3,3,12.5,33.3
Jarell Martin,MEM,2,0,2,46,9,6,66.7,0,0.0,0,0.0,5,100.0,0,0.0,3,33.3,37.5
Jason Terry,HOU,5,1,4,124,35,8,30.0,17,40.0,9,28.6,0,0.0,0,0.0,0,0.0,42.1
Jason Thompson,TOR,10,3,7,55,8,0,0.0,0,0.0,0,0.0,6,60.0,0,0.0,2,50.0,44.4
Jeff Ayres,LAC,2,0,2,2,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,100.0,100.0
Jeff Green,LAC,6,2,4,159,61,26,57.1,14,55.6,2,10.0,2,50.0,2,25.0,0,0.0,50.0
Jeff Teague,ATL,10,4,6,279,145,64,46.3,12,30.8,29,26.1,0,0.0,0,0.0,0,0.0,41.7
Jeremy Lamb,CHA,3,1,2,12,11,6,75.0,3,50.0,2,33.3,0,0.0,0,0.0,0,0.0,61.1
