PLAYER,TEAM,GP,W,L,MIN,Touches,ElbowTouches,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%
Tim Hardaway Jr.,ATL,9,4,5,87,121,2,1,2,50.0,0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0
Timofey Mozgov,CLE,13,10,3,76,102,6,0,0,0.0,0,0,0.0,0,0.0,4,66.7,0,0.0,2,33.3,0,0.0
Tobias Harris,DET,4,0,4,156,251,2,0,0,0.0,0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0
Tony Allen,MEM,4,0,4,94,122,6,1,3,33.3,2,2,100.0,4,66.7,2,33.3,0,0.0,0,0.0,1,16.7
Tony Parker,SAS,10,6,4,264,596,7,0,2,0.0,0,0,0.0,0,0.0,5,71.4,4,80.0,0,0.0,0,0.0
Trevor Ariza,HOU,5,1,4,181,217,1,1,1,100.0,0,0,0.0,2,200.0,0,0.0,0,0.0,0,0.0,0,0.0
Tristan Thompson,CLE,21,16,5,622,646,45,8,15,53.3,6,10,60.0,22,48.9,22,48.9,3,13.6,1,2.2,5,11.1
Troy Daniels,CHA,4,1,3,18,18,1,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Ty Lawson,IND,7,3,4,74,148,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Tyler Hansbrough,CHA,2,1,1,6,3,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Tyler Johnson,MIA,5,3,2,61,85,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Tyler Zeller,BOS,3,0,3,38,62,1,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Udonis Haslem,MIA,9,4,5,85,97,11,2,5,40.0,0,0,0.0,4,36.4,3,27.3,0,0.0,3,27.3,0,0.0
Vince Carter,MEM,4,0,4,91,124,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0
Wesley Johnson,LAC,6,2,4,77,62,2,0,1,0.0,0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0
Wesley Matthews,DAL,5,1,4,173,245,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Xavier Munford,MEM,4,0,4,89,187,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0
Zach Randolph,MEM,4,0,4,120,195,22,3,6,50.0,0,0,0.0,6,27.3,15,68.2,1,6.7,0,0.0,0,0.0
Zaza Pachulia,DAL,5,1,4,112,155,25,2,7,28.6,3,4,75.0,7,28.0,15,60.0,5,33.3,1,4.0,2,8.0
