PLAYER,TEAM,GP,W,L,MIN,OREB,ContestedOREB,ContestedOREB%,OREBChances,OREBChance%,DeferredOREB Chances,AdjustedOREB Chance%,AVG OREBDistance
Aaron Harrison,CHA,1,0,1,6,0,0,0.0,0,0.0,0,0.0,0.0
Al Horford,ATL,10,4,6,327,13,7,53.8,37,35.1,1,36.1,12.3
Al Jefferson,CHA,7,3,4,168,14,6,42.9,31,45.2,0,45.2,8.2
Al-Farouq Aminu,POR,11,5,6,372,23,11,47.8,54,42.6,3,45.1,7.7
Allen Crabbe,POR,10,5,5,284,5,2,40.0,23,21.7,0,21.7,12.4
Amar'e Stoudemire,MIA,7,4,3,74,3,1,33.3,14,21.4,2,25.0,12.7
Amir Johnson,BOS,6,2,4,134,11,5,45.5,27,40.7,2,44.0,6.4
Anderson Varejao,GSW,12,8,4,70,12,8,66.7,21,57.1,0,57.1,4.6
Andre Drummond,DET,4,0,4,131,12,10,83.3,22,54.5,0,54.5,2.7
Andre Iguodala,GSW,24,15,9,767,35,14,40.0,74,47.3,3,49.3,10.1
Andre Miller,SAS,3,2,1,26,2,0,0.0,5,40.0,0,40.0,8.4
Andre Roberson,OKC,18,11,7,471,25,15,60.0,70,35.7,3,37.3,7.8
Andrew Bogut,GSW,22,15,7,365,47,27,57.4,80,58.8,3,61.0,4.7
Andrew Goudelock,HOU,1,0,1,6,0,0,0.0,0,0.0,0,0.0,0.0
Anthony Morrow,OKC,2,2,0,14,0,0,0.0,0,0.0,0,0.0,0.0
Anthony Tolliver,DET,3,0,3,26,1,1,100.0,2,50.0,0,50.0,5.4
Aron Baynes,DET,3,0,3,32,3,3,100.0,6,50.0,0,50.0,2.5
Austin Rivers,LAC,6,2,4,144,4,0,0.0,14,28.6,2,33.3,15.1
Avery Bradley,BOS,1,0,1,33,2,0,0.0,4,50.0,0,50.0,17.7
Bismack Biyombo,TOR,20,10,10,506,53,34,64.2,141,37.6,3,38.4,7.5
Blake Griffin,LAC,4,2,2,127,7,2,28.6,20,35.0,1,36.8,6.8
Boban Marjanovic,SAS,6,4,2,41,4,3,75.0,8,50.0,0,50.0,3.1
