Player,Team,GP,W,L,MIN,PTS,TOUCHES,Front CTTouches,Time OfPoss,Avg Sec PerTouch,Avg Drib PerTouch,PTS PerTouch,ElbowTouches,PostUps,PaintTouches,PTS PerElbow Touch,PTS PerPost Touch,PTS PerPaint Touch
Draymond Green,GSW,23,15,8,879,355,2116,1121,82,2.32,1.29,0.168,42,137,89,0.476,0.212,0.685
Dwight Howard,HOU,5,1,4,180,66,308,168,9,1.78,0.46,0.214,19,23,82,0.368,0.565,0.695
Dwight Powell,DAL,4,1,3,64,24,97,60,3,1.88,0.3,0.247,9,0,14,0.111,0.0,0.929
Dwyane Wade,MIA,14,7,7,473,300,891,528,72,4.87,4.24,0.337,29,32,21,0.069,0.719,0.857
Ed Davis,POR,11,5,6,205,61,345,154,9,1.51,0.34,0.177,38,1,60,0.447,2.0,0.65
Enes Freedom,OKC,18,11,7,323,170,506,215,13,1.48,0.27,0.336,24,33,85,1.083,0.394,1.071
Evan Turner,BOS,6,2,4,214,79,396,246,22,3.32,2.56,0.199,13,9,12,0.308,0.889,0.333
Festus Ezeli,GSW,23,14,9,203,93,328,192,8,1.43,0.25,0.284,18,19,91,0.333,0.474,0.758
Frank Kaminsky,CHA,7,3,4,190,50,317,133,8,1.46,0.57,0.158,9,18,9,0.556,0.333,1.0
George Hill,IND,7,3,4,235,95,378,196,24,3.73,3.23,0.251,1,3,6,0.0,0.0,1.167
Gerald Green,MIA,12,5,7,110,40,119,85,4,1.98,1.03,0.336,5,1,5,0.4,0.0,0.0
Gerald Henderson,POR,11,5,6,234,76,278,212,12,2.62,1.6,0.273,5,7,9,0.0,0.571,0.889
Glenn Robinson III,IND,4,2,2,10,7,12,10,0,1.9,1.42,0.583,2,0,3,2.5,0.0,1.667
Goran Dragic,MIA,14,7,7,472,231,1077,459,86,4.78,4.81,0.214,18,1,15,0.556,0.0,0.6
Harrison Barnes,GSW,24,15,9,743,216,992,632,32,1.91,0.81,0.218,23,48,45,0.522,0.5,0.689
Hassan Whiteside,MIA,10,5,5,291,120,265,167,6,1.43,0.4,0.453,28,18,94,0.714,0.667,1.053
Ian Clark,GSW,16,10,6,154,66,306,163,19,3.69,3.02,0.216,8,0,4,0.625,0.0,1.25
Ian Mahinmi,IND,7,3,4,172,57,251,145,6,1.53,0.27,0.227,24,7,47,0.583,0.286,0.66
Iman Shumpert,CLE,21,16,5,367,70,315,211,14,2.66,1.75,0.222,4,1,10,0.5,0.0,0.6
Isaiah Thomas,BOS,6,2,4,220,145,543,223,43,4.76,4.68,0.267,5,0,6,0.0,0.0,0.0
J.J. Barea,DAL,4,0,4,100,25,267,99,25,5.65,5.62,0.094,3,0,0,0.0,0.0,0.0
JJ Redick,LAC,6,2,4,166,81,199,175,6,1.69,0.99,0.407,10,0,8,0.2,0.0,0.5
JR Smith,CLE,21,16,5,730,242,773,501,26,2.05,1.14,0.313,1,3,13,2.0,0.0,0.923
JaMychal Green,MEM,4,0,4,72,27,118,75,3,1.46,0.37,0.229,11,4,14,0.727,0.5,0.929
JaVale McGee,DAL,2,0,2,14,4,19,9,1,1.62,0.26,0.211,2,1,4,0.0,0.0,1.0
Jae Crowder,BOS,6,2,4,197,57,362,236,10,1.64,0.73,0.157,7,3,10,0.0,0.0,0.8
Jamal Crawford,LAC,6,2,4,199,104,321,157,24,4.51,4.06,0.324,9,1,6,0.667,0.0,0.667
James Harden,HOU,5,1,4,193,133,411,166,34,4.91,4.28,0.324,11,7,7,0.455,0.286,0.571
James Johnson,TOR,10,4,6,98,30,112,74,4,2.34,1.61,0.268,4,1,4,0.5,0.0,0.0
James Jones,CLE,12,9,3,55,6,87,55,3,2.18,0.46,0.069,1,0,1,0.0,0.0,0.0
James Michael McAdoo,GSW,8,4,4,38,5,60,27,2,1.61,0.42,0.083,3,2,2,0.667,1.0,0.5
James Young,BOS,3,0,3,10,2,15,10,0,1.71,0.4,0.133,1,0,0,0.0,0.0,0.0
Jared Sullinger,BOS,6,2,4,81,31,160,114,5,1.71,0.57,0.194,15,21,23,0.2,0.095,0.565
Jarell Martin,MEM,2,0,2,46,9,75,33,3,2.12,0.7,0.12,6,2,5,0.5,0.0,1.0
Jason Terry,HOU,5,1,4,124,35,187,71,12,3.98,3.53,0.187,2,0,0,0.0,0.0,0.0
Jason Thompson,TOR,10,3,7,55,8,81,31,2,1.31,0.16,0.099,6,1,11,0.333,0.0,0.545
Jeff Ayres,LAC,2,0,2,2,3,1,1,0,1.0,0.0,3.0,1,0,0,3.0,0.0,0.0
Jeff Green,LAC,6,2,4,159,61,192,121,8,2.62,1.55,0.318,3,5,3,0.0,0.4,0.667
Jeff Teague,ATL,10,4,6,279,145,658,256,57,5.18,5.18,0.22,6,1,5,0.0,0.0,0.0
Jeremy Lamb,CHA,3,1,2,12,11,20,15,1,4.16,2.9,0.55,1,0,0,0.0,0.0,0.0
Jeremy Lin,CHA,7,3,4,189,87,319,142,27,5.05,4.95,0.273,2,0,3,0.0,0.0,0.0
Jodie Meeks,DET,1,0,1,2,2,3,3,0,2.43,1.67,0.667,0,0,0,0.0,0.0,0.0
Joe Johnson,MIA,14,7,7,492,170,643,448,34,3.21,2.57,0.264,14,41,13,0.0,0.61,0.615
Joe Young,IND,4,2,2,10,9,29,13,3,5.75,5.17,0.31,0,0,0,0.0,0.0,0.0
John Holland,BOS,1,0,1,1,0,1,1,0,2.72,2.0,0.0,0,0,0,0.0,0.0,0.0
Jonas Jerebko,BOS,6,2,4,162,55,314,180,8,1.46,0.41,0.175,10,2,19,0.0,1.0,0.895
Jonas Valanciunas,TOR,12,6,6,321,165,616,303,18,1.71,0.34,0.268,27,54,120,0.667,0.519,0.95
Jonathon Simmons,SAS,3,3,0,26,11,44,29,3,3.6,3.3,0.25,1,0,3,0.0,0.0,0.667
Jordan Farmar,MEM,4,0,4,113,27,240,81,22,5.6,5.41,0.113,2,0,0,0.0,0.0,0.0
Jordan Hill,IND,5,3,2,15,0,30,15,1,2.5,0.23,0.0,0,3,3,0.0,0.0,0.0
Jordan McRae,CLE,2,2,0,4,9,9,5,1,5.01,4.0,1.0,0,0,0,0.0,0.0,0.0
Jordan Mickey,BOS,2,0,2,10,4,23,13,1,1.6,0.61,0.174,1,0,5,0.0,0.0,0.8
Jorge Gutierrez,CHA,3,1,2,12,0,22,5,2,6.22,7.0,0.0,0,0,0,0.0,0.0,0.0
Josh Huestis,OKC,2,2,0,10,3,9,5,0,1.4,0.22,0.333,0,0,1,0.0,0.0,0.0
Josh McRoberts,MIA,10,5,5,134,38,218,152,9,2.38,1.14,0.174,18,5,17,0.444,0.0,0.588
Josh Richardson,MIA,14,7,7,387,93,565,297,36,3.77,3.22,0.165,3,0,5,0.0,0.0,0.0
Josh Smith,HOU,4,1,3,38,16,60,38,3,2.62,1.22,0.267,1,1,2,0.0,0.0,0.0
Justin Anderson,DAL,5,1,4,95,47,164,103,6,2.3,1.1,0.287,5,0,8,0.8,0.0,0.75
Justise Winslow,MIA,13,7,6,330,90,452,259,13,1.76,0.73,0.199,14,5,41,0.5,0.4,0.683
KJ McDaniels,HOU,4,0,4,34,9,34,21,2,2.82,2.12,0.265,0,0,1,0.0,0.0,2.0
Kawhi Leonard,SAS,10,6,4,339,225,537,380,31,3.4,2.67,0.419,10,27,32,0.6,0.741,0.844
Kelly Olynyk,BOS,4,1,3,32,2,70,41,2,1.73,0.6,0.029,1,3,5,0.0,0.0,0.0
Kemba Walker,CHA,7,3,4,260,159,594,174,64,6.49,6.57,0.268,4,0,4,0.0,0.0,0.5
Kent Bazemore,ATL,10,4,6,325,119,551,347,21,2.25,1.41,0.216,9,0,24,0.444,0.0,0.958
Kentavious Caldwell-Pope,DET,4,0,4,161,61,165,117,7,2.43,1.65,0.37,1,0,4,2.0,0.0,1.0
Kevin Durant,OKC,18,11,7,726,511,1135,762,67,3.53,2.56,0.45,39,86,34,0.615,0.547,1.088
Kevin Love,CLE,20,15,5,613,293,1088,644,33,1.84,0.52,0.269,30,122,71,0.467,0.434,0.69
Kevin Martin,SAS,5,3,2,49,22,73,57,3,2.46,1.44,0.301,2,0,6,1.0,0.0,0.0
Kirk Hinrich,ATL,6,4,2,27,5,57,30,4,4.1,3.44,0.088,0,0,0,0.0,0.0,0.0
Klay Thompson,GSW,24,15,9,849,582,1188,948,48,2.44,1.84,0.49,58,26,70,0.845,0.385,0.843
Kris Humphries,ATL,4,1,3,56,37,126,77,3,1.4,0.4,0.294,9,1,15,0.667,2.0,0.667
Kyle Anderson,SAS,10,6,4,129,23,186,113,8,2.44,1.53,0.124,9,0,5,0.0,0.0,0.0
Kyle Korver,ATL,10,4,6,316,103,308,221,7,1.4,0.44,0.334,6,1,7,0.0,0.0,1.0
Kyle Lowry,TOR,20,10,10,766,382,1733,727,149,5.16,4.69,0.22,8,3,25,0.25,0.0,0.48
Kyle Singler,OKC,6,3,3,51,8,38,22,1,1.47,0.58,0.211,1,0,2,2.0,0.0,1.0
Kyrie Irving,CLE,21,16,5,774,530,1695,647,151,5.33,4.97,0.313,16,6,24,0.438,1.0,0.458
LaMarcus Aldridge,SAS,10,6,4,337,219,558,391,19,2.07,0.84,0.392,35,109,63,0.771,0.752,0.889
Lamar Patterson,ATL,4,2,2,20,6,35,23,2,3.18,2.46,0.171,1,0,0,0.0,0.0,0.0
Lance Stephenson,MEM,4,0,4,95,52,137,102,8,3.55,2.96,0.38,5,3,8,0.0,0.0,0.75
Lavoy Allen,IND,6,3,3,51,6,85,47,2,1.26,0.21,0.071,8,3,12,0.0,0.0,0.333
LeBron James,CLE,21,16,5,822,552,1822,1023,132,4.33,3.16,0.303,74,104,106,0.365,0.337,1.104
Leandro Barbosa,GSW,23,14,9,254,129,398,301,16,2.41,1.84,0.324,9,0,16,0.222,0.0,0.938
Luc Mbah a Moute,LAC,5,2,3,78,9,43,23,1,1.74,0.67,0.209,1,0,3,3.0,0.0,0.667
Lucas Nogueira,TOR,5,1,4,29,6,35,14,1,1.16,0.06,0.171,1,0,5,0.0,0.0,0.8
Luis Montero,POR,6,3,3,8,8,7,3,1,4.28,3.86,1.143,0,0,0,0.0,0.0,0.0
Luis Scola,TOR,11,5,6,140,28,222,143,6,1.59,0.57,0.126,3,4,1,0.333,0.0,0.0
Luol Deng,MIA,14,7,7,495,186,837,399,25,1.8,0.79,0.222,13,15,42,0.462,0.533,0.69
Manu Ginobili,SAS,10,6,4,192,67,342,223,18,3.11,2.29,0.196,4,1,3,0.5,0.0,0.0
Marcus Morris Sr.,DET,4,0,4,144,71,199,150,7,1.98,0.76,0.357,7,12,5,0.286,0.5,0.8
Marcus Smart,BOS,6,2,4,193,72,351,181,20,3.47,2.9,0.205,2,5,7,0.0,0.0,0.571
Marreese Speights,GSW,24,15,9,201,134,388,287,9,1.41,0.34,0.345,25,16,32,0.48,0.5,0.656
Marvin Williams,CHA,7,3,4,228,36,303,145,6,1.2,0.39,0.119,7,7,13,0.571,0.0,0.462
Mason Plumlee,POR,11,5,6,306,77,597,342,19,1.88,0.74,0.129,73,10,98,0.342,0.3,0.347
Matt Barnes,MEM,4,0,4,139,43,259,146,9,2.15,1.18,0.166,5,8,14,0.4,0.25,0.857
Matthew Dellavedova,CLE,20,15,5,241,78,521,265,40,4.57,4.3,0.15,7,1,6,0.286,0.0,0.833
Maurice Harkless,POR,11,5,6,272,121,359,240,10,1.64,0.63,0.337,6,10,58,1.0,0.2,0.81
Michael Beasley,HOU,5,1,4,80,52,141,74,5,2.22,1.04,0.369,9,15,12,0.444,0.667,0.333
Mike Muscala,ATL,9,4,5,67,24,105,70,2,1.23,0.29,0.229,6,3,17,0.0,0.667,0.824
Mike Scott,ATL,10,4,6,161,65,230,136,6,1.47,0.33,0.283,12,18,22,0.583,0.556,1.136
Mo Williams,CLE,13,10,3,68,20,153,63,14,5.54,5.22,0.131,0,0,0,0.0,0.0,0.0
Monta Ellis,IND,7,3,4,225,81,480,182,38,4.78,4.15,0.169,2,1,6,1.0,0.0,0.333
Montrezl Harrell,HOU,2,0,2,12,3,12,8,0,2.07,1.08,0.25,0,1,1,0.0,0.0,0.0
Myles Turner,IND,7,3,4,197,72,256,169,7,1.53,0.36,0.281,23,7,49,0.391,0.286,0.857
Nazr Mohammed,OKC,5,3,2,10,2,12,5,0,1.45,0.0,0.167,0,0,2,0.0,0.0,1.0
Nick Collison,OKC,9,6,3,79,9,76,39,2,1.51,0.61,0.118,3,0,5,0.667,0.0,0.0
Nicolas Batum,CHA,5,1,4,144,57,237,159,10,2.64,1.75,0.241,4,2,2,0.0,0.0,1.0
Noah Vonleh,POR,6,3,3,12,0,18,7,1,1.71,0.5,0.0,1,0,1,0.0,0.0,0.0
Norman Powell,TOR,18,8,10,206,68,242,163,9,2.34,1.88,0.281,2,1,5,2.0,0.0,1.2
PJ Hairston,MEM,2,0,2,22,5,15,12,1,1.9,1.2,0.333,0,0,0,0.0,0.0,0.0
Pablo Prigioni,LAC,5,2,3,26,0,55,17,5,5.14,4.6,0.0,0,0,2,0.0,0.0,0.0
Pat Connaughton,POR,6,3,3,8,8,10,6,1,2.77,1.8,0.8,0,0,0,0.0,0.0,0.0
Patrick Beverley,HOU,5,1,4,129,29,253,94,18,4.22,3.83,0.115,2,0,5,0.0,0.0,0.8
Patrick Patterson,TOR,20,10,10,583,153,840,531,19,1.35,0.45,0.182,37,6,44,0.27,0.333,0.886
Patty Mills,SAS,10,6,4,167,66,381,183,25,3.91,4.26,0.173,1,0,2,0.0,0.0,1.0
Paul George,IND,7,3,4,275,191,458,325,23,2.98,1.93,0.417,9,30,16,0.444,0.367,0.5
Paul Millsap,ATL,10,4,6,365,167,680,446,25,2.16,1.14,0.246,29,70,58,0.345,0.6,0.741
Paul Pierce,LAC,5,1,4,54,6,72,49,2,1.99,0.75,0.083,3,3,0,0.667,0.0,0.0
RJ Hunter,BOS,5,1,4,41,5,41,31,2,2.24,1.61,0.122,0,0,0,0.0,0.0,0.0
Randy Foye,OKC,16,10,6,190,40,214,117,15,4.31,3.79,0.187,1,0,1,2.0,0.0,0.0
Raymond Felton,DAL,5,1,4,172,75,401,181,34,5.06,4.39,0.187,12,0,6,0.333,0.0,0.333
Reggie Bullock,DET,2,0,2,22,12,22,10,0,1.11,0.23,0.545,0,0,1,0.0,0.0,2.0
Reggie Jackson,DET,4,0,4,147,57,332,90,35,6.28,6.26,0.172,1,1,2,0.0,0.0,0.0
Richard Jefferson,CLE,21,16,5,381,114,397,253,12,1.82,0.63,0.287,20,2,35,0.3,0.0,0.543
Rodney Stuckey,IND,7,3,4,125,44,195,137,12,3.72,2.59,0.226,4,0,5,1.5,0.0,0.4
Russell Westbrook,OKC,18,11,7,674,468,1613,467,178,6.61,6.41,0.29,19,15,45,0.579,0.8,0.667
Salah Mejri,DAL,4,1,3,76,19,86,46,2,1.46,0.18,0.221,8,0,22,0.25,0.0,0.682
Serge Ibaka,OKC,18,11,7,602,216,517,311,12,1.34,0.27,0.418,18,7,40,1.056,0.571,0.975
Shaun Livingston,GSW,24,15,9,514,196,1104,520,74,4.0,3.39,0.178,21,27,50,0.571,0.741,0.64
Solomon Hill,IND,7,3,4,198,54,260,143,8,1.73,0.59,0.208,6,5,9,1.0,0.0,0.667
Spencer Dinwiddie,CHI,1,0,1,2,2,5,2,1,7.16,7.0,0.4,0,0,0,0.0,0.0,0.0
Spencer Hawes,CHA,5,3,2,53,18,85,51,3,1.86,0.73,0.212,6,5,5,0.333,0.8,0.8
Stanley Johnson,DET,4,0,4,81,32,124,66,5,2.28,1.29,0.258,1,1,2,0.0,0.0,0.0
Stephen Curry,GSW,18,11,7,614,452,1436,585,108,4.49,4.33,0.315,19,4,35,0.316,0.5,0.457
Steve Blake,DET,4,0,4,43,4,101,31,10,5.82,5.86,0.04,0,0,0,0.0,0.0,0.0
Steven Adams,OKC,18,11,7,553,182,885,290,19,1.29,0.24,0.206,57,10,161,0.544,0.8,0.795
Terrence Ross,TOR,20,10,10,335,126,387,238,14,2.12,1.36,0.326,5,0,2,1.2,0.0,1.0
Terry Rozier,BOS,5,2,3,99,24,170,74,10,3.51,3.09,0.141,0,0,4,0.0,0.0,1.0
Thabo Sefolosha,ATL,10,4,6,203,59,342,228,12,2.04,1.06,0.173,10,1,12,0.6,0.0,0.667
Tim Duncan,SAS,10,6,4,218,59,318,184,9,1.66,0.46,0.186,39,24,42,0.359,0.583,0.738
Tim Hardaway Jr.,ATL,9,4,5,87,20,121,96,4,2.02,1.03,0.165,2,0,3,1.0,0.0,1.333
Timofey Mozgov,CLE,13,10,3,76,15,102,52,3,1.59,0.32,0.147,6,3,14,0.0,0.0,0.857
Tobias Harris,DET,4,0,4,156,58,251,117,8,1.95,0.83,0.231,2,10,5,0.0,0.8,1.2
Tony Allen,MEM,4,0,4,94,30,122,86,5,2.25,1.45,0.246,6,2,9,0.667,2.0,0.889
Tony Parker,SAS,10,6,4,264,104,596,209,60,6.08,6.57,0.174,7,1,2,0.0,0.0,1.0
Trevor Ariza,HOU,5,1,4,181,33,217,150,7,1.92,1.08,0.152,1,0,6,2.0,0.0,0.333
Tristan Thompson,CLE,21,16,5,622,140,646,291,17,1.54,0.36,0.217,45,7,162,0.489,0.571,0.66
Troy Daniels,CHA,4,1,3,18,2,18,16,0,1.39,0.56,0.111,1,0,1,0.0,0.0,1.0
Ty Lawson,IND,7,3,4,74,16,148,44,14,5.73,5.37,0.108,0,0,3,0.0,0.0,0.0
Tyler Hansbrough,CHA,2,1,1,6,0,3,2,0,1.91,0.0,0.0,0,0,0,0.0,0.0,0.0
Tyler Johnson,MIA,5,3,2,61,21,85,60,4,2.78,2.54,0.247,0,0,2,0.0,0.0,0.0
Tyler Zeller,BOS,3,0,3,38,18,62,42,2,1.54,0.48,0.29,1,3,9,0.0,0.333,1.0
Udonis Haslem,MIA,9,4,5,85,21,97,61,3,1.72,0.51,0.216,11,4,19,0.364,0.25,0.895
Vince Carter,MEM,4,0,4,91,45,124,85,5,2.46,1.66,0.363,1,10,9,0.0,0.6,0.667
Wesley Johnson,LAC,6,2,4,77,16,62,30,1,1.4,0.45,0.258,2,2,4,0.0,0.0,1.0
Wesley Matthews,DAL,5,1,4,173,65,245,174,9,2.16,1.21,0.265,0,3,4,0.0,0.0,0.0
Xavier Munford,MEM,4,0,4,89,19,187,65,16,5.07,4.88,0.102,1,0,1,0.0,0.0,0.0
Zach Randolph,MEM,4,0,4,120,52,195,155,8,2.56,1.15,0.267,22,36,26,0.273,0.528,0.538
Zaza Pachulia,DAL,5,1,4,112,33,155,97,5,1.82,0.3,0.213,25,5,25,0.28,0.0,0.64
