TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%
Golden State Warriors,22,22,23.5,190,442,43.0,61.0,2.9,31,54,57.4,20.6,159,388,41.0
Boston Celtics,24,24,19.6,173,406,42.6,57.6,4.0,51,83,61.4,15.6,122,323,37.8
Milwaukee Bucks,12,12,29.5,119,308,38.6,53.4,4.1,28,43,65.1,25.4,91,265,34.3
Dallas Mavericks,18,18,18.3,105,269,39.0,53.5,3.2,27,47,57.4,15.1,78,222,35.1
Miami Heat,18,18,17.7,93,248,37.5,52.8,2.4,17,33,51.5,15.4,76,215,35.3
Phoenix Suns,13,13,21.4,94,230,40.9,58.5,2.4,13,26,50.0,19.0,81,204,39.7
Memphis Grizzlies,12,12,20.7,108,215,50.2,69.1,3.2,27,33,81.8,17.5,81,182,44.5
Philadelphia 76ers,12,12,20.7,81,210,38.6,52.1,4.0,24,41,58.5,16.6,57,169,33.7
Utah Jazz,6,6,29.3,62,142,43.7,62.0,2.9,10,14,71.4,26.4,52,128,40.6
Toronto Raptors,6,6,26.9,51,126,40.5,58.7,3.6,5,17,29.4,23.2,46,109,42.2
Minnesota Timberwolves,6,6,22.9,42,121,34.7,47.1,3.8,12,20,60.0,19.1,30,101,29.7
Chicago Bulls,5,5,25.1,52,108,48.1,70.4,2.1,4,9,44.4,23.0,48,99,48.5
New Orleans Pelicans,6,6,20.3,46,101,45.5,59.9,5.0,17,25,68.0,15.3,29,76,38.2
Denver Nuggets,5,5,21.6,42,88,47.7,64.8,4.9,12,20,60.0,16.7,30,68,44.1
Atlanta Hawks,5,5,19.2,30,82,36.6,50.0,2.6,8,11,72.7,16.6,22,71,31.0
Brooklyn Nets,4,4,23.1,37,78,47.4,64.7,3.6,10,12,83.3,19.6,27,66,40.9
