PLAYER,TEAM,AGE,POSITION,GP,G,FREQ%,DFGM,DFGA,DFG%,FG%,Diff%,year
Rudy Gobert,UTA,25,C,81,81,50.8,303.0,651.0,46.5,61.0,-14.4,2017
Robin Lopez,CHI,29,C,81,80,49.8,328.0,618.0,53.1,61.2,-8.1,2017
Myles Turner,IND,21,C,80,80,53.7,325.0,618.0,52.6,60.8,-8.2,2017
Marcin Gortat,WAS,33,C,82,82,46.2,328.0,542.0,60.5,60.8,-0.3,2017
Gorgui Dieng,MIN,27,F-C,82,82,45.7,315.0,528.0,59.7,60.2,-0.5,2017
Karl-Anthony Towns,MIN,21,C,82,82,42.3,314.0,519.0,60.5,60.8,-0.3,2017
Hassan Whiteside,MIA,28,C,77,77,50.1,260.0,500.0,52.0,60.8,-8.8,2017
Nikola Jokic,DEN,22,F-C,72,72,47.5,307.0,493.0,62.3,62.1,0.2,2017
Kristaps Porzingis,NYK,21,F,66,66,43.4,248.0,480.0,51.7,61.3,-9.6,2017
Draymond Green,GSW,27,F,76,76,38.3,226.0,463.0,48.8,60.4,-11.6,2017
Tristan Thompson,CLE,26,C,78,77,39.5,239.0,456.0,52.4,60.5,-8.1,2017
Mason Plumlee,DEN,27,C,81,81,47.1,236.0,453.0,52.1,61.3,-9.2,2017
DeAndre Jordan,LAC,28,C,81,80,38.9,245.0,441.0,55.6,61.2,-5.7,2017
Serge Ibaka,TOR,27,F,79,78,42.5,251.0,432.0,58.1,60.5,-2.4,2017
DeMarcus Cousins,NOP,26,F-C,72,72,42.7,228.0,430.0,53.0,61.8,-8.8,2017
Steven Adams,OKC,23,C,80,80,39.0,260.0,428.0,60.7,60.7,0.0,2017
Anthony Davis,NOP,24,F-C,75,74,39.6,230.0,425.0,54.1,61.9,-7.8,2017
Clint Capela,HOU,23,C,65,65,52.0,241.0,422.0,57.1,60.9,-3.8,2017
Nikola Vucevic,ORL,26,C,75,75,44.5,251.0,422.0,59.5,60.2,-0.7,2017
