TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FTFREQ%,TOVFREQ%,SFFREQ%,AND ONEFREQ%,SCOREFREQ%,PERCENTILE
New York Knicks,18,196,9.8,1.03,201,72,151,47.7,51.3,14.8,10.2,13.3,2.0,49.0,93.3
Minnesota Timberwolves,15,162,9.8,0.85,137,48,128,37.5,40.2,13.0,8.6,10.5,0.6,42.0,6.7
Boston Celtics,11,154,13.4,0.88,135,45,131,34.4,37.8,13.6,3.9,11.7,2.6,40.3,33.3
Oklahoma City Thunder,16,136,7.5,0.93,126,42,110,38.2,40.9,14.7,6.6,14.7,2.2,43.4,66.7
Denver Nuggets,14,117,7.5,0.93,109,40,87,46.0,51.1,11.1,16.2,10.3,1.7,43.6,73.3
Indiana Pacers,16,120,6.9,0.88,106,34,88,38.6,43.2,18.3,10.0,15.0,1.7,43.3,46.7
Golden State Warriors,12,107,8.3,0.91,97,33,86,38.4,43.0,13.1,7.5,13.1,0.9,43.0,53.3
Cleveland Cavaliers,9,62,6.2,1.31,81,27,49,55.1,67.3,16.1,8.1,16.1,3.2,56.5,100.0
LA Clippers,7,89,12.2,0.82,73,25,74,33.8,37.8,12.4,6.7,12.4,2.2,37.1,0.0
Los Angeles Lakers,5,68,13.4,1.0,68,22,52,42.3,50.0,13.2,10.3,13.2,0.0,45.6,86.7
Houston Rockets,7,74,9.8,0.88,65,25,60,41.7,44.2,12.2,9.5,9.5,2.7,43.2,40.0
Orlando Magic,5,55,10.5,0.86,47,19,47,40.4,42.6,7.3,7.3,7.3,0.0,41.8,13.3
Miami Heat,4,49,11.9,0.92,45,20,38,52.6,53.9,12.2,14.3,12.2,4.1,46.9,60.0
Milwaukee Bucks,5,35,6.4,0.97,34,14,30,46.7,48.3,14.3,5.7,11.4,5.7,48.6,80.0
Detroit Pistons,6,32,4.8,0.88,28,12,28,42.9,44.6,6.3,6.3,6.3,0.0,43.8,26.7
Memphis Grizzlies,4,29,6.3,0.86,25,11,23,47.8,50.0,3.4,17.2,3.4,0.0,41.4,20.0
