TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FTFREQ%,TOVFREQ%,SFFREQ%,AND ONEFREQ%,SCOREFREQ%,PERCENTILE
Denver Nuggets,8,49,5.6,0.76,37,14,38,36.8,43.4,6.1,18.4,6.1,2.0,32.7,26.7
Golden State Warriors,7,29,3.9,0.97,28,11,27,40.7,50.0,3.4,6.9,3.4,3.4,37.9,53.3
New York Knicks,7,26,3.4,1.04,27,9,20,45.0,55.0,11.5,15.4,11.5,3.8,42.3,60.0
Indiana Pacers,6,28,4.4,0.96,27,9,24,37.5,43.8,14.3,0.0,14.3,0.0,42.9,46.7
Milwaukee Bucks,5,23,4.2,1.09,25,10,20,50.0,57.5,4.3,8.7,4.3,0.0,47.8,73.3
Minnesota Timberwolves,5,21,3.9,1.14,24,8,19,42.1,55.3,9.5,0.0,9.5,0.0,47.6,80.0
Memphis Grizzlies,4,25,5.4,0.92,23,9,24,37.5,47.9,0.0,4.0,0.0,0.0,36.0,40.0
Houston Rockets,7,31,4.1,0.74,23,7,24,29.2,41.7,9.7,12.9,9.7,0.0,29.0,20.0
LA Clippers,7,19,2.6,1.16,22,8,13,61.5,69.2,15.8,21.1,15.8,5.3,52.6,86.7
Detroit Pistons,6,36,5.4,0.56,20,5,23,21.7,28.3,11.1,25.0,8.3,0.0,25.0,6.7
Oklahoma City Thunder,5,19,3.2,0.84,16,7,18,38.9,44.4,0.0,5.3,0.0,0.0,36.8,33.3
Miami Heat,4,14,3.4,1.07,15,5,12,41.7,58.3,7.1,7.1,7.1,0.0,42.9,66.7
Orlando Magic,5,9,0.0,1.33,12,5,7,71.4,71.4,22.2,11.1,22.2,11.1,66.7,100.0
Boston Celtics,6,7,0.0,1.29,9,3,5,60.0,70.0,28.6,28.6,28.6,28.6,42.9,93.3
Cleveland Cavaliers,5,13,2.5,0.69,9,3,12,25.0,29.2,7.7,0.0,7.7,0.0,30.8,13.3
Los Angeles Lakers,5,10,2.0,0.3,3,1,9,11.1,16.7,0.0,10.0,0.0,0.0,10.0,0.0
