TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FTFREQ%,TOVFREQ%,SFFREQ%,AND ONEFREQ%,SCOREFREQ%,PERCENTILE
New York Knicks,18,130,6.5,1.0,130,54,105,51.4,51.4,13.1,11.5,11.5,5.4,48.5,73.3
Denver Nuggets,14,140,8.9,0.83,116,43,100,43.0,43.0,15.7,15.7,10.7,2.9,42.1,33.3
Indiana Pacers,20,91,4.2,1.03,94,37,71,52.1,52.1,17.6,8.8,14.3,4.4,53.8,80.0
Minnesota Timberwolves,15,73,4.4,0.92,67,27,47,57.4,57.4,12.3,23.3,9.6,0.0,47.9,60.0
Boston Celtics,11,90,7.8,0.71,64,25,67,37.3,37.3,14.4,12.2,12.2,1.1,38.9,20.0
Houston Rockets,7,53,7.0,0.89,47,19,42,45.2,45.2,11.3,9.4,11.3,0.0,45.3,40.0
Oklahoma City Thunder,20,31,1.4,1.1,34,14,25,56.0,56.0,12.9,6.5,12.9,0.0,58.1,93.3
Orlando Magic,5,29,5.5,0.97,28,10,18,55.6,55.6,20.7,17.2,20.7,0.0,55.2,66.7
Milwaukee Bucks,5,33,6.0,0.79,26,10,24,41.7,41.7,12.1,18.2,9.1,3.0,39.4,26.7
Detroit Pistons,6,27,4.1,0.89,24,9,24,37.5,37.5,11.1,0.0,11.1,0.0,44.4,46.7
LA Clippers,7,18,2.5,1.28,23,9,12,75.0,75.0,27.8,5.6,27.8,0.0,72.2,100.0
Memphis Grizzlies,4,33,7.2,0.7,23,5,21,23.8,23.8,24.2,12.1,12.1,0.0,36.4,6.7
Cleveland Cavaliers,9,16,1.6,1.06,17,4,9,44.4,44.4,37.5,12.5,12.5,6.3,56.3,86.7
Los Angeles Lakers,5,20,4.0,0.7,14,5,15,33.3,33.3,15.0,15.0,15.0,5.0,35.0,13.3
Golden State Warriors,12,21,1.6,0.67,14,5,16,31.3,31.3,14.3,9.5,9.5,0.0,38.1,0.0
Miami Heat,4,11,2.7,0.91,10,5,9,55.6,55.6,0.0,18.2,0.0,0.0,45.5,53.3
