TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FTFREQ%,TOVFREQ%,SFFREQ%,AND ONEFREQ%,SCOREFREQ%,PERCENTILE
Oklahoma City Thunder,18,166,8.1,1.28,213,90,136,66.2,66.2,13.3,7.2,13.3,2.4,65.1,73.3
Indiana Pacers,18,128,6.5,1.37,175,69,103,67.0,67.0,21.9,3.1,21.1,5.5,69.5,86.7
Denver Nuggets,14,137,8.7,1.19,163,68,117,58.1,58.1,17.5,1.5,17.5,4.4,59.9,40.0
New York Knicks,18,114,5.7,1.22,139,59,97,60.8,60.8,14.9,2.6,14.9,2.6,63.2,60.0
Golden State Warriors,12,109,8.4,1.1,120,49,91,53.8,53.8,13.8,4.6,12.8,1.8,56.0,20.0
Minnesota Timberwolves,15,95,5.8,1.12,106,44,69,63.8,63.8,15.8,13.7,14.7,2.1,55.8,26.7
Cleveland Cavaliers,9,72,7.2,1.35,97,36,56,64.3,64.3,19.4,5.6,18.1,2.8,66.7,80.0
Boston Celtics,11,53,4.6,1.47,78,30,42,71.4,71.4,24.5,7.5,22.6,11.3,69.8,100.0
Houston Rockets,7,75,9.9,0.97,73,33,63,52.4,52.4,13.3,2.7,13.3,0.0,50.7,6.7
LA Clippers,7,58,7.9,1.14,66,27,50,54.0,54.0,15.5,1.7,15.5,3.4,56.9,33.3
Detroit Pistons,6,50,7.5,1.22,61,27,40,67.5,67.5,16.0,10.0,16.0,6.0,64.0,66.7
Milwaukee Bucks,5,38,6.9,1.42,54,23,33,69.7,69.7,18.4,2.6,18.4,7.9,71.1,93.3
Memphis Grizzlies,4,29,6.3,1.21,35,15,22,68.2,68.2,13.8,10.3,10.3,0.0,62.1,53.3
Orlando Magic,5,25,4.8,1.2,30,13,20,65.0,65.0,20.0,8.0,20.0,8.0,64.0,46.7
Los Angeles Lakers,5,27,5.3,1.0,27,11,24,45.8,45.8,14.8,3.7,14.8,7.4,48.1,13.3
Miami Heat,4,20,4.8,0.9,18,9,16,56.3,56.3,0.0,20.0,0.0,0.0,45.0,0.0
