TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FTFREQ%,TOVFREQ%,SFFREQ%,AND ONEFREQ%,SCOREFREQ%,PERCENTILE
Golden State Warriors,12,80,6.2,1.27,102,35,70,50.0,67.9,6.3,7.5,3.8,1.3,48.8,86.7
New York Knicks,18,66,3.3,1.15,76,26,55,47.3,60.0,9.1,7.6,7.6,0.0,48.5,80.0
Indiana Pacers,23,59,2.4,1.02,60,21,54,38.9,50.9,5.1,5.1,5.1,1.7,39.0,60.0
Oklahoma City Thunder,23,77,3.0,0.77,59,21,68,30.9,36.0,9.1,5.2,7.8,2.6,33.8,20.0
Minnesota Timberwolves,15,58,3.5,0.91,53,20,47,42.6,51.1,6.9,13.8,6.9,1.7,39.7,40.0
Denver Nuggets,14,46,2.9,1.0,46,17,40,42.5,51.2,8.7,6.5,4.3,2.2,43.5,50.0
Boston Celtics,11,35,3.0,1.03,36,13,31,41.9,58.1,2.9,8.6,2.9,0.0,37.1,66.7
Los Angeles Lakers,5,24,4.7,1.46,35,15,24,62.5,72.9,0.0,0.0,0.0,0.0,62.5,93.3
Cleveland Cavaliers,9,29,2.9,1.14,33,10,24,41.7,52.1,13.8,6.9,13.8,3.4,44.8,73.3
Detroit Pistons,6,35,5.3,0.8,28,8,29,27.6,36.2,11.4,8.6,8.6,2.9,31.4,26.7
Houston Rockets,7,8,0.0,1.62,13,5,8,62.5,81.3,0.0,0.0,0.0,0.0,62.5,100.0
Milwaukee Bucks,5,11,2.0,1.0,11,3,9,33.3,44.4,9.1,9.1,9.1,0.0,36.4,50.0
Miami Heat,4,13,3.1,0.69,9,4,12,33.3,33.3,7.7,0.0,7.7,0.0,38.5,13.3
Orlando Magic,5,9,0.0,0.89,8,3,7,42.9,57.1,11.1,11.1,11.1,0.0,33.3,33.3
LA Clippers,7,12,1.6,0.67,8,3,11,27.3,31.8,8.3,8.3,8.3,8.3,25.0,6.7
Memphis Grizzlies,4,10,2.2,0.5,5,1,8,12.5,18.8,10.0,10.0,10.0,0.0,20.0,0.0
