TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FTFREQ%,TOVFREQ%,SFFREQ%,AND ONEFREQ%,SCOREFREQ%,PERCENTILE
Golden State Warriors,5,46,7.9,0.96,44,15,36,41.7,54.2,6.5,17.4,4.3,2.2,37.0,46.7
Denver Nuggets,5,40,7.3,1.02,41,15,33,45.5,54.5,7.5,10.0,7.5,0.0,45.0,66.7
Sacramento Kings,5,46,7.6,0.83,38,14,42,33.3,41.7,6.5,2.2,6.5,0.0,37.0,13.3
Miami Heat,5,35,6.3,1.06,37,12,28,42.9,62.5,2.9,17.1,2.9,0.0,37.1,73.3
New York Knicks,5,31,5.7,0.97,30,12,26,46.2,50.0,9.7,9.7,9.7,3.2,45.2,60.0
LA Clippers,5,20,3.5,1.45,29,9,13,69.2,84.6,25.0,10.0,20.0,0.0,65.0,93.3
Memphis Grizzlies,5,31,5.4,0.94,29,11,24,45.8,54.2,6.5,16.1,6.5,0.0,41.9,40.0
Milwaukee Bucks,5,24,4.2,1.17,28,8,18,44.4,58.3,20.8,12.5,20.8,8.3,45.8,86.7
Boston Celtics,5,15,2.7,1.73,26,10,14,71.4,89.3,6.7,0.0,0.0,0.0,73.3,100.0
Brooklyn Nets,4,27,7.0,0.96,26,9,21,42.9,52.4,14.8,11.1,14.8,3.7,40.7,53.3
Atlanta Hawks,5,24,4.1,0.75,18,6,17,35.3,38.2,8.3,20.8,8.3,0.0,33.3,0.0
Cleveland Cavaliers,5,19,3.7,0.9,17,6,13,46.2,57.7,5.3,26.3,5.3,0.0,36.8,33.3
Minnesota Timberwolves,5,20,3.8,0.85,17,7,16,43.8,53.1,0.0,20.0,0.0,0.0,35.0,20.0
Philadelphia 76ers,4,15,3.6,0.87,13,4,11,36.4,40.9,13.3,13.3,6.7,0.0,40.0,26.7
Phoenix Suns,5,11,2.0,1.09,12,4,7,57.1,71.4,9.1,27.3,9.1,0.0,45.5,80.0
Los Angeles Lakers,5,11,1.9,0.82,9,3,10,30.0,35.0,9.1,0.0,0.0,0.0,36.4,6.7
