TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%,shot_coverage,round,year
Houston Rockets,5,5,20.1,40,75,53.3,53.3,20.1,40,75,53.3,0.0,0,0,-,very_tight,3,2015
Cleveland Cavaliers,4,4,19.6,36,65,55.4,56.9,18.4,34,61,55.7,1.2,2,4,50.0,very_tight,3,2015
Golden State Warriors,5,5,13.5,31,57,54.4,54.4,13.2,31,56,55.4,0.2,0,1,0.0,very_tight,3,2015
Atlanta Hawks,4,4,15.9,30,49,61.2,61.2,15.6,30,48,62.5,0.3,0,1,0.0,very_tight,3,2015
Golden State Warriors,5,5,33.6,68,142,47.9,50.0,27.9,62,118,52.5,5.7,6,24,25.0,tight,3,2015
Houston Rockets,5,5,35.7,64,133,48.1,50.4,30.6,58,114,50.9,5.1,6,19,31.6,tight,3,2015
Cleveland Cavaliers,4,4,33.8,51,112,45.5,49.6,27.5,42,91,46.2,6.3,9,21,42.9,tight,3,2015
Atlanta Hawks,4,4,31.5,55,97,56.7,57.7,29.2,53,90,58.9,2.3,2,7,28.6,tight,3,2015
Golden State Warriors,5,5,27.4,58,116,50.0,58.2,15.6,39,66,59.1,11.8,19,50,38.0,open,3,2015
Cleveland Cavaliers,4,4,26.3,37,87,42.5,53.4,11.8,18,39,46.2,14.5,19,48,39.6,open,3,2015
Houston Rockets,5,5,22.3,37,83,44.6,53.6,10.7,22,40,55.0,11.5,15,43,34.9,open,3,2015
Atlanta Hawks,4,4,21.4,23,66,34.8,39.4,11.7,17,36,47.2,9.7,6,30,20.0,open,3,2015
Golden State Warriors,5,5,25.5,52,108,48.1,63.4,7.1,19,30,63.3,18.4,33,78,42.3,wide_open,3,2015
Atlanta Hawks,4,4,31.2,31,96,32.3,41.7,8.1,13,25,52.0,23.1,18,71,25.4,wide_open,3,2015
Houston Rockets,5,5,22.0,35,82,42.7,55.5,5.4,14,20,70.0,16.6,21,62,33.9,wide_open,3,2015
Cleveland Cavaliers,4,4,20.2,29,67,43.3,57.5,5.7,10,19,52.6,14.5,19,48,39.6,wide_open,3,2015
