TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%
IND,7,7,32.9,95,199,47.699999999999996,64.60000000000001,6.4,28,39,71.8,26.400000000000002,67,160,41.9
GSW,8,8,27.500000000000004,84,191,44.0,61.5,3.0,17,21,81.0,24.5,67,170,39.4
DEN,8,8,21.8,71,151,47.0,62.6,5.2,24,36,66.7,16.6,47,115,40.9
OKC,5,5,30.8,61,149,40.9,56.699999999999996,5.4,14,26,53.800000000000004,25.5,47,123,38.2
LAC,7,7,21.5,51,127,40.2,56.699999999999996,2.5,9,15,60.0,18.9,42,112,37.5
MIN,6,6,22.3,48,116,41.4,59.9,1.5,5,8,62.5,20.7,43,108,39.800000000000004
CLE,6,6,20.9,47,111,42.3,58.599999999999994,2.8000000000000003,11,15,73.3,18.099999999999998,36,96,37.5
LAL,5,5,27.400000000000002,45,108,41.699999999999996,58.3,4.6,9,18,50.0,22.8,36,90,40.0
ORL,5,5,25.1,37,106,34.9,47.199999999999996,3.8,11,16,68.8,21.3,26,90,28.9
HOU,7,7,17.5,44,101,43.6,60.9,2.8000000000000003,9,16,56.3,14.799999999999999,35,85,41.199999999999996
MIL,5,5,21.4,38,94,40.400000000000006,59.0,1.7999999999999998,3,8,37.5,19.6,35,86,40.699999999999996
MIA,4,4,27.3,41,89,46.1,66.9,2.5,4,8,50.0,24.8,37,81,45.7
BOS,6,6,18.3,35,89,39.300000000000004,55.60000000000001,2.5,6,12,50.0,15.8,29,77,37.7
NYK,7,7,14.299999999999999,40,88,45.5,63.6,2.1,8,13,61.5,12.2,32,75,42.699999999999996
DET,6,6,15.5,31,77,40.300000000000004,55.800000000000004,2.8000000000000003,7,14,50.0,12.7,24,63,38.1
MEM,4,4,21.3,26,74,35.099999999999994,48.0,3.2,7,11,63.6,18.2,19,63,30.2
