PLAYER,TEAM,AGE,POSITION,GP,G,FREQ%,DFGM,DFGA,DFG%,FG%,DIFF%,year
Nikola Jokic,DEN,25,C,19,19,100,182,345,52.8,51.5,1.3,2020
Jimmy Butler,MIA,30,F,21,21,100,157,317,49.5,47.7,1.8,2020
Anthony Davis,LAL,27,F-C,21,21,100,127,307,41.4,46.3,-4.9,2020
Jae Crowder,MIA,29,F,21,21,100,138,300,46.0,47.1,-1.1,2020
Tyler Herro,MIA,20,G,21,21,100,136,282,48.2,46.0,2.2,2020
Daniel Theis,BOS,28,F-C,17,17,100,132,282,46.8,46.0,0.8,2020
Jerami Grant,DEN,26,F,19,19,100,129,274,47.1,48.0,-1.0,2020
Bam Adebayo,MIA,22,C-F,19,19,100,114,264,43.2,47.6,-4.4,2020
Jamal Murray,DEN,23,G,19,19,100,109,257,42.4,46.6,-4.2,2020
Kemba Walker,BOS,30,G,17,17,100,107,255,42.0,44.7,-2.7,2020
Duncan Robinson,MIA,26,F,21,21,100,115,236,48.7,45.6,3.1,2020
Danny Green,LAL,33,G,21,21,100,107,227,47.1,45.2,1.9,2020
Jayson Tatum,BOS,22,F-G,17,17,100,87,222,39.2,45.4,-6.2,2020
Jaylen Brown,BOS,23,G-F,17,17,100,87,222,39.2,45.3,-6.1,2020
LeBron James,LAL,35,F,21,21,100,101,218,46.3,46.0,0.3,2020
Ivica Zubac,LAC,23,C,13,13,100,98,215,45.6,48.1,-2.5,2020
Brook Lopez,MIL,32,C,10,10,100,97,208,46.6,46.9,-0.2,2020
Alex Caruso,LAL,26,G,21,21,100,96,199,48.2,45.1,3.2,2020
Rudy Gobert,UTA,28,C,7,7,100,102,195,52.3,50.4,1.9,2020
Paul Millsap,DEN,35,F,19,19,100,79,190,41.6,48.8,-7.2,2020
P.J. Tucker,HOU,35,F,12,12,100,85,186,45.7,48.4,-2.7,2020
James Harden,HOU,30,G,12,12,100,79,181,43.6,47.3,-3.6,2020
Paul George,LAC,30,F,13,13,100,88,176,50.0,46.8,3.2,2020
Kentavious Caldwell-Pope,LAL,27,G,21,21,100,79,175,45.1,45.7,-0.6,2020
Markieff Morris,LAL,30,F,21,21,100,68,172,39.5,46.6,-7.1,2020
Andre Iguodala,MIA,36,G-F,21,21,100,82,170,48.2,47.6,0.6,2020
Pascal Siakam,TOR,26,F,11,11,100,69,169,40.8,45.0,-4.2,2020
Michael Porter Jr.,DEN,22,F,19,19,100,95,167,56.9,47.7,9.1,2020
Robert Covington,HOU,29,F,12,12,100,93,165,56.4,47.2,9.2,2020
Kawhi Leonard,LAC,29,F,13,13,100,78,164,47.6,46.2,1.4,2020
Fred VanVleet,TOR,26,G,11,11,100,68,162,42.0,43.7,-1.7,2020
Marcus Smart,BOS,26,G,17,17,100,72,161,44.7,45.1,-0.4,2020
Goran Dragic,MIA,34,G,17,17,100,75,154,48.7,45.8,2.9,2020
Kyle Kuzma,LAL,24,F,21,21,100,69,153,45.1,45.5,-0.4,2020
Kyle Lowry,TOR,34,G,11,11,100,68,148,45.9,44.9,1.0,2020
Kelly Olynyk,MIA,29,F-C,17,17,100,62,146,42.5,47.7,-5.2,2020
Dwight Howard,LAL,34,C-F,16,16,100,72,145,49.7,46.9,2.7,2020
