PLAYER,TEAM,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,eFG%
Norman Powell,LAC,6,3,3,154,14,6,13,46.2,2,7,28.6,53.8
OG Anunoby,TOR,6,3,3,188,8,3,6,50.0,2,3,66.7,66.7
Obi Toppin,IND,7,4,3,160,0,0,0,-,0,0,-,-
Ochai Agbaji,UTA,8,2,6,107,3,1,4,25.0,1,4,25.0,37.5
Olivier Sarr,OKC,4,2,2,44,0,0,0,-,-,-,-,-
Olivier-Maxence Prosper,DAL,1,0,1,1,0,0,0,-,-,-,-,-
Omer Yurtseven,UTA,6,1,5,31,0,0,0,-,0,0,-,-
Onuralp Bitim,CHI,1,0,1,3,0,0,0,-,-,-,-,-
Onyeka Okongwu,ATL,7,4,3,158,0,0,0,-,0,0,-,-
Orlando Robinson,MIA,2,0,2,30,0,0,0,-,0,0,-,-
Oshae Brissett,BOS,4,4,0,54,0,0,2,0.0,0,2,0.0,0.0
Otto Porter Jr.,TOR,2,2,0,35,0,0,0,-,0,0,-,-
Ousmane Dieng,OKC,7,4,3,90,0,0,3,0.0,0,2,0.0,0.0
P.J. Tucker,LAC,5,2,3,98,0,0,0,-,0,0,-,-
P.J. Washington,CHA,6,2,4,199,18,7,12,58.3,4,7,57.1,75.0
Paolo Banchero,ORL,7,4,3,233,19,8,26,30.8,3,9,33.3,36.5
Pascal Siakam,TOR,7,3,4,249,14,7,19,36.8,0,4,0.0,36.8
Pat Connaughton,MIL,6,4,2,132,0,0,2,0.0,0,2,0.0,0.0
Patrick Baldwin Jr.,WAS,2,0,2,9,0,0,1,0.0,0,1,0.0,0.0
Patrick Beverley,PHI,6,5,1,103,2,1,2,50.0,0,0,-,50.0
Patrick Williams,CHI,8,3,5,186,9,4,11,36.4,1,2,50.0,40.9
Paul George,LAC,6,3,3,201,46,17,35,48.6,12,20,60.0,65.7
Paul Reed,PHI,6,5,1,81,0,0,2,0.0,0,1,0.0,0.0
Payton Pritchard,BOS,6,5,1,115,8,3,9,33.3,2,6,33.3,44.4
Peyton Watson,DEN,8,7,1,131,2,1,4,25.0,0,2,0.0,25.0
Precious Achiuwa,TOR,3,1,2,65,0,0,1,0.0,0,0,-,0.0
Quentin Grimes,NYK,7,3,4,173,6,2,10,20.0,2,9,22.2,30.0
R.J. Hampton,MIA,1,0,1,2,0,0,0,-,-,-,-,-
RJ Barrett,NYK,5,3,2,156,6,3,9,33.3,0,3,0.0,33.3
Rayan Rupert,POR,2,0,2,6,0,0,0,-,0,0,-,-
Reggie Bullock Jr.,HOU,4,1,3,40,0,0,0,-,0,0,-,-
Reggie Jackson,DEN,8,7,1,175,11,5,18,27.8,1,6,16.7,30.6
Robert Covington,PHI,6,5,1,93,0,0,1,0.0,0,1,0.0,0.0
Robert Williams III,POR,6,2,4,119,0,0,0,-,-,-,-,-
Robin Lopez,MIL,1,0,1,6,0,0,0,-,-,-,-,-
Royce O'Neale,BKN,7,3,4,221,14,5,12,41.7,4,10,40.0,58.3
Rudy Gobert,MIN,6,4,2,195,0,0,0,-,-,-,-,-
Rui Hachimura,LAL,3,1,2,44,2,1,2,50.0,0,1,0.0,50.0
Russell Westbrook,LAC,6,3,3,200,14,6,14,42.9,2,5,40.0,50.0
Ryan Arcidiacono,NYK,1,1,0,2,0,0,0,-,-,-,-,-
Ryan Rollins,WAS,5,0,5,43,3,1,4,25.0,1,1,100,37.5
Saben Lee,PHX,3,2,1,10,4,2,3,66.7,0,1,0.0,66.7
Saddiq Bey,ATL,7,4,3,195,2,1,4,25.0,0,2,0.0,25.0
Sam Hauser,BOS,6,5,1,112,0,0,0,-,0,0,-,-
Sam Merrill,CLE,3,1,2,21,3,1,2,50.0,1,1,100,75.0
Sandro Mamukelashvili,SAS,2,0,2,16,0,0,0,-,-,-,-,-
Santi Aldama,MEM,1,1,0,20,0,0,1,0.0,0,0,-,0.0
Sasha Vezenkov,SAC,6,2,4,86,6,2,6,33.3,2,4,50.0,50.0
Scoot Henderson,POR,5,2,3,142,13,6,20,30.0,1,10,10.0,32.5
Scottie Barnes,TOR,7,3,4,255,38,17,29,58.6,4,10,40.0,65.5
Seth Curry,DAL,5,4,1,45,4,2,6,33.3,0,1,0.0,33.3
Shaedon Sharpe,POR,7,3,4,273,48,19,44,43.2,10,27,37.0,54.5
Shai Gilgeous-Alexander,OKC,6,4,2,209,52,24,51,47.1,4,12,33.3,51.0
Shake Milton,MIN,6,4,2,91,2,1,5,20.0,0,1,0.0,20.0
Simone Fontecchio,UTA,6,1,5,49,0,0,1,0.0,0,0,-,0.0
Skylar Mays,POR,6,3,3,63,4,2,6,33.3,0,2,0.0,33.3
Spencer Dinwiddie,BKN,6,2,4,166,16,6,18,33.3,4,11,36.4,44.4
Stanley Umude,DET,6,1,5,36,0,0,2,0.0,0,0,-,0.0
Stephen Curry,GSW,8,6,2,254,69,25,58,43.1,19,46,41.3,59.5
Svi Mykhailiuk,BOS,3,2,1,20,3,1,2,50.0,1,2,50.0,75.0
T.J. McConnell,IND,5,3,2,66,2,1,5,20.0,0,0,-,20.0
Talen Horton-Tucker,UTA,8,2,6,196,10,4,19,21.1,2,7,28.6,26.3
Taurean Prince,LAL,5,2,3,150,6,2,5,40.0,2,3,66.7,60.0
Taylor Hendricks,UTA,1,0,1,2,0,0,0,-,-,-,-,-
Terry Rozier,CHA,5,2,3,179,28,12,30,40.0,4,15,26.7,46.7
Terry Taylor,CHI,3,1,2,6,0,0,0,-,-,-,-,-
Thaddeus Young,TOR,1,0,1,2,0,0,0,-,-,-,-,-
Thanasis Antetokounmpo,MIL,2,0,2,11,0,0,0,-,-,-,-,-
Theo Maledon,CHA,6,2,4,107,5,2,6,33.3,1,5,20.0,41.7
Thomas Bryant,MIA,7,3,4,105,0,0,2,0.0,0,1,0.0,0.0
Tim Hardaway Jr.,DAL,7,6,1,205,18,7,18,38.9,4,8,50.0,50.0
Tobias Harris,PHI,6,5,1,216,17,7,12,58.3,3,4,75.0,70.8
Torrey Craig,CHI,8,3,5,176,7,3,4,75.0,1,1,100,87.5
Toumani Camara,POR,7,3,4,172,3,1,4,25.0,1,2,50.0,37.5
Trae Young,ATL,7,4,3,249,45,19,56,33.9,7,28,25.0,40.2
Trayce Jackson-Davis,GSW,5,4,1,37,0,0,0,-,-,-,-,-
Tre Jones,SAS,7,3,4,181,12,5,21,23.8,2,9,22.2,28.6
Tre Mann,OKC,3,2,1,12,5,2,4,50.0,1,2,50.0,62.5
Trendon Watford,BKN,2,1,1,19,0,0,0,-,0,0,-,-
Trent Forrest,ATL,1,1,0,5,0,0,0,-,-,-,-,-
Tristan Thompson,CLE,5,2,3,54,0,0,0,-,-,-,-,-
Troy Brown Jr.,MIN,4,3,1,29,0,0,0,-,0,0,-,-
Ty Jerome,CLE,2,1,1,15,0,0,0,-,0,0,-,-
TyTy Washington Jr.,MIL,1,0,1,3,0,0,1,0.0,0,0,-,0.0
Tyler Herro,MIA,7,3,4,264,71,29,69,42.0,13,34,38.2,51.4
Tyrese Haliburton,IND,6,4,2,193,45,18,46,39.1,9,28,32.1,48.9
Tyrese Maxey,PHI,6,5,1,223,32,13,44,29.5,6,23,26.1,36.4
Tyus Jones,WAS,6,1,5,161,20,8,14,57.1,4,7,57.1,71.4
Udoka Azubuike,PHX,2,2,0,9,0,0,0,-,-,-,-,-
Vasilije Micic,OKC,3,1,2,32,2,1,4,25.0,0,2,0.0,25.0
Victor Wembanyama,SAS,7,3,4,202,24,10,25,40.0,4,10,40.0,48.0
Vince Williams Jr.,MEM,3,0,3,27,0,0,1,0.0,0,1,0.0,0.0
Walker Kessler,UTA,8,2,6,192,0,0,0,-,0,0,-,-
Wendell Carter Jr.,ORL,5,3,2,147,0,0,1,0.0,0,0,-,0.0
Xavier Tillman,MEM,6,0,6,158,0,0,0,-,0,0,-,-
Yuta Watanabe,PHX,7,3,4,141,0,0,2,0.0,0,1,0.0,0.0
Zach Collins,SAS,7,3,4,216,8,4,7,57.1,0,2,0.0,57.1
Zach LaVine,CHI,8,3,5,272,51,20,60,33.3,11,33,33.3,42.5
Zeke Nnaji,DEN,8,7,1,90,0,0,0,-,0,0,-,-
Ziaire Williams,MEM,7,1,6,201,9,4,10,40.0,1,4,25.0,45.0
Zion Williamson,NOP,6,3,3,192,2,1,3,33.3,0,1,0.0,33.3
