PLAYER,TEAM,GP,W,L,MIN,PTS,DrivePTS,DriveFG%,C&SPTS,C&SFG%,Pull UpPTS,Pull UpFG%,PaintTouch PTS,PaintTouch FG%,PostTouch PTS,PostTouch FG%,ElbowTouch PTS,ElbowTouch FG%,eFG%
A.J. Lawson,DAL,5,3,2,10.0,4.6,0.4,0.0,1.8,21.4,0.0,0.0,0.4,100.0,0.0,0.0,0.0,0.0,45.7
AJ Green,MIL,15,11,4,8.2,3.5,0.0,0.0,2.7,46.7,0.5,33.3,0.1,50.0,0.0,0.0,0.1,100.0,62.2
AJ Griffin,ATL,11,6,5,9.1,2.5,0.2,25.0,1.4,26.3,0.8,37.5,0.2,0.0,0.0,0.0,0.0,0.0,40.6
Aaron Gordon,DEN,18,9,9,32.6,12.6,2.8,47.8,0.6,13.8,1.2,25.8,6.0,67.6,0.6,45.5,0.7,75.0,52.6
Aaron Holiday,HOU,18,11,7,18.4,7.4,2.6,55.6,3.5,46.7,1.4,46.2,0.0,0.0,0.0,0.0,0.0,0.0,59.7
Aaron Nesmith,IND,19,12,7,24.4,11.1,3.1,60.0,4.6,46.8,0.9,37.5,0.8,77.8,0.0,0.0,0.0,0.0,67.1
Aaron Wiggins,OKC,19,13,6,12.1,5.1,0.7,63.6,1.6,47.6,0.3,50.0,1.8,66.7,0.0,0.0,0.1,50.0,69.2
Admiral Schofield,ORL,6,5,1,3.7,1.2,0.0,0.0,0.5,20.0,0.3,33.3,0.0,0.0,0.0,0.0,0.3,100.0,38.9
Al Horford,BOS,19,15,4,26.6,7.7,0.5,83.3,4.4,38.7,0.1,50.0,2.1,69.2,0.2,100.0,0.3,100.0,60.5
Alec Burks,DET,16,2,14,18.8,10.7,2.4,26.9,4.7,37.3,2.0,36.1,0.4,100.0,0.0,0.0,0.3,50.0,48.4
Aleksej Pokusevski,OKC,7,6,1,6.1,0.9,0.0,0.0,0.4,12.5,0.0,0.0,0.3,100.0,0.1,0.0,0.0,0.0,22.7
Alex Caruso,CHI,19,8,11,24.0,9.8,1.6,50.0,4.1,46.4,1.2,47.1,1.5,80.0,0.1,0.0,0.3,33.3,67.2
Alex Fudge,LAL,4,1,3,3.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,16.7
Alex Len,SAC,5,3,2,5.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,50.0,0.0,0.0,0.6,100.0,50.0
Alperen Sengun,HOU,20,11,9,32.8,20.5,4.8,62.5,5.1,45.7,0.4,33.3,4.0,56.7,2.0,54.5,4.2,59.6,56.6
Amari Bailey,CHA,1,0,1,3.3,2.0,0.0,0.0,0.0,0.0,2.0,33.3,2.0,50.0,0.0,0.0,0.0,0.0,33.3
Amen Thompson,HOU,5,2,3,15.4,5.4,0.4,33.3,1.2,25.0,1.2,33.3,0.8,100.0,0.0,0.0,0.0,0.0,45.8
Amir Coffey,LAC,10,7,3,5.8,1.2,0.6,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3
Andre Drummond,CHI,23,9,14,13.1,6.1,0.3,75.0,0.0,0.0,0.1,100.0,4.6,46.7,0.7,37.5,0.5,41.7,47.8
Andre Jackson Jr.,MIL,17,10,7,7.7,2.0,0.0,0.0,0.8,50.0,0.5,100.0,0.5,100.0,0.0,0.0,0.0,0.0,77.3
Andrew Nembhard,IND,17,11,6,18.1,7.0,3.5,51.8,1.8,33.3,2.6,51.2,0.2,100.0,0.0,0.0,0.2,100.0,49.6
Andrew Wiggins,GSW,18,9,9,27.5,12.7,2.4,37.8,2.8,30.5,2.3,34.5,2.7,61.8,0.8,42.9,0.7,62.5,46.9
Anfernee Simons,POR,4,0,4,34.6,28.5,9.3,46.2,6.0,40.0,11.3,42.9,0.0,0.0,0.0,0.0,0.0,0.0,52.4
Anthony Black,ORL,20,15,5,19.3,4.6,1.1,52.9,0.9,25.0,0.2,28.6,1.2,71.4,0.0,0.0,0.1,25.0,52.0
