PLAYER,TEAM,GP,W,L,MIN,Touches,PaintTouches,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,Pass,Pass%,AST,AST%,TO,TOV%,PF,PF%
Chris Paul,GSW,16,8,8,428,1014,9,0,0,0.0,0,0,0.0,0,0.0,9,100.0,1,11.1,0,0.0,0,0.0
Christian Braun,DEN,17,11,6,364,522,32,11,20,55.0,0,0,0.0,22,68.8,11,34.4,2,6.3,1,3.1,0,0.0
Christian Wood,LAL,20,11,9,414,547,29,15,20,75.0,1,2,50.0,33,113.8,3,10.3,1,3.4,4,13.8,0,0.0
Chuma Okeke,ORL,7,5,2,31,46,1,1,1,100.0,0,0,0.0,2,200.0,0,0.0,0,0.0,0,0.0,0,0.0
Clint Capela,ATL,17,8,9,409,493,165,72,117,61.5,16,30,53.3,164,99.4,23,13.9,1,0.6,5,3.0,16,9.7
Coby White,CHI,19,6,13,626,1223,2,0,0,0.0,0,0,0.0,0,0.0,1,50.0,0,0.0,1,50.0,0,0.0
Cody Zeller,NOP,15,7,8,142,233,31,5,16,31.3,1,4,25.0,11,35.5,12,38.7,3,9.7,1,3.2,1,3.2
Colby Jones,SAC,9,3,6,70,125,4,1,3,33.3,0,0,0.0,2,50.0,1,25.0,0,0.0,0,0.0,0,0.0
Cole Anthony,ORL,17,13,4,444,1020,21,8,14,57.1,3,4,75.0,19,90.5,4,19.0,1,4.8,1,4.8,2,9.5
Cole Swider,MIA,3,0,3,29,41,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Colin Castleton,LAL,3,0,3,23,36,4,1,2,50.0,0,0,0.0,2,50.0,2,50.0,0,0.0,0,0.0,0,0.0
Collin Gillespie,DEN,8,5,3,54,101,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0
Collin Sexton,UTA,19,6,13,383,680,29,9,14,64.3,1,2,50.0,21,72.4,7,24.1,2,6.9,4,13.8,1,3.4
Corey Kispert,WAS,17,3,14,389,512,11,4,5,80.0,3,4,75.0,11,100.0,2,18.2,0,0.0,2,18.2,2,18.2
Cory Joseph,GSW,8,2,6,72,170,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Craig Porter Jr.,CLE,12,7,5,174,369,5,1,1,100.0,0,0,0.0,2,40.0,4,80.0,0,0.0,0,0.0,0,0.0
D'Angelo Russell,LAL,20,11,9,622,1316,14,7,12,58.3,0,0,0.0,14,100.0,1,7.1,0,0.0,0,0.0,0,0.0
D'Moi Hodge,LAL,6,1,5,33,35,1,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
DaQuan Jeffries,NYK,7,5,2,19,18,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Daishen Nix,MIN,5,4,1,20,35,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Dalano Banton,BOS,8,7,1,70,116,9,5,7,71.4,2,2,100.0,12,133.3,1,11.1,0,0.0,0,0.0,1,11.1
Dalen Terry,CHI,5,2,3,20,39,3,0,1,0.0,0,0,0.0,0,0.0,2,66.7,0,0.0,0,0.0,0,0.0
Damian Jones,CLE,10,6,4,51,67,14,3,4,75.0,0,0,0.0,6,42.9,10,71.4,1,7.1,0,0.0,0,0.0
Damian Lillard,MIL,17,13,4,592,1336,14,4,9,44.4,0,0,0.0,8,57.1,5,35.7,1,7.1,0,0.0,0,0.0
Daniel Gafford,WAS,16,3,13,400,613,102,43,61,70.5,9,14,64.3,95,93.1,26,25.5,5,4.9,4,3.9,7,6.9
Daniel Theis,LAC,9,6,3,142,135,35,10,25,40.0,4,6,66.7,24,68.6,5,14.3,1,2.9,0,0.0,3,8.6
Danilo Gallinari,WAS,16,3,13,246,463,23,10,17,58.8,3,4,75.0,23,100.0,2,8.7,0,0.0,1,4.3,2,8.7
Danny Green,PHI,2,1,1,18,16,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0
Dante Exum,DAL,15,10,5,162,331,12,3,5,60.0,0,0,0.0,7,58.3,7,58.3,1,8.3,0,0.0,0,0.0
Danuel House Jr.,PHI,10,6,4,127,164,12,2,4,50.0,1,2,50.0,6,50.0,2,16.7,0,0.0,3,25.0,1,8.3
Dario Saric,GSW,17,9,8,363,753,67,14,25,56.0,6,8,75.0,35,52.2,27,40.3,2,3.0,4,6.0,4,6.0
Dariq Whitehead,BKN,1,1,0,3,2,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Darius Garland,CLE,14,8,6,467,1007,7,2,3,66.7,0,0,0.0,4,57.1,3,42.9,1,14.3,1,14.3,0,0.0
David Roddy,MEM,17,4,13,397,441,23,13,17,76.5,1,2,50.0,27,117.4,3,13.0,0,0.0,2,8.7,1,4.3
Davion Mitchell,SAC,13,6,7,209,448,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0
Davis Bertans,OKC,5,4,1,46,41,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Day'Ron Sharpe,BKN,18,9,9,275,421,99,35,61,57.4,16,22,72.7,87,87.9,20,20.2,4,4.0,3,3.0,11,11.1
De'Aaron Fox,SAC,12,8,4,435,1032,12,3,5,60.0,0,0,0.0,7,58.3,6,50.0,0,0.0,1,8.3,0,0.0
De'Andre Hunter,ATL,17,8,9,513,713,20,9,13,69.2,0,0,0.0,20,100.0,5,25.0,0,0.0,1,5.0,0,0.0
De'Anthony Melton,PHI,18,12,6,538,975,22,5,11,45.5,0,2,0.0,10,45.5,7,31.8,1,4.5,2,9.1,1,4.5
DeAndre Jordan,DEN,3,3,0,52,82,16,9,11,81.8,2,6,33.3,20,125.0,1,6.3,1,6.3,1,6.3,3,18.8
DeMar DeRozan,CHI,17,5,12,599,990,13,3,7,42.9,0,0,0.0,6,46.2,4,30.8,1,7.7,1,7.7,0,0.0
Dean Wade,CLE,13,7,6,264,271,11,0,1,0.0,2,4,50.0,2,18.2,6,54.5,2,18.2,1,9.1,2,18.2
Deandre Ayton,POR,16,5,11,498,762,127,52,77,67.5,11,14,78.6,116,91.3,32,25.2,5,3.9,9,7.1,7,5.5
Dejounte Murray,ATL,17,8,9,582,1222,23,6,12,50.0,2,2,100.0,14,60.9,10,43.5,2,8.7,0,0.0,1,4.3
Delon Wright,WAS,8,2,6,141,304,3,0,0,0.0,0,0,0.0,0,0.0,2,66.7,1,33.3,1,33.3,0,0.0
Deni Avdija,WAS,18,3,15,485,867,33,16,27,59.3,0,0,0.0,33,100.0,5,15.2,1,3.0,1,3.0,0,0.0
Dennis Schroder,TOR,18,8,10,565,1431,10,2,3,66.7,0,0,0.0,4,40.0,6,60.0,1,10.0,0,0.0,0,0.0
Dennis Smith Jr.,BKN,11,5,6,187,359,6,3,4,75.0,0,0,0.0,6,100.0,1,16.7,0,0.0,1,16.7,0,0.0
Dereck Lively II,DAL,15,11,4,365,515,119,51,67,76.1,9,16,56.3,115,96.6,37,31.1,8,6.7,4,3.4,8,6.7
Dereon Seabron,NOP,5,2,3,52,82,1,1,1,100.0,0,0,0.0,2,200.0,0,0.0,0,0.0,0,0.0,0,0.0
Derrick Jones Jr.,DAL,16,11,5,352,375,22,5,11,45.5,2,2,100.0,12,54.5,6,27.3,1,4.5,3,13.6,1,4.5
Derrick Rose,MEM,9,2,7,169,348,8,2,5,40.0,0,0,0.0,4,50.0,2,25.0,0,0.0,1,12.5,0,0.0
Derrick White,BOS,15,13,2,483,828,15,4,7,57.1,0,0,0.0,8,53.3,7,46.7,3,20.0,0,0.0,0,0.0
Desmond Bane,MEM,17,4,13,582,1309,20,7,13,53.8,0,0,0.0,14,70.0,5,25.0,1,5.0,1,5.0,0,0.0
Devin Booker,PHX,10,8,2,339,799,11,2,4,50.0,6,6,100.0,10,90.9,2,18.2,0,0.0,1,9.1,3,27.3
Devin Vassell,SAS,13,3,10,367,611,2,0,1,0.0,0,0,0.0,0,0.0,1,50.0,1,50.0,0,0.0,0,0.0
Devonte' Graham,SAS,3,0,3,36,68,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Dillon Brooks,HOU,16,8,8,488,549,25,12,17,70.6,2,2,100.0,26,104.0,4,16.0,0,0.0,0,0.0,1,4.0
Domantas Sabonis,SAC,16,9,7,555,1396,142,45,69,65.2,25,36,69.4,116,81.7,45,31.7,7,4.9,5,3.5,18,12.7
Dominick Barlow,SAS,6,0,6,32,38,2,1,2,50.0,0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0
Donovan Mitchell,CLE,14,7,7,499,1053,17,8,11,72.7,4,4,100.0,21,123.5,1,5.9,1,5.9,1,5.9,2,11.8
Donte DiVincenzo,NYK,18,11,7,366,561,16,4,10,40.0,0,0,0.0,8,50.0,4,25.0,0,0.0,1,6.3,0,0.0
Dorian Finney-Smith,BKN,18,9,9,566,741,36,9,19,47.4,0,0,0.0,18,50.0,12,33.3,4,11.1,3,8.3,0,0.0
Doug McDermott,SAS,17,3,14,283,350,9,3,6,50.0,0,0,0.0,6,66.7,2,22.2,1,11.1,1,11.1,0,0.0
Draymond Green,GSW,11,6,5,262,623,30,7,12,58.3,4,4,100.0,19,63.3,15,50.0,6,20.0,1,3.3,2,6.7
Drew Eubanks,PHX,17,10,7,307,482,74,28,40,70.0,10,14,71.4,68,91.9,22,29.7,1,1.4,3,4.1,6,8.1
Dru Smith,MIA,9,7,2,131,237,6,4,4,100.0,0,0,0.0,8,133.3,2,33.3,0,0.0,0,0.0,0,0.0
Duncan Robinson,MIA,17,11,6,501,685,22,6,11,54.5,2,2,100.0,14,63.6,10,45.5,2,9.1,0,0.0,1,4.5
Duop Reath,POR,10,3,7,139,199,11,5,8,62.5,0,0,0.0,10,90.9,2,18.2,1,9.1,0,0.0,1,9.1
Dwight Powell,DAL,15,10,5,214,267,50,15,20,75.0,9,14,64.3,41,82.0,15,30.0,5,10.0,2,4.0,7,14.0
Dylan Windler,NYK,3,2,1,7,12,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0
Dyson Daniels,NOP,19,10,9,521,1024,37,10,19,52.6,5,8,62.5,25,67.6,10,27.0,1,2.7,2,5.4,4,10.8
E.J. Liddell,NOP,3,1,2,9,18,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Emoni Bates,CLE,7,4,3,52,54,2,0,1,0.0,0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0
Eric Gordon,PHX,17,11,6,535,907,14,6,9,66.7,0,0,0.0,12,85.7,4,28.6,1,7.1,0,0.0,0,0.0
Eugene Omoruyi,WAS,11,2,9,75,118,15,11,11,100.0,3,4,75.0,25,166.7,2,13.3,1,6.7,0,0.0,2,13.3
Evan Fournier,NYK,1,1,0,16,15,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Evan Mobley,CLE,19,10,9,632,1210,182,78,115,67.8,27,36,75.0,188,103.3,32,17.6,4,2.2,12,6.6,17,9.3
Filip Petrusev,SAC,3,2,1,9,11,1,0,0,0.0,1,2,50.0,1,100.0,0,0.0,0,0.0,0,0.0,1,100.0
Franz Wagner,ORL,17,13,4,560,956,37,14,22,63.6,8,8,100.0,36,97.3,7,18.9,3,8.1,4,10.8,4,10.8
Fred VanVleet,HOU,15,8,7,564,1241,3,1,1,100.0,0,0,0.0,2,66.7,2,66.7,0,0.0,0,0.0,0,0.0
Furkan Korkmaz,PHI,13,9,4,88,126,2,0,0,0.0,0,0,0.0,0,0.0,2,100.0,1,50.0,0,0.0,0,0.0
GG Jackson,MEM,3,0,3,7,12,1,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Gabe Vincent,LAL,4,2,2,113,131,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Garrett Temple,TOR,5,1,4,16,27,2,1,1,100.0,0,0,0.0,2,100.0,1,50.0,1,50.0,0,0.0,0,0.0
Garrison Mathews,ATL,6,4,2,40,52,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0
Gary Harris,ORL,13,11,2,270,252,3,1,1,100.0,0,0,0.0,2,66.7,2,66.7,1,33.3,0,0.0,0,0.0
Gary Payton II,GSW,13,7,6,234,319,38,11,20,55.0,0,0,0.0,22,57.9,18,47.4,1,2.6,0,0.0,0,0.0
Gary Trent Jr.,TOR,15,7,8,390,460,8,1,3,33.3,0,0,0.0,2,25.0,3,37.5,1,12.5,1,12.5,0,0.0
Georges Niang,CLE,19,10,9,424,683,10,4,6,66.7,0,0,0.0,8,80.0,3,30.0,0,0.0,1,10.0,0,0.0
Giannis Antetokounmpo,MIL,18,12,6,616,1411,102,50,67,74.6,14,22,63.6,116,113.7,13,12.7,3,2.9,3,2.9,11,10.8
Goga Bitadze,ORL,15,11,4,298,473,87,34,55,61.8,13,18,72.2,84,96.6,18,20.7,3,3.4,1,1.1,7,8.0
Gordon Hayward,CHA,16,6,10,517,848,37,14,19,73.7,1,2,50.0,29,78.4,16,43.2,7,18.9,1,2.7,1,2.7
Gradey Dick,TOR,14,6,8,214,215,6,2,2,100.0,0,0,0.0,4,66.7,3,50.0,2,33.3,1,16.7,0,0.0
Grant Williams,DAL,16,11,5,462,498,20,5,7,71.4,5,6,83.3,15,75.0,9,45.0,0,0.0,1,5.0,3,15.0
Grayson Allen,PHX,16,10,6,520,841,13,3,3,100.0,0,0,0.0,6,46.2,7,53.8,0,0.0,2,15.4,0,0.0
Gui Santos,GSW,1,0,1,8,5,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Harrison Barnes,SAC,16,9,7,497,619,23,4,7,57.1,1,2,50.0,9,39.1,11,47.8,4,17.4,3,13.0,1,4.3
Harry Giles III,BKN,2,0,2,12,22,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Haywood Highsmith,MIA,14,10,4,331,429,22,5,9,55.6,0,0,0.0,10,45.5,12,54.5,2,9.1,0,0.0,0,0.0
Herbert Jones,NOP,16,10,6,494,761,26,8,9,88.9,5,6,83.3,21,80.8,8,30.8,3,11.5,4,15.4,3,11.5
Hunter Tyson,DEN,6,4,2,16,22,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0
Immanuel Quickley,NYK,18,11,7,445,793,6,2,2,100.0,2,2,100.0,6,100.0,2,33.3,1,16.7,1,16.7,1,16.7
Isaac Okoro,CLE,10,4,6,235,224,18,3,7,42.9,2,2,100.0,8,44.4,10,55.6,1,5.6,0,0.0,1,5.6
Isaiah Hartenstein,NYK,18,11,7,306,436,73,27,44,61.4,8,12,66.7,64,87.7,19,26.0,1,1.4,3,4.1,5,6.8
Isaiah Jackson,IND,10,6,4,132,141,42,12,24,50.0,11,16,68.8,36,85.7,8,19.0,2,4.8,1,2.4,7,16.7
Isaiah Joe,OKC,17,11,6,347,481,3,1,2,50.0,0,0,0.0,2,66.7,1,33.3,0,0.0,0,0.0,0,0.0
Isaiah Livers,DET,5,0,5,121,137,5,2,3,66.7,0,0,0.0,4,80.0,2,40.0,1,20.0,0,0.0,0,0.0
Isaiah Mobley,CLE,2,0,2,10,18,2,1,1,100.0,0,0,0.0,2,100.0,1,50.0,0,0.0,0,0.0,0,0.0
Isaiah Stewart,DET,19,2,17,595,717,99,34,61,55.7,9,12,75.0,78,78.8,16,16.2,3,3.0,9,9.1,6,6.1
Ish Smith,CHA,11,3,8,174,310,5,2,4,50.0,0,0,0.0,4,80.0,0,0.0,0,0.0,1,20.0,0,0.0
Ish Wainright,POR,2,0,2,5,8,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Ivica Zubac,LAC,18,8,10,467,727,162,66,107,61.7,25,40,62.5,159,98.1,26,16.0,3,1.9,4,2.5,19,11.7
JT Thor,CHA,17,6,11,280,357,19,6,10,60.0,0,4,0.0,12,63.2,5,26.3,3,15.8,1,5.3,2,10.5
JaVale McGee,SAC,15,8,7,145,227,58,27,34,79.4,6,12,50.0,61,105.2,11,19.0,3,5.2,3,5.2,6,10.3
Jabari Smith Jr.,HOU,16,8,8,483,710,59,26,36,72.2,2,2,100.0,54,91.5,18,30.5,3,5.1,1,1.7,1,1.7
Jabari Walker,POR,17,6,11,291,399,36,15,30,50.0,2,3,66.7,32,88.9,3,8.3,0,0.0,1,2.8,2,5.6
Jacob Gilyard,MEM,13,3,10,229,488,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Jaden Hardy,DAL,13,9,4,134,235,3,1,2,50.0,0,0,0.0,2,66.7,1,33.3,0,0.0,0,0.0,0,0.0
Jaden Ivey,DET,15,2,13,340,543,13,5,9,55.6,1,2,50.0,11,84.6,1,7.7,0,0.0,1,7.7,1,7.7
Jaden McDaniels,MIN,11,9,2,260,283,9,2,4,50.0,0,0,0.0,4,44.4,3,33.3,2,22.2,2,22.2,0,0.0
Jaden Springer,PHI,11,7,4,127,132,14,2,6,33.3,4,4,100.0,8,57.1,2,14.3,0,0.0,2,14.3,2,14.3
Jae Crowder,MIL,9,5,4,240,324,11,4,5,80.0,0,0,0.0,8,72.7,4,36.4,2,18.2,1,9.1,0,0.0
