TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%,shot_coverage,round,year
Houston Rockets,5,5,36.1,79,137,57.7,60.9,25.3,70,96,72.9,10.8,9,41,22.0,tight,1,2017
Memphis Grizzlies,6,6,31.1,67,137,48.9,50.0,28.2,64,124,51.6,3.0,3,13,23.1,tight,1,2017
Boston Celtics,6,6,28.8,74,136,54.4,55.9,23.7,70,112,62.5,5.1,4,24,16.7,tight,1,2017
Washington Wizards,6,6,27.0,68,135,50.4,52.2,25.2,63,126,50.0,1.8,5,9,55.6,tight,1,2017
Golden State Warriors,4,4,36.1,64,119,53.8,58.8,27.3,52,90,57.8,8.8,12,29,41.4,tight,1,2017
Cleveland Cavaliers,4,4,31.6,54,100,54.0,58.5,25.0,45,79,57.0,6.6,9,21,42.9,tight,1,2017
Indiana Pacers,4,4,30.3,48,98,49.0,52.0,25.1,42,81,51.9,5.3,6,17,35.3,tight,1,2017
Portland Trail Blazers,4,4,29.3,53,93,57.0,60.2,24.3,47,77,61.0,5.0,6,16,37.5,tight,1,2017
Washington Wizards,6,6,31.2,71,156,45.5,52.6,18.6,49,93,52.7,12.6,22,63,34.9,open,1,2017
LA Clippers,7,7,28.2,71,146,48.6,56.8,15.1,47,78,60.3,13.2,24,68,35.3,open,1,2017
Memphis Grizzlies,6,6,30.0,55,132,41.7,48.5,18.0,37,79,46.8,12.0,18,53,34.0,open,1,2017
Boston Celtics,6,6,27.5,49,130,37.7,46.9,11.0,25,52,48.1,16.5,24,78,30.8,open,1,2017
Atlanta Hawks,6,6,27.3,56,126,44.4,52.0,13.6,37,63,58.7,13.6,19,63,30.2,open,1,2017
Utah Jazz,7,7,24.2,50,124,40.3,48.4,11.9,30,61,49.2,12.3,20,63,31.7,open,1,2017
San Antonio Spurs,6,6,26.1,53,117,45.3,55.6,14.7,29,66,43.9,11.4,24,51,47.1,open,1,2017
Oklahoma City Thunder,5,5,27.2,44,112,39.3,42.9,17.0,36,70,51.4,10.2,8,42,19.0,open,1,2017
Houston Rockets,5,5,28.2,50,107,46.7,57.5,12.1,27,46,58.7,16.1,23,61,37.7,open,1,2017
Chicago Bulls,6,6,22.0,45,104,43.3,49.5,11.0,32,52,61.5,11.0,13,52,25.0,open,1,2017
Milwaukee Bucks,6,6,23.6,44,104,42.3,47.6,15.9,33,70,47.1,7.7,11,34,32.4,open,1,2017
Cleveland Cavaliers,4,4,32.0,44,101,43.6,52.5,13.6,26,43,60.5,18.4,18,58,31.0,open,1,2017
Portland Trail Blazers,4,4,30.3,32,96,33.3,40.6,14.5,18,46,39.1,15.8,14,50,28.0,open,1,2017
Toronto Raptors,6,6,22.5,33,93,35.5,43.0,10.4,19,43,44.2,12.1,14,50,28.0,open,1,2017
Indiana Pacers,4,4,26.6,41,86,47.7,56.4,14.9,26,48,54.2,11.8,15,38,39.5,open,1,2017
Golden State Warriors,4,4,25.5,42,84,50.0,61.3,11.2,23,37,62.2,14.2,19,47,40.4,open,1,2017
Boston Celtics,6,6,29.0,63,137,46.0,63.5,4.7,15,22,68.2,24.3,48,115,41.7,wide_open,1,2017
Washington Wizards,6,6,25.8,49,129,38.0,46.9,9.0,26,45,57.8,16.8,23,84,27.4,wide_open,1,2017
Utah Jazz,7,7,21.6,56,111,50.5,68.5,5.5,16,28,57.1,16.2,40,83,48.2,wide_open,1,2017
Milwaukee Bucks,6,6,24.0,56,106,52.8,71.2,5.7,17,25,68.0,18.4,39,81,48.1,wide_open,1,2017
Atlanta Hawks,6,6,22.9,40,106,37.7,50.5,5.6,13,26,50.0,17.3,27,80,33.8,wide_open,1,2017
San Antonio Spurs,6,6,23.2,44,104,42.3,55.3,6.9,17,31,54.8,16.3,27,73,37.0,wide_open,1,2017
Memphis Grizzlies,6,6,22.5,49,99,49.5,66.2,5.7,16,25,64.0,16.8,33,74,44.6,wide_open,1,2017
Toronto Raptors,6,6,22.0,38,91,41.8,59.9,5.1,5,21,23.8,16.9,33,70,47.1,wide_open,1,2017
LA Clippers,7,7,16.2,38,84,45.2,57.7,5.8,17,30,56.7,10.4,21,54,38.9,wide_open,1,2017
Chicago Bulls,6,6,17.8,36,84,42.9,56.0,5.3,14,25,56.0,12.5,22,59,37.3,wide_open,1,2017
Indiana Pacers,4,4,24.1,37,78,47.4,62.2,6.8,14,22,63.6,17.3,23,56,41.1,wide_open,1,2017
Portland Trail Blazers,4,4,24.6,32,78,41.0,55.8,4.7,9,15,60.0,19.9,23,63,36.5,wide_open,1,2017
Golden State Warriors,4,4,23.3,35,77,45.5,57.8,9.4,16,31,51.6,13.9,19,46,41.3,wide_open,1,2017
Oklahoma City Thunder,5,5,18.2,34,75,45.3,62.7,2.7,8,11,72.7,15.5,26,64,40.6,wide_open,1,2017
Houston Rockets,5,5,19.0,22,72,30.6,41.7,2.1,6,8,75.0,16.9,16,64,25.0,wide_open,1,2017
Cleveland Cavaliers,4,4,21.2,37,67,55.2,75.4,4.1,10,13,76.9,17.1,27,54,50.0,wide_open,1,2017
