TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%,shot_coverage,round,year
Chicago Bulls,6,6,20.5,45,97,46.4,47.4,19.0,43,90,47.8,1.5,2,7,28.6,very_tight,1,2017
Utah Jazz,7,7,17.5,51,90,56.7,57.8,16.8,49,86,57.0,0.8,2,4,50.0,very_tight,1,2017
Atlanta Hawks,6,6,18.0,50,83,60.2,60.2,17.5,50,81,61.7,0.4,0,2,0.0,very_tight,1,2017
Washington Wizards,6,6,16.0,48,80,60.0,60.0,15.8,48,79,60.8,0.2,0,1,0.0,very_tight,1,2017
Milwaukee Bucks,6,6,18.1,39,80,48.8,49.4,17.5,38,77,49.4,0.7,1,3,33.3,very_tight,1,2017
San Antonio Spurs,6,6,17.6,40,79,50.6,51.3,17.0,39,76,51.3,0.7,1,3,33.3,very_tight,1,2017
Oklahoma City Thunder,5,5,18.2,39,75,52.0,52.0,17.7,39,73,53.4,0.5,0,2,0.0,very_tight,1,2017
Memphis Grizzlies,6,6,16.4,37,72,51.4,52.8,15.2,35,67,52.2,1.1,2,5,40.0,very_tight,1,2017
Boston Celtics,6,6,14.8,45,70,64.3,64.3,13.7,45,65,69.2,1.1,0,5,0.0,very_tight,1,2017
LA Clippers,7,7,13.0,37,67,55.2,56.0,12.4,36,64,56.3,0.6,1,3,33.3,very_tight,1,2017
Toronto Raptors,6,6,15.5,35,64,54.7,54.7,15.0,35,62,56.5,0.5,0,2,0.0,very_tight,1,2017
Houston Rockets,5,5,16.6,40,63,63.5,63.5,16.4,40,62,64.5,0.3,0,1,0.0,very_tight,1,2017
Indiana Pacers,4,4,18.9,36,61,59.0,59.8,18.0,35,58,60.3,0.9,1,3,33.3,very_tight,1,2017
Golden State Warriors,4,4,15.2,28,50,56.0,56.0,14.5,28,48,58.3,0.6,0,2,0.0,very_tight,1,2017
Portland Trail Blazers,4,4,15.8,25,50,50.0,51.0,14.2,24,45,53.3,1.6,1,5,20.0,very_tight,1,2017
Cleveland Cavaliers,4,4,15.2,25,48,52.1,52.1,15.2,25,48,52.1,0.0,0,0,-,very_tight,1,2017
LA Clippers,7,7,42.6,109,220,49.5,52.0,35.8,98,185,53.0,6.8,11,35,31.4,tight,1,2017
Utah Jazz,7,7,36.6,96,188,51.1,52.7,31.8,90,163,55.2,4.9,6,25,24.0,tight,1,2017
Chicago Bulls,6,6,39.7,92,188,48.9,50.3,34.9,87,165,52.7,4.9,5,23,21.7,tight,1,2017
Toronto Raptors,6,6,40.0,88,165,53.3,54.5,35.1,84,145,57.9,4.8,4,20,20.0,tight,1,2017
Milwaukee Bucks,6,6,34.2,70,151,46.4,47.4,31.5,67,139,48.2,2.7,3,12,25.0,tight,1,2017
Oklahoma City Thunder,5,5,36.4,76,150,50.7,53.3,30.6,68,126,54.0,5.8,8,24,33.3,tight,1,2017
San Antonio Spurs,6,6,33.0,86,148,58.1,60.5,29.2,79,131,60.3,3.8,7,17,41.2,tight,1,2017
Atlanta Hawks,6,6,31.8,79,147,53.7,55.1,28.1,75,130,57.7,3.7,4,17,23.5,tight,1,2017
