TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%
San Antonio Spurs,72,72,10.4,329,676,48.7,49.1,10.1,323,658,49.1,0.3,6,18,33.3
Indiana Pacers,72,72,10.0,334,655,51.0,51.5,9.7,328,638,51.4,0.3,6,17,35.3
New Orleans Pelicans,72,72,9.9,308,632,48.7,48.9,9.8,306,625,49.0,0.1,2,7,28.6
Washington Wizards,72,71,9.2,280,599,46.7,47.3,8.8,273,574,47.6,0.4,7,25,28.0
Cleveland Cavaliers,72,71,9.8,247,595,41.5,41.8,9.6,244,587,41.6,0.1,3,8,37.5
Minnesota Timberwolves,72,72,8.9,261,584,44.7,44.9,8.7,258,571,45.2,0.2,3,13,23.1
Sacramento Kings,72,72,9.0,276,576,47.9,48.4,8.6,270,546,49.5,0.5,6,30,20.0
Orlando Magic,72,72,8.5,214,547,39.1,39.9,8.1,206,521,39.5,0.4,8,26,30.8
Toronto Raptors,72,72,8.5,236,545,43.3,43.8,8.3,231,528,43.8,0.3,5,17,29.4
Oklahoma City Thunder,72,71,8.6,232,541,42.9,43.3,8.4,228,527,43.3,0.2,4,14,28.6
Boston Celtics,72,71,8.4,262,537,48.8,49.7,7.9,252,507,49.7,0.5,10,30,33.3
Detroit Pistons,72,72,8.8,246,534,46.1,46.3,8.5,243,519,46.8,0.2,3,15,20.0
Los Angeles Lakers,72,71,8.6,266,525,50.7,50.8,8.5,265,519,51.1,0.1,1,6,16.7
Portland Trail Blazers,72,72,7.9,229,520,44.0,44.6,7.5,223,489,45.6,0.5,6,31,19.4
Chicago Bulls,72,72,8.1,255,517,49.3,49.5,7.9,253,505,50.1,0.2,2,12,16.7
Memphis Grizzlies,72,72,7.8,230,516,44.6,44.6,7.7,230,510,45.1,0.1,0,6,0.0
Denver Nuggets,72,72,7.9,262,503,52.1,52.2,7.9,261,501,52.1,0.0,1,2,50.0
New York Knicks,72,72,8.1,225,499,45.1,45.3,7.8,223,484,46.1,0.2,2,15,13.3
LA Clippers,72,72,7.9,238,491,48.5,49.3,7.7,230,474,48.5,0.3,8,17,47.1
Houston Rockets,72,71,7.8,208,491,42.4,42.9,7.6,203,476,42.6,0.2,5,15,33.3
Milwaukee Bucks,72,72,7.4,250,490,51.0,51.3,7.3,247,481,51.4,0.1,3,9,33.3
Philadelphia 76ers,72,72,7.6,236,477,49.5,49.7,7.4,234,464,50.4,0.2,2,13,15.4
Atlanta Hawks,72,72,7.4,217,467,46.5,46.7,7.3,215,458,46.9,0.1,2,9,22.2
Golden State Warriors,72,71,7.2,222,455,48.8,50.2,6.7,209,421,49.6,0.5,13,34,38.2
Utah Jazz,72,72,7.1,230,452,50.9,51.9,6.6,221,420,52.6,0.5,9,32,28.1
Miami Heat,72,72,7.4,224,445,50.3,50.8,7.0,220,423,52.0,0.4,4,22,18.2
Brooklyn Nets,72,71,6.9,207,433,47.8,48.4,6.7,202,420,48.1,0.2,5,13,38.5
Charlotte Hornets,72,72,6.9,195,433,45.0,45.7,6.6,189,416,45.4,0.3,6,17,35.3
Dallas Mavericks,72,72,6.4,207,402,51.5,52.0,6.3,203,394,51.5,0.1,4,8,50.0
Phoenix Suns,72,72,5.9,203,374,54.3,54.9,5.8,198,364,54.4,0.2,5,10,50.0
